ID,PRSNY20,HOUNY20,WEIGHT,ABORT2,ABORTION,ACASUPREME,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BIDENWINGEN,BIDENWINGENB,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CHILD12,CLIMATECHANGE,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,COVIDHARDSHIP,COVIDHARDSHIP2,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEMASKS,FAIRJUSTICE20,FAVBIDEN2,FAVBLM,FAVHARRIS,FAVPENCE,FAVPRES20,FAVTRUMP,FAVVP20,FINSIT,FORCAND,GEOCODE,GOVTANGR16,GOVTANGR16B,HANDLECORONA20,HANDLEECON20,HEALTHBIDEN,HEALTHCAND20,HEALTHTRUMP,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,ISSVQUAL20,LATINO,LGBT,LIFE,MARCHILD,MARRIED,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,REL5,RELIGN18,RELWHITE,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,SUPREME16,SUPREME16B,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,TRUMPWINGEN20,TRUMPWINGEN20B,UNIONHH12,VERSION,VETVOTER,VOTE2016,VOTEEXPERIENCE,VOTEEXPERIENCE2,VOTEMETHOD,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,WRKWOMEN4,ZIPCODE
133848.0,Joe Biden,The Democratic candidate,0.84091943204,Omit,Omit,,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,,,,No,Call 2,5.0,No,Yes,,,,,,,Election day,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,Worse today,,1.0,,,,,,,,,,,,,,,,No,No,,All others,No,,,,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,115.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,National questionnaire,Black,Non-white,Black,,,East,Protestant/Other Non-Catholic Christian,Other Christian,,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,The most important factor,The most important factor or an important factor,Election day exit poll,Omit,Omit,Omit,Before that,Before that,Before that,,,,,,Version 4,No,,,,Election day,,All others,,,No,,,,11691.0
133853.0,Joe Biden,The Democratic candidate,0.77419648927,,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,,,,Call 2,27.0,,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Favorable,Unfavorable,,,Only Harris,,,5.0,,,,,Joe Biden does,Only Joe Biden,Donald Trump does not,,,,,,,,,No,,Worse than life today,,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,56.0,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,East,,,,Male,White men,,Suburbs,Suburbs,English, New York,White suburban men,,,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,Very easy,Very easy or somewhat easy,Election day,,,,,,,,,14485.0
133868.0,Joe Biden,The Democratic candidate,0.96376836451,Legal,Legal in most cases,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,All others,All others,Complete,,,,,,No,Call 2,20.0,Yes,Yes,,,,,,,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,Worse today,,3.0,,,,,,,,,,,,,,,,No,No,,Married with children,Yes,,,,Men with children,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,1.0,Liberal Democrats,Liberal Democrats,,Other,Asian,National questionnaire,Asian,Non-white,Asian,,,East,Something else,Other,,Male,All other races,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,An important factor,The most important factor or an important factor,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,,Version 4,No,,,,Election day,,All others,,,No,,,,12203.0
133870.0,Donald Trump,The Democratic candidate,0.81796726692,Illegal,Illegal in most cases,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,,,,,,Yes,Call 2,11.0,No,Yes,,,,,,,Election day,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,Worse today,,1.0,,,,,,,,,,,,,,,,No,No,,All others,No,,,,Women without children,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,Independent Women,All others,Conservative,126.0,Moderate/Liberal Republicans,Conservative Independents,,Other,Asian,National questionnaire,Asian,Non-white,Asian,,,East,Protestant/Other Non-Catholic Christian,Other Christian,,Female,All other races,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,Not a factor at all,A minor factor or not a factor at all,Election day exit poll,No,Only Donald Trump does,Yes,In the last week,In the last month,In the last week,,,,,,Version 4,No,,,,Election day,,All others,,,No,,,,10305.0
133883.0,Joe Biden,The Democratic candidate,0.81176471445,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Excited,Excited or optimistic,,,,,Call 2,25.0,,,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,For your candidate,4.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Good,Excellent or good,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,62.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,White,White,,,East,,,,Female,White women,,Suburbs,Suburbs,English, New York,White suburban women,,,Election day exit poll,,,,,,,,,Omit,Omit,No,Version 2,,Hillary Clinton,,,Election day,,,Yes,Working women,,,Working women,Working women,14559.0
133888.0,Joe Biden,The Democratic candidate,0.46777155359,,,,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Not complete,,,,,,,Call 2,5.0,,,,,,,,,Election day,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,No,,Better than life today,,,,,,,,,,,,,,,115.0,,,,Black,Black,National questionnaire,Black,Non-white,Black,,,East,,,,Male,Black men,,"Cities over 500,000","Cities over 50,000",English, New York,Other,,,Election day exit poll,,,,,,,,,,,,Version 3,,,,,Election day,,,,,,,,,11691.0
133895.0,Joe Biden,The Democratic candidate,0.45023011621,Legal,Legal in most cases,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,,Yes,Call 2,27.0,Yes,Yes,,,,,,,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,Better today,,5.0,,,,,,,,,,,,,,,,No,No,,Married with children,Yes,,,,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,56.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,White,White,,,East,,,,Male,White men,Married men,Suburbs,Suburbs,English, New York,White suburban men,An important factor,The most important factor or an important factor,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,,Version 4,No,,,,Election day,,White Born-again/Evangelical Christians,,,,,,,14485.0
133908.0,Joe Biden,The Democratic candidate,0.64027384935,,,Overturn it,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,An important factor,Important,Factor,,Call 2,11.0,,,,,,,,,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Personal choice,Treats all people fairly,Favorable,Favorable,,,Both of them,Favorable,,,,1.0,,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The coronavirus pandemic,My candidate's personal qualities,,,,,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,126.0,Liberal Democrats,Liberal Democrats,Is a strong leader,White,White,National questionnaire,White,White,White,,,East,,,,Female,White women,,"Cities over 500,000","Cities over 50,000",, New York,Other,,,Election day exit poll,,,,,,,,,,,,Version 1,,,,,Election day,No,,,,,,,,10305.0
133914.0,Donald Trump,The Republican candidate,0.65386696143,Legal,Legal in most cases,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,,No,Call 2,19.0,No,Yes,,,,,,,Election day,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,Better today,,3.0,,,,,,,,,,,,,,,,No,No,,All others,No,,,,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,,24.0,,,,White,White,National questionnaire,White,White,White,,,East,Something else,Other,Something else,Female,White women,Non married women,Suburbs,Suburbs,English, New York,White suburban women,Not a factor at all,A minor factor or not a factor at all,Election day exit poll,No,Only Donald Trump does,Yes,In the last week,In the last month,In the last week,,,,,,Version 4,No,,,,Election day,,All others,,,No,All others,,,12569.0
133921.0,Joe Biden,The Democratic candidate,0.69192841365,,,,30-44,30-59,30-34,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Optimistic,Excited or optimistic,,,,,Call 2,20.0,,,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,Against his opponent,3.0,Angry,"Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Not so good,Not so good or poor,No,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,1.0,Liberal Democrats,Liberal Democrats,,Black,Black,National questionnaire,Black,Non-white,Black,,,East,,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,,Election day exit poll,,,,,,,,,Concerned,Concerned or scared,No,Version 2,,Hillary Clinton,,,Election day,,,Yes,Working women,,,Working women,Working women,12203.0
133926.0,Donald Trump,The Republican candidate,0.80758513155,Illegal,Illegal in most cases,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,,,No,Call 2,27.0,No,No,,,,,,,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,Better today,,5.0,,,,,,,,,,,,,,,,No,No,,All others,Yes,,,,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,56.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,White,White,,,East,Catholic,Catholic,Catholic,Female,White women,Married women,Suburbs,Suburbs,English, New York,White suburban women,An important factor,The most important factor or an important factor,Election day exit poll,No,Only Donald Trump does,Yes,In September,Before that,Before that,,,,,,Version 4,No,,,,Election day,,All others,,,No,All others,,,14485.0
133930.0,Donald Trump,The Republican candidate,0.49368134408,,,Overturn it,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,A minor factor,Not important,Factor,,Call 2,25.0,,,,,,,,,Election day,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Personal choice,Treats all people fairly,Unfavorable,Omit,,,Only Trump,Favorable,,,,4.0,,,,,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,My candidate's positions on the issues,No,,,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,62.0,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,National questionnaire,White,White,White,,,East,,,,Male,White men,,Suburbs,Suburbs,English, New York,White suburban men,,,Election day exit poll,,,,,,,,,,,,Version 1,,,,,Election day,No,,,,,,,,14559.0
133939.0,Donald Trump,Other,0.66895630788,Legal,Legal in most cases,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,,No,Call 2,11.0,No,Yes,,,,,,,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,About the same,,1.0,,,,,,,,,,,,,,,,No,No,,All others,No,,,,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Liberal,126.0,Moderate/Liberal Republicans,Liberal Independents,,White,White,National questionnaire,White,White,White,,,East,Catholic,Catholic,Catholic,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,An important factor,The most important factor or an important factor,Election day exit poll,No,Neither of them do,No,In the last week,In the last month,In the last week,,,,,,Version 4,No,,,,Election day,,All others,,,No,All others,,,10305.0
133945.0,Joe Biden,The Democratic candidate,0.51345337724,,,Overturn it,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,,The most important factor,Important,Factor,,Call 2,5.0,,,,,,,,,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Public health responsibility,Treats Black people unfairly,Favorable,Favorable,,,Only Biden,Unfavorable,,,,1.0,,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Racial inequality,My candidate's positions on the issues,Yes,,,,,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Moderate,115.0,Moderate/Liberal Republicans,Moderate Independents,Can unite the country,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,East,,,,Male,Latino men,,"Cities over 500,000","Cities over 50,000",English, New York,Other,,,Election day exit poll,,,,,,,,,,,,Version 1,,,,,Election day,No,,,,,,,,11691.0
133950.0,Donald Trump,The Democratic candidate,0.41402030152,,,Keep it as is,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,,An important factor,Important,Factor,,Call 2,20.0,,,,,,,,,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Public health responsibility,Treats Black people unfairly,Favorable,Favorable,,,Only Biden,Unfavorable,,,,3.0,,,,,,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Racial inequality,My candidate's positions on the issues,Yes,,,,,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Conservative,1.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,East,,,,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,,Election day exit poll,,,,,,,,,,,,Version 1,,,,,Election day,No,,,,,,,,12203.0
133951.0,Donald Trump,The Republican candidate,0.40412790506,,,,30-44,30-59,30-34,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Concerned,Concerned or scared,,,,,Call 2,19.0,,,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,For your candidate,3.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Donald Trump,Donald Trump,,,,,,,,,,,,No,,,,,Good,Excellent or good,No,,Republican,Black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,24.0,Independent/Something else,Conservative Republicans,,Black,Black,National questionnaire,Black,Non-white,Black,,,East,,,,Male,Black men,,Suburbs,Suburbs,English, New York,Other,,,Election day exit poll,,,,,,,,,Excited,Excited or optimistic,No,Version 2,,Donald Trump,,,Election day,,,Yes,Working men,,,All others,Working men,12569.0
133963.0,Donald Trump,The Republican candidate,0.80758513155,,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Scared,Concerned or scared,,,,,Call 2,27.0,,,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,For your candidate,5.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Donald Trump,Donald Trump,,,,,,,,,,,,No,,,,,Good,Excellent or good,No,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,56.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,White,White,,,East,,,,Female,White women,,Suburbs,Suburbs,English, New York,White suburban women,,,Election day exit poll,,,,,,,,,Excited,Excited or optimistic,No,Version 2,,Donald Trump,,,Election day,,,No,Non-working women,,,All others,Non-working women,14485.0
133970.0,Donald Trump,The Republican candidate,0.7034679691,,,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Scared,Concerned or scared,,,,,Call 2,11.0,,,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,For your candidate,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,Donald Trump,,,,,,,,,,,,No,,,,,Good,Excellent or good,No,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,126.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,White,White,,,East,,,,Male,White men,,"Cities over 500,000","Cities over 50,000",English, New York,Other,,,Election day exit poll,,,,,,,,,Excited,Excited or optimistic,Yes,Version 2,,Donald Trump,,,Election day,,,Yes,Working men,,,All others,Working men,10305.0
133981.0,Donald Trump,The Republican candidate,0.41520785112,,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,,,Call 2,25.0,,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Unfavorable,Favorable,,,Only Pence,,,4.0,,,,,Joe Biden does not,Neither of them,Donald Trump does not,,,,,,,,,No,,Worse than life today,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,62.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,,,,Female,White women,,Suburbs,Suburbs,English, New York,White suburban women,,,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,Very easy,Very easy or somewhat easy,Election day,,,,,,,,,14559.0
133986.0,Other,The Republican candidate,0.52110790317,,,Omit,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,An important factor,Important,Factor,,Call 2,19.0,,,,,,,,,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Omit,Omit,Omit,Omit,,,Omit,Omit,,,,3.0,,,,,,,,,,,,,,The coronavirus pandemic,Omit,No,,,,,,,,,,,,,,,,,24.0,,,Omit,White,White,National questionnaire,White,White,White,,,East,,,,Male,White men,,Suburbs,Suburbs,English, New York,White suburban men,,,Election day exit poll,,,,,,,,,,,,Version 1,,,,,Election day,,,,,,,,,12569.0
134006.0,Donald Trump,The Republican candidate,0.56129671584,Illegal,Illegal in all cases,,,,,,,,,,,Complete,,,,,,No,Call 2,11.0,No,Yes,,,,,,,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,About the same,,1.0,,,,,,,,,,,,,,,,No,No,,All others,No,,,,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,126.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,White,White,,,East,Catholic,Catholic,Catholic,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,An important factor,The most important factor or an important factor,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,,Version 4,No,,,,Election day,,All others,,,No,All others,,,10305.0
134014.0,Joe Biden,The Democratic candidate,1.1712940536,,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,All others,All others,Complete,Excited,Excited or optimistic,,,,,Call 2,5.0,,,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,For your candidate,1.0,Angry,"Dissatisfied, but not angry or Angry",Joe Biden,Joe Biden,,,,,,,,,,,,No,,,,,Not so good,Not so good or poor,Yes,,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,115.0,Liberal Democrats,Liberal Democrats,,Other,Asian,National questionnaire,Asian,Non-white,Asian,,,East,,,,Male,All other races,,"Cities over 500,000","Cities over 50,000",English, New York,Other,,,Election day exit poll,,,,,,,,,Scared,Concerned or scared,No,Version 2,,Didn't vote,,,Election day,,,,,,,All others,,11691.0
134020.0,Donald Trump,The Republican candidate,0.39664405554,,,,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,,,,,,Call 2,20.0,,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Unfavorable,Favorable,,,Only Pence,,,3.0,,,,,Joe Biden does not,Only Donald Trump,Donald Trump does,,,,,,,,,No,,About the same,,,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,Independent Men,All others,Moderate,1.0,Moderate/Liberal Republicans,Moderate Independents,,Black,Black,National questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,East,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,Somewhat easy,Very easy or somewhat easy,Election day,,,,,,,,,12203.0
134025.0,,The Republican candidate,0.13887873143,Illegal,Illegal in most cases,,18-29,18-29,25-29,18-44,18-29,25-29,,,,Complete,,,,,,No,Call 2,19.0,No,Yes,,,,,,,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,,,,,,,,,,Better today,,3.0,,,,,,,,,,,,,,,,No,No,,All others,No,,,,Men without children,Republican,,,Republican men,Republican,Republican Men,,Conservative,24.0,Independent/Something else,Conservative Republicans,,,,National questionnaire,,,,,,East,Catholic,Catholic,,Male,,Non married men,Suburbs,Suburbs,English, New York,,A minor factor,A minor factor or not a factor at all,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,,Version 4,No,,,,Election day,,All others,,,No,,,,12569.0
134030.0,Donald Trump,The Republican candidate,0.44922893769,,,Overturn it,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,The most important factor,Important,Factor,,Call 2,27.0,,,,,,,,,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Public health responsibility,Treats all people fairly,Unfavorable,Unfavorable,,,Only Trump,Favorable,,,,5.0,,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,My candidate's positions on the issues,No,,,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,56.0,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,White,White,National questionnaire,White,White,White,,,East,,,,Male,White men,,Suburbs,Suburbs,English, New York,White suburban men,,,Election day exit poll,,,,,,,,,,,,Version 1,,,,,Election day,No,,,,,,,,14485.0
134032.0,Joe Biden,The Democratic candidate,0.81176471445,Legal,Legal in all cases,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,,No,Call 2,25.0,Yes,Yes,,,,,,,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,About the same,,4.0,,,,,,,,,,,,,,,,No,No,,All others,No,,,,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,62.0,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,White,White,,,East,Catholic,Catholic,Catholic,Female,White women,Non married women,Suburbs,Suburbs,English, New York,White suburban women,An important factor,The most important factor or an important factor,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,,Version 4,No,,,,Election day,,All others,,,No,All others,,,14559.0
134040.0,Donald Trump,The Republican candidate,1.11001965397,,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Concerned,Concerned or scared,,,,,Call 2,20.0,,,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,Against his opponent,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Donald Trump,Donald Trump,,,,,,,,,,,,No,,,,,Not so good,Not so good or poor,No,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Liberal,1.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,White,White,,,East,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,,Election day exit poll,,,,,,,,,Optimistic,Excited or optimistic,No,Version 2,,Donald Trump,,,Election day,,,No,Non-working men,,,All others,Non-working men,12203.0
134048.0,Joe Biden,The Republican candidate,1.0436180674,,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Not complete,,,An important factor,Important,Factor,,Call 2,19.0,,,,,,,,,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,24.0,,,,White,White,National questionnaire,White,White,White,,,East,,,,Male,White men,,Suburbs,Suburbs,English, New York,White suburban men,,,Election day exit poll,,,,,,,,,,,,Version 1,,,,,Election day,,,,,,,,,12569.0
