id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,beatclin,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichwi,kasich_1,latino,latinos,muslimba,nyrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,trumpwin,trumpw_1,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang
545653,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Omit, ,Call 3,4, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,2,Omit,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending, , ,No,No,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,69,Omit,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,1.34772908687592,No, 
545656,18-29,18-29,25-29,18-44,18-49,18-29,25-29, , , ,Complete, ,No,Call 3,12,Scared,Concerned or scared,Not too worried,Not worried,High school or less,No college degree,High school graduate or less, ,Against his opponents,1, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000", ,Immigration,Scared,Concerned or scared, , , ,Donald Trump,Have experience in politics,18-44,18-64,Republican, ,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,86,Tells it like it is, , ,State questionnaire, , , ,East,Male, ,"Cities over 500,000","Cities over 50,000", , New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.479356199502945, ,All others
545661, , , , , , , , , , ,Complete,Donald Trump, ,Call 3,11, , , , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree, ,1,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Economy/Jobs, , ,No,No,Oppose,John Kasich, , , ,Independent/Something else,Black Independent,Independent,Independent Women, ,Moderate/Liberal,Moderate,Moderate,120,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, , ,Version 1,Not vote for him,Definitely vote for him,Not vote for him, ,2.36695122718811,No, 
545663,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,No,Call 3,4,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,71,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Help the U.S. economy,.735529899597168,No,All others
545665,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,White 45-64,Complete, ,No,Call 3,20,Scared,Concerned or scared,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,For your candidate,5, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Economy/Jobs,Concerned,Concerned or scared,Yes,Yes, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,124,Can bring needed change,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,1.82233560085297,No,All others
545668,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete, ,No,Call 3,12,Excited,Excited or optimistic,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,Non white no college degree,Against his opponents,1, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Government spending,Concerned,Concerned or scared,Yes,Yes, ,Ted Cruz,Be from outside the political establishment,45+,18-64,Independent/Something else,Latino Independent,Something else,Independent Men,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,86,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,.331426918506622,No,All others
545669,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,John Kasich, ,Call 3,4, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,69,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Probably vote for him, ,1.34772908687592,No, 
545673,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,No,Call 3,1,Concerned,Concerned or scared,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Scared,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Very conservative,133,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.717774033546448,No,All others
545676,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,20, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism, , ,No,No,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women, ,Conservative,Conservative,Somewhat conservative,124,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him, ,1.64272499084473,No, 
545677,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 65+,Complete,Ted Cruz, ,Call 3,11, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree, ,1,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Economy/Jobs, , ,Yes,Yes,Support,Ted Cruz, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Liberal,Liberal,120,Can bring needed change,Other,Other,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , ,Version 1,Probably vote for him,Not vote for him,Not vote for him, ,.94099885225296,No, 
545679,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,12, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,1,Omit,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs, , ,No,No,Oppose,Ted Cruz, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,86,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,Omit,Omit,Omit,Omit,Not Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Not vote for him, ,.277391821146011,Yes, 
545685,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 3,4,Concerned,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Optimistic,Excited or optimistic,No,No, ,Ted Cruz,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,71,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Help the U.S. economy,1.28595292568207,No,All others
545689,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,1,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Excited,Excited or optimistic,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Very conservative,133,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Help the U.S. economy,.698158502578735,No,All others
545691,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Ted Cruz, ,Call 3,12, , , , , , , , , ,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , ,Economy/Jobs, , ,Yes,Yes,Omit,Ted Cruz, ,18-44,18-64, , , , , , , , ,86,Omit,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, , ,Version 1,Probably vote for him,Not vote for him,Not vote for him, ,.277391821146011, , 
545692,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,20,Optimistic,Excited or optimistic,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,5, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Optimistic,Excited or optimistic,No,No, ,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,124,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Help the U.S. economy,1.64619100093842,No,All others
545699,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,4, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Immigration, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,69,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him, ,1.37669968605042,No, 
545701,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 3,4,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Optimistic,Excited or optimistic,No,No, ,Ted Cruz,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Very conservative,71,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Help the U.S. economy,1.0915504693985,No,All others
545702,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 3,1,Concerned,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Immigration,Scared,Concerned or scared,No,No, ,Donald Trump,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Moderate/Liberal,Moderate,Moderate,133,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Help the U.S. economy,.717774033546448,Yes,White Born-again/Evangelical Christians
545706,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,12,Scared,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Excited,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,86,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,.308214455842972,No,All others
545707,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,20,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,5, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Optimistic,Excited or optimistic,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Very conservative,124,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Help the U.S. economy,1.82233560085297,No,All others
545717,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete, , ,Call 3,12, , , , , , , , , ,1, , , ,Offered a chance to apply for legal status, , , , , , , , , , ,No,No, ,John Kasich, ,18-44,18-64, , , , , , , , ,86, ,White,White,State questionnaire,White,White,White,East,Male,White men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , ,Version 1,Not vote for him,Probably vote for him,Not vote for him, ,.403281182050705, , 
545720,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,John Kasich, ,Call 3,20, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,5,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism, , ,No,No,Support,John Kasich, ,45+,18-64,Republican,All Republicans,Republican,Republican Women, ,Moderate/Liberal,Moderate,Moderate,124,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, , ,Version 1,Probably vote for him,Definitely vote for him,Not vote for him, ,1.20996224880219,No, 
545722,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Donald Trump, ,Call 3,4, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,65+,Democrat,White Democrat,Democrat,Democratic Men, ,Conservative,Conservative,Very conservative,69,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,1.34772908687592,No, 
545727,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,2,Omit,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Omit,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,133,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, , ,Version 1,Not vote for him,Probably vote for him,Probably vote for him, ,.689605295658112,No, 
545729,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,White 18-29,Complete, ,No,Call 3,4,Concerned,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,For your candidate,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Terrorism,Scared,Concerned or scared,Yes,Yes, ,Donald Trump,Omit,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Omit,Conservative,Conservative,Somewhat conservative,71,Can bring needed change,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Omit,.923544704914093,No,All others
545734,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,12,Concerned,Concerned or scared,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,1, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Excited,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Moderate/Liberal,Moderate,Moderate,86,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,.281282633543015,Yes,White Born-again/Evangelical Christians
545736,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,20, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending, , ,No,No,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Something else,Independent Women, ,Conservative,Conservative,Somewhat conservative,124,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him, ,1.64272499084473,No, 
545739,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 3,1,Concerned,Concerned or scared,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Immigration,Concerned,Concerned or scared,No,No, ,Donald Trump,Have experience in politics,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Men,Energized the Republican Party,Moderate/Liberal,Moderate,Moderate,133,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Help the U.S. economy,.822498798370361,No,All others
545741,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , ,Call 3,4,Omit,Omit,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,2, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Omit,Omit,No,No, ,Donald Trump,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,69,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Help the U.S. economy,1.43293464183807,Yes,All others
545742,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,4,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,71,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.858987331390381,No,All others
545745,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,12,Scared,Concerned or scared,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,1, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Scared,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,86,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.433194071054459,Yes,All others
545750,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Donald Trump, ,Call 3,24, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,94,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,.89055323600769,No, 
545751,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,Latino 65+,Complete, ,No,Call 3,20,Scared,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,Against his opponents,5, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Economy/Jobs,Concerned,Concerned or scared,No,No, ,John Kasich,Omit,18-44,18-64,Democrat,All Other,Democrat,Democratic Women,Divided the Republican Party,Moderate/Liberal,Liberal,Liberal,124,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,East,Female,All other races,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,1.19239950180054,No,All others
