id,backside,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,mdrprs16,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
580202,Complete,Yes,Call 1,5,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,111,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,1.12725222110748,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580204,Complete,Yes,Call 1,3,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,10,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.714282810688019,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580206,Complete,No,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,64,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,1.52273499965668,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580220,Complete,No,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,1.66579461097717,Yes,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
580222,Complete,Yes,Call 1,8,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,49,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.87528133392334,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580227,Complete,No,Call 1,2,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,31,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,1.74042737483978,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
580232,Complete,No,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Help the U.S. economy,1.66579461097717,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
580235,Complete,No,Call 1,5,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,111,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Help the U.S. economy,1.03044295310974,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580238,Complete,Yes,Call 1,8,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,49,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.957513213157654,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580242,Complete,No,Call 1,2,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Donald Trump,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,64,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,1.66579461097717,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580245,Complete,No,Call 1,8,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,49,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.957513213157654,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580247,Complete, ,Call 1,7,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , , , , , , ,Immigration,Donald Trump,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,70,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Omit,Probably vote for him,Omit,Omit,.943265497684479, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580254,Complete,No,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.66579461097717,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580259,Complete,No,Call 1,2,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,31,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,1.90393900871277,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580263,Complete,No,Call 1,7,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,4,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,70,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,1.03188443183899,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580265,Complete,Yes,Call 1,2,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Donald Trump,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,64,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Omit,1.52273499965668,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
580274,Complete,Yes,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Donald Trump,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,31,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.74042737483978,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580277,Complete,No,Call 1,7,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,70,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Omit,1.03188443183899,Yes,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580278,Complete,No,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,64,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,1.52273499965668,Yes,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
580279,Complete,No,Call 1,8,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Donald Trump,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,49,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.957513213157654,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
580288,Complete,No,Call 1,3,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,10,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.652939677238464,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
580292,Complete,No,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,1.66579461097717,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
580293,Complete,Yes,Call 1,7,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,70,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.03188443183899,No,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
580299,Complete,Yes,Call 1,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,10,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Omit,.652939677238464,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580302,Complete,No,Call 1,7,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,70,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,1.03188443183899,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580307,Complete,No,Call 1,8,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,49,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.957513213157654,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580308,Complete,No,Call 1,7,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,70,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.943265497684479,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
580322,Not complete, ,Call 1,8, , , , ,Against his opponents,3, , , , , , , , , , , ,Donald Trump, , , , , , , ,86, ,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,.626519560813904, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580327,Complete,No,Call 1,7,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,70,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,1.03188443183899,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580328,Complete,No,Call 1,8,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,49,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Probably vote for him,Definitely vote for him,Help the U.S. economy,.957513213157654,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580330,Complete,No,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,26,Tells it like it is,Other,Other,State questionnaire,Other,Non-white,East,Female,All other races,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Probably vote for him,Probably vote for him,Hurt the U.S. economy,1.39135122299194,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,All others
580333,Complete,No,Call 1,3,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,1,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,10,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.714282810688019,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
580338,Complete,No,Call 1,8,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,49,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Probably vote for him,Hurt the U.S. economy,.87528133392334,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
580339,Complete,Yes,Call 1,7,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,70,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Omit,.943265497684479,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
580340,Complete,No,Call 1,2,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , , , , , , ,Government spending,Donald Trump,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,26,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,Not vote for him,Probably vote for him,Probably vote for him,Hurt the U.S. economy,1.39135122299194,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
580347,Complete,Yes,Call 1,7,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,70,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Not vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.03188443183899,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580348,Complete,Yes,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,26,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Not vote for him,Help the U.S. economy,1.52206742763519,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
