id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,alrprs16,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
411015,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Donald Trump,Complete,No,Yes,Call 2,6,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,31,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Omit,Version 2,No,1.64446616172791, ,White Born-again/Evangelical Christians
411034,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete, ,No,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women, , , ,1,Tells it like it is,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.672629117965698,Yes,All others
411115,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete, ,Yes,Call 2,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Terrorism,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,77,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1, ,1.47437310218811,Yes,White Born-again/Evangelical Christians
411116,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Donald Trump,Complete,Yes,Yes,Call 2,1,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Ted Cruz,Immigration, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,1,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,No,.655824959278107, ,White Born-again/Evangelical Christians
411118,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Donald Trump,Complete,Omit,Yes,Call 2,1,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,60,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,No,.734175443649292, ,White Born-again/Evangelical Christians
411262,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Donald Trump,Complete, ,Yes,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,1,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.672629117965698,No,White Born-again/Evangelical Christians
411295,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Donald Trump,Complete, , ,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,60,Tells it like it is,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.734175443649292,No,All others
411428,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete, ,Yes,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Economy/Jobs,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,60,Tells it like it is,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.734175443649292,Yes,White Born-again/Evangelical Christians
411517,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,Omit,Yes,Call 2,1,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,60,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.752987146377563, ,White Born-again/Evangelical Christians
411554,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete,Yes,Yes,Call 2,5,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,49,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not at all,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,Yes,.549023985862732, ,White Born-again/Evangelical Christians
411596,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,Yes,Yes,Call 2,6,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Donald Trump,Immigration, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,75,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.689347147941589, ,White Born-again/Evangelical Christians
411610,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Donald Trump,Complete,Yes,Yes,Call 2,1,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,60,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,No,.734175443649292, ,White Born-again/Evangelical Christians
411652,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete, ,Yes,Call 2,5, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,49,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.549023985862732,No,White Born-again/Evangelical Christians
411789,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,Yes,Yes,Call 2,5,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Omit,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,49,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.563091576099396, ,White Born-again/Evangelical Christians
411854,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,Yes,Yes,Call 2,6,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,75,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,Yes,.689347147941589, ,White Born-again/Evangelical Christians
411945,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete,Yes,Yes,Call 2,1,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,60,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Donald Trump,Version 2,No,.734175443649292, ,White Born-again/Evangelical Christians
412071,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete,Yes,No,Call 2,1,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,60,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not at all,Not much or not at all,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.734175443649292, ,All others
412084,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete,No,Yes,Call 2,5,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,49,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Donald Trump,Donald Trump,Version 2,No,.549023985862732, ,White Born-again/Evangelical Christians
412257,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete, ,Yes,Call 2,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,5,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,Alabama,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump, ,Version 1, ,.911510050296783,Yes,White Born-again/Evangelical Christians
412264,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Donald Trump,Complete,Yes,Yes,Call 2,1,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,62,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.487151443958282, ,White Born-again/Evangelical Christians
412333,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Donald Trump,Complete, ,Yes,Call 2,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,62,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,Alabama,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, ,Version 1, ,.499633699655533,No,White Born-again/Evangelical Christians
412354,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete, ,Yes,Call 2,1, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Liberal,Liberal,62,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.499633699655533,Yes,White Born-again/Evangelical Christians
412361,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,No,Yes,Call 2,6,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Donald Trump,Immigration, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,5,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Donald Trump,Version 2,No,.911510050296783, ,White Born-again/Evangelical Christians
412397,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Donald Trump,Complete, ,Yes,Call 2,5, , , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,49,Can win in November,Black,Black,State questionnaire,Black,Non-white,South,Satisfied,Satisfied,Satisfied,Marco Rubio,Female,Black women, , ,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, ,Version 1, ,1.80904746055603,No,All others
412402,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Donald Trump,Complete, ,Yes,Call 2,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , , ,Omit,Oppose, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,5,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South,Satisfied,Dissatisfied,Satisfied,Donald Trump,Female,Latino women, , ,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.888737976551056,No,All others
412414,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete, , ,Call 2,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Omit,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,5,Omit,White,White,State questionnaire,White,White,South,Omit,Omit,Satisfied,Omit,Female,White women, , ,Suburbs,Suburbs,Alabama,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1, ,.888737976551056,Yes,All others
412417,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete, ,Yes,Call 2,5, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,49,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.563091576099396,No,White Born-again/Evangelical Christians
412434,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete,No,Yes,Call 2,6,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,5,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Donald Trump,Version 2,No,.888737976551056, ,White Born-again/Evangelical Christians
412535,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Donald Trump,Complete,Yes,Yes,Call 2,5,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,49,Tells it like it is,Other,American Indian,State questionnaire,Other,Non-white,South, , , , ,Female,All other races,Not at all,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,No,.563091576099396, ,All others
412557,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Donald Trump,Complete,Yes,No,Call 2,5,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,49,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not at all,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,No,.549023985862732, ,All others
416414,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Donald Trump,Complete, ,Yes,Call 3,4, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,41,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,Alabama,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1, ,2.70779776573181,No,White Born-again/Evangelical Christians
416660,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,Yes,No,Call 3,6,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , ,Donald Trump,Immigration, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,74,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,No,1.53150987625122, ,All others
416883,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Donald Trump,Complete,No,Yes,Call 3,2,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,67,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.616835474967957, ,White Born-again/Evangelical Christians
416949,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,Yes, ,Call 3,5,Omit,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1, , , , , , , , , , ,Omit,Omit, ,Omit,45+,18-64,Republican,All Republicans,Republican,Republican Women, , , ,46,Omit,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not at all,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Donald Trump,Omit,Version 2,No,.47743222117424, ,All others
417051,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Donald Trump,Complete, ,No,Call 3,4, , , ,High school or less,No college degree,High school graduate or less,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,16,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Rural,Small Cities/Rural,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,1.03281569480896,Yes,All others
417072,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete, ,Yes,Call 3,3, , , , , , , ,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , , ,Terrorism,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,73,Tells it like it is,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,1.53474509716034, ,White Born-again/Evangelical Christians
417162,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,Yes,Yes,Call 3,5,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Donald Trump,Immigration, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,44,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.355777829885483, ,White Born-again/Evangelical Christians
417308,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Donald Trump,Complete,No, ,Call 3,3,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,73,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Donald Trump,Version 2,No,1.57406973838806, ,All others
