id,backside,brnagain,call,cdnum,cruzhone,describs,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,gop20162,gop201_1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,msrprs16,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,satcruz,satrubio,sattrump,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,version,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
442802,Complete,Yes,Call 1,2, ,I strongly favor my candidate,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending,Donald Trump, ,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,115,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Donald Trump,Version 2,.842817306518555, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442804,Complete,Yes,Call 1,2,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,75,Shares my values,White,White,State questionnaire,White,White,South,Yes,Satisfied,Satisfied,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump,Version 1,1.24814391136169,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
442805,Complete,Yes,Call 1,2, ,I like my candidate but with reservations,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Donald Trump,Donald Trump, , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump, ,Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,11,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Version 2,.718913078308105,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442807,Complete,Yes,Call 1,4,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,49,Tells it like it is,White,White,State questionnaire,White,White,South,Yes,Satisfied,Dissatisfied,Satisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump,Version 1,.814106523990631,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
442809,Complete,Yes,Call 1,1,No, , , , ,Some college/assoc. degree,No college degree,More than High school graduate, ,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999", ,Omit,Donald Trump,Support, ,Republican, ,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,91,Tells it like it is, , ,State questionnaire, , ,South,No,Dissatisfied,Dissatisfied,Satisfied,Male, , , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,Yes,Donald Trump,Version 1,.807412683963776, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64, 
442813,Complete, ,Call 1,4,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,79,Can bring needed change,White,White,State questionnaire,White,White,South,Yes,Dissatisfied,Dissatisfied,Satisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump,Version 1,1.97283208370209,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
442816,Complete,Yes,Call 1,2,Yes, , , , ,College graduate,College graduate,More than High school graduate,White college degree,1, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,11,Can win in November,White,White,State questionnaire,White,White,South,Yes,Satisfied,Satisfied,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,No,Donald Trump,Version 1,.661989986896515,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
442820,Complete,Yes,Call 1,1, ,I strongly favor my candidate,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Donald Trump,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,3,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Version 2,1.13140904903412,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
442822,Complete,No,Call 1,4,No, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,26,Tells it like it is,White,White,State questionnaire,White,White,South,No,Dissatisfied,Dissatisfied,Satisfied,Female,White women, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Donald Trump,Version 1,.882431983947754,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
442823,Complete,Yes,Call 1,2, ,I strongly favor my candidate,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Donald Trump,Donald Trump, , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Immigration,Donald Trump, ,Omit,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,115,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Donald Trump,Version 2,.865564286708832,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
442825,Complete,Yes,Call 1,4,No, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,49,Tells it like it is,White,White,State questionnaire,White,White,South,No,Dissatisfied,Dissatisfied,Satisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump,Version 1,.712456345558167,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442826,Complete,Yes,Call 1,2, ,I strongly favor my candidate,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Donald Trump,Donald Trump, , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Donald Trump, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,57,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Donald Trump,Version 2,1.84504878520966,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442827,Complete,Yes,Call 1,4,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,79,Tells it like it is,White,White,State questionnaire,White,White,South,No,Satisfied,Dissatisfied,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump,Version 1,1.7500182390213,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
442829,Complete,Yes,Call 1,2, ,I strongly favor my candidate,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1,Donald Trump,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,11,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Version 2,.699476897716522,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442830,Complete,Yes,Call 1,1, ,I strongly favor my candidate,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3,Donald Trump,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump, ,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,91,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Version 2,.764269828796387,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
442832,Complete,No,Call 1,1, ,I strongly favor my candidate,Donald Trump,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Donald Trump,Donald Trump, , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Donald Trump, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,3,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Donald Trump,Version 2,1.13140904903412,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
442834,Complete,Yes,Call 1,2, ,I strongly favor my candidate,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1,Donald Trump,Donald Trump, , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Immigration,Donald Trump, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,75,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Version 2,1.35441732406616,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
442835,Complete,Yes,Call 1,2, ,I strongly favor my candidate,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1,Donald Trump,Donald Trump, , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Immigration,Donald Trump, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,75,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Version 2,1.35441732406616,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
442841,Complete,No,Call 1,4,Omit, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,Omit,Omit,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,79,Can bring needed change,White,White,State questionnaire,White,White,South,Omit,Dissatisfied,Dissatisfied,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Omit,Donald Trump,Version 1,1.53150916099548,Yes,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442842,Complete,Yes,Call 1,2, ,I like my candidate but with reservations,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Donald Trump,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,57,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Has no effect on U.S. jobs, ,Donald Trump,Version 2,1.89484512805939,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
442843,Complete, ,Call 1,4, ,I like my candidate but with reservations,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Donald Trump,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,Donald Trump, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,49,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Omit, ,Donald Trump,Version 2,.667778849601746,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442851,Complete,No,Call 1,4,No, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,79,Tells it like it is,White,White,State questionnaire,White,White,South,No,Dissatisfied,Dissatisfied,Satisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump,Version 1,1.97283208370209,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
442855,Complete,No,Call 1,2,No, , , , ,College graduate,College graduate,More than High school graduate,White college degree,1, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Donald Trump,Support, ,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,57,Can win in November,White,White,State questionnaire,White,White,South,Yes,Dissatisfied,Satisfied,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump,Version 1,1.74616742134094,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
442857,Complete,Yes,Call 1,4,No, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Donald Trump,Oppose, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,26,Can bring needed change,White,White,State questionnaire,White,White,South,Yes,Dissatisfied,Dissatisfied,Omit,Female,White women, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,Yes,Donald Trump,Version 1,.772250592708588,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442860,Complete,Yes,Call 1,4,No, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,79,Shares my values,White,White,State questionnaire,White,White,South,No,Dissatisfied,Dissatisfied,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump,Version 1,1.53150916099548,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442861,Complete,Yes,Call 1,4, ,I strongly favor my candidate,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Donald Trump,Donald Trump, , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Omit,Donald Trump, ,Be from outside the political establishment,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,47,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Version 2,1.1972177028656,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442862,Complete,Yes,Call 1,2, ,I strongly favor my candidate,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1,Donald Trump,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,38,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Donald Trump,Version 2,.723022997379303,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442863,Complete,Yes,Call 1,2,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,57,Tells it like it is,White,White,State questionnaire,White,White,South,No,Satisfied,Dissatisfied,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump,Version 1,1.99530303478241,Yes,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
442869,Complete,Yes,Call 1,2,No, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,1, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Women, , , ,11,Tells it like it is,White,White,State questionnaire,White,White,South,No,Dissatisfied,Dissatisfied,Satisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump,Version 1,.746275126934052,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442870,Complete,Yes,Call 1,4,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,79,Omit,White,White,State questionnaire,White,White,South,No,Satisfied,Dissatisfied,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week, ,Yes,Donald Trump,Version 1,1.53150916099548,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442872,Complete,No,Call 1,4,No, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,26,Tells it like it is,White,White,State questionnaire,White,White,South,No,Dissatisfied,Dissatisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump,Version 1,.685031771659851,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442873,Complete,No,Call 1,4,Omit, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Support, ,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,47,Can bring needed change,White,White,State questionnaire,White,White,South,Omit,Omit,Omit,Satisfied,Female,White women, , ,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump,Version 1,1.2427841424942,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442876,Complete,Yes,Call 1,2,Yes, , , , ,College graduate,College graduate,More than High school graduate,White college degree,1, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,57,Can win in November,White,White,State questionnaire,White,White,South,Yes,Satisfied,Dissatisfied,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,Yes,Donald Trump,Version 1,1.74616742134094,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442879,Complete,Yes,Call 1,2, ,I strongly favor my candidate,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Donald Trump,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,11,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Version 2,.698934137821198,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
442881,Complete,Yes,Call 1,1, ,I strongly favor my candidate,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Donald Trump,Donald Trump, , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Omit,Donald Trump, ,Omit,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,13,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Omit, ,Donald Trump,Version 2,.588004589080811,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
