ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CICDEM16,CLINHONEST,CLINREALISTIC,CLINTONWIN,CLINTONWIN2,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,FRACKING,GEOCODE,GUNPLCYDEM16NY,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INSPIRES16D,ISSDEM16,LATINO,MARRIED,OBAMAPLCY,OVER45,OVER65,PADPRS16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYUNITYDEM,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SANDERSWIN,SANDERSWIN2,SANDHONEST,SANDREALISTIC,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,UNFAIRDEM16NY,UNIONHH12,VERSION,VOTENOVCLINTON,VOTENOVSANDERS,WALLST16,WEIGHT,WHNCLINC,WINNOMDEM16
584436.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Hillary Clinton,Call 3,7.0,,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Yes,Change to less liberal policies,18-44,18-64,Hillary Clinton,Independent/Something else,Non-black non-Democrat,White Independent,Independent,,White Independent,Somewhat liberal,Liberal,Liberal,57.0,Has the right experience,White,White,State questionnaire,White,White,White,East,,,Yes,,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,No,Version 1,Probably vote for her,Not vote for him,,0.811420142650604,No,
584433.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Hillary Clinton,Call 3,12.0,,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,5.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Health care,No,Yes,Change to more liberal policies,18-44,18-64,Hillary Clinton,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Somewhat liberal,Liberal,Liberal,12.0,Has the right experience,White,White,State questionnaire,White,White,White,East,,,Yes,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Creates more U.S. jobs,,Yes,Version 1,Definitely vote for her,Definitely vote for him,,1.06401538848877,No,
584429.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Hillary Clinton,Call 3,14.0,,Omit,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,5.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Health care,No,Yes,Change to more liberal policies,18-44,18-64,Hillary Clinton,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Very liberal,Liberal,Liberal,2.0,Has the right experience,White,White,State questionnaire,White,White,White,East,,,Omit,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,,No,Version 1,Definitely vote for her,Definitely vote for him,,0.771575033664703,No,
584414.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 3,3.0,Hillary Clinton,,Realistic,Excited,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Oppose,5.0,Hillary Clinton,,,,,,,,,Economy/Jobs,No,,,18-44,18-64,Hillary Clinton,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,67.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,East,Concerned,Concerned or scared,,Not realistic,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,,Hillary Clinton,,Version 2,,,Hurt the U.S. economy,0.77882331609726,,Hillary Clinton
584409.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 3,11.0,Hillary Clinton,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Favor,3.0,Hillary Clinton,,,,,,,,,Health care,No,,,45+,18-64,Hillary Clinton,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,99.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Concerned,Concerned or scared,,Not realistic,Male,White men,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Help the U.S. economy,0.603156566619873,,Hillary Clinton
584407.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 3,7.0,Hillary Clinton,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favor,2.0,Hillary Clinton,,,,,,,,,Economy/Jobs,No,,,45+,18-64,Hillary Clinton,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,63.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,East,Concerned,Concerned or scared,,Realistic,Male,Black men,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Hurt the U.S. economy,0.60018002986908,,Hillary Clinton
584405.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,Latino 65+,Complete,Hillary Clinton,Call 3,7.0,,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,2.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Health care,No,Yes,Generally continue Barack Obama's policies,18-44,18-64,Hillary Clinton,Democrat,Non-black Democrat,All Other,Democrat,,Non-White Democrats,Somewhat liberal,Liberal,Liberal,57.0,Honest and trustworthy,Other,Other,State questionnaire,Other,Non-white,Other,East,,,No,,Female,All other races,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,,No,Version 1,Definitely vote for her,Not vote for him,,0.811420142650604,No,
584393.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Hillary Clinton,Call 3,13.0,,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,1.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Bernie Sanders,Omit,,No,Omit,45+,65+,Hillary Clinton,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Very liberal,Liberal,Liberal,134.0,Can win in November,White,White,State questionnaire,White,White,White,East,,,Yes,,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,Just today,Last few days,In the last month,This month,Creates more U.S. jobs,,Yes,Version 1,Definitely vote for her,Probably vote for him,,1.38475275039673,Yes,
584392.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Hillary Clinton,Call 3,14.0,,No,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,5.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Yes,Generally continue Barack Obama's policies,18-44,18-64,Hillary Clinton,Independent/Something else,Black non-Democrat,Black Independent,Independent,,All others,Somewhat liberal,Liberal,Liberal,2.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,East,,,Yes,,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,No,Version 1,Definitely vote for her,Definitely vote for him,,0.610041677951813,No,
584390.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,Latino 65+,Not complete,,Call 3,15.0,,,Realistic,,,,,,,,,Omit,3.0,Omit,,,,,,,,,,,,,18-44,18-64,Hillary Clinton,,,,,Divided the Democratic Party,,,,,89.0,,Other,Other,State questionnaire,Other,Non-white,Other,East,,,,Not realistic,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,,,,Version 2,,,Omit,1.38419055938721,,Omit
584368.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Hillary Clinton,Call 3,3.0,,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,5.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Hillary Clinton,Economy/Jobs,Yes,No,Generally continue Barack Obama's policies,18-44,18-64,Hillary Clinton,Democrat,Non-black Democrat,Latino Democrat,Democrat,,Non-White Democrats,Somewhat liberal,Liberal,Liberal,67.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,,,Yes,,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,,No,Version 1,Probably vote for her,Probably vote for him,,1.11916828155518,No,
578432.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Hillary Clinton,Call 1,15.0,,Yes,,,,,,High school or less,No college degree,High school graduate or less,White no college degree,,3.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Hillary Clinton,Terrorism,No,Yes,Generally continue Barack Obama's policies,45+,18-64,Hillary Clinton,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Very liberal,Liberal,Liberal,91.0,Can win in November,White,White,State questionnaire,White,White,White,East,,,Yes,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,No,Version 1,Definitely vote for her,Definitely vote for him,,1.2156800031662,Yes,
584362.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,Call 3,7.0,Hillary Clinton,,Omit,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Oppose,2.0,Hillary Clinton,,,,,,,,,Health care,Yes,,,45+,18-64,Hillary Clinton,Democrat,Non-black Democrat,Latino Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Somewhat liberal,Liberal,Liberal,57.0,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Concerned,Concerned or scared,,Omit,Female,Latino women,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,,Omit,,Version 2,,,Hurt the U.S. economy,0.753995180130005,,Hillary Clinton
584342.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Hillary Clinton,Call 3,13.0,,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Health care,No,Yes,Generally continue Barack Obama's policies,45+,18-64,Hillary Clinton,Democrat,Black Democrat,Black Democrat,Democrat,,Non-White Democrats,Very liberal,Liberal,Liberal,134.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,East,,,No,,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,No,Version 1,Definitely vote for her,Not vote for him,,1.01947343349457,No,
584339.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Hillary Clinton,Call 3,11.0,,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,3.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Health care,No,Yes,Generally continue Barack Obama's policies,45+,18-64,Hillary Clinton,Independent/Something else,Non-black non-Democrat,White Independent,Independent,,White Independent,Moderate,Moderate or conservative,Moderate,99.0,Has the right experience,White,White,State questionnaire,White,White,White,East,,,Yes,,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,Yes,Version 1,Definitely vote for her,Probably vote for him,,0.570655822753906,No,
584322.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,Call 3,7.0,Hillary Clinton,,Realistic,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Omit,2.0,Hillary Clinton,,,,,,,,,Economy/Jobs,No,,,45+,18-64,Hillary Clinton,Democrat,Black Democrat,Black Democrat,Democrat,Divided the Democratic Party,Non-White Democrats,Somewhat liberal,Liberal,Liberal,57.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,East,Concerned,Concerned or scared,,Realistic,Female,Black women,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,,Hillary Clinton,,Version 2,,,Hurt the U.S. economy,0.606987535953522,,Hillary Clinton
584308.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,3.0,Hillary Clinton,,Realistic,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favor,5.0,Omit,,,,,,,,,Economy/Jobs,No,,,45+,18-64,Hillary Clinton,Democrat,Non-black Democrat,White Democrat,Democrat,Omit,White Democrat,Moderate,Moderate or conservative,Moderate,67.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Concerned,Concerned or scared,,Not realistic,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,,Omit,,Version 2,,,Hurt the U.S. economy,1.039963722229,,Hillary Clinton
584296.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,14.0,Hillary Clinton,,Realistic,Optimistic,Excited or optimistic,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Oppose,5.0,Hillary Clinton,,,,,,,,,Income inequality,No,,,45+,18-64,Hillary Clinton,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,2.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Optimistic,Excited or optimistic,,Not realistic,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Hurt the U.S. economy,0.716969966888428,,Hillary Clinton
584291.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,13.0,Hillary Clinton,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favor,1.0,Hillary Clinton,,,,,,,,,Economy/Jobs,No,,,45+,18-64,Hillary Clinton,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,134.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Excited,Excited or optimistic,,Realistic,Female,White women,,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,,Omit,,Version 2,,,Hurt the U.S. economy,1.29770839214325,,Hillary Clinton
584283.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Hillary Clinton,Call 3,7.0,,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Yes,Generally continue Barack Obama's policies,45+,18-64,Hillary Clinton,Democrat,Black Democrat,Black Democrat,Democrat,,Non-White Democrats,Moderate,Moderate or conservative,Moderate,57.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,East,,,Yes,,Female,Black women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,No,Version 1,Definitely vote for her,Definitely vote for him,,0.592334985733032,No,
584279.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Hillary Clinton,Call 3,7.0,,Yes,,,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,,2.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Health care,No,No,Generally continue Barack Obama's policies,45+,18-64,Hillary Clinton,Democrat,Black Democrat,Black Democrat,Democrat,,Non-White Democrats,Moderate,Moderate or conservative,Moderate,63.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,East,,,No,,Female,Black women,Non married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,In the last few days,Last few days,In the last month,This month,Has no effect on U.S. jobs,,No,Version 1,Probably vote for her,Probably vote for him,,0.594999969005585,No,
584268.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,Call 3,15.0,Hillary Clinton,,Realistic,Excited,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,Favor,3.0,Hillary Clinton,,,,,,,,,Terrorism,Yes,,,45+,18-64,Hillary Clinton,Democrat,Non-black Democrat,Latino Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,89.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Excited,Excited or optimistic,,Not realistic,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,,Hillary Clinton,,Version 2,,,Help the U.S. economy,1.46466565132141,,Hillary Clinton
584246.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Hillary Clinton,Call 3,7.0,,Omit,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Bernie Sanders,Economy/Jobs,No,Yes,Generally continue Barack Obama's policies,45+,18-64,Hillary Clinton,Democrat,Black Democrat,Black Democrat,Democrat,,Non-White Democrats,Somewhat liberal,Liberal,Liberal,57.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,East,,,Omit,,Female,Black women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,Yes,Version 1,Probably vote for her,Omit,,0.592334985733032,No,
584237.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,13.0,Hillary Clinton,,Realistic,Excited,Excited or optimistic,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Oppose,1.0,Hillary Clinton,,,,,,,,,Terrorism,,,,18-44,18-64,Hillary Clinton,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,134.0,Can win in November,White,White,State questionnaire,White,White,White,East,Scared,Concerned or scared,,Not realistic,Male,White men,,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,,Hillary Clinton,,Version 2,,,Help the U.S. economy,1.37315547466278,,Hillary Clinton
584216.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 3,1.0,Hillary Clinton,,Realistic,Excited,Excited or optimistic,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,Favor,2.0,Hillary Clinton,,,,,,,,,Health care,,,,45+,18-64,Hillary Clinton,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,,,,60.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,East,Omit,Omit,,Omit,Male,Black men,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,,Hillary Clinton,,Version 2,,,Hurt the U.S. economy,1.0195289850235,,Hillary Clinton
584207.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,Call 3,7.0,Hillary Clinton,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Oppose,2.0,Hillary Clinton,,,,,,,,,Economy/Jobs,No,,,45+,18-64,Hillary Clinton,Independent/Something else,Black non-Democrat,Black Independent,Independent,Omit,All others,Moderate,Moderate or conservative,Moderate,57.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,East,Concerned,Concerned or scared,,Not realistic,Male,Black men,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,,Omit,,Version 2,,,Hurt the U.S. economy,0.642277002334595,,Hillary Clinton
584200.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 3,11.0,Hillary Clinton,,Realistic,Excited,Excited or optimistic,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Oppose,3.0,Omit,,,,,,,,,Health care,No,,,45+,65+,Hillary Clinton,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,99.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Concerned,Concerned or scared,,Not realistic,Female,White women,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,,Hillary Clinton,,Version 2,,,Omit,0.57001656293869,,Hillary Clinton
584192.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,13.0,Hillary Clinton,,Realistic,Excited,Excited or optimistic,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favor,1.0,Hillary Clinton,,,,,,,,,Health care,No,,,45+,18-64,Hillary Clinton,Republican,Non-black non-Democrat,All Republicans,Republican,Energized the Democratic Party,White Republican,Moderate,Moderate or conservative,Moderate,134.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Optimistic,Excited or optimistic,,Realistic,Male,White men,,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,,Omit,,Version 2,,,Hurt the U.S. economy,1.37315547466278,,Hillary Clinton
584177.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Hillary Clinton,Call 3,14.0,,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,5.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Hillary Clinton,Terrorism,No,No,Change to more liberal policies,45+,65+,Hillary Clinton,Independent/Something else,Non-black non-Democrat,White Independent,Independent,,White Independent,Moderate,Moderate or conservative,Moderate,2.0,Has the right experience,White,White,State questionnaire,White,White,White,East,,,No,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,No,Version 1,Definitely vote for her,Not vote for him,,0.765061020851135,Yes,
584174.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,15.0,Hillary Clinton,,Realistic,Optimistic,Excited or optimistic,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Oppose,3.0,Hillary Clinton,,,,,,,,,Economy/Jobs,No,,,45+,18-64,Hillary Clinton,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,89.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Optimistic,Excited or optimistic,,Not realistic,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,,Omit,,Version 2,,,Hurt the U.S. economy,1.46466565132141,,Hillary Clinton
584171.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,Call 3,3.0,Hillary Clinton,,Realistic,Excited,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favor,5.0,Hillary Clinton,,,,,,,,,Terrorism,No,,,45+,18-64,Hillary Clinton,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Very liberal,Liberal,Liberal,67.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,East,Scared,Concerned or scared,,Not realistic,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Omit,0.837200284004211,,Hillary Clinton
584168.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 3,1.0,Hillary Clinton,,Realistic,Excited,Excited or optimistic,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,Omit,2.0,Hillary Clinton,,,,,,,,,Health care,No,,,45+,65+,Hillary Clinton,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,60.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,East,Optimistic,Excited or optimistic,,Not realistic,Female,Black women,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Hurt the U.S. economy,1.03573191165924,,Hillary Clinton
