id,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,varprs16,version,vetvoter,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
406457,Complete, ,Yes,Call 2,10, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,57,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Ted Cruz,Version 1, ,.68683910369873,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
406461,Complete,Yes,Yes,Call 2,9,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,102,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Ted Cruz,Version 2,Yes,.812281906604767, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
406472,Complete,Yes,No,Call 2,9,Marco Rubio,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , , , , , , , , , ,Ted Cruz,Terrorism, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,102,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,Yes,.639234364032745, ,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
406473,Complete,Yes,No,Call 2,10,John Kasich,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,John Kasich,Immigration, ,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,57,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Ted Cruz,Version 2,Yes,.68233722448349, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406476,Complete,No,Yes,Call 2,5,Donald Trump,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Ted Cruz,Terrorism, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,1,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Omit,Ted Cruz,Version 2,No,1.38753116130829, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
406483,Complete,No,Yes,Call 2,7,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Donald Trump,Immigration, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,15,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,Yes,.652603328227997, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
406486,Complete, ,Yes,Call 2,9, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Oppose, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,102,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied,Marco Rubio,Female,White women, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Marco Rubio,Version 1, ,.637094378471375,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
406491,Complete,Yes,No,Call 2,10,John Kasich,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,John Kasich,Terrorism, ,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,57,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,John Kasich,Version 2,Yes,.97556084394455, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406498,Complete,No,Yes,Call 2,7,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,15,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,No,.715751469135284, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
406499,Complete, ,No,Call 2,5, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,1,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.26508164405823,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406501,Complete,No,Yes,Call 2,9,Marco Rubio,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Men,Conservative,Conservative,Somewhat conservative,102,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,Yes,.639234364032745, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406510,Complete, ,No,Call 2,10, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,57,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Marco Rubio,Version 1, ,.846536874771118,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
406511,Complete, ,Yes,Call 2,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,15,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,.665102064609528,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
406515,Complete,Yes,Yes,Call 2,9,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , , , , , , , , , ,Marco Rubio,Government spending, ,Have experience in politics,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,80,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Virginia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Marco Rubio,Version 2,No,1.03167104721069, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406520,Complete, ,Yes,Call 2,9, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,102,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied,Marco Rubio,Male,White men, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,Marco Rubio,Version 1, ,.78750079870224,Yes,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
406521,Complete, , ,Call 2,5, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,Support, ,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,1,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,Marco Rubio,Version 1, ,.997104525566101,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406528,Complete, ,Yes,Call 2,7, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,15,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump, ,Donald Trump,Version 1, ,.665102064609528,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
406532,Complete, ,No,Call 2,10, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,57,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Marco Rubio,Version 1, ,.684854984283447,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
406536,Complete, ,Yes,Call 2,9, , , ,College graduate,College graduate,More than High school graduate, ,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999", , ,Terrorism,Support, ,Republican, ,Republican,Republican Men,Conservative,Conservative,Very conservative,80,Tells it like it is, , ,State questionnaire, , ,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male, , , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.00493037700653, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49, 
406537,Complete, ,No,Call 2,9, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Oppose, ,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Liberal,Liberal,102,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,Marco Rubio,Version 1, ,.637094378471375,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
406541,Complete,Yes,Yes,Call 2,5,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,1,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Ted Cruz,Version 2,Yes,1.38753116130829, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
406546,Complete,No,Yes,Call 2,7,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,15,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,No,.652603328227997, ,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
406547,Complete, ,Yes,Call 2,4, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Oppose, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,88,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Donald Trump,Female,White women, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.82904243469238,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406552,Complete,Yes,Yes,Call 2,10,John Kasich,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Marco Rubio,Government spending, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,57,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Marco Rubio,Version 2,No,.747625291347504, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
406557,Complete, ,Yes,Call 2,9, , , ,High school or less,No college degree,High school graduate or less,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Economy/Jobs,Support, ,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,80,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,Omit,Female,White women, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Ben Carson,Version 1, ,.762364029884338,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406560,Complete,No,Yes,Call 2,7,Donald Trump,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,15,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,Yes,.652603328227997, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
406564,Complete, ,Yes,Call 2,9, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,102,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Female,White women, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Marco Rubio,Version 1, ,.758700489997864,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406565,Complete, ,No,Call 2,5, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending,Omit, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,1,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, ,Donald Trump,Version 1, ,1.10263705253601,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
406567,Complete, ,Yes,Call 2,4, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Omit,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,88,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied,Donald Trump,Male,White men, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.59418165683746,Yes,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
406570,Complete, ,No,Call 2,9, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , , ,Economy/Jobs,Support, ,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,2,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Male,White men, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,John Kasich,Version 1, ,1.44176363945007,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406574,Complete,Yes,Yes,Call 2,9,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,80,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Virginia,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Donald Trump,Version 2,No,1.13970983028412, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406578,Complete,No,Yes,Call 2,7,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,15,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,No,.715751469135284, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
406579,Complete,Yes,No,Call 2,10,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,57,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not at all,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,No,.747625291347504, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
406581,Complete,Yes,Yes,Call 2,9,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, , , , , , , , , , ,Donald Trump,Government spending, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,102,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Virginia,Election day exit poll, , , , ,Donald Trump,Donald Trump,Donald Trump,Version 2,No,.706176280975342, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
406586,Complete,Yes,Yes,Call 2,4,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,88,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,No,1.71558320522308, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
406590,Complete, ,Yes,Call 2,9, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,2,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Ted Cruz,Version 1, ,1.91434824466705,No,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
406595,Complete, ,Yes,Call 2,7, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,15,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,.792054176330566,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
406598,Complete, ,Yes,Call 2,9, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,80,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Ted Cruz,Version 1, ,1.10586440563202,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
406600,Complete, ,Yes,Call 2,9, , , ,High school or less,No college degree,High school graduate or less,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Economy/Jobs,Oppose, ,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,102,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, ,Donald Trump,Version 1, ,.687840163707733,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
