id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,break12p,breakfac,breakimp,brnagain,call,cdnum,describs,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,govtangr,govtan_1,gunowner,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,issvqual,life,married,muslimba,nhrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,regnhrep,satcruz,satrubio,sattrump,sex,sexbyrac,sexwed,sizeplac,sizeplc3,stanum,telepoll,terrworr,terworr2,timenh16,timeprif,timeprim,timepriw,trumpvot,version,weight,whnclinc,whtevang
112254,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,One of several important factors,A factor,Important,No,Call 1,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , ,Omit, , , , , , , , ,Immigration,My candidate's positions on the issues, ,Yes,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,103,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.10658979415894, ,All others
112255,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,A minor factor,A factor,Not important,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,1, , , , ,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending,My candidate's positions on the issues, ,No,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,102,Yes,Can bring needed change,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Non married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.01538026332855,No,All others
112256,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No, , , ,Yes,Call 1,1,I strongly favor my candidate,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Holding steady financially, , ,Yes, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump, , , , , ,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,39,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,.827648997306824,No,White Born-again/Evangelical Christians
112257,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Omit, , , ,Yes,Call 1,2,I strongly favor my candidate,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Holding steady financially, , ,Yes, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump, , , , , ,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,103,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,1.07623279094696,No,White Born-again/Evangelical Christians
112258,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,Yes,Call 1,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,4, ,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic", , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Immigration, ,Better than life today, , ,Donald Trump,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,103, ,Omit,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Satisfied,Satisfied,Satisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Omit,Omit,Omit,Omit,Donald Trump,Version 2,1.00427746772766,Yes,White Born-again/Evangelical Christians
112259,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 1,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism, ,Worse than life today, , ,Marco Rubio,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,102, ,Can win in November,White,White,State questionnaire,White,White,East,Registered as Republican,Satisfied,Satisfied,Dissatisfied,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 2,.897765398025513,No,All others
112260,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , , ,Yes,Call 1,1,I strongly favor my candidate,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4,Holding steady financially, , , , , , , , , , , ,Chris Christie, , , , , ,Ted Cruz, ,45+,18-64,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,39,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.787993013858795, ,White Born-again/Evangelical Christians
112261,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, , , ,No,Call 1,2,I strongly favor my candidate,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Holding steady financially, , ,No, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump, , , , , ,Donald Trump, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,103,Yes, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,1.07623279094696,No,All others
112262,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,No,Call 1,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs, ,About the same, , ,John Kasich,Have experience in politics,45+,65+,Democrat,White Democrat,Democrat,Democratic Men,Conservative,Conservative,Somewhat conservative,102, ,Shares my values,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Dissatisfied,Dissatisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 2,.69022411108017,No,All others
112263,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,Yes,Call 1,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,4, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Omit, ,Omit, , ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,103, ,Omit,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Omit,Omit,Satisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 2,1.00427746772766,No,White Born-again/Evangelical Christians
112264,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,4, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs, ,Worse than life today, , ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,39, ,Tells it like it is,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Dissatisfied,Satisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 2,.865017533302307,No,All others
112265,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, , , ,No,Call 1,2,I strongly favor my candidate,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4,Holding steady financially, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Donald Trump, , , , , ,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,103,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,1.13232958316803,Yes,All others
112266,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No, , , ,No,Call 1,1,I like my candidate but with reservations,John Kasich,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,1,Holding steady financially, , ,No, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",John Kasich, , , , , ,John Kasich, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,102,No, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.76812481880188,No,All others
112267,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,A minor factor,A factor,Not important,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,1, , , , ,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,My candidate's leadership/personal qualities, ,Yes,Support,Donald Trump, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,102,Yes,Tells it like it is,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,.84182596206665,No,All others
112268,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 1,2, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration, ,Better than life today, , ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,103, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Dissatisfied,Satisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 2,1.12482488155365,No,All others
112269,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,No,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs, ,Worse than life today, , ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,39, ,Tells it like it is,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Satisfied,Satisfied,Satisfied,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 2,.822405576705933,Yes,All others
112270,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Not a factor at all,Not a factor,Not important,No,Call 1,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,4, , , , ,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,My candidate's leadership/personal qualities, ,Yes,Support,Donald Trump, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,103,Yes,Tells it like it is,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.10658979415894,No,All others
112271,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, , , , ,No,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Terrorism, ,Better than life today, , ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,102, ,Tells it like it is,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Dissatisfied,Satisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 2,.86828625202179,No,All others
112272,18-29,18-29,25-29,18-44,1,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, , , , ,No,Call 1,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,4, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending, ,Better than life today, , ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,103, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Satisfied,Dissatisfied,Satisfied,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 2,1.83268916606903,No,All others
112273,18-29,18-29,25-29,18-44,1,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, , , , ,No,Call 1,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,4, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending, ,Better than life today, , ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,103, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Satisfied,Dissatisfied,Satisfied,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 2,1.83268916606903,No,All others
112274,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, , , ,Yes,Call 1,1,I strongly favor my candidate,Marco Rubio,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Falling behind financially, , ,Yes, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Ted Cruz, , , , , ,Ben Carson, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,102,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,1.64016604423523,No,White Born-again/Evangelical Christians
112275,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, , , ,No,Call 1,1,I strongly favor my candidate,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Holding steady financially, , ,Yes, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump, , , , , ,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,39,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,.870788812637329,No,All others
112276,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending, ,Worse than life today, , ,Ben Carson,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,102, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Dissatisfied,Dissatisfied,Satisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 2,1.24724185466766,No,All others
112277,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Omit, , , , ,Call 1,1,I strongly favor my candidate,Chris Christie,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Holding steady financially, , , , , , , , , , , ,Ted Cruz, , , , , ,Ted Cruz, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women, , , ,39,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.787993013858795,No,All others
112278,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , , ,No,Call 1,1,I like my candidate but with reservations,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Holding steady financially, , ,Yes, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Chris Christie, , , , , ,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,102,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,1.03769385814667,No,All others
112279,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, ,A minor factor,A factor,Not important, ,Call 1,1, , , , , , , , ,4, , , , , , , , , , , , , , , , , , ,Marco Rubio, ,45+,65+, , , , , , , ,39,Yes, ,White,White,State questionnaire,White,White,East, , , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.01743268966675, , 
112280,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, , , , ,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,1, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs, ,Better than life today, , ,Marco Rubio,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,102, ,Shares my values,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Satisfied,Dissatisfied,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 2,.897765398025513,No,All others
112281,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,No,Call 1,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration, ,Better than life today, , ,Donald Trump,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,102, ,Shares my values,White,White,State questionnaire,White,White,East,Registered as Republican,Satisfied,Dissatisfied,Satisfied,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 2,.924602925777435,No,All others
112282,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,The most important factor,A factor,Important,No,Call 1,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , , , ,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Immigration,My candidate's positions on the issues, ,Yes,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,102,Yes,Can win in November,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,.956744253635406,No,All others
112283,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,Yes,Call 1,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending, ,Worse than life today, , ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,102, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Satisfied,Dissatisfied,Satisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 2,.86828625202179,No,White Born-again/Evangelical Christians
112284,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,Yes,Call 1,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending, ,Worse than life today, , ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,102, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Satisfied,Dissatisfied,Satisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 2,.86828625202179,No,White Born-again/Evangelical Christians
112371,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,One of several important factors,A factor,Important,Yes,Call 2,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, , , , ,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,My candidate's positions on the issues, ,Yes,Oppose,Marco Rubio, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,42,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.977248728275299,No,White Born-again/Evangelical Christians
112372,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,One of several important factors,A factor,Important,No,Call 2,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , , , ,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Immigration,My candidate's positions on the issues, ,No,Support,Ted Cruz, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,107,Yes,Can bring needed change,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Non married men,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.666532695293427,No,All others
112377,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,No,Call 2,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,5, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic", , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Economy/Jobs, ,Better than life today, , ,Marco Rubio,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,42, ,Tells it like it is,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Satisfied,Dissatisfied,Female,White women, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,.764519274234772,Yes,All others
