ID,BACKSIDE,CALL,CDNUM,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,INC100K,INC30K,INC50K,INCOME3,INCOME16CAU,INCWHITE,ISSDEM16,LATINO,NVDPRS16,OBAMAPLCY,PARTY,PARTYBLACK,PARTYBYRACE,PARTYIA,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVCAUCDEMNV,QLT16DEMCAU,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIMEIA16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNIONHH12,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE,ZIPCODE
130806.0,Complete,Call 2,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Health care,No,Bernie Sanders,Omit,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,53.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This month,No,Version 1,0.962851822376251,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89156.0
130801.0,Complete,Call 2,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,53.0,"No, this is my first caucus",Can win in November,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.962851822376251,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44,89156.0
130799.0,Complete,Call 3,3.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,71.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Female,Latino women,Suburbs,Suburbs,English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Version 1,0.630230307579041,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44,89005.0
130796.0,Complete,Call 3,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,2.0,"Yes, I attended a caucus before",Cares about people like me,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This month,Yes,Version 1,1.19502544403076,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,89113.0
130793.0,Complete,Call 3,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,71.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,Suburbs,Suburbs,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.656574130058289,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29,89005.0
130792.0,Complete,Call 2,4.0,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,Moderate or conservative,Moderate,53.0,"No, this is my first caucus",Cares about people like me,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,Bernie Sanders,Female,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This month,No,Version 1,0.962851822376251,No,45-65,30-59,50-59,45+,50+,45-59,50-64,All others,89156.0
130787.0,Complete,Call 2,4.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Income inequality,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,53.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Version 1,0.995854496955872,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Latino 45-59,89156.0
130785.0,Complete,Call 3,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,Yes,Bernie Sanders,Change to less liberal policies,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,71.0,"No, this is my first caucus",Has the right experience,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Female,Latino women,Suburbs,Suburbs,English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,0.630230307579041,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44,89005.0
130780.0,Complete,Call 2,4.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Health care,Yes,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,53.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.9698566198349,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29,89156.0
130779.0,Complete,Call 3,3.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,71.0,Omit,Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,Suburbs,Suburbs,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.631121933460236,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89005.0
130774.0,Complete,Call 2,4.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Income inequality,No,Bernie Sanders,Change to more liberal policies,,,,,,Very liberal,Liberal,Liberal,53.0,"No, this is my first caucus",Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,West,Bernie Sanders,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.18486714363098,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Black 17-29,89156.0
130767.0,Complete,Call 2,4.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Economy/Jobs,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Very liberal,Liberal,Liberal,53.0,"No, this is my first caucus",Honest and trustworthy,Other,Other,State questionnaire,Other,Non-white,Other,West,Bernie Sanders,Female,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.9698566198349,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,All others,89156.0
130766.0,Complete,Call 3,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,14.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.943441092967987,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44,89123.0
130764.0,Complete,Call 3,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,26.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,Suburbs,Suburbs,English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This month,Yes,Version 1,0.845508396625519,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,89081.0
130763.0,Complete,Call 3,3.0,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Health care,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,71.0,"Yes, I attended a caucus before",Cares about people like me,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,Suburbs,Suburbs,English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Yes,Version 1,0.651832044124603,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,89005.0
130760.0,Complete,Call 3,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Health care,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,14.0,"Yes, I attended a caucus before",Can win in November,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.883193671703339,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89123.0
130759.0,Complete,Call 2,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,53.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.964214026927948,Yes,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,89156.0
130758.0,Complete,Call 3,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Income inequality,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,26.0,"No, this is my first caucus",Can win in November,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,Suburbs,Suburbs,English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,0.791514873504639,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,89081.0
130754.0,Complete,Call 3,4.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Omit,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,26.0,"Yes, I attended a caucus before",Honest and trustworthy,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,Suburbs,Suburbs,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.670983135700226,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Latino 17-29,89081.0
130753.0,Complete,Call 3,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Income inequality,Yes,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,14.0,"Yes, I attended a caucus before",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Version 1,0.950304627418518,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Latino 17-29,89123.0
130748.0,Complete,Call 3,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Terrorism,Yes,Bernie Sanders,Change to less liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,2.0,"Yes, I attended a caucus before",Cares about people like me,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Hillary Clinton,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Yes,Version 1,1.15542221069336,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44,89113.0
130747.0,Complete,Call 3,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,,,,,Health care,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,26.0,"No, this is my first caucus",Can win in November,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,Suburbs,Suburbs,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.823435485363007,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29,89081.0
130743.0,Complete,Call 3,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,26.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,Suburbs,Suburbs,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.818644821643829,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,89081.0
130741.0,Complete,Call 1,3.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Income inequality,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,6.0,"No, this is my first caucus",Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.672422111034393,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Latino 17-29,89183.0
130739.0,Complete,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Omit,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,55.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,0.723160564899445,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89109.0
130737.0,Complete,Call 1,3.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,6.0,"Yes, I attended a caucus before",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.667565584182739,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,89183.0
130734.0,Complete,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,55.0,Omit,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,0.752324521541595,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Latino 17-29,89109.0
130732.0,Complete,Call 3,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Income inequality,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,14.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.912175416946411,Yes,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,89123.0
130731.0,Complete,Call 1,4.0,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Health care,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,49.0,"Yes, I attended a caucus before",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.941628754138947,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89115.0
130730.0,Complete,Call 2,1.0,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,Yes,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,55.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.752324521541595,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29,89109.0
130729.0,Complete,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,6.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.650138020515442,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29,89183.0
130727.0,Complete,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Very liberal,Liberal,Liberal,55.0,"Yes, I attended a caucus before",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.746890842914581,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,89109.0
130726.0,Complete,Call 3,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Health care,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,14.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.950304627418518,Yes,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29,89123.0
130724.0,Complete,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,55.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,0.723160564899445,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,89109.0
130722.0,Complete,Call 1,3.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Economy/Jobs,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,6.0,"No, this is my first caucus",Cares about people like me,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Hillary Clinton,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.645442426204681,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44,89183.0
130721.0,Complete,Call 3,3.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and non white",Health care,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,All Other,Something else,All others,Very liberal,Liberal,Liberal,14.0,"Yes, I attended a caucus before",Cares about people like me,Other,Other,State questionnaire,Other,Non-white,Other,West,Bernie Sanders,Male,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.943441092967987,No,45-65,30-59,50-59,45+,50+,45-59,50-64,All others,89123.0
130718.0,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Health care,,Bernie Sanders,Change to less liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,Moderate or conservative,Conservative,41.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.05186986923218,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89145.0
