id,attend,attend2,backside,betrayed,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,inrprs16,issrep16,kasichwi,kasich_1,outsider,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,repfair,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,trumpwin,trumpw_1,unfairre,version,votenovc,votenovk,votenovt,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
601247, , ,Complete,No,Yes,Call 3,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree, ,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Very conservative,91,Can win in November,Other,Asian,State questionnaire,Asian,Non-white,Midwest,Unfair,Female,All other races,Suburbs,Suburbs,Indiana,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump, , , ,Version 1,Probably vote for him,Not vote for him,Probably vote for him,.48810476064682,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,All others
601262, , ,Complete,No,Yes,Call 3,8, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Government spending, , , ,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Very conservative,112,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.3122570514679,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601273, , ,Complete,Yes,No,Call 3,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,2,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Government spending, , , ,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,80,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,.867853403091431,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601286, , ,Complete,Yes,Yes,Call 3,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,91,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Probably vote for him,Definitely vote for him,.505253493785858,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601295, , ,Complete,No,Yes,Call 3,8, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Government spending, , , ,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Somewhat conservative,112,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Not vote for him,Definitely vote for him,1.35836100578308,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
601302, , ,Complete,No,No,Call 3,9, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,83,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Omit,Definitely vote for him,.906038761138916,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601305, , ,Complete,No,Yes,Call 3,6, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Independent/Something else,White Independent,Independent,Independent Women, ,Moderate/Liberal,Liberal,Liberal,8,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Omit,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,1.437779545784,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601313, , ,Complete,Yes,Yes,Call 3,8, , , , ,College graduate,College graduate,More than High school graduate,Non white college degree, ,5,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Donald Trump,Government spending, , , ,Independent/Something else,All Other,Independent,Independent Men, ,Conservative,Conservative,Somewhat conservative,112,Tells it like it is,Other,American Indian,State questionnaire,Other,Non-white,Midwest,Unfair,Male,All other races,Suburbs,Suburbs,Indiana,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, , , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,1.35836100578308,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,All others
601316, , ,Complete,No,No,Call 3,9, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Government spending, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,83,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,.906038761138916,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601318, , ,Complete,Yes, ,Call 3,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Government spending, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,80,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump, , , ,Version 1,Not vote for him,Probably vote for him,Probably vote for him,.867853403091431,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601322, , ,Complete,Yes,No,Call 3,8, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Immigration, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,112,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Definitely vote for him,Definitely vote for him,1.35836100578308,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601331, , ,Complete,No,Yes,Call 3,8, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,112,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.35836100578308,No,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
601335, , ,Complete,Yes,No,Call 3,9, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Terrorism, , , ,Democrat,White Democrat,Democrat,Democratic Women, ,Moderate/Liberal,Moderate,Moderate,83,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Unfair,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump, , , ,Version 1,Not vote for him,Definitely vote for him,Omit,.875287055969238,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
601336, , ,Complete,Yes,No,Call 3,6, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Government spending, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,8,Can win in November,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.48829340934753,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
601341, , ,Complete,No,Yes,Call 3,8, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,112,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,1.35836100578308,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
601342, , ,Complete,No,Yes,Call 3,8, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,112,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,1.35836100578308,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
601343, , ,Complete,No,Yes,Call 3,9, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,83,Can win in November,White,White,State questionnaire,White,White,Midwest,Unfair,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,.875287055969238,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601349, , ,Complete,Yes,Yes,Call 3,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , ,Donald Trump,Terrorism, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,80,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,.867853403091431, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
601355, , ,Complete,Yes,Yes,Call 3,9, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,83,Can win in November,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,.906038761138916,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601368, , ,Complete,No,No,Call 3,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Donald Trump,Economy/Jobs, , , ,Independent/Something else,White Independent,Independent,Independent Women, ,Conservative,Conservative,Somewhat conservative,55,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Probably vote for him,.635971248149872,Yes,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
601374, , ,Complete,Yes,Yes,Call 3,9, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,5,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Donald Trump,Government spending, , , ,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,83,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Omit,Not vote for him,Definitely vote for him,.906038761138916,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
601378, , ,Complete,No,Yes,Call 3,9, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,5,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Donald Trump,Government spending, , , ,Independent/Something else,White Independent,Independent,Independent Women, ,Conservative,Conservative,Very conservative,83,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,.875287055969238,Yes,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
601383, , ,Complete,No,Yes,Call 3,9, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,5,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Terrorism, , , ,Republican,All Republicans,Republican,Republican Women, , , , ,83,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,.875287055969238,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601387, , ,Complete,No,Yes,Call 3,9, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,5,With the most votes in the primaries,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Terrorism, , , ,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,83,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,.906038761138916,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
601391, , ,Complete,Omit,No,Call 3,9, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,5,Omit,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Omit, , , , , , , ,Donald Trump,Omit, , , ,Republican,All Republicans,Republican,Republican Men, , , , ,83,Omit,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,.906038761138916, ,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
601396, , ,Complete,No,No,Call 3,9, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,5,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Donald Trump,Government spending, , , ,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Somewhat conservative,83,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Probably vote for him,Probably vote for him,.906038761138916,Yes,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
601399, , ,Complete,Yes,Yes,Call 3,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,55,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Unfair,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, , , ,Version 1,Definitely vote for him,Not vote for him,Definitely vote for him,.635971248149872,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
601405, , ,Complete,Yes,No,Call 3,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Government spending, , , ,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Somewhat conservative,55,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,.658315062522888,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601434, , ,Complete,No,Yes,Call 3,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Government spending, , , ,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Very conservative,55,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Definitely vote for him,Probably vote for him,Definitely vote for him,.658315062522888,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601442, , ,Complete,No, ,Call 3,8, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Very conservative,98,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Omit,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,5.12953567504883,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
601444, , ,Complete,Yes,Yes,Call 3,1, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,55,Can win in November,White,White,State questionnaire,White,White,Midwest,Unfair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, , , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him,.658315062522888,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601448, , ,Complete,No,Yes,Call 3,8, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump,Terrorism, , , ,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Very conservative,98,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , , ,Version 1,Probably vote for him,Not vote for him,Definitely vote for him,5.12953567504883,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
598292, , ,Complete,No, ,Call 1,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Other,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,108,Shares my values,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, , , ,Version 1,Probably vote for him,Not vote for him,Not vote for him,2.11625981330872,Yes,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
