ID,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CLINHONEST,CLINREALISTIC,CLINTONWIN,CLINTONWIN2,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INDPRS16,INSPIRES16D,ISSDEM16,LATINO,MARRIED,OBAMAPLCY,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYUNITYDEM,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,READYWOMAN,READYWOMAN2,REGION,SANDERSWIN,SANDERSWIN2,SANDHONEST,SANDREALISTIC,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,UNFAIRCLINTON,UNFAIRSANDERS,UNIONHH12,VERSION,VOTENOVCLINTON,VOTENOVSANDERS,WALLST16,WEIGHT,WHNCLINC,WINNOMDEM16,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE,ZIPCODE
601184.0,Complete,Bernie Sanders,Call 3,7.0,No,,,,,,High school or less,No college degree,High school graduate or less,White no college degree,3.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Bernie Sanders,Income inequality,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Somewhat liberal,Liberal,Liberal,66.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,,,Yes,Version 1,Probably vote for her,Definitely vote for him,,0.896081805229187,No,,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,46203.0
598731.0,Not complete,,Call 1,1.0,,,,,,,,,,,1.0,,,,,,,,Bernie Sanders,,,Yes,,Generally continue Barack Obama's policies,,,,,,,,,,51.0,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,Midwest,,,,,Male,Latino men,,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Yes,Version 1,Not vote for her,Definitely vote for him,,0.641014158725739,,,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59,46405.0
598727.0,Complete,Bernie Sanders,Call 1,1.0,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Bernie Sanders,Bernie Sanders,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Moderate,Moderate or conservative,Moderate,51.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Male,White men,Non married men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,,Yes,Version 1,Probably vote for her,Definitely vote for him,,0.729601144790649,Yes,,65+,60+,65 or over,45+,50+,60+,65+,White 60+,46405.0
600657.0,Complete,Bernie Sanders,Call 3,5.0,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Bernie Sanders,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Somewhat liberal,Liberal,Liberal,58.0,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,In the last few days,Last few days,In the last month,This month,Takes away U.S. jobs,,,Yes,Version 1,Omit,Definitely vote for him,,1.03928673267365,No,,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,46011.0
600656.0,Complete,Bernie Sanders,Call 3,2.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Bernie Sanders,Terrorism,No,No,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Very liberal,Liberal,Liberal,24.0,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Female,White women,Non married women,Rural,Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,,Yes,Version 1,Definitely vote for her,Definitely vote for him,,1.23456215858459,No,,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,46975.0
598707.0,Complete,Bernie Sanders,Call 1,1.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Bernie Sanders,Economy/Jobs,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Very liberal,Liberal,Liberal,51.0,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Female,White women,Married women,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,,,Yes,Version 1,Definitely vote for her,Definitely vote for him,,0.690506517887115,No,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,46405.0
600633.0,Complete,Bernie Sanders,Call 3,2.0,No,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Bernie Sanders,Bernie Sanders,Economy/Jobs,Yes,No,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,,Non-White Democrats,Very liberal,Liberal,Liberal,95.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,Midwest,,,Yes,,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,,Yes,Version 1,Definitely vote for her,Definitely vote for him,,1.3064341545105,No,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44,46619.0
598647.0,Complete,Bernie Sanders,Call 1,1.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Bernie Sanders,Economy/Jobs,,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Somewhat liberal,Liberal,Liberal,55.0,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Male,White men,Married men,Suburbs,Suburbs,Indiana,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,,,Yes,Version 1,Definitely vote for her,Definitely vote for him,,0.614187836647034,No,,65+,60+,65 or over,45+,50+,60+,65+,White 60+,46350.0
600976.0,Complete,Omit,Call 3,1.0,Omit,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,,1.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000",,Other,Omit,Health care,,,Generally continue Barack Obama's policies,Democrat,,,Democrat,,,Moderate,Moderate or conservative,Moderate,48.0,Has the right experience,,,State questionnaire,,,,,,Midwest,,,Omit,,Female,,,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,,Yes,Version 1,Probably vote for her,Probably vote for him,,0.0,,,45-65,30-59,50-59,45+,50+,45-59,50-64,,46402.0
600534.0,Complete,Hillary Clinton,Call 3,6.0,Yes,,,,,,High school or less,No college degree,High school graduate or less,White no college degree,5.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Hillary Clinton,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Somewhat liberal,Liberal,Liberal,8.0,Has the right experience,White,White,State questionnaire,White,White,White,,,Midwest,,,No,,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Election day exit poll,Just today,Last few days,In the last month,This month,Creates more U.S. jobs,,,No,Version 1,Definitely vote for her,Not vote for him,,0.984602272510529,Yes,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29,47201.0
600522.0,Complete,Hillary Clinton,Call 3,5.0,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,4.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Hillary Clinton,Hillary Clinton,Economy/Jobs,No,Yes,Generally continue Barack Obama's policies,Independent/Something else,Black non-Democrat,Black Independent,Independent,,All others,Somewhat liberal,Liberal,Liberal,29.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,,Midwest,,,Yes,,Female,Black women,Married women,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,,No,Version 1,Definitely vote for her,Probably vote for him,,0.946327090263367,No,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44,46040.0
598584.0,Complete,Hillary Clinton,Call 1,3.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Hillary Clinton,Economy/Jobs,No,Yes,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democrat,,Non-White Democrats,Somewhat liberal,Liberal,Liberal,1.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,,Midwest,,,Yes,,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Takes away U.S. jobs,,,No,Version 1,Definitely vote for her,Definitely vote for him,,2.4237847328186,No,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29,46805.0
598577.0,Complete,Hillary Clinton,Call 1,3.0,Yes,,,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Hillary Clinton,Hillary Clinton,Income inequality,Yes,Yes,Omit,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,,All others,Moderate,Moderate or conservative,Moderate,1.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,Midwest,,,No,,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Just today,Last few days,In the last month,This month,Has no effect on U.S. jobs,,,No,Version 1,Definitely vote for her,Not vote for him,,2.75197649002075,No,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Latino 17-29,46805.0
598561.0,Complete,Hillary Clinton,Call 1,7.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Hillary Clinton,Economy/Jobs,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Very liberal,Liberal,Liberal,70.0,Has the right experience,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,,No,Version 1,Definitely vote for her,Definitely vote for him,,0.301040053367615,No,,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,46250.0
598552.0,Complete,Hillary Clinton,Call 1,3.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Hillary Clinton,Economy/Jobs,No,No,Change to more liberal policies,Independent/Something else,Black non-Democrat,Black Independent,Independent,,All others,Very liberal,Liberal,Liberal,1.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,Midwest,,,Yes,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,,No,Version 1,Definitely vote for her,Definitely vote for him,,3.70460510253906,No,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,46805.0
598534.0,Complete,Hillary Clinton,Call 1,7.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,3.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Bernie Sanders,Income inequality,No,Yes,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Very liberal,Liberal,Liberal,70.0,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,,No,Version 1,Definitely vote for her,Definitely vote for him,,0.301040053367615,No,,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44,46250.0
600955.0,Complete,Hillary Clinton,Call 3,8.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,5.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Bernie Sanders,Income inequality,No,No,Generally continue Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,,White Independent,Somewhat liberal,Liberal,Liberal,112.0,Has the right experience,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Has no effect on U.S. jobs,,,No,Version 1,Definitely vote for her,Definitely vote for him,,0.908723950386047,No,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29,47630.0
598465.0,Complete,Hillary Clinton,Call 1,2.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Hillary Clinton,Health care,No,No,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Very liberal,Liberal,Liberal,80.0,Can win in November,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Male,White men,Non married men,Rural,Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,,No,Version 1,Definitely vote for her,Definitely vote for him,,1.23691320419312,No,,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,46914.0
600388.0,Complete,Hillary Clinton,Call 3,7.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Hillary Clinton,Economy/Jobs,No,Yes,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,,Non-White Democrats,Very liberal,Liberal,Liberal,72.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,,,Midwest,,,Yes,,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,,No,Version 1,Definitely vote for her,Probably vote for him,,0.771014034748077,No,,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59,46217.0
600381.0,Not complete,,Call 3,7.0,,,,,,,,,,,3.0,,,,,,,,Hillary Clinton,,,No,,Generally continue Barack Obama's policies,,,,,,,,,,72.0,,Black,Black,State questionnaire,Black,Non-white,Black,,,Midwest,,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,,,No,Version 1,Definitely vote for her,Definitely vote for him,,0.543393671512604,,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29,46217.0
598411.0,Complete,Omit,Call 1,9.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,5.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Hillary Clinton,Economy/Jobs,No,Yes,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Somewhat liberal,Liberal,Liberal,82.0,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,,No,Version 1,Definitely vote for her,Probably vote for him,,1.5949774980545,No,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,47404.0
598400.0,Complete,Hillary Clinton,Call 1,2.0,No,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Hillary Clinton,Economy/Jobs,No,No,Generally continue Barack Obama's policies,Independent/Something else,Non-black non-Democrat,All Other,Independent,,All others,Moderate,Moderate or conservative,Moderate,91.0,Has the right experience,Other,Asian,State questionnaire,Asian,Non-white,Asian,,,Midwest,,,No,,Female,All other races,Non married women,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,,No,Version 1,Definitely vote for her,Probably vote for him,,0.481271058320999,No,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,All others,46530.0
600325.0,Complete,Hillary Clinton,Call 3,2.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,1.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Hillary Clinton,Hillary Clinton,Income inequality,No,No,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Somewhat liberal,Liberal,Liberal,92.0,Can win in November,White,White,State questionnaire,White,White,White,,,Midwest,,,No,,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,,No,Version 1,Definitely vote for her,Definitely vote for him,,0.444072484970093,No,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29,46530.0
598356.0,Complete,Hillary Clinton,Call 1,2.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Hillary Clinton,Income inequality,No,No,Omit,Independent/Something else,Black non-Democrat,Black Independent,Independent,,All others,Moderate,Moderate or conservative,Moderate,80.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,,Midwest,,,Omit,,Female,Black women,Non married women,Rural,Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Has no effect on U.S. jobs,,,No,Version 1,Definitely vote for her,Definitely vote for him,,1.43882095813751,No,,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,46914.0
600286.0,Complete,Hillary Clinton,Call 3,3.0,Yes,,,,,,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Hillary Clinton,Economy/Jobs,No,Yes,Change to less liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Moderate,Moderate or conservative,Moderate,3.0,Has the right experience,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Male,White men,Married men,Suburbs,Suburbs,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,,,No,Version 1,Probably vote for her,Not vote for him,,1.19086897373199,No,,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,46774.0
600285.0,Complete,Hillary Clinton,Call 3,7.0,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,,,,,,Hillary Clinton,Hillary Clinton,Income inequality,No,Yes,Generally continue Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,,White Independent,Somewhat liberal,Liberal,Liberal,72.0,Has the right experience,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,,No,Version 1,Definitely vote for her,Definitely vote for him,,0.858678340911865,,,65+,60+,65 or over,45+,50+,60+,65+,White 60+,46217.0
598346.0,Complete,Hillary Clinton,Call 1,2.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,1.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Hillary Clinton,Economy/Jobs,No,Yes,Generally continue Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,,White Independent,Moderate,Moderate or conservative,Moderate,91.0,Has the right experience,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Male,White men,Married men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,,No,Version 1,Definitely vote for her,Not vote for him,,0.633924186229706,No,,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,46530.0
600264.0,Complete,Hillary Clinton,Call 3,2.0,Yes,,,,,,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Hillary Clinton,Hillary Clinton,Terrorism,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,,White Independent,Moderate,Moderate or conservative,Moderate,108.0,Has the right experience,White,White,State questionnaire,White,White,White,,,Midwest,,,No,,Female,White women,Non married women,Rural,Small Cities/Rural,Indiana,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,,,No,Version 1,Probably vote for her,Not vote for him,,2.78171873092651,Yes,,65+,60+,65 or over,45+,50+,60+,65+,White 60+,46992.0
600263.0,Complete,Hillary Clinton,Call 3,3.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Hillary Clinton,Economy/Jobs,No,Yes,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Moderate,Moderate or conservative,Moderate,3.0,Can win in November,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Male,White men,Married men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,,No,Version 1,Definitely vote for her,Probably vote for him,,1.04627561569214,No,,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44,46774.0
600254.0,Complete,Hillary Clinton,Call 3,6.0,Yes,,,,,,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Hillary Clinton,Terrorism,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Somewhat liberal,Liberal,Liberal,37.0,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,,,No,,Female,White women,Married women,Rural,Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,,No,Version 1,Definitely vote for her,Definitely vote for him,,1.52830219268799,Yes,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,47356.0
600163.0,Complete,Hillary Clinton,Call 3,5.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Hillary Clinton,Economy/Jobs,No,Yes,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Somewhat liberal,Liberal,Liberal,30.0,Can win in November,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Male,White men,Married men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,,No,Version 1,Definitely vote for her,Probably vote for him,,1.90709793567657,No,,65+,60+,65 or over,45+,50+,60+,65+,White 60+,46062.0
600160.0,Not complete,,Call 3,7.0,,,,,,,,,,,3.0,,,,,,,,Hillary Clinton,,,No,,Omit,,,,,,,,,,61.0,,Black,Black,State questionnaire,Black,Non-white,Black,,,Midwest,,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Just today,Last few days,In the last month,This month,,,,No,Version 1,Definitely vote for her,Definitely vote for him,,0.894978582859039,,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44,46202.0
600153.0,Complete,Hillary Clinton,Call 3,7.0,Yes,,,,,,High school or less,No college degree,High school graduate or less,White no college degree,3.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Hillary Clinton,Economy/Jobs,No,Yes,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Very liberal,Liberal,Liberal,61.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,Midwest,,,Yes,,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,,No,Version 1,Definitely vote for her,Probably vote for him,,0.94332891702652,No,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,46202.0
