ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GOVTANGR16,GOVTANGR16B,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,MARRIED,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCOTUSDEM16,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TNDPRS16,UNFAIRDEM16,UNFAIRDEM16CLIN,UNFAIRDEM16SAND,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC,ZIPCODE
402755.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,Complete,Call 1,5.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,Yes,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,30.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.752603590488434,No,37221.0
402765.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,Complete,Call 1,5.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Health care,,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Somewhat liberal,Liberal,Liberal,23.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Male,White men,,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Bernie Sanders,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.03883028030396,Yes,37216.0
402770.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,Call 1,8.0,Not liberal enough,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Angry,"Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Terrorism,Yes,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,38.0,Yes,Can win in November,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Male,White men,Married men,Rural,Small Cities/Rural,Tennessee,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.60580539703369,No,38256.0
402771.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Call 1,7.0,,Favors the wealthy,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,112.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Bernie Sanders,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.475126981735229,No,37064.0
402782.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Call 1,5.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Income inequality,,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,26.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Female,White women,,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,Just today,Last few days,In the last month,This month,Bernie Sanders,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.654114484786987,No,37212.0
402783.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,Call 1,6.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Omit,,Generally continue Barack Obama's policies,Be from outside the political establishment,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,98.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,,Suburbs,Suburbs,Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Only Sanders did,Only Sanders or Neither of them,Only Sanders or Both of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.561847567558289,No,37072.0
402802.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,Call 1,7.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Economy/Jobs,,Change to more liberal policies,Have experience in politics,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,112.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Bernie Sanders,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.455323368310928,No,37064.0
402804.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Call 1,5.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Income inequality,,Generally continue Barack Obama's policies,Be from outside the political establishment,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,Moderate or conservative,Conservative,30.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Female,White women,,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Hillary Clinton,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.836285710334778,Yes,37221.0
402807.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,Call 1,5.0,Not liberal enough,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Yes,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,23.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,Gotten better,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Bernie Sanders,,,,,,,Version 2,1.17466580867767,No,37216.0
402813.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a month,Occasionally,Complete,Call 1,5.0,Not liberal enough,,,,College graduate,College graduate,More than High school graduate,White college degree,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,Yes,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,26.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Dissatisfied,,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.900101184844971,No,37212.0
402828.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,Call 1,6.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Yes,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,Moderate or conservative,Moderate,98.0,No,Cares about people like me,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,White women,Married women,Suburbs,Suburbs,Tennessee,Election day exit poll,,,,,Bernie Sanders,,,,,,,Version 2,0.453838467597961,No,37072.0
402830.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,More than once a week,Weekly,Not complete,Call 1,8.0,,,,,,,,,3.0,,,,,,,,,,,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,,Yes,,,45+,65+,,,,,,,,,38.0,Yes,,White,White,State questionnaire,White,White,Stayed about the same,,,,South,,Satisifed,Satisifed,,Male,White men,Married men,Rural,Small Cities/Rural,Tennessee,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.60580539703369,,38256.0
402846.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Call 1,5.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Income inequality,,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,26.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Male,White men,,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,In the last few days,Last few days,In the last month,This month,Bernie Sanders,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.731816470623016,No,37212.0
402847.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,Complete,Call 1,7.0,About right,,,,,,,,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,Yes,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,112.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Bernie Sanders,,,,,,,Version 2,0.554763078689575,No,37064.0
402851.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Call 1,5.0,About right,,,,College graduate,College graduate,More than High school graduate,White college degree,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,23.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Satisifed,,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.70449960231781,No,37216.0
402855.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,Call 1,5.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,Yes,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,30.0,No,Has the right experience,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.93935614824295,No,37221.0
402862.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Call 1,6.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Income inequality,,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,98.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,Suburbs,Suburbs,Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.586284279823303,No,37072.0
402867.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,Complete,Call 1,7.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,112.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll,In the last few days,Last few days,In the last month,This month,Bernie Sanders,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.479509085416794,No,37064.0
402868.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,Complete,Call 1,5.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,26.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten better,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Dissatisfied,,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.900101184844971,No,37212.0
402885.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Call 1,5.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,23.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Bernie Sanders,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,1.01559889316559,No,37216.0
402891.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a month,Occasionally,Not complete,Call 1,5.0,,,,,,,,,2.0,,,,,,,,,,,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,,No,,,45+,65+,,,,,,,,,30.0,Yes,,White,White,State questionnaire,White,White,Gotten worse,,,,South,,Satisifed,Satisifed,,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.958191990852356,,37221.0
402899.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Call 1,7.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,112.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Omit,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Bernie Sanders,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.424679487943649,No,37064.0
402902.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a month,Occasionally,Complete,Call 1,5.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,Yes,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,26.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Dissatisfied,,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.900101184844971,No,37212.0
402907.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,Call 1,6.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Somewhat liberal,Liberal,Liberal,98.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,Gotten worse,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,South,About right,Satisifed,Satisifed,,Male,White men,Non married men,Suburbs,Suburbs,Tennessee,Election day exit poll,,,,,Bernie Sanders,,,,,,,Version 2,0.506210327148438,Yes,37072.0
402917.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,A few times a month,Occasionally,Complete,Call 1,5.0,About right,,,,College graduate,College graduate,More than High school graduate,White college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,Yes,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,23.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Satisifed,,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.34237003326416,No,37216.0
402929.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,A few times a month,Occasionally,Complete,Call 1,7.0,About right,,,,College graduate,College graduate,More than High school graduate,White college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,Yes,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,112.0,Yes,Can win in November,White,White,State questionnaire,White,White,Gotten better,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Satisifed,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.804989278316498,No,37064.0
402933.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Once a week,Weekly,Complete,Call 1,5.0,About right,,,,College graduate,College graduate,More than High school graduate,White college degree,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,26.0,No,Cares about people like me,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Satisifed,,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Bernie Sanders,,,,,,,Version 2,0.595828533172607,No,37212.0
402940.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,Call 1,5.0,About right,,,,College graduate,College graduate,More than High school graduate,White college degree,2.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,30.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten better,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Dissatisfied,,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.04775559902191,No,37221.0
