id,backside,betrayed,brnagain,call,cdnum,cicrep16,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,govtangr,govtan_1,ilrprs16,ilrsen16,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichho,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,votenovc,votenovk,votenovt,weight,whnclinc,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
502091,Complete, ,No,Call 2,14, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,James Marter,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,52,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.12375795841217,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
502092,Complete, ,No,Call 2,14, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,James Marter,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,52,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.12375795841217,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
496063,Complete, ,No,Call 1,9, ,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Getting ahead financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,Did not vote,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Immigration,Yes,Oppose, ,Independent/Something else,Latino Independent,Independent,Independent Men,Moderate/Liberal,Liberal,Liberal,138,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Midwest,Male,Latino men,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.13685953617096,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Latino 45-59
495498,Complete, ,Yes,Call 1,14, ,No, , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,3,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Economy/Jobs,Yes,Oppose, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,96,Shares my values,Other,Asian,State questionnaire,Asian,Non-white,Midwest,Male,All other races,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.1508926153183,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,All others
496088,Complete, ,Yes,Call 1,14, ,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",John Kasich,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,96,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.1508926153183,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
496895,Complete,Yes, ,Call 1,11,John Kasich, ,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , ,John Kasich,James Marter, , , , , , , , ,Economy/Jobs, , ,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Liberal,Liberal,93,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Not vote for him,Definitely vote for him,Not vote for him,1.15792942047119, ,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
505594,Complete, ,Yes,Call 3,11, ,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,James Marter,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Oppose, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,93,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, ,Yes,Not Donald Trump, ,Version 1, , , ,1.15792942047119,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
496162,Complete, ,No,Call 1,10, ,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Falling behind financially,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",John Kasich,Mark Kirk,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Yes,Support, ,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative,40,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.16509163379669,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
496186,Complete, ,Yes,Call 1,10, ,No, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,Mark Kirk,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Yes,Oppose, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,40,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.16509163379669,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
501680,Complete, ,No,Call 2,10, ,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Holding steady financially,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",John Kasich,Mark Kirk,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Support, ,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative,40,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.16509163379669,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
501888,Complete, ,No,Call 2,13, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich, ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Yes,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,59,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.19031465053558,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
495764,Complete, ,Yes,Call 1,14, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Oppose, ,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,96,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Sometime last week,Earlier than that,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.19184184074402,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
501885,Complete, ,No,Call 2,14, ,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,Mark Kirk,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Support, ,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,96,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.19184184074402,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
501946,Not complete,No, ,Call 2,14,John Kasich, ,Somewhat worried,Worried, , , , ,3, , , ,John Kasich,James Marter, , , , , , , , , , , ,Have experience in politics, , , , , , , ,52, ,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , , , ,Not Donald Trump, ,Version 2, , , ,1.23686277866364, ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
495459,Complete, ,No,Call 1,14, ,Omit, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Yes,Oppose, ,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,96,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.26672863960266,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
495817,Complete,Yes, ,Call 1,14,John Kasich, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , ,John Kasich,Mark Kirk, , , , , , , , ,Economy/Jobs, , ,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative,96,Can win in November,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Not vote for him,Definitely vote for him,Not vote for him,1.26672863960266, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
495933,Complete,No, ,Call 1,14,John Kasich, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , , ,John Kasich,Mark Kirk, , , , , , , , ,Terrorism, , ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,96,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll, , , , , ,Omit, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Definitely vote for him,Not vote for him,1.26672863960266, ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
496233,Complete, ,No,Call 1,14, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",John Kasich,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Yes,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,96,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.26672863960266,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
496234,Complete, ,No,Call 1,14, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",John Kasich,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Yes,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,96,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.26672863960266,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
495150,Complete, ,No,Call 1,13, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Getting ahead financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,James Marter,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Oppose, ,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,59,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.28943920135498,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
501718,Complete, ,Yes,Call 2,13, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Falling behind financially,Omit,Omit,John Kasich,James Marter,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Yes,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,59,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.28943920135498,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
506228,Complete, ,Yes,Call 3,13, ,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Holding steady financially,Angry,"Dissatisfied, but not angry or Angry",John Kasich,James Marter,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,6,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.31771242618561,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
505939,Complete,Yes, ,Call 3,13,John Kasich, ,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, , , ,John Kasich,Did not vote, , , , , , , , ,Terrorism, , ,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,6,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Rural,Small Cities/Rural, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Not vote for him,Definitely vote for him,Not vote for him,1.33884513378143, ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
501620,Complete, ,No,Call 2,13, ,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,James Marter,Offered a chance to apply for legal status, , , , , , , ,Economy/Jobs,Yes,Oppose, ,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,8,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,Sometime last week,Earlier than that,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.35623037815094, ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
501818,Complete, ,No,Call 2,14, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",John Kasich,James Marter,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Yes,Oppose, ,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,33,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Not Donald Trump, ,Version 1, , , ,1.38205933570862,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
496745,Complete,No, ,Call 1,12,John Kasich, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, , , ,John Kasich,Mark Kirk, , , , , , , , ,Government spending, , ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,72,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.41659498214722, ,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
495902,Complete, ,No,Call 1,14, ,No, , ,High school or less,No college degree,High school graduate or less,Non white no college degree,3,Getting ahead financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich, ,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Government spending,Yes,Omit, ,Independent/Something else,All Other,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,96,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-white,Midwest,Female,All other races,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.42267489433289,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,All others
495040,Complete, ,Yes,Call 1,13, ,Yes, , ,High school or less,No college degree,High school graduate or less,White no college degree,5,Holding steady financially,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",John Kasich,James Marter,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Yes,Oppose, ,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,8,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.49273335933685,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
501780,Complete, ,Yes,Call 2,15, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Getting ahead financially,Angry,"Dissatisfied, but not angry or Angry",John Kasich,Mark Kirk,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Yes,Oppose, ,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,23,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Rural,Small Cities/Rural, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.54721629619598,Yes,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
501838,Complete, ,Yes,Call 2,15, ,No, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Getting ahead financially,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",John Kasich,Mark Kirk,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Yes,Omit, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,23,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Female,White women,Rural,Small Cities/Rural, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Sometime last week,Earlier than that,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.54721629619598,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
501945,Complete, ,No,Call 2,1, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Falling behind financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,Mark Kirk,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Support, ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,148,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.58256709575653,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
505764,Complete,Yes, ,Call 3,1,John Kasich, ,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , ,John Kasich,Mark Kirk, , , , , , , , ,Government spending, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,148,Can win in November,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll, , , , , ,Has no effect on U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Definitely vote for him,Not vote for him,1.58256709575653, ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
495639,Complete,Yes, ,Call 1,14,John Kasich, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , , ,John Kasich,James Marter, , , , , , , , ,Economy/Jobs, , ,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,96,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,1.59843444824219, ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
495856,Complete,Yes, ,Call 1,14,John Kasich, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , ,John Kasich,James Marter, , , , , , , , ,Economy/Jobs, , ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,96,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,John Kasich,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,1.59843444824219, ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
495784,Complete, ,No,Call 1,9, ,No, , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2,Getting ahead financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,James Marter,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Economy/Jobs,Yes,Oppose, ,Democrat,All Other,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,138,Shares my values,Other,Other,State questionnaire,Other,Non-white,Midwest,Male,All other races,Suburbs,Suburbs, Illinois,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.61729538440704,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,All others
495752,Complete, ,No,Call 1,9, ,No, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Holding steady financially,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",John Kasich,James Marter,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Yes,Oppose, ,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Liberal,Liberal,138,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Illinois,Election day exit poll,Omit,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.67483925819397,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
