id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,arrprs16,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
405454,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Ted Cruz,Complete, ,Yes,Call 1,3, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,24,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,Arkansas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.57266891002655,No,White Born-again/Evangelical Christians
405463,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Donald Trump,Complete, ,Yes,Call 1,2, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative,82,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.509915053844452,No,White Born-again/Evangelical Christians
405471,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Donald Trump,Complete, ,Yes,Call 1,4, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,64,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,John Kasich,Female,White women, , ,Rural,Small Cities/Rural,Arkansas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, ,Version 1, ,.640562951564789,No,White Born-again/Evangelical Christians
405473,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete,Yes,No,Call 1,3,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,110,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,Yes,.416977435350418, ,All others
405474,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Ben Carson,Complete,Yes,Yes,Call 1,3,John Kasich,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,12,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.666712284088135, ,White Born-again/Evangelical Christians
405487,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Ted Cruz,Complete,Yes,Yes,Call 1,3,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,24,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2,No,.564404308795929, ,White Born-again/Evangelical Christians
405490,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete, ,Yes,Call 1,4, , , ,High school or less,No college degree,High school graduate or less,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,43,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,John Kasich,Male,White men, , ,Rural,Small Cities/Rural,Arkansas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1, ,.76615446805954,No,White Born-again/Evangelical Christians
405493,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Marco Rubio,Complete, ,No,Call 1,2, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,82,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.425806194543839,No,All others
405499,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Ted Cruz,Complete,No,Yes,Call 1,3,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,12,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.718683779239655, ,White Born-again/Evangelical Christians
405500,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Donald Trump,Complete,Yes,No,Call 1,3,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Donald Trump,Immigration, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,110,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not much,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.438943982124329, ,All others
405505,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Marco Rubio,Complete,Yes,Yes,Call 1,4,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,64,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.492012441158295, ,White Born-again/Evangelical Christians
405511,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Ted Cruz,Complete,Yes,Yes,Call 1,3,John Kasich,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, , , , , , , , , , ,Ted Cruz,Omit, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,24,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,Yes,.494814485311508, ,White Born-again/Evangelical Christians
405529,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Ted Cruz,Complete,No,No,Call 1,3,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Ted Cruz,Terrorism, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,12,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not much,Not much or not at all,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.663264036178589, ,All others
405530,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Marco Rubio,Complete,Yes,Yes,Call 1,2,John Kasich,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,82,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.484073579311371, ,White Born-again/Evangelical Christians
405531,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Ted Cruz,Complete,No,No,Call 1,4,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, , , , , , , , , , ,Ted Cruz,Terrorism, ,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,43,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.648604869842529, ,All others
405539,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Ted Cruz,Complete,No,Yes,Call 1,3,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Ted Cruz,Government spending, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,24,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.456657975912094, ,White Born-again/Evangelical Christians
405540,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Donald Trump,Complete, ,Yes,Call 1,4, , , ,High school or less,No college degree,High school graduate or less,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Government spending,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,64,Tells it like it is,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Donald Trump,Male,White men, , ,Rural,Small Cities/Rural,Arkansas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1, ,.595132827758789,Yes,White Born-again/Evangelical Christians
405549,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Donald Trump,Complete,No,Yes,Call 1,3,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,110,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,Yes,.416977435350418, ,White Born-again/Evangelical Christians
405556,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Ted Cruz,Complete,Yes,No,Call 1,3,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Ted Cruz,Government spending, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,12,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2,No,.718683779239655, ,All others
405563,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Marco Rubio,Complete, ,Yes,Call 1,2, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending,Oppose, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,82,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.3983294069767,No,White Born-again/Evangelical Christians
405565,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Ted Cruz,Complete, ,Yes,Call 1,3, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,24,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,Arkansas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.473205775022507,No,White Born-again/Evangelical Christians
405568,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Marco Rubio,Complete,No,Yes,Call 1,4,Marco Rubio,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, , , , , , , , , , ,Marco Rubio,Terrorism, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,64,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.561208188533783, ,White Born-again/Evangelical Christians
405577,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,John Kasich,Complete, , ,Call 1,4, , , ,High school or less,No college degree,High school graduate or less,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Oppose, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,43,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Male,White men, , ,Rural,Small Cities/Rural,Arkansas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.804410398006439,No,All others
405588,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Ted Cruz,Complete, ,Yes,Call 1,3, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,12,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,Arkansas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.64855295419693,No,White Born-again/Evangelical Christians
405589,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Donald Trump,Complete,No,Yes,Call 1,3,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,110,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,No,.47562038898468, ,White Born-again/Evangelical Christians
405593,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Ted Cruz,Complete,Yes,Yes,Call 1,3,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Donald Trump,Terrorism, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,24,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Not Donald Trump,John Kasich,Version 2,No,.645883858203888, ,White Born-again/Evangelical Christians
405598,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Marco Rubio,Complete, ,Yes,Call 1,2, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,82,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.489924877882004,No,White Born-again/Evangelical Christians
405601,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Marco Rubio,Complete, ,Yes,Call 1,4, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,64,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Rural,Small Cities/Rural,Arkansas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.500387370586395,Yes,White Born-again/Evangelical Christians
405613,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Ted Cruz,Complete, ,No,Call 1,3, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Government spending,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,12,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,Arkansas,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.693290174007416,Yes,All others
405618,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Ted Cruz,Complete,Yes,Yes,Call 1,4,Ted Cruz,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, , , , , , , , , , ,Ted Cruz,Immigration, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,43,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,.702799677848816, ,White Born-again/Evangelical Christians
405619,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Ted Cruz,Complete, ,Yes,Call 1,3, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,24,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,Arkansas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.57266891002655,Yes,White Born-again/Evangelical Christians
405620,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Donald Trump,Complete,Yes,No,Call 1,3,Donald Trump,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,45+,18-64,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,110,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Version 2,Yes,.416977435350418, ,All others
405633,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Marco Rubio,Complete, ,Yes,Call 1,2, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,82,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied,Marco Rubio,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.489924877882004,No,White Born-again/Evangelical Christians
405637,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Ted Cruz,Complete,No,Yes,Call 1,3,John Kasich,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Ted Cruz,Government spending, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,12,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,Yes,.718683779239655, ,White Born-again/Evangelical Christians
405640,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Ted Cruz,Complete,No,Yes,Call 1,3,Ted Cruz,Not at all worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Ted Cruz,Terrorism, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,24,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,Arkansas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,.564404308795929, ,White Born-again/Evangelical Christians
405653,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Ben Carson,Complete, ,Yes,Call 1,3, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Terrorism,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,110,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,John Kasich,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.352126896381378,Yes,White Born-again/Evangelical Christians
