id,backside,break12c,breakfac,breakimp,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,issrep16,latino,latinos,nvrprs16,outsider,party,partybyr,partyia,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timeia16,timeprif,timeprim,timepriw,trumpvot,version,weight,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
122404,Complete,One of several important factors,A factor,Important,No,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Liberal,Liberal,68,Tells it like it is,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.365448832511902,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122405,Complete,One of several important factors,A factor,Important,No,Call 2,3,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Omit,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,60,Omit,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.965336501598358,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122406,Complete,One of several important factors,A factor,Important,No,Call 1,3,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican, ,Conservative,Conservative,Very conservative,15,Can win in November,White,White,State questionnaire,White,White,White,West, , ,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,1.69096517562866,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122407,Complete,One of several important factors,A factor,Important,No,Call 1,2,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,96,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,1.82578039169312,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122408,Complete,The most important factor,A factor,Important,Yes,Call 2,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Omit,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,7,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,2.72849464416504,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122409,Complete,One of several important factors,A factor,Important,No,Call 1,2,College graduate,College graduate,More than High school graduate,Non white college degree,3,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,Yes,Yes,Marco Rubio,Have experience in politics,Independent/Something else,Latino Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,93,Can win in November,Other,Other,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,Suburbs,Suburbs,English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,.983848989009857,All others,65+,60+,65 or over,45+,50+,60+,65+,Latino 60+
122410,Complete,One of several important factors,A factor,Important,Yes,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,68,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.39962562918663,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
122411,Complete,One of several important factors,A factor,Important,Yes,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,96,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,1.62793028354645,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122412,Complete,The most important factor,A factor,Important,Yes,Call 2,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs, , ,Donald Trump,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,7,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000", ,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,1.8859955072403,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122413,Complete,One of several important factors,A factor,Important,Yes,Call 2,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,60,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.990067303180695,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122414,Complete,Omit,Omit,Omit,No,Call 1,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,15,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,2.15324068069458,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122415,Complete,One of several important factors,A factor,Important,Yes,Call 2,2,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Immigration, , ,Ted Cruz,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,79,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,Rural,Small Cities/Rural, ,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.688066065311432,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
122416,Complete,The most important factor,A factor,Important, ,Call 1,3,College graduate,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,15,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,Female,All other races,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.68935835361481,All others,65+,60+,65 or over,45+,50+,60+,65+,All others
122417,Complete,One of several important factors,A factor,Important,Yes,Call 1,2,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Terrorism,No,No,Ben Carson,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,93,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,Suburbs,Suburbs,English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.54670977592468,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122418,Complete,One of several important factors,A factor,Important,Yes,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,96,Tells it like it is,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,1.62793028354645,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122419,Complete,One of several important factors,A factor,Important,No,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Immigration,No,No,Ted Cruz,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,7,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,2.72849464416504,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122420,Complete,One of several important factors,A factor,Important,No,Call 2,3,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,60,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.05561482906342,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122421,Complete,The most important factor,A factor,Important,Yes,Call 1,3,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,15,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,2.35461187362671,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122422,Complete,A minor factor,A factor,Not important,No,Call 2,3,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,68,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Version 1,.39962562918663,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122423,Complete,One of several important factors,A factor,Important,Yes,Call 2,2,College graduate,College graduate,More than High school graduate, ,3,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Ted Cruz,Have experience in politics,Independent/Something else, ,Something else,Independent Men,Conservative,Conservative,Very conservative,79,Shares my values, , ,State questionnaire, , , ,West,Male, ,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.519484579563141,All others,65+,60+,65 or over,45+,50+,60+,65+, 
122424,Complete,One of several important factors,A factor,Important,No,Call 1,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Terrorism,No,No,Marco Rubio,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,15,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.68935835361481,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122425,Complete,The most important factor,A factor,Important,No,Call 2,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,7,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,2.79839563369751,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122426,Complete,One of several important factors,A factor,Important,Yes,Call 1,2,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,96,Tells it like it is,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,1.62793028354645,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122427,Complete,One of several important factors,A factor,Important,Yes,Call 2,2,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs, , ,Marco Rubio,Have experience in politics,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,79,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,Rural,Small Cities/Rural, ,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.600980937480927,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122428,Complete,Omit,Omit,Omit, ,Call 1,3,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Terrorism,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,15,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.73263776302338,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122429,Complete,One of several important factors,A factor,Important,No,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Terrorism,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,68,Tells it like it is,Other,Other,State questionnaire,Other,Non-white,Other,West,Female,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,.39962562918663,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,All others
122430,Complete,One of several important factors,A factor,Important,No,Call 1,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,15,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.84734725952148,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122431,Complete,One of several important factors,A factor,Important,No,Call 2,2,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,79,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,.614929378032684,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122432,Complete,One of several important factors,A factor,Important,No,Call 2,3,College graduate,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,7,Shares my values,Black,Black,State questionnaire,Black,Non-white,Black,West,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,2.83196926116943,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
122433,Complete,One of several important factors,A factor,Important,No,Call 2,2,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Government spending, , ,John Kasich,Omit,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,80,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,Rural,Small Cities/Rural, ,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.824382960796356,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122434,Complete,One of several important factors,A factor,Important,Yes,Call 1,2,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,96,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,2.11959338188171,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122435,Complete,One of several important factors,A factor,Important,No,Call 2,2,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,79,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.549583792686462,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122436,Complete,One of several important factors,A factor,Important,No,Call 1,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Terrorism,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,15,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,1.89467406272888,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
122437,Complete,The most important factor,A factor,Important,No,Call 2,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Marco Rubio,Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,7,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,2.1955246925354,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122438,Complete,One of several important factors,A factor,Important,No,Call 1,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Omit,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,15,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,2.15324068069458,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122439,Complete,One of several important factors,A factor,Important,No,Call 2,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,68,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.40986356139183,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
122440,Complete,The most important factor,A factor,Important,No,Call 2,2,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs, , ,Ted Cruz,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,80,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,Rural,Small Cities/Rural, ,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.974278092384338,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122441,Complete,One of several important factors,A factor,Important,No,Call 1,2,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,96,Omit,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.40321815013886,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
122442,Complete,A minor factor,A factor,Not important,No,Call 1,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Terrorism,No,No,Marco Rubio,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,15,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.89467406272888,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122443,Complete,One of several important factors,A factor,Important,Yes,Call 2,3,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Be from outside the political establishment,Independent/Something else,All Other,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,7,Shares my values,Other,Other,State questionnaire,Other,Non-white,Other,West,Male,All other races,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,3.06010174751282,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,All others
122444,Complete,One of several important factors,A factor,Important,No,Call 1,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Terrorism,No,No,Marco Rubio,Omit,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,15,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.73263776302338,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122445,Complete,One of several important factors,A factor,Important,Yes,Call 2,3,College graduate,College graduate,More than High school graduate,Non white college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Democrat,All Other,Democrat,Democratic Men,Conservative,Conservative,Somewhat conservative,68,Can win in November,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,Male,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.374811202287674,All others,45-65,60+,60-64,45+,50+,60+,50-64,All others
122446,Complete,A minor factor,A factor,Not important,No,Call 2,2,High school or less,No college degree,High school graduate or less,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Terrorism,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,79,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.655640840530396,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122447,Complete,The most important factor,A factor,Important,No,Call 2,2,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,80,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.949941694736481,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122448,Complete,One of several important factors,A factor,Important,No,Call 1,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,15,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.62755930423737,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
122449,Complete,One of several important factors,A factor,Important,No,Call 1,2,High school or less,No college degree,High school graduate or less,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,96,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.25991928577423,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
