id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,gop20162,gop201_1,gop201_2,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,muslimba,ohrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,votenovc,votenovr,votenovt,weight,whnclinc,whtevang
494989,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes, ,Call 1,1, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, ,Ted Cruz,Donald Trump,Marco Rubio, , , , , , , , , , ,Government spending, ,Marco Rubio,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,80, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.48587834835052, , 
494990,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes, ,Call 1,1, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, ,Ted Cruz,Donald Trump,Marco Rubio, , , , , , , , , , ,Government spending, ,Marco Rubio,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,80, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.48587834835052, , 
494994,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 1,9,No, , ,College graduate,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Support,Marco Rubio, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,93,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.72046530246735,No,All others
497256,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 2,13, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Terrorism, ,Marco Rubio,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,101, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,1.47826027870178, , 
497899,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes, ,Call 2,8, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, ,Ted Cruz,Would not have voted,Marco Rubio, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,9, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Definitely vote for him,Probably vote for him,2.26352906227112, , 
497992,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, ,Call 2,12, ,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Government spending, ,Marco Rubio,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,85, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Probably vote for him,Probably vote for him,1.66673362255096, , 
498011,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 2,7,No, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Support,Marco Rubio, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,27,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Rural,Small Cities/Rural,Ohio,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.09887826442719,No,All others
498454,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes, ,Call 2,15, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4, ,Would not have voted,John Kasich,Marco Rubio, , , , , , , , , , ,Government spending, ,Marco Rubio,Have experience in politics,18-44,18-64,Independent/Something else,Black Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,49, ,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Midwest, ,Female,Black women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Not vote for him,Probably vote for him,Not vote for him,1.37854611873627, , 
499011,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 2,16,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Oppose,Marco Rubio, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,125,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week, ,Yes,Not Donald Trump, ,Version 1, , , ,1.71130073070526,Yes,White Born-again/Evangelical Christians
499201,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, ,Call 2,8, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Government spending, ,Marco Rubio,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,16, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Definitely vote for him,Probably vote for him,.949728727340698, , 
499246,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 2,8,No, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Falling behind financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Oppose,Marco Rubio, ,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,16,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.02679872512817,No,All others
499361,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes, ,Call 2,9, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1, ,Donald Trump,John Kasich,Marco Rubio, , , , , , , , , , ,Terrorism, ,Marco Rubio,Have experience in politics,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative,34, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll, , , , , ,Has no effect on U.S. jobs, ,Not Donald Trump,Ted Cruz,Version 2,Probably vote for him,Definitely vote for him,Definitely vote for him,1.08931481838226, , 
499383,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 2,11,Omit, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Falling behind financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Support,Marco Rubio, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women, , , ,142,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll,Omit,Just today,Last few days,In the last month,This week, ,Omit,Not Donald Trump, ,Version 1, , , ,1.75682818889618,No,All others
499721,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No, ,Call 2,10, ,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,5, ,Donald Trump,Donald Trump,Marco Rubio, , , , , , , , , , ,Terrorism, ,Marco Rubio,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,120, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Definitely vote for him,Definitely vote for him,1.33195114135742, , 
499974,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 2,10,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Support,Marco Rubio, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,66,No,Can win in November,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Not Donald Trump, ,Version 1, , , ,1.76501488685608,Yes,All others
503518,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 3,14, ,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Terrorism, ,Marco Rubio,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,147, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Definitely vote for him,Probably vote for him,2.04759287834167, , 
503543,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 3,14, ,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Government spending, ,Marco Rubio,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,147, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,1.96873819828033, , 
503726,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes, ,Call 3,2, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Government spending, ,Marco Rubio,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,20, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Definitely vote for him,Not vote for him,1.7024062871933, , 
503745,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 3,2, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, ,Donald Trump,John Kasich,Marco Rubio, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,6, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.47223889827728, , 
504221,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete, ,No,Call 3,11,Omit, , ,High school or less,No college degree,High school graduate or less,Non white no college degree,2,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , ,Economy/Jobs,Oppose,Marco Rubio, ,18-44,18-64,Independent/Something else,Black Independent,Something else,Independent Women,Moderate/Liberal,Liberal,Liberal,142,No,Tells it like it is,Black,Black,State questionnaire,Black,Non-white,Midwest,Yes,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.76370716094971,No,All others
504471,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 3,10, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,65, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,1.53926074504852, , 
504540,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,7,Omit, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Oppose,Marco Rubio, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,27,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Rural,Small Cities/Rural,Ohio,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.10201025009155,No,White Born-again/Evangelical Christians
504671,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 3,8, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, ,Ted Cruz,Would not have voted,Marco Rubio, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,9, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Has no effect on U.S. jobs, ,Not Donald Trump,John Kasich,Version 2,Probably vote for him,Probably vote for him,Not vote for him,2.26998066902161, , 
504849,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,12,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Omit,Marco Rubio, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,128,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.2318514585495,No,White Born-again/Evangelical Christians
505270,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete, ,Yes,Call 3,10,Yes, , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,5,Falling behind financially, , , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Terrorism,Oppose,Marco Rubio, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,115,Yes,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Midwest,Yes,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.24761652946472,No,All others
505292,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No, ,Call 3,3, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, ,Would not have voted,Would not have voted,Would not have voted, , , , , , , , , , ,Economy/Jobs, ,Marco Rubio,Be from outside the political establishment,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,57, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Has no effect on U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Not vote for him,Definitely vote for him,Not vote for him,2.36645650863647, , 
506250,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 3,1,No, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Getting ahead financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Support,Marco Rubio, ,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,80,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,1.49011337757111,No,All others
490936,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes, ,16,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative, ,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,No,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,1.25836670398712,Yes,White Born-again/Evangelical Christians
490937,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,No, ,5,Yes, , ,High school or less,No college degree,High school graduate or less,White no college degree,3,Getting ahead financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative, ,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Rural,Small Cities/Rural,Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.629445731639862,No,All others
490939,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes, ,16,Omit, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Falling behind financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative, ,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Female,White women,Suburbs,Suburbs,Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.63321840763092,No,White Born-again/Evangelical Christians
490942,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes, ,4,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , ,Terrorism,Oppose,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, ,Yes,Can win in November,White,White,State questionnaire,White,White,Midwest,No,Female,White women,Rural,Small Cities/Rural,Ohio,Telephone survey,Be satisfied with that choice,Sometime last week,Earlier than that,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,2.51673340797424,No,White Born-again/Evangelical Christians
490943,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes, ,13,No, , ,College graduate,College graduate,More than High school graduate,White college degree,2,Getting ahead financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Omit,Donald Trump, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative, ,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Telephone survey,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.629445731639862,No,White Born-again/Evangelical Christians
490944,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes, ,6,No, , ,High school or less,No college degree,High school graduate or less,White no college degree,3,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Oppose,Donald Trump, ,45+,65+,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate, ,Yes,Omit,White,White,State questionnaire,White,White,Midwest,Omit,Female,White women,Rural,Small Cities/Rural,Ohio,Telephone survey,Seriously consider voting for a third party candidate,Sometime last week,Earlier than that,In the last month,This week, ,Omit,Donald Trump, ,Version 1, , , ,.63321840763092,Yes,White Born-again/Evangelical Christians
490947,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No, ,12,No, , ,College graduate,College graduate,More than High school graduate,White college degree,4,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative, ,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Female,White women,Suburbs,Suburbs,Ohio,Telephone survey,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Donald Trump, ,Version 1, , , ,.63321840763092,No,All others
