ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GOVTANGR16,GOVTANGR16B,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,LATINO,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TXDPRS16,UNFAIRDEM16,UNFAIRDEM16CLIN,UNFAIRDEM16SAND,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC
397802.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,26.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Omit,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.846948266029358,No
397801.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,,17.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Terrorism,No,Omit,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Omit,Female,Black women,Suburbs,Suburbs,English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,5.05626010894775,No
397800.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,30.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Income inequality,No,Change to less liberal policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Hillary Clinton,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.968145489692688,No
397799.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,3.0,,Is fair to most Americans,Not at all worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.704497516155243,No
397798.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,18.0,,Favors the wealthy,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,,,,,,,,,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,,,,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.968145489692688,No
397797.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,,8.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Income inequality,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,Rural,Small Cities/Rural,English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Omit,Omit,Omit,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,2.52813005447388,No
397796.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,,31.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,4.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.26406502723694,No
397795.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,18.0,,Favors the wealthy,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Terrorism,No,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.201327562332153,No
397794.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,30.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,Suburbs,Suburbs,English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Only Sanders did,Only Sanders or Neither of them,Only Sanders or Both of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.968145489692688,No
397793.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,,4.0,,Favors the wealthy,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,No,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,Suburbs,Suburbs,English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,7.58439016342163,No
397792.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,2.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Health care,No,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.27042233943939,No
397791.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,Complete,,30.0,,Is fair to most Americans,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Income inequality,No,Generally continue Barack Obama's policies,Omit,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Male,Black men,Suburbs,Suburbs,English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.846948266029358,No
397790.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,13.0,,Favors the wealthy,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,5.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,,,,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",,Texas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.968145489692688,No
397789.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,Complete,,7.0,,Is fair to most Americans,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",,,,Health care,No,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.45221817493439,No
397788.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,18.0,,Favors the wealthy,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Omit,No,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Independent/Something else,Black non-Democrat,Black Independent,Something else,All others,Moderate,Moderate or conservative,Moderate,,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Only Sanders did,Only Sanders or Neither of them,Only Sanders or Both of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.402655124664307,No
397787.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,Complete,,18.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.69389653205872,No
397786.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,10.0,,Favors the wealthy,Omit,Omit,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,,,,,,,,,,,Economy/Jobs,No,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.968145489692688,No
405883.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,Complete,Call 1,32.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Income inequality,No,Change to less liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,Moderate or conservative,Moderate,32.0,,Has the right experience,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Male,White men,Suburbs,Suburbs,English,Texas,Election day exit poll,In the last few days,Last few days,In the last month,This month,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.750887393951416,No
397784.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,6.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Economy/Jobs,No,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,Can win in November,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.23889589309692,No
397783.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,4.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Male,White men,Rural,Small Cities/Rural,English,Texas,Telephone survey,In the last few days,Last few days,In the last month,This month,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,14.5160512924194,No
397782.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,8.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Economy/Jobs,No,Omit,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Suburbs,Suburbs,English,Texas,Telephone survey,In the last few days,Last few days,In the last month,This month,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.61757206916809,Yes
397781.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,18.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,,,,,,,,,,,Health care,No,Omit,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,Has the right experience,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Omit,Omit,Omit,Omit,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,3.23514413833618,No
397780.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,21.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,No,Omit,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Suburbs,Suburbs,English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,3.23514413833618,No
397779.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,26.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Terrorism,No,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,,,Has the right experience,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Suburbs,Suburbs,English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,3.23514413833618,No
397778.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,8.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,No,Change to less liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Male,White men,Suburbs,Suburbs,English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,5.66030597686768,No
397777.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,31.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Economy/Jobs,No,Change to less liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,Has the right experience,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.541902422904968,No
397776.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,21.0,,Favors the wealthy,Not at all worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Income inequality,No,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,,,Can win in November,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Suburbs,Suburbs,English,Texas,Telephone survey,Sometime last week,Earlier than that,In the last month,This month,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.619447946548462,No
