ID,ATTEND,ATTEND2,BACKSIDE,BREAK16PRID,BREAKFACTD,BREAKIMPD,CALL,CDNUM,CLINTONLIB,CONTACT16PRI,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GUNCHOICE,GUNOWNER12,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,MARRIED,OBAMAPLCY,OUTSIDER16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCDPRS16,SCOTUSDEM16,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
139411.0,,,Complete,One of several important factors,A factor,Important,Call 3,3.0,,,Favors the wealthy,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Terrorism,Yes,Generally continue Barack Obama's policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,90.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,0.302920758724213,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
139400.0,,,Complete,One of several important factors,A factor,Important,Call 3,3.0,,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Reducing gun violence,Yes,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,64.0,,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,,,,,South,,,,Bernie Sanders,Bernie Sanders,Female,Latino women,Non married women,Rural,Small Cities/Rural,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,1.85306060314178,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29
139388.0,,,Complete,One of several important factors,A factor,Important,Call 3,3.0,,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Health care,No,Generally continue Barack Obama's policies,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,Moderate or conservative,Moderate,90.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Female,White women,Non married women,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.300103038549423,Yes,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
139387.0,,,Complete,Not a factor at all,Not a factor,Not important,Call 3,1.0,,,Is fair to most Americans,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5.0,Protecting gun owners' rights,Yes,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,Terrorism,No,Change to less liberal policies,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,Moderate or conservative,Conservative,20.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,White men,Non married men,Suburbs,Suburbs,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.335144251585007,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
139386.0,,,Complete,One of several important factors,A factor,Important,Call 3,4.0,,,Favors the wealthy,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Health care,No,Change to more liberal policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,59.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,Black men,Non married men,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.232831910252571,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Black 17-29
139383.0,,,Complete,One of several important factors,A factor,Important,Call 3,5.0,,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Protecting gun owners' rights,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,No,Change to more liberal policies,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,113.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,Black men,Non married men,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.368170350790024,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29
139382.0,,,Complete,One of several important factors,A factor,Important,Call 3,5.0,,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Protecting gun owners' rights,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,No,Change to more liberal policies,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,113.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,Black men,Non married men,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.368170350790024,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29
139372.0,,,Complete,One of several important factors,A factor,Important,Call 3,1.0,,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Income inequality,No,Change to more liberal policies,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,20.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Female,White women,Non married women,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.372495889663696,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
139362.0,,,Complete,One of several important factors,A factor,Important,Call 3,6.0,,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Protecting gun owners' rights,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Terrorism,No,Change to more liberal policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,106.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Hillary Clinton,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,1.9236456155777,Yes,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
139357.0,,,Complete,The most important factor,A factor,Important,Call 3,6.0,,,Favors the wealthy,Very worried,Worried,,,,,3.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Health care,Yes,Generally continue Barack Obama's policies,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,Moderate or conservative,Moderate,106.0,,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,,,,,South,,,,Bernie Sanders,Bernie Sanders,Female,Latino women,Married women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,1.67254483699799,,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
139327.0,,,Complete,Not a factor at all,Not a factor,Not important,Call 3,4.0,,,Omit,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Protecting gun owners' rights,Yes,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Economy/Jobs,Yes,Change to less liberal policies,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,59.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Omit,Male,White men,Married men,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.291118651628494,Yes,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
139317.0,,,Complete,One of several important factors,A factor,Important,Call 3,4.0,,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,No,Change to more liberal policies,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,59.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Female,White women,Non married women,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.288410723209381,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
139316.0,,,Complete,One of several important factors,A factor,Important,Call 3,6.0,,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,Reducing gun violence,Yes,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,Yes,Generally continue Barack Obama's policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,Moderate or conservative,Conservative,87.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Hillary Clinton,Male,White men,Married men,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.4589855670929,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
139307.0,,,Complete,One of several important factors,A factor,Important,Call 3,5.0,,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,Reducing gun violence,Yes,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,Yes,Generally continue Barack Obama's policies,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,82.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Hillary Clinton,Male,Black men,Married men,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.439210444688797,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
139299.0,,,Complete,One of several important factors,A factor,Important,Call 3,5.0,,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Reducing gun violence,Yes,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,113.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Hillary Clinton,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.320111662149429,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
139276.0,,,Complete,One of several important factors,A factor,Important,Call 3,4.0,,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Income inequality,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,59.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Bernie Sanders,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.2160924077034,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29
139273.0,,,Complete,A minor factor,A factor,Not important,Call 3,1.0,,,Omit,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Terrorism,Yes,Omit,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,25.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.282313138246536,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
139272.0,,,Complete,A minor factor,A factor,Not important,Call 3,1.0,,,Omit,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Terrorism,Yes,Omit,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,25.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.282313138246536,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
139260.0,,,Complete,The most important factor,A factor,Important,Call 3,6.0,,,Is fair to most Americans,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,5.0,Reducing gun violence,Yes,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Health care,Yes,Generally continue Barack Obama's policies,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,26.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,Black men,Married men,Suburbs,Suburbs,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.471056282520294,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
139259.0,,,Complete,The most important factor,A factor,Important,Call 3,6.0,,,Is fair to most Americans,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,5.0,Reducing gun violence,Yes,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Health care,Yes,Generally continue Barack Obama's policies,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,26.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,Black men,Married men,Suburbs,Suburbs,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.471056282520294,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
139248.0,,,Complete,Not a factor at all,Not a factor,Not important,Call 3,1.0,,,Favors the wealthy,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,5.0,Protecting gun owners' rights,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Income inequality,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,36.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,Black men,Non married men,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.465452879667282,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29
139202.0,,,Complete,One of several important factors,A factor,Important,Call 3,3.0,,,Favors the wealthy,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Reducing gun violence,Yes,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,65.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,Black men,Non married men,Rural,Small Cities/Rural,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,1.05900049209595,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29
139189.0,,,Complete,One of several important factors,A factor,Important,Call 3,6.0,,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Reducing gun violence,Yes,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,Yes,Change to more liberal policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,85.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,White men,Married men,Rural,Small Cities/Rural,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,0.633680641651154,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
139181.0,,,Complete,One of several important factors,A factor,Important,Call 3,5.0,,,Favors the wealthy,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Income inequality,No,Change to more liberal policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,74.0,,Can win in November,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,White men,Non married men,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.6459653377533,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
139180.0,,,Complete,One of several important factors,A factor,Important,Call 3,5.0,,,Favors the wealthy,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Income inequality,No,Change to more liberal policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,74.0,,Can win in November,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,White men,Non married men,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.6459653377533,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
139132.0,,,Not complete,One of several important factors,A factor,Important,Call 3,5.0,,,Favors the wealthy,,,,,,,1.0,,Yes,,,,,,,,,,,,,,,No,Generally continue Barack Obama's policies,,,,,,,,,,27.0,,,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,,Male,White men,Non married men,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.601566255092621,,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
139075.0,,,Complete,The most important factor,A factor,Important,Call 3,7.0,,,Is fair to most Americans,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4.0,Protecting gun owners' rights,Yes,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,80.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Bernie Sanders,Female,Black women,Non married women,Rural,Small Cities/Rural,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,4.24547290802002,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
139038.0,,,Complete,One of several important factors,A factor,Important,Call 3,1.0,,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5.0,Reducing gun violence,Yes,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Income inequality,Yes,Change to more liberal policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,10.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.370249301195145,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
139007.0,,,Complete,A minor factor,A factor,Not important,Call 3,1.0,,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Income inequality,No,Change to more liberal policies,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,14.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.82647830247879,Yes,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
139006.0,,,Complete,One of several important factors,A factor,Important,Call 3,3.0,,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Reducing gun violence,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,89.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,White men,Non married men,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,1.91146445274353,Yes,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
139000.0,,,Complete,One of several important factors,A factor,Important,Call 3,3.0,,,Favors the wealthy,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1.0,Protecting gun owners' rights,Yes,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Health care,Yes,Change to more liberal policies,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Very liberal,Liberal,Liberal,89.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,1.790696144104,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
