ID,BACKSIDE,CALL,CDNUM,COALHH,DEMFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,HRCTRUMPWV,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,ISSDEM16,LATINO,NOVCLINTON,OBAMAPLCY,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SANDTRUMPWV,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,VERSION,WEIGHT,WHNCLINC,WVDPRS16,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE,ZIPCODE
629572.0,Complete,Call 3,2.0,Yes,Fair,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,Vote for Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Somewhat likely,Change to less liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,39.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,East,Vote for Donald Trump,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,6.3274884223938,No,Hillary Clinton,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,25075.0
629568.0,Complete,Call 3,3.0,No,Fair,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4.0,Vote for Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,No,Very likely,Generally continue Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,54.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Not vote for either candidate,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,1.12042236328125,No,Hillary Clinton,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,25601.0
629567.0,Complete,Call 3,1.0,No,Fair,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1.0,Vote for Hillary Clinton,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Health care,No,Somewhat likely,Change to less liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,61.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.92441999912262,No,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,26554.0
629558.0,Complete,Call 3,2.0,No,Fair,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Not vote for either candidates,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Not at all likely,Change to less liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,1.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Not vote for either candidate,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,1.06247913837433,No,Hillary Clinton,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,25414.0
629555.0,Complete,Call 3,3.0,No,Fair,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Vote for Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Income inequality,No,Very likely,Generally continue Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,72.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Not vote for either candidate,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.80184930562973,No,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,24740.0
629549.0,Complete,Call 3,2.0,No,Fair,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Vote for Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,No,Somewhat likely,Change to less liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,1.0,Can win in November,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.913591921329498,No,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,25414.0
629543.0,Complete,Call 3,3.0,No,Fair,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Health care,No,Somewhat likely,Change to less liberal policies,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,Moderate or conservative,Moderate,72.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Vote for Donald Trump,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.76297527551651,No,Hillary Clinton,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,24740.0
629540.0,Complete,Call 3,1.0,No,Fair,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1.0,Vote for Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,No,Somewhat likely,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,82.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.59482729434967,No,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,26003.0
629539.0,Complete,Call 3,2.0,No,Fair,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Vote for Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Economy/Jobs,No,Very likely,Generally continue Barack Obama's policies,Republican,Black non-Democrat,All Republicans,Republican,All others,Somewhat liberal,Liberal,Liberal,1.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,East,Vote for Bernie Sanders,Male,Black men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.512629091739655,No,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,25414.0
629536.0,Complete,Call 3,2.0,No,Fair,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Vote for Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Very likely,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,42.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Female,White women,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.601015269756317,No,Hillary Clinton,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,25304.0
629532.0,Complete,Call 3,3.0,No,Fair,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,Vote for Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Economy/Jobs,No,Very likely,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,72.0,Has the right experience,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Not vote for either candidate,Male,All other races,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.80184930562973,No,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,All others,24740.0
629521.0,Complete,Call 3,2.0,No,Unfair,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,Vote for Hillary Clinton,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,No,Very likely,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,42.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Female,White women,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.516793847084045,Yes,Hillary Clinton,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,25304.0
629517.0,Complete,Call 3,2.0,No,Fair,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Vote for Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Omit,No,Very likely,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,1.0,Omit,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Has no effect on U.S. jobs,Version 1,0.913591921329498,No,Hillary Clinton,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,25414.0
629512.0,Complete,Call 3,2.0,No,Fair,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4.0,Vote for Hillary Clinton,,,,,,,,Economy/Jobs,No,Somewhat likely,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,42.0,Can win in November,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Female,White women,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Election day exit poll,Just today,Last few days,In the last month,This month,Omit,Version 1,0.516793847084045,No,Hillary Clinton,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,25304.0
629507.0,Complete,Call 3,3.0,No,Unfair,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,Vote for Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Economy/Jobs,No,Somewhat likely,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,72.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,East,Vote for Bernie Sanders,Male,Black men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.449928760528564,No,Hillary Clinton,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59,24740.0
629497.0,Complete,Call 3,3.0,No,Unfair,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Not vote for either candidates,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Income inequality,No,Very likely,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,72.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.700364768505096,No,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,24740.0
629492.0,Complete,Call 3,3.0,No,Fair,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Vote for Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,No,Somewhat likely,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,72.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,East,Vote for Bernie Sanders,Female,Black women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.392984360456467,No,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,24740.0
629491.0,Complete,Call 3,1.0,Yes,Fair,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1.0,Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,No,Not too likely,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,61.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,East,Omit,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,Version 1,0.696642577648163,No,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,26554.0
629486.0,Complete,Call 3,1.0,Yes,Fair,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,No,Not at all likely,Change to less liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,61.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Vote for Donald Trump,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.732136905193329,No,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,26554.0
629460.0,Complete,Call 3,3.0,Yes,Unfair,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Not at all likely,Change to less liberal policies,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,Moderate or conservative,Conservative,72.0,Can win in November,White,White,State questionnaire,White,White,White,East,Vote for Donald Trump,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.632904827594757,No,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,24740.0
629454.0,Complete,Call 3,1.0,Yes,Fair,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Vote for Hillary Clinton,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,No,Very likely,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,61.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Version 1,0.696642577648163,Yes,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,26554.0
629439.0,Complete,Call 3,2.0,No,Unfair,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Not too likely,Omit,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,22.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Vote for Donald Trump,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,1.14840984344482,No,Bernie Sanders,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59,26757.0
629438.0,Complete,Call 3,3.0,Yes,Fair,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,No,Not at all likely,Change to less liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,6.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Vote for Donald Trump,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,0.937579035758972,Yes,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,25165.0
629436.0,Complete,Call 3,3.0,No,Fair,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Vote for Hillary Clinton,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,No,Not too likely,Change to less liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,67.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,1.22266948223114,Yes,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,25550.0
629429.0,Complete,Call 3,3.0,Yes,Unfair,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Not at all likely,Change to less liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,6.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Vote for Donald Trump,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.937579035758972,No,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,25165.0
629424.0,Complete,Call 3,3.0,Yes,Fair,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Not at all likely,Change to less liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,6.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,East,Vote for Donald Trump,Male,White men,Suburbs,Suburbs,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,1.14593064785004,No,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,25165.0
629416.0,Complete,Call 3,3.0,No,Fair,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Vote for Hillary Clinton,,,,,,,,Health care,No,Somewhat likely,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,67.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,1.49437475204468,,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,25550.0
629392.0,Complete,Call 3,1.0,No,Fair,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Vote for Hillary Clinton,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Income inequality,No,Very likely,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,78.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.552188456058502,Yes,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,26554.0
629374.0,Complete,Call 3,1.0,No,Fair,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Vote for Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Health care,No,Somewhat likely,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,78.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,0.642178058624268,No,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,26554.0
629361.0,Complete,Call 3,2.0,No,Fair,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Not vote for either candidates,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,No,Somewhat likely,Change to less liberal policies,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Somewhat liberal,Liberal,Liberal,51.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.992519915103912,No,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,26378.0
629359.0,Complete,Call 3,3.0,Yes,Fair,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,No,Somewhat likely,Change to less liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,57.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Vote for Donald Trump,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,1.33562815189362,Yes,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,24872.0
629356.0,Complete,Call 3,1.0,No,Fair,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Vote for Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Somewhat likely,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,78.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Male,White men,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.642178058624268,No,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,26554.0
629350.0,Complete,Call 3,1.0,Yes,Fair,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1.0,Not vote for either candidates,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Somewhat likely,Change to less liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,Moderate or conservative,Moderate,78.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Takes away U.S. jobs,Version 1,0.611045002937317,No,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,26554.0
629338.0,Complete,Call 3,1.0,No,Fair,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Vote for Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,No,Very likely,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,78.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Female,White women,Rural,Small Cities/Rural,West Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Takes away U.S. jobs,Version 1,0.525418102741241,No,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,26554.0
629303.0,Complete,Call 3,3.0,No,Fair,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3.0,Vote for Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Somewhat likely,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,Moderate or conservative,Conservative,15.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Vote for Bernie Sanders,Female,White women,Suburbs,Suburbs,West Virginia,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,1.07408118247986,No,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,25541.0
