id,backside,brnagain,call,cdnum,ctrprs16,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
580880,Complete,No,Call 2,1,Ted Cruz,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,31,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Not vote for him,Not vote for him,Hurt the U.S. economy,1.40580308437347,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580885,Complete,No,Call 2,3,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,46,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,1.03672754764557,Yes,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
580886,Complete,No,Call 2,4,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,20,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Omit,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.94057685136795,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580894,Complete,No,Call 2,1,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,31,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,1.95328199863434,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580895,Complete,No,Call 2,4,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,20,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.0102790594101,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
580896,Complete,No,Call 2,3,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,46,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Probably vote for him,Hurt the U.S. economy,1.03672754764557,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
580904,Complete,No,Call 2,3,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,46,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Probably vote for him,Hurt the U.S. economy,1.03672754764557,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580906,Complete,No,Call 2,4,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,20,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.94057685136795,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580907,Complete,Yes,Call 2,1,Ted Cruz,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,31,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,1.40580308437347,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580911,Complete,No,Call 2,4,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,47,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,1.54678189754486,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580913,Complete,No,Call 2,3,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,46,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.03672754764557,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
580921,Complete,No,Call 2,4,Other,Postgraduate study,College graduate,More than High school graduate,Non white college degree,For your candidate,1,With the most votes in the primaries,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Government spending,Democrat,Latino Democrat,Democrat,Democratic Women,Conservative,Conservative,Very conservative,47,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,Not vote for him,Not vote for him,Not vote for him,Help the U.S. economy,.731471955776215,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Latino 30-44
580924,Complete,Yes,Call 2,1,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,31,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,1.95328199863434,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580926,Complete,No,Call 2,3,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,46,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.965200543403625,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
580928,Complete,No,Call 2,4,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,47,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,1.237548828125,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580932,Complete,No,Call 2,3,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,46,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,1.03672754764557,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
580936,Complete,No,Call 2,1,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,31,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.95328199863434,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580940,Complete,Yes,Call 2,4,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,47,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,1.15216660499573,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580941,Complete,Yes,Call 2,4,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,47,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,1.15216660499573,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580942,Complete,No,Call 2,3,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,46,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,1.03672754764557,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580948,Complete,No,Call 2,1,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Immigration,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,84,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Definitely vote for him,Omit,.502954661846161,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580951,Complete,No,Call 2,1,Donald Trump,High school or less,No college degree,High school graduate or less,Non white no college degree,For your candidate,2,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Immigration,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,13,Tells it like it is,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Male,Latino men,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.790187358856201,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
580952,Complete,No,Call 2,3,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,46,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.03672754764557,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580953,Complete,No,Call 2,1,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,31,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Help the U.S. economy,1.818519115448,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
580957,Complete,No,Call 2,1,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,84,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,.540226519107819,Yes,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
580959,Complete, ,Call 2,3,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,46,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,1.03672754764557,Yes,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580965,Complete,No,Call 2,1,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,2,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,13,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Not vote for him,Help the U.S. economy,.790187358856201,Yes,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580966,Complete,Yes,Call 2,1,Ted Cruz,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Against his opponents,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,Democrat,Black Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,84,Shares my values,Black,Black,State questionnaire,Black,Non-white,East,Female,Black women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Probably vote for him,Not vote for him,Not vote for him,Omit,1.21766555309296,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
580968,Complete,No,Call 2,3,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,46,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.03672754764557,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580973,Complete,Yes,Call 2,1,Ted Cruz,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,84,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Omit,.417621195316315,No,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
580974,Complete,No,Call 2,2,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,3,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,51,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Not vote for him,Probably vote for him,Probably vote for him,Help the U.S. economy,.694911181926727,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
580975,Complete,No,Call 2,3,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,46,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.965200543403625,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
580979,Complete,No,Call 2,1,Donald Trump,College graduate,College graduate,More than High school graduate,Non white college degree,For your candidate,2,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Immigration,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,13,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Female,Latino women,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.735669910907745,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
580983,Complete,No,Call 2,1,Ted Cruz,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry", , , , , , , ,Government spending,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,84,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,Definitely vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.388808250427246, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580986,Complete,Yes,Call 2,2,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,For your candidate,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Immigration,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,51,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Male,Latino men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,.746408104896545,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Latino 30-44
580987,Complete,No,Call 2,3,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,46,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,1.03672754764557,Yes,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
