id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,cuban3,educ12r,educcoll,educhs,educwhit,flrprs16,geocode,getahead,gop20162,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,israelsu,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,rel5,relign10,relwhite,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,socsecur,spanishq,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trumphon,trumpvot,unfairre,version,votenovc,votenovr,votenovt,weight,whnclinc,whtevang
496033,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,15, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,4, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,96,Can win in November,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,.91036731004715, , 
496052,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,9, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,99,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Omit,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.04015243053436, , 
496073,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 1,15, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,4, ,Omit, , , , , , , , , , ,About right,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,96,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Omit,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.91036731004715, , 
496146,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 1,9, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,4, ,Donald Trump, , , , , , , , , , ,About right,Omit, ,Omit,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,99,Omit,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Omit,Version 2,Definitely vote for him,Probably vote for him,Definitely vote for him,1.04015243053436, , 
496167,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,15, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,49,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Omit,Probably vote for him,.408372163772583, , 
496185,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,15, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Terrorism, ,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,49,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,.410669684410095, , 
496384,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 1,9, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,2, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,78,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.412293702363968, , 
496395,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 1,8, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,2, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Terrorism, ,Omit,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,5,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,Omit,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Omit,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.577576100826263, , 
496458,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No, ,Call 1,3, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,23,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Probably vote for him,Probably vote for him,.662812471389771, , 
496469,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,8, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,2, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,5,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Omit,Version 2,Definitely vote for him,Probably vote for him,Definitely vote for him,.580825626850128, , 
496563,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, ,Call 1,27, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,5, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Immigration, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,31,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,.311210095882416, , 
496565,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, ,Call 1,27, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,5, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Immigration, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,31,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,.311210095882416, , 
496571,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,15, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,52,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,.485339045524597, , 
496674,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 1,13, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,93,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.530767560005188, , 
496741,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 1,15, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,52,Can win in November,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,.485339045524597, , 
496797,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,8, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Omit,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,5,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,Omit,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.573624491691589, , 
496810,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 1,15, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,52,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Not vote for him,.488682478666306, , 
496865,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,16, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,3, ,Donald Trump, , , , , , , , , , ,Not strong enough,Immigration, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,69,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.501889944076538, , 
500102,65+,60+,65 or over,45+,50+,60+,65+, , , ,Complete,Yes, ,Call 2,26, ,No,College graduate,College graduate,More than High school graduate, ,Ted Cruz,5, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Have experience in politics,45+,65+,Independent/Something else, ,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,75,Can bring needed change, , ,State questionnaire, , , ,South,Protestant/Other Non-Catholic Christian,Protestant, , ,Male, ,Rural,Small Cities/Rural,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Probably vote for him,Not vote for him,.328325837850571, , 
500415,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 2,10, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,4, ,Would not have voted, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,59,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Not vote for him,.508824527263641, , 
500437,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 2,10, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,4, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Terrorism, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,59,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Not vote for him,.508824527263641, , 
500509, , , , , , , , , , ,Complete,Omit, ,Call 2,1, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,1, ,Marco Rubio, , , , , , , , , , ,Omit,Omit, ,Have experience in politics, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,115,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,Omit,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,.817458152770996, , 
500518,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Omit, ,Call 2,10, , , , , , ,Ted Cruz,4, ,Omit, , , , , , , , , , ,Not strong enough,Omit, ,Omit,45+,65+,Republican,All Republicans,Republican,Republican Women, , , ,59,Omit,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,Omit, ,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Omit,Version 2,Probably vote for him,Not vote for him,Omit,.511687159538269, , 
500612,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No, ,Call 2,12, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,3, ,Would not have voted, , , , , , , , , , ,Not strong enough,Government spending, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,90,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,1.15948021411896, , 
500650,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 2,15, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,4, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,95,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,John Kasich,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,.581870317459106, , 
500672,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes, ,Call 2,9, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,2, ,Donald Trump, , , , , , , , , , ,Too strong,Terrorism, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,78,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,John Kasich,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.560066401958466, , 
500703,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,9, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,2, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Omit,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,78,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.412293702363968, , 
500727,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,15, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,95,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.58514392375946, , 
500732,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes, ,Call 2,2, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,1, ,Would not have voted, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,68,Can win in November,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.91510409116745, , 
500869,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 2,4, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,42,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities over 500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.608056843280792, , 
500885,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 2,18, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,2, ,Donald Trump, , , , , , , , , , ,Not strong enough,Immigration, ,Omit,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,101,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Omit,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.504293739795685, , 
500908,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No, ,Call 2,8, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,2, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,5,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Omit,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.783604741096497, , 
500929,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 2,17, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,4, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,22,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,.743858993053436, , 
500990,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,No, ,Call 2,8, ,"Yes, other Hispanic",College graduate,College graduate,More than High school graduate,Non white college degree,Ted Cruz,2, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Terrorism, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,9,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white, ,South,Protestant/Other Non-Catholic Christian,Other christian, , ,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.475375443696976, , 
501012,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 2,3, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,1, ,Marco Rubio, , , , , , , , , , ,About right,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,23,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Omit,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.654594838619232, , 
501185,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 2,16, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,69,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.502520203590393, , 
501213,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,4, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,1, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Omit, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,42,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities over 500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.615690171718597, , 
