ID,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GOVTANGR16,GOVTANGR16B,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,LATINO,OBAMAPLCY,OUTSIDER16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNFAIRDEM16,UNFAIRDEM16CLIN,UNFAIRDEM16SAND,VADPRS16,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
407668.0,,,Complete,Call 2,1.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,74.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This month,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.517189383506775,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
399560.0,,,Not complete,Call 1,1.0,,Favors the wealthy,,,,,,,4.0,,,,,,,,,,,,,,,,,No,Omit,Have experience in politics,,,,,,,,,56.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Omit,Female,Black women,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Bernie Sanders,,,,Version 1,1.43357264995575,,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
407078.0,A few times a month,Occasionally,Complete,Call 2,11.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Angry,"Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,70.0,Yes,Has the right experience,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.745802164077759,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
399552.0,A few times a year,Occasionally,Complete,Call 1,10.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,62.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Gotten better,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Female,Black women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.507344007492065,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
399550.0,Never,Never,Complete,Call 1,7.0,Too liberal,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Economy/Jobs,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,16.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Dissatisfied,Satisifed,,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.711865305900574,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
399545.0,A few times a month,Occasionally,Complete,Call 1,11.0,Not liberal enough,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Somewhat liberal,Liberal,Liberal,32.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Gotten better,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,About right,Satisifed,Satisifed,,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,1.77376890182495,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
407640.0,,,Complete,Call 2,1.0,,Favors the wealthy,Not at all worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Terrorism,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,89.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Only Sanders did,Only Sanders or Neither of them,Only Sanders or Both of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.481782883405685,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
399203.0,Never,Never,Complete,Call 1,7.0,Omit,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,No,,,Independent/Something else,Non-black non-Democrat,All Other,Something else,All others,Moderate,Moderate or conservative,Moderate,44.0,Omit,Cares about people like me,Other,Other,State questionnaire,Other,Non-white,Other,Stayed about the same,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,South,Omit,Satisifed,Satisifed,,Male,All other races,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.726301789283752,No,45-65,30-59,50-59,45+,50+,45-59,50-64,All others
398593.0,,,Complete,Call 1,11.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Income inequality,No,Generally continue Barack Obama's policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,32.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Bernie Sanders,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.68252730369568,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406503.0,Never,Never,Complete,Call 2,9.0,Not liberal enough,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,2.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,White,Gotten better,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Male,White men,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,1.28949737548828,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
399526.0,,,Complete,Call 1,7.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Income inequality,No,Change to more liberal policies,Be from outside the political establishment,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,104.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.914012670516968,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
399517.0,,,Complete,Call 1,7.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,No,Change to more liberal policies,Be from outside the political establishment,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,16.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,Just today,Last few days,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.728018581867218,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
407606.0,More than once a week,Weekly,Complete,Call 2,1.0,Not liberal enough,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,89.0,No,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Dissatisfied,Dissatisfied,,Male,Black men,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.502080142498016,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
407027.0,,,Complete,Call 2,2.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Income inequality,No,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,112.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,1.06867837905884,Yes,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
407017.0,,,Complete,Call 2,1.0,,Favors the wealthy,Omit,Omit,,,,,2.0,,,Omit,Omit,Omit,,,,,,,,,,,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Omit,,,,,,,,,68.0,,Can win in November,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,,,South,,,,Bernie Sanders,Male,Latino men,Suburbs,Suburbs, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Omit,Omit,Omit,Bernie Sanders,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.430594384670258,,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Latino 30-44
398549.0,Never,Never,Complete,Call 1,2.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,96.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.466631799936295,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
399480.0,,,Complete,Call 1,7.0,,Is fair to most Americans,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,4.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,16.0,,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,,,South,,,,Bernie Sanders,Male,Latino men,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Bernie Sanders,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.862610340118408,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Latino 30-44
399479.0,,,Complete,Call 1,10.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Income inequality,No,Change to more liberal policies,Be from outside the political establishment,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,62.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.659766912460327,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
407575.0,,,Not complete,Call 2,1.0,,Omit,,,,,,,2.0,,,,,,,,,,,,,,,,,No,Change to more liberal policies,Have experience in politics,,,,,,,,,74.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Omit,Female,Black women,Suburbs,Suburbs, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This month,,,,Bernie Sanders,,,,Version 1,0.48610258102417,,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
415670.0,,,Complete,Call 3,1.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,68.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Bernie Sanders,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.429834574460983,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
407571.0,,,Complete,Call 2,1.0,,Favors the wealthy,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,No,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,89.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.541416943073273,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
398826.0,,,Complete,Call 1,11.0,,Favors the wealthy,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,,,,,,,,,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,70.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Male,Black men,Suburbs,Suburbs, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Bernie Sanders,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.636669993400574,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Black 17-29
399456.0,,,Complete,Call 1,1.0,,Favors the wealthy,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,No,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,68.0,,Honest and trustworthy,Other,Asian,State questionnaire,Asian,Non-white,Asian,,,,,South,,,,Omit,Male,All other races,Suburbs,Suburbs, Virginia,Election day exit poll,Just today,Last few days,In the last month,This month,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.462518513202667,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,All others
399451.0,A few times a month,Occasionally,Complete,Call 1,10.0,Not liberal enough,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,62.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.656603038311005,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
399450.0,,,Complete,Call 1,7.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,No,Change to more liberal policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Very liberal,Liberal,Liberal,16.0,,Honest and trustworthy,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.767598688602448,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
406962.0,A few times a month,Occasionally,Complete,Call 2,1.0,Too liberal,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,68.0,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,Black women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.336517751216888,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Black 17-29
415626.0,Never,Never,Complete,Call 3,1.0,Not liberal enough,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,68.0,No,Has the right experience,Other,Other,State questionnaire,Other,Non-white,Other,Gotten better,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Dissatisfied,Satisifed,,Male,All other races,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.435520231723785,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,All others
406408.0,A few times a month,Occasionally,Complete,Call 2,7.0,Too liberal,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4.0,Angry,"Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Economy/Jobs,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,15.0,No,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,,Female,Black women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Bernie Sanders,,,,Version 2,0.616052329540253,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
399417.0,,,Complete,Call 1,10.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,No,Change to more liberal policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Very liberal,Liberal,Liberal,62.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Omit,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Bernie Sanders,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.562156736850739,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
399414.0,,,Complete,Call 1,7.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,No,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,16.0,,Can win in November,White,White,State questionnaire,White,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Bernie Sanders,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.862610340118408,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
