id,backside,brnagain,call,cdnum,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,scotusre,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,vtrprs16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
408030,Complete,Yes,Call 2,1,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate, ,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999", ,Economy/Jobs,Have experience in politics,Independent/Something else, ,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,49,Can bring needed change, , ,State questionnaire, , ,East,Omit,Female, ,Rural,Small Cities/Rural, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,1.07385754585266,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64, 
408468,Complete,Yes,Call 2,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,East,Omit,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Omit,Version 1,No,Ben Carson,.393268316984177,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
408494,Complete,Yes,Call 2,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,John Kasich,Version 1,No,John Kasich,.827188551425934,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
408518,Complete,No,Call 2,1,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,37,Can bring needed change,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.827188551425934,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
408542,Complete,No,Call 2,1,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women, , , ,37,Can win in November,White,White,State questionnaire,White,White,East,Marco Rubio,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Marco Rubio,Version 1,No,Marco Rubio,.855123341083527,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
408566,Complete,No,Call 2,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,37,Can bring needed change,White,White,State questionnaire,White,White,East,Ted Cruz,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Marco Rubio,Version 1,No,John Kasich,.675346910953522,Yes,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
408621,Complete,No,Call 2,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,37,Shares my values,White,White,State questionnaire,White,White,East,Ted Cruz,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,Yes,Jeb Bush,.638125896453857,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
408644,Complete,Yes,Call 2,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Omit,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,37,Tells it like it is,White,White,State questionnaire,White,White,East,Ted Cruz,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1, ,Ted Cruz,1.52813231945038,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
408659,Not complete,Yes,Call 2,1,Somewhat worried,Worried, , , , ,2, , , , , , , , , , ,Have experience in politics, , , , , , , ,37, ,Black,Black,State questionnaire,Black,Non-white,East, ,Female,Black women,Suburbs,Suburbs, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,Jeb Bush,2.55250358581543, ,All others,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
408688,Complete,No,Call 2,1,Very worried,Worried, , , , ,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,37,Tells it like it is,White,White,State questionnaire,White,White,East,Donald Trump,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Ted Cruz,Version 1,Yes,Donald Trump,.880124270915985,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
408712,Complete,No,Call 2,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,37,Can win in November,White,White,State questionnaire,White,White,East,Donald Trump,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump,Version 1,No,Donald Trump,1.1014119386673,Yes,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
408740,Complete,No,Call 2,1,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.675346910953522,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
408764,Complete,No,Call 2,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,Ben Carson,.393268316984177,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
408766,Complete,No,Call 2,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,Ben Carson,.393268316984177,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
408810,Complete,Yes,Call 2,1,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,1,Shares my values,White,White,State questionnaire,White,White,East,Marco Rubio,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,Marco Rubio,1.04804539680481,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
408847,Complete,Yes,Call 2,1,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,1,Can win in November,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Ted Cruz,Version 1,Yes,Ted Cruz,.74489289522171,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
408947,Complete,Yes,Call 2,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,1,Shares my values,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,Marco Rubio,.720756351947784,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
408977,Complete,No,Call 2,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,1,Shares my values,White,White,State questionnaire,White,White,East,Ted Cruz,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,Yes,Other,1.48655045032501,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
409052,Complete,No,Call 2,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,1,Can bring needed change,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,1.22189819812775,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
409077,Complete,No,Call 2,1,Very worried,Worried,College graduate,College graduate,More than High school graduate, ,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999", ,Economy/Jobs,Be from outside the political establishment,Independent/Something else, ,Independent, ,Conservative,Conservative,Somewhat conservative,1,Can win in November, , ,State questionnaire, , ,East,Marco Rubio, , ,Rural,Small Cities/Rural, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,John Kasich,Version 1,Yes,Marco Rubio,.710383355617523, ,All others,65+,60+,65 or over,45+,50+,60+,65+, 
409125,Complete,No,Call 2,1,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,1,Tells it like it is,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Omit,Version 1,No,John Kasich,.976403295993805,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
409213,Complete,No,Call 2,1,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,68,Shares my values,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,Yes,Marco Rubio,.428205013275146,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
409239,Complete,No,Call 2,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,68,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Ted Cruz,Version 1,No,John Kasich,.794541716575623,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
409271,Complete,No,Call 2,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,68,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,John Kasich,.634908199310303,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
409286,Not complete,No,Call 2,1,Very worried,Worried, , , , ,2, , , , , , , , , , ,Have experience in politics, , , , , , , ,68, ,White,White,State questionnaire,White,White,East, ,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Omit,Omit,Omit,Omit,Not Donald Trump, ,Version 1,No,John Kasich,.634908199310303, ,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
409325,Complete,Yes,Call 2,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,68,Can bring needed change,White,White,State questionnaire,White,White,East,Ted Cruz,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Ted Cruz,Version 1,No,Donald Trump,.845388233661652,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
409357,Complete,No,Call 2,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,68,Can bring needed change,White,White,State questionnaire,White,White,East,Marco Rubio,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,Ted Cruz,1.2492663860321,Yes,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
409391,Complete,No,Call 2,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,68,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.794541716575623,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
409392,Complete,No,Call 2,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,41,Tells it like it is,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.800206482410431,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
409413,Complete,No,Call 2,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,68,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.648692846298218,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
409414,Complete,No,Call 2,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,36,Can win in November,White,White,State questionnaire,White,White,East,Donald Trump,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,Donald Trump,1.81140077114105,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
409419,Complete,No,Call 2,1,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Omit,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,11,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.564223051071167,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
409428,Complete,No,Call 2,1,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Omit,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,41,Can bring needed change,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Omit,Version 1,No,John Kasich,.980120956897736,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
409435,Complete,No,Call 2,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,68,Can win in November,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,Marco Rubio,.428205013275146,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
409436,Complete,No,Call 2,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Liberal,Liberal,36,Tells it like it is,White,White,State questionnaire,White,White,East,Donald Trump,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,Donald Trump,2.21866703033447,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
409453,Complete,No,Call 2,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,68,Can bring needed change,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,Yes,John Kasich,.518362164497375,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
409459,Complete,Yes,Call 2,1,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,41,Can win in November,White,White,State questionnaire,White,White,East,Ted Cruz,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,Ted Cruz,.597500801086426,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
409460,Complete,No,Call 2,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry", , , , , , , ,Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,36,Tells it like it is,White,White,State questionnaire,White,White,East,Donald Trump,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Ted Cruz,Version 1,No,Donald Trump,2.60250735282898,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
409479,Complete,No,Call 2,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,68,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.634908199310303,Yes,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
