ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BETRAYEDDEM,BREAK16PRID,BREAKFACTD,BREAKIMPD,CALL,CDNUM,CLINTONLIB,CONTACT16PRI,ECONDEM16,ECONDEMCLIN,ECONDEMSANDERS,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GETAHEAD,GOVTANGR16,GOVTANGR16B,GUNOWNER12,GUNPLCY16CLIN,GUNPLCY16SAND,GUNPLCYDEM16,HEALTHDEM16,HEALTHDEMCLIN,HEALTHDEMSANDERS,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCINEQDEM16,INCINEQDEMCLIN,INCINEQDEMSANDERS,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,ISSVQUAL,LIFE,MARRIED,NHDPRS16,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,REGION,REGNHDEM,SANDERSLIB,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SINGLEPAYER,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TERRWORR,TERWORR2,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC
111911.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,Call 1,2.0,,,,,,,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",No,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,,,,,,,Less than 100k,"Under $30,000",Less than 50k,,,,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,16.0,No,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Male,White men,,Support,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,0.994400262832642,Yes
111921.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,,,,Call 1,1.0,,,,,,,Very worried,Worried,,,,,1.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernie Sanders,,,45+,65+,,,,,,,,,107.0,,,White,White,State questionnaire,White,White,East,Registered as Democrat,,,,Male,White men,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,Not too worried,Not too or not at all worried,,,,,,,,Version 3,1.10483491420746,
111922.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,Call 1,2.0,,,,,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,17.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Democrat,,Dissatisfied,Satisifed,Male,White men,,Support,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Not too worried,Not too or not at all worried,,,,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,1.67843890190125,No
111926.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,One of several important factors,A factor,Important,Call 1,1.0,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Economy/Jobs,My candidate's leadership/personal qualities,,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,39.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,In the last few days,Last few days,In the last month,This month,,,,Version 1,0.679596722126007,No
111931.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,One of several important factors,A factor,Important,Call 1,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,My candidate's positions on the issues,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,52.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,1.04268503189087,No
111939.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,,,Call 1,2.0,About right,Yes,,,,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,Falling behind financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",50k or more,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Health care,,Worse than life today,No,Bernie Sanders,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,16.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Male,White men,Non married men,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.22880160808563,No
111941.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,Call 1,2.0,,,,,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Yes,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,,,,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,52.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Democrat,,Satisifed,Satisifed,Female,White women,,Support,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,0.986412048339844,No
111943.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,,,,Call 1,2.0,About right,Yes,,,,Favors the wealthy,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",50k or more,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,,Better than life today,No,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,17.0,,Cares about people like me,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Female,White women,Non married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.59462404251099,No
111955.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Not complete,,,,,Call 1,1.0,,,,,,,Somewhat worried,Worried,,,,,4.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernie Sanders,,,45+,18-64,,,,,,,,,39.0,,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,,,Male,White men,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,,,Version 3,0.750374376773834,
111957.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,,,,Call 1,2.0,Omit,Yes,,,,Omit,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Holding steady financially,,,,,,,,,,,,,100k or more,"$30,000 or more",50k or more,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Terrorism,,About the same,Yes,Bernie Sanders,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,52.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Female,White women,Married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.862798511981964,No
111961.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,,,,Call 1,2.0,Too liberal,No,,,,Favors the wealthy,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Falling behind financially,,,,,,,,,,,,,Less than 100k,"Under $30,000",Less than 50k,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Health care,,Better than life today,No,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,17.0,,Cares about people like me,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,About right,,,Female,White women,Non married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.41115546226501,Yes
111969.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,The most important factor,A factor,Important,Call 1,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Economy/Jobs,My candidate's leadership/personal qualities,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,16.0,,Can win in November,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,Just today,Last few days,In the last month,This month,,,,Version 1,0.929805457592011,No
111975.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,,,Call 1,2.0,About right,Yes,,,,Favors the wealthy,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",50k or more,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Terrorism,,About the same,Yes,Bernie Sanders,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,17.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Female,White women,Married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.25786793231964,No
111990.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,Call 1,2.0,,,,,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Yes,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,,,,,,,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,17.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Male,White men,,Support,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Not too worried,Not too or not at all worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,1.67843890190125,No
111998.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,One of several important factors,A factor,Important,Call 1,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,My candidate's leadership/personal qualities,,,Bernie Sanders,Change to more liberal policies,Be from outside the political establishment,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,16.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,0.929805457592011,No
112001.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,,,Call 1,2.0,Not liberal enough,Yes,,,,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,3.0,Getting ahead financially,,,,,,,,,,,,,100k or more,"$30,000 or more",50k or more,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,,Better than life today,Yes,Bernie Sanders,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,23.0,,Cares about people like me,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,About right,,,Female,White women,Married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.14568018913269,No
112004.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,The most important factor,A factor,Important,Call 1,1.0,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,High school or less,No college degree,High school graduate or less,White no college degree,4.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,My candidate's leadership/personal qualities,,,Bernie Sanders,Omit,Omit,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,39.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Just today,Last few days,In the last month,This month,,,,Version 1,0.686174094676971,No
112007.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,A minor factor,A factor,Not important,Call 1,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,,,,,,Neither of them,Only Sanders or neither of them,Only Clinton or neither of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,,,,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Economy/Jobs,My candidate's leadership/personal qualities,,,Bernie Sanders,Change to less liberal policies,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,17.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,In the last month,Earlier than that,In the last month,Earlier than that,,,,Version 1,1.36082231998444,Yes
112012.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,Yes,,,,Call 1,2.0,,Yes,,,,Favors the wealthy,,,,,,,3.0,Holding steady financially,,,,,,,,,,,,,,,,,,,,,,,,,,,,Worse than life today,Yes,Bernie Sanders,,,45+,65+,,,,,,,,,23.0,,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,,,Male,White men,Married men,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.1385452747345,
112015.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,,,Call 1,2.0,Omit,Omit,,,,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,Holding steady financially,,,,,,,,,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Omit,,Worse than life today,Yes,Bernie Sanders,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,,,16.0,,Cares about people like me,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Omit,,,Female,White women,Married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.975374937057495,No
112026.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,One of several important factors,A factor,Important,Call 1,1.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,,,,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Income inequality,My candidate's positions on the issues,,,Bernie Sanders,Generally continue Barack Obama's policies,Be from outside the political establishment,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,39.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Male,White men,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,0.689874827861786,Yes
112030.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,,,,Call 1,2.0,Not liberal enough,Yes,,,,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,3.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,,Worse than life today,No,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,23.0,,Cares about people like me,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Female,White women,Non married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.14568018913269,No
112035.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,,Call 1,2.0,,,,,,,Not at all worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,Angry,"Dissatisfied, but not angry or Angry",Yes,Only Sanders or neither of them,Only Clinton or neither of them,Neither of them,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,17.0,No,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Male,White men,,Oppose,Rural,Small Cities/Rural,New Hampshire,Not increase for anyone,Election day exit poll,Very worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,Version 3,1.51674866676331,No
112057.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,One of several important factors,A factor,Important,Call 1,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,My candidate's positions on the issues,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,103.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Male,White men,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,1.57624173164368,No
112059.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,,,,Call 1,2.0,Not liberal enough,No,,,,Favors the wealthy,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Holding steady financially,,,,,,,,,,,,,100k or more,"$30,000 or more",50k or more,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,,Worse than life today,Yes,Bernie Sanders,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,23.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Female,White women,Married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.903733015060425,No
112065.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Not a factor at all,Not a factor,Not important,Call 1,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Health care,My candidate's positions on the issues,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,103.0,,Has the right experience,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,1.56778609752655,No
112071.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,Call 1,2.0,,,,,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,,Angry,"Dissatisfied, but not angry or Angry",No,Omit,Omit,Omit,,,,,,,Less than 100k,"Under $30,000",Less than 50k,,,,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,,,,Bernie Sanders,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,17.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Female,White women,,Support,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,Version 3,1.34168243408203,No
112086.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,Call 1,2.0,,,,,,,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,4.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,103.0,No,,White,White,State questionnaire,White,White,East,Not registered,,Dissatisfied,Satisifed,Male,White men,,Oppose,Suburbs,Suburbs,New Hampshire,Increase for all,Election day exit poll,Not at all worried,Not too or not at all worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,1.66063010692596,No
