ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ALDPRS16,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GOVTANGR16,GOVTANGR16B,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNFAIRDEM16,UNFAIRDEM16CLIN,UNFAIRDEM16SAND,UNIONHH12,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC
403082.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Bernie Sanders,,,Complete,Call 1,3.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,7.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.644117295742035,No
416589.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Bernie Sanders,,,Complete,Call 3,5.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Income inequality,Generally continue Barack Obama's policies,Be from outside the political establishment,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Somewhat liberal,Liberal,Liberal,46.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,1.36501264572144,No
405001.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Bernie Sanders,,,Complete,Call 1,6.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Economy/Jobs,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,31.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs,Alabama,Election day exit poll,Just today,Last few days,In the last month,This month,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.739223778247833,No
403047.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Bernie Sanders,,,Complete,Call 1,5.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Income inequality,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,46.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.33583295345306,No
417031.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Bernie Sanders,,,Complete,Call 3,6.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,Generally continue Barack Obama's policies,Be from outside the political establishment,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,26.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Just today,Last few days,In the last month,This month,Omit,Omit,Omit,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,1.08349275588989,No
417025.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Bernie Sanders,,,Complete,Call 3,1.0,,Favors the wealthy,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,59.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Just today,Last few days,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.331317067146301,No
403020.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Bernie Sanders,,,Complete,Call 1,3.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Economy/Jobs,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,7.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.644117295742035,No
403014.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Bernie Sanders,,,Complete,Call 1,5.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Economy/Jobs,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,46.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.36501264572144,No
416525.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Bernie Sanders,,,Complete,Call 3,5.0,,Favors the wealthy,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Very liberal,Liberal,Liberal,44.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.571341216564178,No
404907.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Bernie Sanders,,,Complete,Call 1,6.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,3.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,31.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Male,Black men,Suburbs,Suburbs,Alabama,Election day exit poll,Just today,Last few days,In the last month,This month,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.23090948164463,No
402967.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Bernie Sanders,,,Complete,Call 1,3.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Economy/Jobs,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,7.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.644117295742035,Yes
410682.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Bernie Sanders,,,Complete,Call 2,6.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,75.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.338623315095901,No
416934.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Bernie Sanders,,,Complete,Call 3,3.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Income inequality,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,7.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.644117295742035,No
411312.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Bernie Sanders,,,Complete,Call 2,5.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Economy/Jobs,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,49.0,,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,,,,,South,,,,Bernie Sanders,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Omit,Omit,Omit,Version 1,0.933767318725586,No
402903.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Bernie Sanders,,,Complete,Call 1,5.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",,,,Health care,Change to less liberal policies,Be from outside the political establishment,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,46.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.42626217007637,No
416392.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Bernie Sanders,,,Complete,Call 3,6.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,74.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Female,White women,Suburbs,Suburbs,Alabama,Election day exit poll,In the last few days,Last few days,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,1.14428186416626,No
402825.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Bernie Sanders,,,Complete,Call 1,5.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Terrorism,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,46.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,In the last few days,Last few days,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.42626217007637,No
410543.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,,,,Bernie Sanders,,,Complete,Call 2,1.0,,Favors the wealthy,Not at all worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,,4.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000",,,,,Income inequality,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,,,Democrat,,Moderate,Moderate or conservative,Moderate,1.0,,Honest and trustworthy,,,State questionnaire,,,,,,,South,,,,Bernie Sanders,Male,,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.233311355113983,
410537.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Bernie Sanders,,,Complete,Call 2,6.0,,Favors the wealthy,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,75.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Male,Black men,Suburbs,Suburbs,Alabama,Election day exit poll,In the last few days,Last few days,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.0966842919588089,No
416809.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Bernie Sanders,,,Complete,Call 3,6.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Income inequality,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,31.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Male,Black men,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Both did,Only Clinton or Both of them,Only Sanders or Both of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.23090948164463,No
416296.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Bernie Sanders,,,Complete,Call 3,6.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,Change to more liberal policies,Have experience in politics,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,Moderate or conservative,Moderate,74.0,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Male,White men,Suburbs,Suburbs,Alabama,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,1.19723665714264,No
417194.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Bernie Sanders,,,Complete,Call 3,6.0,,Favors the wealthy,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Health care,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,26.0,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.08349275588989,No
402731.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Bernie Sanders,,,Complete,Call 1,5.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Income inequality,Generally continue Barack Obama's policies,Be from outside the political establishment,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,44.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.571341216564178,No
410433.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Bernie Sanders,,,Complete,Call 2,7.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,33.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.04111814498901,No
410431.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Bernie Sanders,,,Complete,Call 2,6.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,Income inequality,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,26.0,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Bernie Sanders,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Just today,Last few days,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.08349275588989,No
402690.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Bernie Sanders,,,Complete,Call 1,2.0,,Is fair to most Americans,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,Generally continue Barack Obama's policies,Be from outside the political establishment,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,67.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Bernie Sanders,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 1,0.48062202334404,No
