id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,garprs16,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
411651,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 2,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,62,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,John Kasich,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.42550054192543,Yes,White Born-again/Evangelical Christians
411811,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,No,Call 2,1,Marco Rubio,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Marco Rubio,5, , , , , , , , , , ,Marco Rubio,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,13,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000", Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,Yes,1.00277078151703, ,All others
411855,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,5,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism,Oppose, ,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Men,Conservative,Conservative,Very conservative,13,Tells it like it is,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,Marco Rubio,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000", Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.933595240116119,Yes,White Born-again/Evangelical Christians
413808,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,2, , , ,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,143,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,4.38063478469849,No,All others
413863, , , , , , , , , , ,Complete,No,Yes,Call 3,12,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,5, , , , , , , , , , ,Ted Cruz,Government spending, ,Have experience in politics, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,122,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,.916231989860535, ,White Born-again/Evangelical Christians
414003,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 3,12, , , ,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,122,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Marco Rubio,Male,White men, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.921335339546204,No,White Born-again/Evangelical Christians
414053,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Yes,Call 3,2,Marco Rubio,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,4, , , , , , , , , , ,Marco Rubio,Terrorism, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,130,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2,No,1.69871890544891, ,White Born-again/Evangelical Christians
414154,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,2, , , ,High school or less,No college degree,High school graduate or less,White no college degree,Marco Rubio,4,Omit,Omit,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Omit, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,130,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Omit,Female,White women, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,1.66517019271851,No,White Born-again/Evangelical Christians
414197,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,No,Call 3,1,John Kasich,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,5, , , , , , , , , , ,John Kasich,Terrorism, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,14,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,1.01302587985992, ,All others
414231,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,No,Call 3,1,Donald Trump,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,5, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,14,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.99178808927536, ,All others
414265,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 3,1, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,5,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,14,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.936282932758331,No,All others
414292,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,No,Call 3,6, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,3,Omit,Omit,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Oppose, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Liberal,Liberal,88,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,John Kasich,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,1.33349287509918,No,All others
414294,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 3,1, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Government spending,Oppose, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,14,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.936282932758331,No,White Born-again/Evangelical Christians
414327,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,1, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,5,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,14,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.923370182514191,No,All others
414335,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete, , ,Call 3,7, , , , , , , ,Marco Rubio,2, , ,Deported to the country they came from, , , , , , , , , , , ,45+,18-64, , , , , , , ,96, ,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied, ,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,1.12025201320648, , 
414365,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 3,7, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Oppose, ,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,96,Tells it like it is,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,1.16667973995209,Yes,White Born-again/Evangelical Christians
414412,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,No,No,Call 3,6,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Marco Rubio,3, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,18-44,18-64,Independent/Something else,Black Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,88,Shares my values,Black,Black,State questionnaire,Black,Non-white,South, , , , ,Male,Black men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,3.48037123680115, ,All others
414423,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,No,Call 3,7,Marco Rubio,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,2, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,99,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,1.28981626033783, ,All others
414448,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,6, , , ,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Oppose, ,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Liberal,Liberal,88,Omit,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,1.40259444713593,No,All others
414482,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,6, , , ,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,88,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,1.34677863121033,No,All others
414517,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,No,Call 3,7,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,2, , , , , , , , , , ,Marco Rubio,Terrorism, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,99,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,1.28981626033783, ,All others
414530,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Yes,Call 3,6,Marco Rubio,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,3, , , , , , , , , , ,Donald Trump,Terrorism, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,88,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2,No,1.5873715877533, ,White Born-again/Evangelical Christians
414538,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,No,Call 3,7,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,2, , , , , , , , , , ,Marco Rubio,Terrorism, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,96,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,1.29269635677338, ,All others
414553,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 3,9,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,1, , , , , , , , , , ,Marco Rubio,Government spending, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,75,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,Yes,1.10003805160522, ,White Born-again/Evangelical Christians
414574,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,2, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,136,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,2.19889974594116,No,White Born-again/Evangelical Christians
414575,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,6, , , ,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,88,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,1.40259444713593,No,White Born-again/Evangelical Christians
414576,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,9, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,75,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,John Kasich,Male,White men, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,Version 1, ,.92012745141983,No,All others
414586,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 3,14, , , ,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,145,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,1.36422479152679,No,White Born-again/Evangelical Christians
414594,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,7, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,99,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,1.09432280063629,No,White Born-again/Evangelical Christians
414598,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 3,9, , , ,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,45+,65+,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative,75,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.948808133602142,No,White Born-again/Evangelical Christians
414608,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,No,Call 3,6,John Kasich,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,3, , , , , , , , , , ,Marco Rubio,Government spending, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,88,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not much,Not much or not at all,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,1.5873715877533, ,All others
414620,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 3,9, , , ,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Terrorism,Support, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,75,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.91105055809021,No,White Born-again/Evangelical Christians
414624,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 3,8, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,5,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Terrorism,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,155,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied,John Kasich,Female,White women, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.67091953754425,No,White Born-again/Evangelical Christians
414635,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete, ,Yes,Call 3,7, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Marco Rubio,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,Government spending,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,105,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Male,Latino men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.818785190582275,No,All others
414641,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Yes,Call 3,6,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,3, , , , , , , , , , ,John Kasich,Terrorism, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,88,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,1.61011123657227, ,White Born-again/Evangelical Christians
414642,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 3,9, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Terrorism,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,75,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Marco Rubio,Female,White women, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.948808133602142,Yes,White Born-again/Evangelical Christians
