id,backside,betrayed,break12p,breakfac,breakimp,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satrep16,scotusre,scrprs16,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
132332,Complete, ,The most important factor,A factor,Important,Yes,Call 3,2, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic", , , , , , , , , ,Terrorism, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,4,Can bring needed change,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,.81180077791214, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132336,Complete,No, , , , ,Call 3,3,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Government spending,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,40,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.618837177753448, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132337,Complete, ,The most important factor,A factor,Important,Yes,Call 3,2, , , ,High school or less,No college degree,High school graduate or less,Non white no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,4,Can win in November,Other,Other,State questionnaire,Other,Non-white,South, ,Ted Cruz,Ted Cruz,Female,All other races,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,.750227034091949,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,All others
132338,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,3, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,40,Can win in November,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,Not at all,Not much or not at all,Suburbs,Suburbs,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,.716992616653442,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132340,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,3, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,40,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,.659571051597595,No,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
132342,Complete,Omit, , , , ,Call 3,2,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Terrorism,Support,Have experience in politics,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Very conservative,4,Shares my values,White,White,State questionnaire,White,White,South,Omit, ,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2, ,.750227034091949, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
132345,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,3, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,40,Can bring needed change,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,Not much,Not much or not at all,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,.716992616653442,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
132364,Complete,Yes, , , , ,Call 3,3,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , ,Deported to the country they came from, , , , , , , ,John Kasich,Government spending,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,40,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.775838613510132, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132365,Complete,Yes, , , , ,Call 3,3,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,Deported to the country they came from, , , , , , , ,Ted Cruz,Terrorism,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,8,Can bring needed change,White,White,State questionnaire,White,White,South,Only my candidate, ,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2, ,1.4842928647995, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132374,Complete, ,A minor factor,A factor,Not important, ,Call 3,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,35,Tells it like it is,White,White,State questionnaire,White,White,South, ,Omit,Ted Cruz,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,3.58936095237732,No,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
132377,Complete,Yes, , , , ,Call 3,6,Ted Cruz,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, , ,Deported to the country they came from, , , , , , , ,Ted Cruz,Terrorism,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,15,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,1.32151508331299, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
132386,Complete,No, , , , ,Call 3,4,Ted Cruz,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Immigration,Omit,Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,58,Tells it like it is,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2, ,1.15445005893707, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132387,Complete,No, , , , ,Call 3,3,Ted Cruz,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2, , ,Offered a chance to apply for legal status, , , , , , , ,Donald Trump,Government spending,Oppose,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,40,Can win in November,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Jeb Bush,Version 2, ,.669627249240875, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132388,Complete, ,One of several important factors,A factor,Important,Yes,Call 3,3, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,89,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,1.06688702106476,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
132389,Complete,No, , , , ,Call 3,2,Omit,Omit,Omit,Some college/assoc. degree,No college degree,More than High school graduate, ,3, , ,Offered a chance to apply for legal status, , , , , , , ,Omit,Government spending,Oppose,Have experience in politics,Independent/Something else, ,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,94,Can bring needed change, , ,State questionnaire, , ,South,More than one Republican candidate, ,Ted Cruz,Female, , , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,1.25214886665344, , ,17-29,17-29,17-24,17-44,17-49,17-29,17-24, 
132394,Complete,Yes, , , , ,Call 3,3,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1, , ,Deported to the country they came from, , , , , , , ,Ted Cruz,Government spending,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,89,Shares my values,Other,American Indian,State questionnaire,Other,Non-white,South,More than one Republican candidate, ,Ted Cruz,Male,All other races, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2, ,1.15445005893707, , ,30-44,30-59,40-44,17-44,17-49,30-44,40-49,All others
132397,Complete,No, , , , ,Call 3,3,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Government spending,Oppose,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,40,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.775838613510132, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
132401,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,3, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,89,Can bring needed change,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,1.15445005893707,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132405,Complete,Yes, , , , ,Call 3,3,Ted Cruz,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1, , ,Deported to the country they came from, , , , , , , ,Ted Cruz,Terrorism,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,89,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Jeb Bush,Version 2, ,1.33756041526794, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
132409,Complete, ,One of several important factors,A factor,Important,No,Call 3,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Terrorism, , ,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Very conservative,87,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1,No,2.71171903610229,Yes,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
132426,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,3, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,40,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1,No,.618837177753448,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132429,Complete,Yes, , , , ,Call 3,5,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , ,Deported to the country they came from, , , , , , , ,Ted Cruz,Terrorism,Support,Be from outside the political establishment,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,42,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2, ,1.91880178451538, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132434,Not complete, ,Not a factor at all,Not a factor,Not important,No,Call 3,5, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,42, ,White,White,State questionnaire,White,White,South, , ,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,Yes,2.22314810752869, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132438,Complete,Yes, , , , ,Call 3,1,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Government spending,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,37,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2, ,.57725328207016, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132439,Complete, ,Not a factor at all,Not a factor,Not important,No,Call 3,5, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism, , ,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,42,Can bring needed change,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,1.77326393127441,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132441,Complete, ,A minor factor,A factor,Not important,Yes,Call 3,3, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,40,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,.669627249240875,Yes,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132443,Complete, ,A minor factor,A factor,Not important,Yes,Call 3,5, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,42,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,2.22314810752869,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
132445,Complete,Yes, , , , ,Call 3,3,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Government spending,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,40,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2, ,.618837177753448, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132447,Complete,Yes, , , , ,Call 3,5,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , ,Deported to the country they came from, , , , , , , ,Ted Cruz,Government spending,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,112,Shares my values,White,White,State questionnaire,White,White,South,Only my candidate, ,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Jeb Bush,Version 2, ,.525666832923889, , ,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
132448,Complete,No, , , , ,Call 3,5,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Terrorism,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,42,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,1.88998603820801, , ,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
132450,Complete, ,A minor factor,A factor,Not important,Yes,Call 3,3, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration, , ,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,40,Can bring needed change,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1,No,.618837177753448,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132453,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,5, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,42,Can win in November,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1,Yes,1.91880178451538,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132454,Complete,No, , , , ,Call 3,4,Ted Cruz,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,Offered a chance to apply for legal status, , , , , , , ,Marco Rubio,Terrorism,Oppose,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,51,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.755163431167603, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132457,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,4, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,61,Can bring needed change,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,1.80570662021637,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
132460,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,4, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,51,Can bring needed change,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,Not much,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1,No,.817142307758331,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132468,Complete,No, , , , ,Call 3,4,Marco Rubio,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Terrorism,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,51,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South,More than one Republican candidate, ,Ted Cruz,Male,Latino men, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.817142307758331, , ,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Latino 30-44
132474,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,4, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,51,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,.755163431167603,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
132483,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,4, , , ,High school or less,No college degree,High school graduate or less,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,61,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,Version 1,No,1.4402973651886,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
132491,Complete,Yes, , , , ,Call 3,5,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Economy/Jobs,Support,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,112,Shares my values,White,White,State questionnaire,White,White,South,Only my candidate, ,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.525666832923889, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
