ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSGA08,SENGA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BAILOUT,BRNAGAIN,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BAILOUT2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4453307.0, Georgia,87.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.0,John McCain,Other,Male,White,60-64,Republican,Conservative,"Under $15,000",Postgraduate study,No,Somewhat approve,Somewhat support,No,The economy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Support,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,South,South,Low Density Rural,Rural,Rural,Very downscale,39828.0
4453166.0, Georgia,87.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.0,John McCain,Other,Female,White,60-64,Republican,,"$30,000-$49,999",High school graduate,No,Somewhat approve,Omit,,Omit,Good,Very worried,No,Cares about people like me,One of several important factors,Just today,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Omit,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,Rural,Small Cities/Rural,2.0,South,South,Low Density Rural,Rural,Rural,Very downscale,39828.0
4452870.0, Georgia,87.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.79653012752533,Bob Barr,Allen Buckley,Male,White,25-29,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,2.0,South,South,Low Density Rural,Rural,Rural,Very downscale,39828.0
4430666.0, Georgia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.525168299674988,Barack Obama,,Male,Black,40-44,Democrat,Conservative,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Strongly oppose,Yes,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,Oppose,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4451007.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.525168299674988,Barack Obama,Did not vote,Male,Black,45-49,Democrat,Conservative,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Very worried,Yes,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Oppose,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4451125.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.428095400333405,Barack Obama,Did not vote,Female,Black,45-49,Democrat,Conservative,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Strongly oppose,Yes,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Oppose,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4413737.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.830520987510681,Barack Obama,Jim Martin,Female,Black,60-64,Democrat,Conservative,"Under $15,000",Did not complete high school,No,Somewhat approve,Somewhat oppose,Yes,The war in Iraq,Good,Very worried,Yes,Can bring about needed change,The single most important factor,In the last three days,Approve,Black female,Black women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,Oppose,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Excellent/Good,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4413456.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.995193004608154,Barack Obama,Jim Martin,Male,White,60-64,Democrat,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Somewhat oppose,No,The economy,Not so good,Very worried,No,Can bring about needed change,The single most important factor,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4413312.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.631068706512451,Barack Obama,Jim Martin,Male,White,40-44,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Somewhat support,Yes,The economy,Good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Sometime last week,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4451503.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.486158043146133,Barack Obama,Jim Martin,Female,White,18-24,Democrat,Liberal,"$15,000-$29,999",College graduate,No,Strongly disapprove,Somewhat oppose,No,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4451399.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.631068706512451,Barack Obama,Jim Martin,Male,White,45-49,Democrat,Moderate,"$150,000-$199,999",College graduate,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Not at all worried,No,Has the right experience,Not a factor at all,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4412190.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.811240017414093,Barack Obama,Jim Martin,Female,White,60-64,Independent,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4412095.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.514420986175537,Barack Obama,Jim Martin,Female,White,30-39,Independent,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Somewhat worried,No,Shares my values,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4450855.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.514420986175537,Barack Obama,Jim Martin,Female,White,45-49,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4431119.0, Georgia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.610571682453156,Barack Obama,Jim Martin,Male,Black,18-24,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Somewhat support,No,Terrorism,Good,Not too worried,Yes,Can bring about needed change,The single most important factor,Before that,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,Support,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Excellent/Good,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4431024.0, Georgia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.526647388935089,Barack Obama,Jim Martin,Female,Black,45-49,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat approve,Somewhat support,Yes,Terrorism,Good,Somewhat worried,No,Shares my values,One of several important factors,Earlier in October,Approve,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Support,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Excellent/Good,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4430925.0, Georgia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.497712701559067,Barack Obama,Jim Martin,Female,Black,25-29,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Somewhat worried,Yes,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,Oppose,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4430848.0, Georgia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.486158043146133,Barack Obama,Jim Martin,Female,White,18-24,Democrat,Conservative,"Under $15,000",High school graduate,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Not at all worried,Yes,Can bring about needed change,Not a factor at all,Sometime last week,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4430799.0, Georgia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.514420986175537,Barack Obama,Jim Martin,Female,White,45-49,Democrat,Liberal,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,Strongly oppose,Yes,The economy,Poor,Somewhat worried,Yes,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4414230.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.514420986175537,Barack Obama,Jim Martin,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,Somewhat oppose,No,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4412316.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.811240017414093,Barack Obama,Jim Martin,Female,Hispanic/Latino,65-74,Independent,Liberal,"$200,000 or more",Postgraduate study,Yes,Strongly disapprove,Somewhat oppose,No,Energy policy,Poor,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,Oppose,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,White,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4431070.0, Georgia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.610571682453156,Barack Obama,Jim Martin,Male,Black,18-24,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Somewhat oppose,Yes,The war in Iraq,Not so good,Very worried,Yes,Can bring about needed change,Not a factor at all,Before that,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,Oppose,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4414346.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.333226144313812,Barack Obama,Saxby Chambliss,Female,Black,18-24,Democrat,Moderate,"Under $15,000",Some college or associate degree,No,Somewhat approve,Somewhat support,No,The war in Iraq,Not so good,Somewhat worried,Yes,Can bring about needed change,The single most important factor,Sometime last week,Approve,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,Support,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4451292.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.344412624835968,Barack Obama,Saxby Chambliss,Female,White,40-44,Democrat,Liberal,"$200,000 or more",College graduate,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4451246.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.352598369121552,Barack Obama,Saxby Chambliss,Female,Black,45-49,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Not at all worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Oppose,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4413064.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.422509998083115,Barack Obama,Saxby Chambliss,Male,White,30-39,Something else,Moderate,"$30,000-$49,999",College graduate,No,Somewhat disapprove,Strongly oppose,No,Health care,Not so good,Not too worried,No,Cares about people like me,A minor factor,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4431179.0, Georgia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.352598369121552,Barack Obama,Saxby Chambliss,Female,Black,45-49,Democrat,Moderate,"Under $15,000",High school graduate,No,Somewhat disapprove,Strongly oppose,No,The economy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Oppose,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4414521.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.422509998083115,Barack Obama,Saxby Chambliss,Male,White,50-59,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,Somewhat oppose,Yes,The economy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4412913.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.0,Barack Obama,Other,Female,Black,60-64,Democrat,Conservative,"Under $15,000",College graduate,No,Somewhat disapprove,Somewhat oppose,Yes,Health care,Good,Not at all worried,No,Can bring about needed change,The single most important factor,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,Oppose,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Excellent/Good,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4430494.0, Georgia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.607966840267181,John McCain,,Male,White,45-49,Republican,Liberal,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Not at all worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4451568.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.95876145362854,John McCain,Did not vote,Male,White,60-64,Republican,Moderate,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Not at all worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4451346.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.495589345693588,John McCain,Did not vote,Female,White,50-59,Republican,Liberal,"$200,000 or more",College graduate,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Not at all worried,No,Has the right experience,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
