ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMD08,HOU08MD,MDQUES2,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4433947.0, Maryland,11.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.661918818950653,Barack Obama,The Democratic candidate,Yes,Female,White,30-39,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,,,A minor factor,,,Not a factor at all,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,Health care,My candidate's leadership/personal qualities,,,"Concerned, but not scared",Not so good,,Yes,,"Optimistic, but not excited",Cares about people like me,Not a factor at all,,,,,,Just today,,Both of them,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,2.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21122.0
4434135.0, Maryland,58.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.556708753108978,Barack Obama,The Democratic candidate,No,Female,White,25-29,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,,,Once a week,,,No,,,No,,Somewhat confident,,,,,Both of them,Get better,No,,,Yes,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Other Christian,,,,Earlier in October,Seriously off on the wrong track,,"Yes, someone else does",No,Did not vote,Only Joe Biden,Yes,,Non black female,White women,White female,White female,Married women,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,,More than once a week/Once a week,All others,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would,Michelle Obama would,,,,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Married women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Yes,"Member in household, but not voter",No,Joe Biden is,Sarah Palin is not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Working women,Suburbs,Suburbs,6.0,Rest of State,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21703.0
4434136.0, Maryland,58.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.556708753108978,Barack Obama,The Democratic candidate,No,Female,White,25-29,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,,,Once a week,,,No,,,No,,Somewhat confident,,,,,Both of them,Get better,No,,,Yes,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Other Christian,,,,Earlier in October,Seriously off on the wrong track,,"Yes, someone else does",No,Did not vote,Only Joe Biden,Yes,,Non black female,White women,White female,White female,Married women,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,,More than once a week/Once a week,All others,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would,Michelle Obama would,,,,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Married women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Yes,"Member in household, but not voter",No,Joe Biden is,Sarah Palin is not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Working women,Suburbs,Suburbs,6.0,Rest of State,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21703.0
4434284.0, Maryland,75.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.70465350151062,Barack Obama,The Democratic candidate,No,Female,White,45-49,Democrat,Liberal,"$150,000-$199,999",Some college or associate degree,No,,,,Somewhat oppose,,,,,,Somewhat approve,,Strongly oppose,Only Barack Obama,Worse today,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,Omit,,,,Stay about the same,,One of several important factors,Stay the same or go down,Somewhat worried,,,,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Oppose,,,Approve,,Oppose,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Stay about the same,,Important,Factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,8.0,DC Suburbs,East,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,20901.0
4434371.0, Maryland,11.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.975728929042816,John McCain,The Republican candidate,No,Male,White,45-49,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,A minor factor,,,A minor factor,Yes,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for both Obama and McCain",,,,,John McCain,,,,The economy,My candidate's leadership/personal qualities,,,,Not so good,Very worried,No,,,Has the right experience,A minor factor,,,,,,Sometime in September,,Neither of them,,,,,,Disapprove,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Not Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did,Barack Obama did,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,2.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21122.0
4434556.0, Maryland,11.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.962737917900085,John McCain,The Republican candidate,Yes,Male,White,25-29,Republican,Moderate,"$150,000-$199,999",Some college or associate degree,No,Somewhat approve,Not a factor at all,,,One of several important factors,Yes,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's position on the issues,,,,Not so good,Somewhat worried,No,,,Cares about people like me,Not a factor at all,,,,,,Before that,,Both of them,,,,,,Approve,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was not a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,2.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21122.0
4435070.0, Maryland,103.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.622322916984558,Barack Obama,The Democratic candidate,No,Female,White,45-49,Democrat,Liberal,"$100,000-$149,999",Some college or associate degree,No,,,Once a week,,,No,,,Yes,,Somewhat confident,,,,,Only Michelle Obama,Get better,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Something else,,,,Before that,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,No,,Non black female,White women,White female,White female,Married women,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,More than once a week/Once a week,All others,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Something else,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Something else,No,All others,All others,All others,All others,Suburbs,Suburbs,1.0,Rest of State,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21666.0
4435141.0, Maryland,75.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,2.08072781562805,John McCain,The Democratic candidate,Yes,Female,White,45-49,Republican,Moderate,"$200,000 or more",Some college or associate degree,No,Somewhat disapprove,A minor factor,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Has the right experience,Not a factor at all,,,,,,Earlier in October,,Both of them,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,8.0,DC Suburbs,East,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,20901.0
4435246.0, Maryland,11.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.631705284118652,Barack Obama,Did not vote for U.S. House,No,Female,White,30-39,Democrat,Moderate,"$150,000-$199,999",Some college or associate degree,No,,,,Strongly oppose,,,,,,Somewhat disapprove,,Strongly favor,Both of them,Worse today,Very worried,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Both of them,Yes,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,One of several important factors,Stay the same or go down,Somewhat worried,,,,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Oppose,,,Disapprove,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get better,,Important,Factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,2.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21122.0
4435267.0, Maryland,103.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.597791075706482,Barack Obama,The Democratic candidate,Yes,Female,White,18-24,Democrat,Liberal,"$100,000-$149,999",Some college or associate degree,No,,,A few times a year,,,No,,,No,,Somewhat confident,,,,,Only Michelle Obama,Stay about the same,No,,,No,,Barack Obama,,,,,,,,No,,,,,,,,,,Jewish,,,,Before that,Seriously off on the wrong track,,No one does,No,Did not vote,Only Joe Biden,No,,Non black female,White women,White female,White female,Non-married women,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,A few times a month/A few times a year,All others,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Jewish,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Jewish,No,All others,All others,All others,All others,Suburbs,Suburbs,1.0,Rest of State,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21666.0
4435379.0, Maryland,11.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.22824954986572,John McCain,The Republican candidate,No,Male,White,65-74,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,,,,Somewhat support,,,,,,Somewhat disapprove,,Strongly favor,Only John McCain,Worse today,Very worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Neither of them,No,,,,Only John McCain,,,,,,Omit,,,,Stay about the same,,Not a factor at all,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black male,White men,White male,White male,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,,Support,,,Disapprove,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Stay about the same,,Not important,Not a factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,2.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21122.0
4435454.0, Maryland,110.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.25259947776794,John McCain,The Republican candidate,No,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,,,A few times a year,,,No,,,Yes,,Not very confident,,,,,Neither of them,Get worse,No,,,No,,Another candidate,,,,,,,,No,,,,,,,,,,Muslim,,,,Before that,Seriously off on the wrong track,,"Yes, someone else does",No,Someone else,Both of them,No,,Non black male,White men,White male,White male,Non-married men,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,A few times a month/A few times a year,All others,,,,,Not confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would not,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Unmarried men with children,All men,,,Dads - Men with children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Something else,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,Yes,"Member in household, but not voter",No,Joe Biden is,Sarah Palin is,Something else,No,All others,All others,All others,All others,Rural,Small Cities/Rural,1.0,Rest of State,East,Low Density Rural,Rural,Rural,Downscale,21625.0
4435651.0, Maryland,110.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.738933742046356,Barack Obama,The Democratic candidate,No,Male,White,45-49,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Somewhat favor,Both of them,Worse today,Not too worried,,,,,Government is doing too many things better left to businesses and individuals,,Not very worried,,,Both of them,No,,,,Both of them,,,,,,About right,,,,Get somewhat worse,,A minor factor,Stay the same or go down,Not too worried,,,,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Oppose,,,Disapprove,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Not worried,,,,,Not worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get worse,,Not important,Factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Not worried,,,,,,,,,,,,No,,,,,Rural,Small Cities/Rural,1.0,Rest of State,East,Low Density Rural,Rural,Rural,Downscale,21625.0
4436422.0, Maryland,44.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.581514835357666,Barack Obama,The Democratic candidate,No,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,,,A few times a year,,,No,,,Yes,,Very confident,,,,,Only Michelle Obama,Stay about the same,No,,,Yes,,Another candidate,,,,,,,,Yes,,,,,,,,,,Something else,,,,Just today,Seriously off on the wrong track,,No one does,No,George W. Bush,Neither of them,No,,Non black female,White women,White female,White female,Married women,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,A few times a month/A few times a year,All others,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Something else,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,No,No,No,Joe Biden is not,Sarah Palin is not,Something else,No,All others,All others,All others,All others,Suburbs,Suburbs,5.0,Rest of State,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,20639.0
4436434.0, Maryland,64.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.975728929042816,John McCain,The Republican candidate,No,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,,,A few times a month,,,No,,,No,,Not very confident,,,,,Neither of them,Get worse,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Catholic,,,,Before that,Generally going in the right direction,,No one does,No,George W. Bush,Only Joe Biden,No,,Non black male,White men,White male,White male,Married men,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Not confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would not,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,All others,Married men with no children,All men,,,Men without children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Catholic,No,All others,All others,All others,All others,Suburbs,Suburbs,3.0,Baltimore Suburbs,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21075.0
4436500.0, Maryland,20.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.623294651508331,Barack Obama,The Republican candidate,Yes,Female,White,18-24,Republican,Liberal,"$75,000-$99,999",Some college or associate degree,No,,,A few times a year,,,No,,,No,,Very confident,,,,,Both of them,Stay about the same,No,,,No,,Another candidate,,,,,,,,No,,,,,,,,,,Catholic,,,,In the last three days,Seriously off on the wrong track,,No one does,No,Did not vote,Only Joe Biden,No,,Non black female,White women,White female,White female,Non-married women,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would,Michelle Obama would,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,,Catholic,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,No,No,No,Joe Biden is,Sarah Palin is not,Catholic,No,All others,All others,All others,All others,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0
4436512.0, Maryland,110.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.07613682746887,John McCain,The Democratic candidate,Yes,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Not a factor at all,,,Not a factor at all,No,Take the country in a different direction,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Shares my values,Not a factor at all,,,,,,Earlier in October,,Neither of them,,,,,,Disapprove,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Rural,Small Cities/Rural,1.0,Rest of State,East,Low Density Rural,Rural,Rural,Downscale,21625.0
4436599.0, Maryland,64.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.82174950838089,John McCain,The Republican candidate,No,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,,,Once a week,,,Yes,,,Yes,,Very confident,,,,,Both of them,Get better,No,,,Yes,,Did not care who won,,,,,,,,Yes,,,,,,,,,,Protestant,,,,Before that,Seriously off on the wrong track,,"Yes, I do",No,George W. Bush,Only Sarah Palin,No,,Non black female,White women,White female,White female,Married women,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,More than once a week/Once a week,Protestant/Attend weekly,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would,Michelle Obama would,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,Yes,I am,Yes,Joe Biden is not,Sarah Palin is,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,All others,Suburbs,Suburbs,3.0,Baltimore Suburbs,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21075.0
4436771.0, Maryland,44.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.581514835357666,Barack Obama,The Democratic candidate,No,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,,,A few times a year,,,No,,,Yes,,Very confident,,,,,Only Michelle Obama,Stay about the same,No,,,Yes,,Another candidate,,,,,,,,Yes,,,,,,,,,,Something else,,,,Just today,Seriously off on the wrong track,,No one does,No,George W. Bush,Neither of them,No,,Non black female,White women,White female,White female,Married women,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,A few times a month/A few times a year,All others,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Something else,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,No,No,No,Joe Biden is not,Sarah Palin is not,Something else,No,All others,All others,All others,All others,Suburbs,Suburbs,5.0,Rest of State,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,20639.0
4437138.0, Maryland,20.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.02239656448364,John McCain,The Republican candidate,Yes,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,,,Never,,,No,,,Yes,,Not at all confident,,,,,Only Cindy McCain,Get better,No,,,Yes,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,None,,,,Before that,Generally going in the right direction,,No one does,No,George W. Bush,Only Sarah Palin,Yes,,Non black male,White men,White male,White male,Married men,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,Never,All others,,,,,Not confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would,Michelle Obama would not,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,,None,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is,None,No,All others,All others,All others,All others,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0
