ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMS08,SENMS08,SEN2MS08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4470048.0, Mississippi,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.29739379882813,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,Black,60-64,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Health care,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4470078.0, Mississippi,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.57824325561523,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,Black,25-29,Democrat,Conservative,"Under $15,000",High school graduate,No,Strongly disapprove,No,The economy,Somewhat worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4470135.0, Mississippi,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.63601458072662,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,Black,30-39,Democrat,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Somewhat worried,Earlier in October,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4470170.0, Mississippi,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.29739379882813,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,Black,60-64,Democrat,Conservative,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4411465.0, Mississippi,68.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.991638362407684,John McCain,Thad Cochran,Roger Wicker,Female,White,45-49,Republican,Moderate,"Under $15,000",Some college or associate degree,No,,Yes,The economy,,Sometime last week,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4411495.0, Mississippi,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13263070583344,John McCain,Thad Cochran,Roger Wicker,Female,White,18-24,Republican,Conservative,"Under $15,000",Some college or associate degree,No,Somewhat disapprove,No,The economy,Not too worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4411555.0, Mississippi,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27084255218506,John McCain,Thad Cochran,Roger Wicker,Male,White,18-24,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4411627.0, Mississippi,68.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.991638362407684,John McCain,Thad Cochran,Roger Wicker,Female,White,30-39,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,,Yes,Terrorism,,Before that,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4411665.0, Mississippi,32.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.24210405349731,John McCain,Thad Cochran,Roger Wicker,Male,White,40-44,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,Yes,Terrorism,,Before that,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,Southeast,South,Town,Rural,Rural,Upscale,39440.0
4411733.0, Mississippi,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.927982032299042,John McCain,Thad Cochran,Roger Wicker,Female,Black,30-39,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,No,The war in Iraq,Not too worried,Sometime in September,Approve,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4411764.0, Mississippi,74.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.17409038543701,John McCain,Thad Cochran,Roger Wicker,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,Somewhat disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,38652.0
4411913.0, Mississippi,74.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.940029084682465,Barack Obama,Thad Cochran,Roger Wicker,Female,White,25-29,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,38652.0
4411938.0, Mississippi,32.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.55454325675964,John McCain,Thad Cochran,Roger Wicker,Female,White,60-64,Republican,Moderate,"$75,000-$99,999",High school graduate,No,,Yes,The war in Iraq,,Before that,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,Southeast,South,Town,Rural,Rural,Upscale,39440.0
4412015.0, Mississippi,74.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.64873111248016,John McCain,Thad Cochran,Roger Wicker,Female,White,65-74,Republican,Moderate,,,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,38652.0
4412032.0, Mississippi,68.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11264538764954,John McCain,Thad Cochran,Roger Wicker,Male,White,45-49,Republican,Conservative,"$200,000 or more",College graduate,No,,Yes,The economy,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4412057.0, Mississippi,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.839168667793274,Barack Obama,Erik Fleming,Roger Wicker,Female,Black,30-39,Democrat,,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4412111.0, Mississippi,74.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.31736147403717,John McCain,Thad Cochran,Roger Wicker,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,38652.0
4412149.0, Mississippi,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13263070583344,John McCain,Thad Cochran,Roger Wicker,Female,White,25-29,Independent,Moderate,"$30,000-$49,999",College graduate,No,Somewhat disapprove,No,The war in Iraq,Not too worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4412163.0, Mississippi,32.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.24210405349731,John McCain,Thad Cochran,Roger Wicker,Male,White,50-59,Independent,Conservative,"$30,000-$49,999",High school graduate,No,,Yes,The economy,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,Southeast,South,Town,Rural,Rural,Upscale,39440.0
4412226.0, Mississippi,74.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.839168667793274,Barack Obama,Erik Fleming,Roger Wicker,Female,Black,50-59,Democrat,Liberal,"$30,000-$49,999",High school graduate,,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,38652.0
4412246.0, Mississippi,68.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39252054691315,John McCain,Thad Cochran,Roger Wicker,Female,White,65-74,Independent,Conservative,"$75,000-$99,999",College graduate,No,,Yes,Terrorism,,Before that,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4412313.0, Mississippi,74.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.64873111248016,John McCain,Thad Cochran,Roger Wicker,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,38652.0
4412385.0, Mississippi,32.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.10701763629913,John McCain,Thad Cochran,Roger Wicker,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,,Yes,The economy,,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,Southeast,South,Town,Rural,Rural,Upscale,39440.0
4412450.0, Mississippi,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.879346311092377,John McCain,Thad Cochran,Roger Wicker,Male,White,45-49,Independent,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,,The economy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4412451.0, Mississippi,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.879346311092377,John McCain,Thad Cochran,Roger Wicker,Male,White,45-49,Independent,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,,The economy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4412465.0, Mississippi,68.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.991638362407684,John McCain,Thad Cochran,Roger Wicker,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,Yes,Terrorism,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4412562.0, Mississippi,74.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.974438667297363,Barack Obama,Thad Cochran,Roger Wicker,Female,White,30-39,Independent,Moderate,"Under $15,000",Did not complete high school,No,Strongly disapprove,Yes,The economy,Not at all worried,Sometime last week,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,38652.0
4412617.0, Mississippi,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.9446017742157,John McCain,Thad Cochran,Roger Wicker,Male,White,60-64,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,,Strongly approve,Yes,Terrorism,Not at all worried,Sometime in September,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,Jackson and delta,South,Extremely Low Density Rural,Rural,Rural,Downscale,39119.0
4412626.0, Mississippi,68.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.11264538764954,John McCain,Thad Cochran,Roger Wicker,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,Yes,Health care,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4412805.0, Mississippi,68.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.991638362407684,John McCain,Thad Cochran,Roger Wicker,Female,Hispanic/Latino,30-39,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,Yes,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,White,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4412856.0, Mississippi,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.9446017742157,John McCain,Thad Cochran,Roger Wicker,Male,White,65-74,Republican,Conservative,"$200,000 or more",College graduate,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,Jackson and delta,South,Extremely Low Density Rural,Rural,Rural,Downscale,39119.0
4412860.0, Mississippi,32.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.74424004554749,John McCain,Thad Cochran,Roger Wicker,Male,White,60-64,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,Health care,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,Southeast,South,Town,Rural,Rural,Upscale,39440.0
4412978.0, Mississippi,68.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.11264538764954,John McCain,Thad Cochran,Roger Wicker,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39577.0
4413019.0, Mississippi,74.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.17409038543701,John McCain,Thad Cochran,Roger Wicker,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,The economy,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,38652.0
4413093.0, Mississippi,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11857891082764,John McCain,Thad Cochran,Roger Wicker,Female,White,65-74,Republican,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,Terrorism,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
