ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOR08,SENOR08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,SMITHLIB,SMITHTOOCLOSE,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4393209.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.8910151720047,John McCain,Gordon Smith,Male,White,75 or over,Republican,Conservative,"$15,000-$29,999",High school graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,About right,About the right amount,Only John McCain,Strongly approve,Energy policy,Not so good,Not too worried,No,Has the right experience,Not a factor at all,Protestant,Before that,Both of them,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,3.0,Suburbs and capital,West,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97055.0
4393207.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.987255215644836,Barack Obama,Jeff Merkley,Female,White,65-74,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,,,Omit,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Sometime in September,Both of them,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Omit,Omit,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,3.0,Suburbs and capital,West,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97055.0
4393206.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.45967698097229,Barack Obama,Jeff Merkley,Female,White,50-59,Independent,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,About right,Too often,Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Omit,Something else,Sometime in September,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Omit,Omit,Something else,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Something else,No,All others,All others,All others,Suburbs,Suburbs,5.0,Suburbs and capital,West,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97338.0
4393203.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.87945419549942,Barack Obama,Jeff Merkley,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Too conservative,Too often,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,None,Sometime in September,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,None,No,All others,All others,All others,Suburbs,Suburbs,3.0,Suburbs and capital,West,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,97222.0
4393200.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.33815884590149,John McCain,Gordon Smith,Female,White,25-29,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,No,Take the country in a different direction,Both of them,About right,About the right amount,Both of them,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Mormon/LDS,Earlier in October,Both of them,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",1.0,Suburbs and capital,West,High Density Urban,Urban,Urban Core,Upscale,97005.0
4393199.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.743068516254425,John McCain,Gordon Smith,Female,,,,,,,,Omit,,Take the country in a different direction,Omit,Too liberal,,Omit,Omit,The economy,Poor,Not too worried,,Omit,Not a factor at all,,Omit,Omit,Omit,,,,,,,,,,,,,,,,,Omit,Omit,,,,,Omit,Omit,Omit,Not so good/Poor,Not worried,,,,,,,Not important,Not a factor,,Omit,Omit,Omit,Omit,Omit,,,,,,Suburbs,Suburbs,1.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97116.0
4393195.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.1227650642395,John McCain,Dave Brownlow,Male,White,30-39,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Too liberal,Not often enough,Only John McCain,Somewhat approve,Energy policy,Not so good,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Only Barack Obama,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Suburbs and capital,West,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97338.0
4393185.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.4148942232132,John McCain,Gordon Smith,Female,White,45-49,Independent,Conservative,,Did not complete high school,No,Strongly approve,Yes,Take the country in a different direction,Only John McCain,Too liberal,,Only John McCain,Strongly approve,Terrorism,Poor,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,,,,,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",5.0,Suburbs and capital,West,Suburb,Urban,Urban Core,Downscale,97301.0
4393184.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.707201182842255,Barack Obama,Gordon Smith,Female,White,40-44,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,About right,Not often enough,Only Barack Obama,Somewhat approve,The economy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0
4393183.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,,Gordon Smith,Female,White,18-24,Democrat,Moderate,"Under $15,000",Some college or associate degree,No,Somewhat disapprove,No,Take the country in a different direction,Neither of them,About right,About the right amount,Omit,Strongly disapprove,The economy,Poor,Somewhat worried,Yes,Cares about people like me,A minor factor,None,Sometime in September,Neither of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Omit,Omit,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,None,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,None,Yes,All others,All others,All others,Suburbs,Suburbs,1.0,Suburbs and capital,West,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale,97229.0
4393179.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0385448448359966,Barack Obama,Other,Female,White,60-64,Democrat,Conservative,"$100,000-$149,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,,,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Protestant,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,1.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97132.0
4393175.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.658170163631439,Barack Obama,Jeff Merkley,Female,White,65-74,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,About right,Too often,Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,No,Cares about people like me,Not a factor at all,Protestant,Sometime in September,Both of them,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,5.0,Suburbs and capital,West,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97338.0
4393174.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.505385279655457,Barack Obama,Gordon Smith,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,Both of them,About right,About the right amount,Only Barack Obama,Somewhat disapprove,The war in Iraq,Not so good,Somewhat worried,No,Cares about people like me,Not a factor at all,Catholic,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Catholic,No,All others,All others,All others,Suburbs,Suburbs,1.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97116.0
4393173.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,,Gordon Smith,Female,Hispanic/Latino,75 or over,Independent,Conservative,"$15,000-$29,999",Some college or associate degree,Yes,Somewhat approve,No,Take the country in a different direction,Only John McCain,About right,,Neither of them,Strongly approve,Terrorism,Not so good,Not at all worried,No,Shares my values,A minor factor,Catholic,Before that,Only John McCain,Approve,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Not important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Suburbs and capital,West,High Density Urban,Urban,Urban Core,Upscale,97005.0
4393172.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.4148942232132,John McCain,Gordon Smith,Female,White,45-49,Republican,Conservative,"$200,000 or more",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,About right,About the right amount,Only John McCain,Strongly approve,The economy,Poor,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Before that,Neither of them,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",1.0,Suburbs and capital,West,High Density Urban,Urban,Urban Core,Very upscale,97008.0
4393168.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.20659708976746,John McCain,Gordon Smith,Male,,45-49,Independent,Conservative,"$150,000-$199,999",Some college or associate degree,,Somewhat approve,No,Take the country in a different direction,Only John McCain,Too liberal,About the right amount,Only John McCain,Strongly approve,Energy policy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,,Omit,Both of them,Approve,,,,,45-65,30-59,45+,45-59,40-49,18-64,,,,No college degree,More than High school graduate,,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,,,,,,Not important,Not a factor,,Omit,Omit,Omit,John McCain did,Barack Obama did,,,All others,All others,,Suburbs,Suburbs,3.0,Suburbs and capital,West,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,97023.0
4393161.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Barack Obama,Did not vote,Female,,75 or over,Democrat,Liberal,,,,Strongly disapprove,No,Omit,Only John McCain,,,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,,Before that,Both of them,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,,,,John McCain does,Barack Obama does not,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,,,,,,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,All others,All others,,"Cities 50,000-500,000","Cities over 50,000",5.0,Suburbs and capital,West,Suburb,Urban,Urban Core,Downscale,97301.0
4393159.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.494202047586441,John McCain,Gordon Smith,Female,White,75 or over,Republican,Conservative,,High school graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,About right,About the right amount,Only John McCain,Strongly approve,The war in Iraq,Not so good,Somewhat worried,Yes,Has the right experience,Not a factor at all,Protestant,Before that,Only Barack Obama,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,,,,,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,97071.0
4393153.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.658170163631439,Barack Obama,Jeff Merkley,Female,White,65-74,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Too conservative,Too often,Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,Can bring about needed change,Not a factor at all,None,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,None,No,All others,All others,All others,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,Urban Perimeter,Downscale,97303.0
4393152.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.335624992847443,Barack Obama,Jeff Merkley,Female,White,60-64,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Too conservative,Too often,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,None,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Suburbs and capital,West,Suburb,Urban,Urban Core,Downscale,97301.0
4393151.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.28648030757904,Barack Obama,Jeff Merkley,Female,White,40-44,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Omit,Both of them,,,Only Barack Obama,Strongly disapprove,Health care,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Something else,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Something else,Yes,All others,All others,All others,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,Urban Perimeter,Downscale,97303.0
4393149.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.91935396194458,Barack Obama,Jeff Merkley,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,,Too often,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",1.0,Suburbs and capital,West,Suburb,Urban,Urban Core,Very upscale,97124.0
4393440.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.19001185894012,John McCain,Gordon Smith,Male,White,65-74,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,About right,Not often enough,Only John McCain,Somewhat approve,Terrorism,Good,Somewhat worried,No,Has the right experience,Not a factor at all,None,Before that,Omit,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,None,No,All others,All others,All others,Suburbs,Suburbs,1.0,Suburbs and capital,West,High Density Urban,80s Suburbs,Urban Perimeter,Very upscale,97006.0
4393145.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.11694324016571,John McCain,Dave Brownlow,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Too liberal,About the right amount,Neither of them,Strongly approve,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Protestant,Before that,Neither of them,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Suburbs and capital,West,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,97361.0
4393144.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.11616724729538,John McCain,Other,Female,White,30-39,Republican,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat approve,Yes,Omit,Only John McCain,,,Both of them,Somewhat approve,The economy,Poor,Omit,No,Cares about people like me,Not a factor at all,Other Christian,Before that,Omit,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Omit,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Suburbs and capital,West,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,97361.0
