ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSAK08,SENAK08,HSEAK08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ANWR,PALIN4,STEVENS,GUNOWNER,ISSUE08,NECWORRY,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,PALIN2,STEVENSA,STEVENSB,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAK,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4450102.0,Alaska,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.994833290576935,Barack Obama,Mark Begich,Ethan Berkowitz,Male,Hispanic/Latino,50-59,Democrat,Moderate,"$50,000-$74,999",High school graduate,Yes,Somewhat disapprove,Yes,Oppose,Somewhat disapprove,The single most important factor,Yes,The economy,Somewhat worried,Can bring about needed change,One of several important factors,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-64,Disapprove,Important,A factor,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4450224.0,Alaska,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.60194683074951,John McCain,Ted Stevens,Don Young,Female,White,45-49,Independent,Conservative,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,Favor,Strongly approve,Not a factor at all,Yes,The war in Iraq,Very worried,Omit,One of several important factors,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-64,Approve,Not important,Not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4450225.0,Alaska,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.60194683074951,John McCain,Ted Stevens,Don Young,Female,White,45-49,Independent,Conservative,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,Favor,Strongly approve,Not a factor at all,Yes,The war in Iraq,Very worried,Omit,One of several important factors,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-64,Approve,Not important,Not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4473960.0,Alaska,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.56042683124542,John McCain,Mark Begich,Ethan Berkowitz,Male,White,50-59,Democrat,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Favor,Somewhat approve,One of several important factors,Yes,The economy,Somewhat worried,Has the right experience,Not a factor at all,Earlier in October,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-64,Approve,Important,A factor,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4431212.0,Alaska,26.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.53725981712341,Other,Ted Stevens,Ethan Berkowitz,Male,White,75 or over,Republican,,,College graduate,No,,No,,,,,,Not too worried,Has the right experience,,Sometime last week,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,College graduate,More than High school graduate,White college degree,,,,,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4449610.0,Alaska,26.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.41598701477051,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,75 or over,Independent,,,Some college or associate degree,No,,No,,,,,,Very worried,Omit,,Before that,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,No college degree,More than High school graduate,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4473949.0,Alaska,26.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.40635311603546,Barack Obama,Mark Begich,Ethan Berkowitz,Female,Other,25-29,Something else,,,Did not complete high school,No,,No,,,,,,Somewhat worried,Shares my values,,Before that,,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,,,,No college degree,High school graduate or less,Non white no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,All other,All others,Alaska Native,All others,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4473968.0,Alaska,26.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.41598701477051,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,65-74,Democrat,,,High school graduate,No,,No,,,,,,Very worried,Can bring about needed change,,In the last three days,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,No college degree,High school graduate or less,White no college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4473989.0,Alaska,26.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.60194683074951,John McCain,Ted Stevens,Don Young,Male,White,40-44,Republican,,,Some college or associate degree,No,,No,,,,,,Somewhat worried,Shares my values,,Earlier in October,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4449913.0,Alaska,26.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.60194683074951,John McCain,Ted Stevens,Don Young,Female,White,40-44,Republican,,,Some college or associate degree,No,,Yes,,,,,,Very worried,Has the right experience,,In the last three days,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4474080.0,Alaska,26.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.60194683074951,John McCain,Ted Stevens,Don Young,Male,White,30-39,Republican,,,College graduate,No,,Yes,,,,,,Very worried,Shares my values,,Earlier in October,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,,College graduate,More than High school graduate,White college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4474089.0,Alaska,26.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.60194683074951,John McCain,Ted Stevens,Don Young,Male,White,45-49,Independent,,,College graduate,No,,Yes,,,,,,Not at all worried,Shares my values,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-64,,,,College graduate,More than High school graduate,White college degree,,,,,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,,,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4474128.0,Alaska,26.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.56042683124542,John McCain,,Ethan Berkowitz,Female,Asian,50-59,Republican,,,,No,,Yes,,,,,,Very worried,Cares about people like me,,Just today,,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,,,,,,,,,,,Worried,Republican,Non black non Democrat,All Republicans,All others,Asian,All others,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4431855.0,Alaska,26.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.60194683074951,John McCain,Ted Stevens,Don Young,Female,White,40-44,Something else,,,College graduate,No,,,,,,,,Somewhat worried,Can bring about needed change,,Earlier in October,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4449446.0,Alaska,26.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.41598701477051,Barack Obama,Other,Ethan Berkowitz,Female,White,65-74,Independent,,,High school graduate,,,,,,,,,Somewhat worried,Can bring about needed change,,Just today,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,No college degree,High school graduate or less,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4444977.0,Alaska,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.36867821216583,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Oppose,Somewhat disapprove,One of several important factors,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Disapprove,Important,A factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4445154.0,Alaska,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.50926530361176,John McCain,Mark Begich,Ethan Berkowitz,Female,White,25-29,Something else,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Favor,Strongly approve,One of several important factors,No,The economy,Very worried,Shares my values,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Approve,Important,A factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4445631.0,Alaska,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.633504688739777,Other,Other,Other,Female,,25-29,Something else,Moderate,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,Oppose,Somewhat disapprove,A minor factor,No,Energy policy,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,,,,,18-29,18-29,18-44,18-29,25-29,18-64,,,,Disapprove,Not important,A factor,College graduate,More than High school graduate,,Less than 100k,Less than 50k,Less than 50 thousand,,Worried,Independent/Something else,,,,,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4445916.0,Alaska,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.35817551612854,Barack Obama,Ted Stevens,Don Wright,Male,White,18-24,Republican,Conservative,,Some college or associate degree,No,Somewhat disapprove,No,Oppose,Somewhat approve,A minor factor,No,Energy policy,Not at all worried,Shares my values,Not a factor at all,Earlier in October,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Approve,Not important,A factor,No college degree,More than High school graduate,White no college degree,,,,,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4446003.0,Alaska,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40600275993347,Barack Obama,Mark Begich,Don Young,Male,Hispanic/Latino,18-24,Democrat,Liberal,"$50,000-$74,999",High school graduate,Yes,Strongly disapprove,No,Favor,Strongly disapprove,Omit,No,Health care,Not at all worried,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,Disapprove,Omit,Omit,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4446119.0,Alaska,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.36956119537354,Barack Obama,Mark Begich,Ethan Berkowitz,Male,White,40-44,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Favor,Strongly disapprove,The single most important factor,No,The war in Iraq,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Disapprove,Important,A factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4446486.0,Alaska,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.54942405223846,John McCain,Ted Stevens,Don Young,Female,Hispanic/Latino,25-29,Independent,Conservative,"$50,000-$74,999",College graduate,Yes,Somewhat disapprove,No,Favor,Somewhat approve,Not a factor at all,No,The war in Iraq,Somewhat worried,Has the right experience,The single most important factor,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,Approve,Not important,Not a factor,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Asian,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4451897.0,Alaska,25.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.633995711803436,Barack Obama,Did not vote,Did not vote,Male,White,30-39,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Oppose,Somewhat approve,Omit,No,The economy,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Approve,Omit,Omit,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4452239.0,Alaska,25.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.36956119537354,Barack Obama,Mark Begich,Ethan Berkowitz,Male,Other,50-59,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Oppose,Strongly disapprove,A minor factor,No,Energy policy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Disapprove,Not important,A factor,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Alaska Native,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4452445.0,Alaska,25.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.716740906238556,Barack Obama,Mark Begich,Ethan Berkowitz,Female,Black,30-39,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Favor,Somewhat approve,A minor factor,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Approve,Not important,A factor,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4452510.0,Alaska,25.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.36956119537354,Barack Obama,Mark Begich,Ethan Berkowitz,Male,White,45-49,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Favor,Somewhat approve,One of several important factors,No,The war in Iraq,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-64,Approve,Important,A factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4474206.0,Alaska,25.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.3602432012558,Barack Obama,Mark Begich,Ethan Berkowitz,Female,Hispanic/Latino,25-29,Independent,Moderate,"$30,000-$49,999",College graduate,Yes,Somewhat disapprove,No,Favor,Strongly approve,A minor factor,No,Health care,Somewhat worried,Can bring about needed change,Not a factor at all,Just today,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,Approve,Not important,A factor,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4474230.0,Alaska,25.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.70710027217865,Barack Obama,Mark Begich,Ethan Berkowitz,Female,Black,18-24,Something else,Moderate,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No,Oppose,Somewhat disapprove,One of several important factors,No,The war in Iraq,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,Disapprove,Important,A factor,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4474242.0,Alaska,25.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.36867821216583,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,40-44,Democrat,Moderate,"$15,000-$29,999",Postgraduate study,No,Strongly disapprove,No,Oppose,Strongly disapprove,One of several important factors,No,The economy,Very worried,Cares about people like me,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Disapprove,Important,A factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4474265.0,Alaska,25.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.36956119537354,Barack Obama,Ted Stevens,Ethan Berkowitz,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Favor,Strongly disapprove,Not a factor at all,No,The economy,Somewhat worried,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Disapprove,Not important,Not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4474266.0,Alaska,25.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.36956119537354,Barack Obama,Ted Stevens,Ethan Berkowitz,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Favor,Strongly disapprove,Not a factor at all,No,The economy,Somewhat worried,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Disapprove,Not important,Not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4445406.0,Alaska,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.50926530361176,John McCain,Mark Begich,Ethan Berkowitz,Female,Other,25-29,Republican,Moderate,"$30,000-$49,999",College graduate,No,Somewhat approve,Yes,Favor,Strongly approve,One of several important factors,No,The economy,Somewhat worried,Has the right experience,Not a factor at all,Before that,Approve,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,Approve,Important,A factor,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Alaska Native,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
