ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSSC08,SENSC08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4428140.0,South Carolina,73.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.983031690120697,Barack Obama,Bob Conley,Female,Black,25-29,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,The economy,Not so good,Very worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Midlands,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,29172.0
4428897.0,South Carolina,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.06919634342194,Barack Obama,Bob Conley,Male,White,25-29,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,The war in Iraq,Poor,Very worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,4.0,Piedmont,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,29690.0
4428853.0,South Carolina,8.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.60635447502136,Barack Obama,Bob Conley,Female,White,30-39,Democrat,Moderate,,Some college or associate degree,No,,No,,,,,,,Before that,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,2.0,Low Country,South,Low Density Rural,Rural,Rural,Very downscale,29936.0
4428818.0,South Carolina,84.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.983705580234528,Barack Obama,Bob Conley,Male,White,40-44,Independent,Moderate,"$15,000-$29,999",College graduate,No,Strongly disapprove,Yes,The economy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,Piedmont,South,Low Density Rural,Rural,Rural,Downscale,29696.0
4428815.0,South Carolina,87.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13386559486389,Barack Obama,Bob Conley,Male,Black,18-24,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,,Yes,The war in Iraq,Not so good,,Yes,Cares about people like me,Not a factor at all,Sometime last week,,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midlands,South,Suburb,Rural,Rural,Downscale,29115.0
4428730.0,South Carolina,8.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.60635447502136,Barack Obama,Bob Conley,Female,White,30-39,Independent,Liberal,"$200,000 or more",Postgraduate study,No,,,,,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,No,,Rural,Small Cities/Rural,2.0,Low Country,South,Low Density Rural,Rural,Rural,Very downscale,29936.0
4428720.0,South Carolina,87.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.05555355548859,Barack Obama,Bob Conley,Female,Black,50-59,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midlands,South,Suburb,Rural,Rural,Downscale,29115.0
4428713.0,South Carolina,79.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.820588052272797,Barack Obama,Bob Conley,Female,Asian,18-24,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,No,The economy,Poor,Very worried,Yes,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Midlands,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29073.0
4427899.0,South Carolina,87.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.895811259746552,Barack Obama,Bob Conley,Female,Hispanic/Latino,50-59,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,Yes,,No,,,,,,,Sometime in September,,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,,,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midlands,South,Suburb,Rural,Rural,Downscale,29115.0
4427883.0,South Carolina,113.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.928993999958038,Barack Obama,Bob Conley,Female,White,45-49,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,The economy,Not so good,Very worried,Yes,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,Piedmont,South,Suburb,Rural,Rural,Very upscale,29307.0
4427868.0,South Carolina,73.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.985183298587799,Barack Obama,Bob Conley,Female,Black,50-59,,Liberal,"$50,000-$74,999",College graduate,No,,Yes,The war in Iraq,Poor,,No,Can bring about needed change,Not a factor at all,In the last three days,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,,,,,,Black,All others,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,2.0,Midlands,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,29172.0
4427837.0,South Carolina,8.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,2.0017557144165,Barack Obama,Bob Conley,Female,White,65-74,Independent,Moderate,"$200,000 or more",College graduate,No,Strongly disapprove,No,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Low Country,South,Low Density Rural,Rural,Rural,Very downscale,29936.0
4428577.0,South Carolina,79.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.822384119033813,Barack Obama,Bob Conley,Female,White,50-59,Democrat,,"$30,000-$49,999",High school graduate,,Somewhat disapprove,Yes,Omit,Poor,Very worried,No,Omit,Not a factor at all,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Midlands,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29073.0
4427741.0,South Carolina,73.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.985183298587799,Barack Obama,Bob Conley,Female,Black,30-39,Democrat,,"$30,000-$49,999",Some college or associate degree,No,,Yes,The economy,Not so good,,No,Can bring about needed change,Not a factor at all,Sometime last week,,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,2.0,Midlands,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,29172.0
4428515.0,South Carolina,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.07153642177582,Barack Obama,Bob Conley,Male,White,30-39,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Suburbs,Suburbs,4.0,Piedmont,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,29690.0
4428492.0,South Carolina,93.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.985183298587799,Barack Obama,Bob Conley,Female,Black,45-49,Democrat,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The war in Iraq,Not so good,Not too worried,Yes,Can bring about needed change,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Midlands,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0
4428488.0,South Carolina,28.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.17843997478485,Barack Obama,Bob Conley,Male,Black,30-39,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,Yes,The economy,Good,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Excellent/Good,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,5.0,Piedmont,South,Low Density Rural,Rural,Rural,Very downscale,29706.0
4429964.0,South Carolina,85.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.553585827350616,Barack Obama,Bob Conley,Female,Black,30-39,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,Midlands,South,Suburb,Rural,Rural,Downscale,29115.0
4428472.0,South Carolina,87.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.83331394195557,Barack Obama,Bob Conley,Male,Black,60-64,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,Yes,The war in Iraq,Good,Somewhat worried,No,Can bring about needed change,One of several important factors,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Excellent/Good,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midlands,South,Suburb,Rural,Rural,Downscale,29115.0
4428459.0,South Carolina,108.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03458690643311,Barack Obama,Bob Conley,Male,White,30-39,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,The war in Iraq,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Piedmont,South,Town,Rural,Rural,Very upscale,29302.0
4428458.0,South Carolina,108.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03458690643311,Barack Obama,Bob Conley,Male,White,30-39,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,The war in Iraq,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Piedmont,South,Town,Rural,Rural,Very upscale,29302.0
4429923.0,South Carolina,9.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.63829123973846,Barack Obama,Bob Conley,Male,White,45-49,Something else,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Health care,Poor,Very worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Low Country,South,Suburb,Rural,Rural,Very upscale,29928.0
4428427.0,South Carolina,28.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.928993999958038,Barack Obama,Bob Conley,Female,White,40-44,Independent,Liberal,"$100,000-$149,999",High school graduate,No,Somewhat disapprove,No,Omit,Not so good,Somewhat worried,No,Can bring about needed change,A minor factor,In the last three days,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,5.0,Piedmont,South,Low Density Rural,Rural,Rural,Very downscale,29706.0
4428414.0,South Carolina,93.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.900086224079132,Barack Obama,Bob Conley,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Health care,Not so good,Very worried,No,Shares my values,Not a factor at all,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Midlands,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0
4430692.0,South Carolina,85.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.552376806735992,Barack Obama,Bob Conley,Female,Black,18-24,Independent,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,Health care,Not so good,Not at all worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Not worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,Midlands,South,Suburb,Rural,Rural,Downscale,29115.0
4428354.0,South Carolina,28.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.928993999958038,Barack Obama,Bob Conley,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",Did not complete high school,No,Strongly disapprove,Yes,The economy,Good,Somewhat worried,No,Shares my values,A minor factor,Sometime last week,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,5.0,Piedmont,South,Low Density Rural,Rural,Rural,Very downscale,29706.0
4428343.0,South Carolina,67.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.624876081943512,Barack Obama,Bob Conley,Female,White,40-44,Independent,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Pee Dee,South,Town,80s Suburbs,Urban Perimeter,Upscale,29579.0
4428323.0,South Carolina,93.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.34889781475067,Barack Obama,Bob Conley,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Suburbs,Suburbs,2.0,Midlands,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0
4429784.0,South Carolina,73.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.900086224079132,Barack Obama,Bob Conley,Male,Hispanic/Latino,30-39,Independent,Moderate,"$30,000-$49,999",College graduate,Yes,,Yes,,,,,,,Sometime in September,,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,,,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Midlands,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,29172.0
4428252.0,South Carolina,73.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.06059074401855,Barack Obama,Bob Conley,Male,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Poor,Somewhat worried,No,Can bring about needed change,A minor factor,Before that,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Midlands,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,29172.0
4428181.0,South Carolina,119.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.926965117454529,Barack Obama,Bob Conley,Female,Other,18-24,Independent,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Earlier in October,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,American Indian,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,5.0,Piedmont,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,29730.0
4428209.0,South Carolina,108.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03458690643311,Barack Obama,Bob Conley,Male,White,45-49,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Somewhat disapprove,No,Health care,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Piedmont,South,Town,Rural,Rural,Very upscale,29302.0
4428167.0,South Carolina,87.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.05324828624725,Barack Obama,Bob Conley,Female,Black,18-24,Democrat,Moderate,"Under $15,000",College graduate,No,,,,,,,,,,,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,,No,,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midlands,South,Suburb,Rural,Rural,Downscale,29115.0
