ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWA08,GOVWA08,WAINIT1000,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,WAVT2004,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4395181.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.701475024223328,Barack Obama,Christine Gregoire,Yes,Male,White,75 or over,Democrat,Liberal,,Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,Shares my values,Not a factor at all,Catholic,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Catholic,,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,Urban Puget Sound,West,Suburb,Rural,Rural,Downscale,98312.0
4394942.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.701475024223328,Barack Obama,Christine Gregoire,Yes,Male,White,75 or over,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,9.0,Urban Puget Sound,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,98374.0
4395489.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.701475024223328,Barack Obama,Christine Gregoire,Yes,Male,White,75 or over,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,6.0,Urban Puget Sound,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,98333.0
4395168.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.701734006404877,Barack Obama,Christine Gregoire,No,Female,White,60-64,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Did not vote,Both of them,Somewhat disapprove,The economy,Poor,Somewhat worried,Yes,Shares my values,A minor factor,None,Omit,Both of them,"Yes, I do",Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,None,Omit,Omit,Omit,John McCain did,Barack Obama did,Yes,I am,Yes,None,Yes,All others,All others,All others,Rural,Small Cities/Rural,5.0,East,West,Extremely Low Density Rural,Rural,Rural,Very downscale,99348.0
4395053.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.707845151424408,Barack Obama,Dino Rossi,Yes,Male,White,65-74,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Take the country in a different direction,Both of them,Christine Gregoire,Both of them,Somewhat approve,Energy policy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,None,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,None,No,All others,All others,All others,Suburbs,Suburbs,3.0,West,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,98604.0
4395365.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.711322367191315,John McCain,Dino Rossi,No,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Dino Rossi,Only John McCain,Somewhat approve,Energy policy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Before that,Only Barack Obama,No one does,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,West,West,High Density Urban,Urban,Urban Core,Very downscale,98661.0
4395629.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.711322367191315,John McCain,Dino Rossi,No,Female,White,60-64,Democrat,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Christine Gregoire,Only John McCain,Strongly approve,The economy,Poor,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,"Yes, I do",Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,3.0,West,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,98685.0
4395450.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.711322367191315,John McCain,Dino Rossi,No,Female,White,60-64,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,Dino Rossi,Only John McCain,Strongly approve,Energy policy,Not so good,Somewhat worried,No,Shares my values,One of several important factors,Protestant,Sometime in September,Neither of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,2.0,West,West,Low Density Rural,Rural,Rural,Very downscale,98284.0
4395673.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.713506162166595,Barack Obama,Christine Gregoire,Yes,Male,White,45-49,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Dino Rossi,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,2.0,Urban Puget Sound,West,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Downscale,98204.0
4394980.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.714064598083496,Barack Obama,Christine Gregoire,Yes,Female,White,45-49,Independent,Moderate,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,King County,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,98019.0
4395736.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.717124700546265,John McCain,Dino Rossi,Yes,Female,White,40-44,Republican,Conservative,,Some college or associate degree,No,Somewhat disapprove,Yes,Take the country in a different direction,Neither of them,Dino Rossi,Neither of them,Somewhat disapprove,Energy policy,Not so good,Very worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,,,,,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,2.0,Urban Puget Sound,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,98272.0
4394655.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.717310667037964,Barack Obama,Christine Gregoire,No,Female,Black,60-64,Independent,Conservative,"$30,000-$49,999",College graduate,No,Strongly approve,No,Continue George W. Bush's policies,Both of them,Christine Gregoire,Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,Cares about people like me,Not a factor at all,Protestant,Before that,Both of them,No one does,Approve,Black female,Black women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Non-white,No,All others,All others,All others,Rural,Small Cities/Rural,6.0,West,West,Extremely Low Density Rural,Rural,Rural,Downscale,98563.0
4395268.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.717374920845032,Barack Obama,Christine Gregoire,Yes,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,No,Shares my values,Not a factor at all,Catholic,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Catholic,Yes,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,West,West,Suburb,Urban,Urban Core,Downscale,98225.0
4395103.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.717374920845032,Barack Obama,Christine Gregoire,Yes,Female,White,60-64,Independent,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Jewish,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Jewish,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Jewish,No,All others,All others,All others,Rural,Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Very downscale,98612.0
4394874.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.717374920845032,Barack Obama,Christine Gregoire,Yes,Female,White,60-64,Democrat,Liberal,,High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,,All others,All others,White Protestant non evangelical,"Cities 10,000-50,000",Small Cities/Rural,3.0,West,West,Suburb,Rural,Rural,Upscale,98501.0
4394670.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.717374920845032,Barack Obama,Christine Gregoire,Yes,Female,White,60-64,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,None,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,None,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,West,West,Town,Rural,Rural,Downscale,98362.0
4395057.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.717659115791321,John McCain,Dino Rossi,No,Female,White,75 or over,Republican,,"$30,000-$49,999",College graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,Did not vote,Only John McCain,Somewhat approve,The economy,Poor,Somewhat worried,No,Has the right experience,Not a factor at all,None,Before that,Neither of them,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,None,No,White Born-again/Evangelical Christians,All others,All others,Suburbs,Suburbs,8.0,King County,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,98058.0
4394680.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.717659115791321,John McCain,Dino Rossi,No,Female,White,75 or over,Republican,Conservative,,High school graduate,No,Omit,No,Take the country in a different direction,Only John McCain,Dino Rossi,Both of them,Omit,Omit,Poor,Somewhat worried,No,Shares my values,Not a factor at all,Catholic,Omit,Both of them,No one does,Omit,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,,,,,John McCain is,Barack Obama is,Omit,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Omit,Omit,Omit,John McCain did,Barack Obama did,No,No,No,Catholic,,All others,All others,All others,"Cities over 500,000","Cities over 50,000",1.0,King County,West,High Density Urban,Urban,Urban Core,Upscale,98133.0
4395218.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.717849135398865,John McCain,Dino Rossi,Yes,Female,White,65-74,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,Christine Gregoire,Neither of them,Omit,Health care,Poor,Not too worried,No,Has the right experience,Not a factor at all,Protestant,Earlier in October,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Omit,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,1.0,Urban Puget Sound,West,Suburb,80s Suburbs,Urban Perimeter,Upscale,98311.0
4395215.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.718601703643799,John McCain,Dino Rossi,Yes,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Omit,Both of them,Somewhat approve,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Protestant,Omit,Both of them,"Yes, someone else does",Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Omit,Omit,Omit,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,8.0,King County,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,98002.0
4394843.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.718601703643799,John McCain,Dino Rossi,Yes,Female,White,60-64,,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,Christine Gregoire,Only John McCain,Strongly disapprove,Omit,Poor,Very worried,No,Omit,Not a factor at all,None,Earlier in October,Only Barack Obama,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,,,,,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did,Yes,"Member in household, but not voter",No,None,No,All others,All others,All others,Suburbs,Suburbs,8.0,King County,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,98058.0
4394633.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.720457017421722,Other,Dino Rossi,No,Male,White,30-39,Independent,,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Take the country in a different direction,Neither of them,Dino Rossi,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,A minor factor,None,Omit,Both of them,"Yes, I do",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,None,Omit,Omit,Omit,John McCain did,Barack Obama did,Yes,I am,Yes,None,Yes,White Born-again/Evangelical Christians,All others,All others,Rural,Small Cities/Rural,4.0,East,West,Extremely Low Density Rural,Rural,Rural,Downscale,98802.0
4395031.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.731143474578857,John McCain,Dino Rossi,No,Male,White,60-64,Independent,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,Omit,Only John McCain,Strongly approve,Energy policy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Catholic,Earlier in October,Both of them,"Yes, I do and someone else does",Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Catholic,No,All others,All others,All others,Suburbs,Suburbs,8.0,King County,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,98019.0
4395066.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.731655597686768,John McCain,Dino Rossi,No,Male,,50-59,Something else,Conservative,,Some college or associate degree,,Somewhat approve,No,Take the country in a different direction,Only John McCain,Dino Rossi,Only John McCain,Strongly approve,Terrorism,Excellent,Not at all worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Only Barack Obama,No one does,Approve,,,,,45-65,30-59,45+,45-59,50-64,18-64,,,,No college degree,More than High school graduate,,John McCain does,Barack Obama does not,,,,,John McCain is,Barack Obama is not,Approve,Excellent/Good,Not worried,Independent/Something else,,,,,,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,,,All others,All others,,"Cities 50,000-500,000","Cities over 50,000",3.0,West,West,Suburb,Urban,Urban Core,Downscale,98682.0
