ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSSD08,SENSD08,HSESD08,SDINIT11,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4443980.0,South Dakota,63.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.816293954849243,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,50-59,Something else,Moderate,,Postgraduate study,No,Somewhat approve,Yes,Terrorism,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4440572.0,South Dakota,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.876285076141357,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4442930.0,South Dakota,51.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.09477722644806,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,60-64,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,Terrorism,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Southeast,Midwest,Suburb,Urban,Urban Core,Very upscale,57106.0
4442867.0,South Dakota,67.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.876285076141357,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,25-29,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Not too worried,In the last three days,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4443903.0,South Dakota,63.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.35752415657043,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,75 or over,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4443902.0,South Dakota,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.829898834228516,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,40-44,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Southeast,Midwest,Extremely Low Density Rural,Urban,Urban Core,Very upscale,57032.0
4447511.0,South Dakota,80.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.955846965312958,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,,,,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,Yes,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Southeast,Midwest,Low Density Rural,Rural,Rural,Upscale,57078.0
4443867.0,South Dakota,80.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.955846965312958,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",High school graduate,No,,No,Energy policy,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Southeast,Midwest,Low Density Rural,Rural,Rural,Upscale,57078.0
4440464.0,South Dakota,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.9717777967453,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",College graduate,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4442739.0,South Dakota,66.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.657743334770203,John McCain,Joel Dykstra,Chris Lien,Yes,Female,,25-29,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Very worried,Before that,Disapprove,,,,,18-29,18-29,18-44,18-29,25-29,18-64,,,,No college degree,More than High school graduate,,Less than 100k,50k or more,50 to 100 thousand,,Worried,Independent/Something else,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Suburb,Urban,Urban Core,Upscale,57701.0
4443785.0,South Dakota,67.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.9717777967453,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,45-49,Republican,Conservative,"$200,000 or more",Postgraduate study,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4445695.0,South Dakota,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.1649534702301,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",High school graduate,,Somewhat disapprove,No,Health care,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,57435.0
4443662.0,South Dakota,63.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.7360799908638,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,18-24,Republican,Conservative,"$100,000-$149,999",College graduate,No,Strongly approve,Yes,Health care,Somewhat worried,In the last three days,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4442499.0,South Dakota,30.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.651765763759613,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,50-59,Republican,,,Some college or associate degree,No,,,,Somewhat worried,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Rural,Small Cities/Rural,1.0,Southeast,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,57376.0
4448078.0,South Dakota,80.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.955846965312958,John McCain,Joel Dykstra,Chris Lien,Yes,Male,Hispanic/Latino,50-59,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,Yes,Strongly approve,Yes,Energy policy,Not at all worried,Before that,Approve,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Republican,Non black non Democrat,All Republicans,All others,White,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Southeast,Midwest,Low Density Rural,Rural,Rural,Upscale,57078.0
4442416.0,South Dakota,30.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08390831947327,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,65-74,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat approve,No,Terrorism,Very worried,Sometime in September,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Southeast,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,57376.0
4442390.0,South Dakota,70.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.72518694400787,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,65-74,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Not too worried,Sometime in September,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,West,Midwest,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale,57703.0
4442369.0,South Dakota,57.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.7360799908638,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Southeast,Midwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0
4439995.0,South Dakota,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.748347997665405,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",College graduate,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4442315.0,South Dakota,70.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.72518694400787,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,65-74,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Yes,Energy policy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,West,Midwest,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale,57703.0
4444377.0,South Dakota,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.18556976318359,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,50-59,Republican,Conservative,"$200,000 or more",College graduate,No,Somewhat disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,West,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,57785.0
4445630.0,South Dakota,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,3.60039019584656,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,60-64,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,No,Energy policy,Somewhat worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Northeast,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,57435.0
4442291.0,South Dakota,57.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.7360799908638,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,Yes,The economy,Very worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Southeast,Midwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0
4442214.0,South Dakota,67.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.748347997665405,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,25-29,Independent,Conservative,,College graduate,No,Omit,No,Omit,Very worried,Earlier in October,Omit,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4442136.0,South Dakota,30.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.651765763759613,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,50-59,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Terrorism,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southeast,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,57376.0
4443161.0,South Dakota,57.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.816293954849243,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,50-59,Republican,Conservative,,High school graduate,No,Somewhat approve,Yes,Omit,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Southeast,Midwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0
4442051.0,South Dakota,33.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.10653185844421,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,50-59,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly approve,Yes,Health care,Not at all worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southeast,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,57042.0
4441827.0,South Dakota,70.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.44888007640839,John McCain,Joel Dykstra,Chris Lien,No,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,1.0,West,Midwest,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale,57703.0
4444010.0,South Dakota,67.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.892604529857636,John McCain,Joel Dykstra,Chris Lien,No,Female,White,18-24,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,No,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4442709.0,South Dakota,57.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.14010238647461,John McCain,Joel Dykstra,Chris Lien,No,Male,White,30-39,Republican,Conservative,,College graduate,No,Somewhat disapprove,No,The economy,Very worried,In the last three days,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,All others,Suburbs,Suburbs,1.0,Southeast,Midwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0
4447804.0,South Dakota,80.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.14010238647461,John McCain,Joel Dykstra,Chris Lien,No,Male,White,30-39,Independent,Moderate,"Under $15,000",College graduate,No,,,,,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,No,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Southeast,Midwest,Low Density Rural,Rural,Rural,Upscale,57078.0
4443066.0,South Dakota,66.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.923384010791779,John McCain,Joel Dykstra,Chris Lien,No,Female,White,18-24,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,No,Terrorism,Not too worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Suburb,Urban,Urban Core,Upscale,57701.0
4440394.0,South Dakota,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.984809041023254,John McCain,Joel Dykstra,Chris Lien,No,Male,,45-49,Republican,Conservative,"$200,000 or more",Postgraduate study,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,,,,,45-65,30-59,45+,45-59,40-49,18-64,,,,College graduate,More than High school graduate,,100k or more,50k or more,100 thousand or more,,Worried,Republican,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4443754.0,South Dakota,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.41410803794861,John McCain,Joel Dykstra,Chris Lien,No,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,The war in Iraq,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,West,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,57785.0
4442506.0,South Dakota,66.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08124506473541,John McCain,Joel Dykstra,Chris Lien,No,Male,White,18-24,Republican,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Suburb,Urban,Urban Core,Upscale,57701.0
