ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMO08,GOVMO08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4460769.0,Missouri,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.15273308753967,John McCain,Jay Nixon,Male,White,25-29,Republican,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Energy policy,Not so good,Somewhat worried,Yes,Too liberal,Shares my values,Not a factor at all,Other Christian,Before that,Neither of them,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4457164.0,Missouri,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.65000665187836,John McCain,Jay Nixon,Male,White,60-64,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Both of them,The economy,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Before that,Both of them,No one does,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4458222.0,Missouri,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.27475821971893,John McCain,Jay Nixon,Male,White,30-39,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Neither of them,The war in Iraq,Not so good,Somewhat worried,Yes,Too liberal,Has the right experience,One of several important factors,Other Christian,In the last three days,Neither of them,"Yes, I do",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,Yes,I am,Yes,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4433371.0,Missouri,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1471688747406,John McCain,Jay Nixon,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,The war in Iraq,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Sometime in September,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4432796.0,Missouri,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13357400894165,John McCain,Kenny Hulshof,Male,White,18-24,Republican,Moderate,"$30,000-$49,999",College graduate,No,Somewhat approve,Yes,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,The economy,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Sometime in September,Both of them,No one does,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4461154.0,Missouri,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.12810218334198,John McCain,Kenny Hulshof,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Both of them,The economy,Poor,Very worried,No,Too liberal,Has the right experience,One of several important factors,Protestant,Sometime in September,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4461011.0,Missouri,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.12810218334198,John McCain,Kenny Hulshof,Female,White,40-44,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,The economy,Not so good,Somewhat worried,No,About right,Has the right experience,One of several important factors,Catholic,Before that,Both of them,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4433940.0,Missouri,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.02011561393738,John McCain,Kenny Hulshof,Female,White,18-24,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,The economy,Not so good,Somewhat worried,Yes,Too conservative,Has the right experience,A minor factor,Catholic,Earlier in October,Both of them,No one does,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4436254.0,Missouri,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.25357091426849,John McCain,Kenny Hulshof,Male,White,40-44,Republican,Moderate,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,Yes,Take the country in a different direction,Neither of them,"Yes, for both Obama and McCain",Neither of them,Health care,Poor,Very worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4460466.0,Missouri,64.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.13357400894165,John McCain,Kenny Hulshof,Male,White,25-29,Independent,Moderate,,College graduate,No,,Yes,,,,,,,Somewhat worried,,,Has the right experience,,,Earlier in October,,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,,,,White Born-again/Evangelical Christians,,,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4435697.0,Missouri,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.46017968654633,John McCain,Kenny Hulshof,Female,White,65-74,Republican,Conservative,"$15,000-$29,999",High school graduate,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,The economy,Not so good,Very worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Before that,Both of them,No one does,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4459847.0,Missouri,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.25357091426849,John McCain,Kenny Hulshof,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Terrorism,Not so good,Somewhat worried,No,Too liberal,Has the right experience,One of several important factors,Other Christian,Before that,Only Barack Obama,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4459068.0,Missouri,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.02011561393738,John McCain,Kenny Hulshof,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Only John McCain,Health care,Poor,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Other Christian,Before that,Both of them,No one does,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4436394.0,Missouri,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.12810218334198,John McCain,Kenny Hulshof,Female,White,45-49,,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,Omit,Only John McCain,"No, I was not contacted",Only John McCain,Health care,Not so good,Very worried,No,Too liberal,Shares my values,Not a factor at all,Other Christian,Before that,Omit,No one does,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,,,,,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4434212.0,Missouri,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.62487077713013,John McCain,Kenny Hulshof,Female,Black,60-64,Republican,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,The economy,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Mormon/LDS,Just today,Only Barack Obama,"Yes, I do",Approve,Black female,Black women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did,Yes,I am,Yes,Non-white,No,All others,All others,All others,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4457937.0,Missouri,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.46017968654633,John McCain,Kenny Hulshof,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,The economy,Not so good,Very worried,No,Too liberal,Has the right experience,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4433601.0,Missouri,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.46017968654633,John McCain,Kenny Hulshof,Female,White,65-74,Republican,Conservative,,High school graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,The economy,Not so good,Very worried,No,Too liberal,Has the right experience,Not a factor at all,Protestant,Before that,Only Barack Obama,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,,,,,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4459392.0,Missouri,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.02011561393738,John McCain,Kenny Hulshof,Female,White,25-29,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Both of them,"No, I was not contacted",Only John McCain,The economy,Not so good,Not too worried,No,Too liberal,Shares my values,One of several important factors,Other Christian,Sometime last week,Neither of them,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4459229.0,Missouri,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.12200498580933,Other,Jay Nixon,Female,White,40-44,Something else,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,"Yes, for Barack Obama",Neither of them,The economy,Poor,Somewhat worried,No,About right,Omit,Not a factor at all,Other Christian,Just today,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4434912.0,Missouri,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.10870826244354,Other,Kenny Hulshof,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",College graduate,No,Strongly approve,Yes,Continue George W. Bush's policies,Only John McCain,"No, I was not contacted",Only John McCain,Terrorism,Good,Not at all worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Just today,Neither of them,No one does,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Kansas City Area,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,64030.0
4433097.0,Missouri,63.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.983987748622894,Barack Obama,Jay Nixon,Male,White,45-49,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Other Christian,Just today,Both of them,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,4.0,Kansas City Area,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,64029.0
4408727.0,Missouri,63.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.983987748622894,Barack Obama,Jay Nixon,Male,White,30-39,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Other Christian,Earlier in October,Neither of them,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,4.0,Kansas City Area,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,64029.0
