ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIN08,GOVIN08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4425165.0,Indiana,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.980422914028168,Barack Obama,Jill Long Thompson,Male,White,40-44,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Somewhat approve,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Other Christian,Before that,Neither of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,North,Midwest,High Density Urban,Urban,Urban Core,Upscale,46807.0
4425841.0,Indiana,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03021764755249,John McCain,Mitch Daniels,Male,White,30-39,Republican,Liberal,"Under $15,000",College graduate,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,Only John McCain,"Yes, for both Obama and McCain",Both of them,Strongly disapprove,The economy,Poor,Very worried,Yes,Too liberal,Can bring about needed change,Not a factor at all,Other Christian,Earlier in October,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,North,Midwest,High Density Urban,Urban,Urban Core,Upscale,46807.0
4424659.0,Indiana,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.34450769424438,John McCain,Jill Long Thompson,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,Terrorism,Good,Somewhat worried,No,Too liberal,Cares about people like me,One of several important factors,Other Christian,Before that,Only Barack Obama,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,North,Midwest,High Density Urban,Urban,Urban Core,Upscale,46807.0
4425098.0,Indiana,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.914277851581573,Barack Obama,Jill Long Thompson,Female,Hispanic/Latino,18-24,Democrat,Moderate,"Under $15,000",Some college or associate degree,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Somewhat approve,The economy,Not so good,Somewhat worried,Yes,About right,Cares about people like me,Not a factor at all,Catholic,Earlier in October,Only Barack Obama,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,North,Midwest,High Density Urban,Urban,Urban Core,Upscale,46807.0
4425320.0,Indiana,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.15634167194366,Barack Obama,Jill Long Thompson,Female,Hispanic/Latino,65-74,Something else,Conservative,"Under $15,000",High school graduate,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Not too worried,No,About right,Can bring about needed change,Not a factor at all,Catholic,In the last three days,Only John McCain,Disapprove,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,North,Midwest,High Density Urban,Urban,Urban Core,Upscale,46807.0
4425643.0,Indiana,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.21507108211517,John McCain,Mitch Daniels,Female,Hispanic/Latino,60-64,Republican,Liberal,"$30,000-$49,999",High school graduate,Yes,Strongly approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Cares about people like me,Not a factor at all,Catholic,Just today,Both of them,Approve,Non black female,Latino women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,White,All others,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,North,Midwest,High Density Urban,Urban,Urban Core,Upscale,46807.0
4424918.0,Indiana,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.675008714199066,Barack Obama,Jill Long Thompson,Female,Black,40-44,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Protestant,Before that,Both of them,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,North,Midwest,High Density Urban,Urban,Urban Core,Upscale,46807.0
4424826.0,Indiana,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.862691700458527,Barack Obama,Jill Long Thompson,Female,White,50-59,Independent,Liberal,"Under $15,000",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Protestant,Before that,Neither of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,North,Midwest,High Density Urban,Urban,Urban Core,Upscale,46807.0
4425707.0,Indiana,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.906506896018982,John McCain,Mitch Daniels,Female,White,45-49,Republican,Conservative,"$15,000-$29,999",High school graduate,No,Strongly approve,Yes,Continue George W. Bush's policies,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Strongly approve,The war in Iraq,Not so good,Not at all worried,No,Too liberal,Shares my values,One of several important factors,Protestant,Before that,Only Barack Obama,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,North,Midwest,High Density Urban,Urban,Urban Core,Upscale,46807.0
4424750.0,Indiana,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.34450769424438,John McCain,Jill Long Thompson,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat disapprove,The economy,Not so good,Very worried,No,Too liberal,Shares my values,A minor factor,Protestant,Sometime last week,Neither of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,North,Midwest,High Density Urban,Urban,Urban Core,Upscale,46807.0
4425122.0,Indiana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.967361211776733,Barack Obama,Mitch Daniels,Female,White,45-49,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Neither of them,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,Yes,About right,Cares about people like me,Not a factor at all,Protestant,Earlier in October,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,North,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46711.0
4425491.0,Indiana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.26247560977936,Barack Obama,Jill Long Thompson,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Protestant,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,North,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46711.0
4425185.0,Indiana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.40592157840729,John McCain,Mitch Daniels,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat approve,The economy,Poor,Very worried,No,Too liberal,Shares my values,The single most important factor,Protestant,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,North,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46711.0
4425429.0,Indiana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.50763547420502,John McCain,Mitch Daniels,Male,White,50-59,Independent,Moderate,,High school graduate,No,Strongly disapprove,Yes,Take the country in a different direction,Both of them,"Yes, for both Obama and McCain",Neither of them,Somewhat disapprove,Energy policy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Protestant,Just today,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,,,,,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,North,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46711.0
4425352.0,Indiana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.50763547420502,John McCain,Mitch Daniels,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat disapprove,The economy,Not so good,Very worried,No,Too liberal,Shares my values,One of several important factors,Protestant,Before that,Only Barack Obama,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,North,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46711.0
4425261.0,Indiana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.50763547420502,John McCain,Mitch Daniels,Male,White,40-44,Independent,Conservative,"$100,000-$149,999",Postgraduate study,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Neither of them,Somewhat approve,The economy,Not so good,Very worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,In the last three days,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,North,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46711.0
4425060.0,Indiana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.50763547420502,John McCain,Mitch Daniels,Male,White,45-49,Independent,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Neither of them,"No, I was not contacted",Neither of them,Somewhat approve,The economy,Good,Very worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,In the last three days,Neither of them,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Excellent/Good,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,North,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46711.0
4424912.0,Indiana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.50763547420502,John McCain,Mitch Daniels,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat disapprove,The economy,Poor,Very worried,No,Too liberal,Can bring about needed change,One of several important factors,Protestant,Before that,Only Barack Obama,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,North,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46711.0
4424736.0,Indiana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.50763547420502,John McCain,Mitch Daniels,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,The economy,Poor,Very worried,No,Too liberal,Can bring about needed change,The single most important factor,Protestant,Before that,Only Barack Obama,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,North,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46711.0
4424975.0,Indiana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.73130214214325,John McCain,Jill Long Thompson,Female,White,30-39,Republican,Moderate,"$15,000-$29,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Both of them,"No, I was not contacted",Neither of them,Somewhat approve,The economy,Poor,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Just today,Both of them,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,North,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46711.0
4424838.0,Indiana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.73130214214325,John McCain,Jill Long Thompson,Female,White,40-44,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat disapprove,The economy,Poor,Very worried,No,Too conservative,Shares my values,The single most important factor,Protestant,Before that,Only Barack Obama,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,North,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46711.0
4451170.0,Indiana,99.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.67629736661911,Barack Obama,Mitch Daniels,Male,Black,45-49,Republican,Conservative,"$200,000 or more",Postgraduate study,No,Somewhat disapprove,No,Continue George W. Bush's policies,Only John McCain,"Yes, for John McCain",Only John McCain,Strongly approve,The economy,Poor,Somewhat worried,No,About right,Shares my values,A minor factor,None,Before that,Both of them,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Not important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,,,8.0,South,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,47630.0
