ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNY08,HOU08NY,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SPANISHQ,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4438062.0, New York,37.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.930320262908936,Barack Obama,The Democratic candidate,Male,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,,Not a factor at all,,,A minor factor,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's leadership/personal qualities,,,Scared,Poor,,No,,"Optimistic, but not excited",Shares my values,Not a factor at all,,,English,,,,Before that,,Only John McCain,,,,,,,Black male,Black men,Non white male,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Not Important,Was not a factor,,,,Not Important,Was a factor,,,,No college degree,More than High school graduate,Non white no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",11.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,11203.0
4438080.0, New York,105.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.35101926326752,Barack Obama,The Democratic candidate,Male,Black,18-24,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,,,Somewhat support,,,,,,Somewhat approve,,Somewhat oppose,Only Barack Obama,About the same,Somewhat worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Only Barack Obama,No,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,English,A minor factor,Stay the same or go down,Somewhat worried,,,,,,,,,,Black male,Black men,Non white male,Non white,,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,,,,,Support,,,Approve,,Oppose,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,Get better,,Not important,Factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,"Cities over 500,000","Cities over 50,000",13.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Upscale,10310.0
4438082.0, New York,132.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.633306324481964,Barack Obama,The Republican candidate,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",High school graduate,No,,,,Strongly oppose,,,,,,Strongly disapprove,,Strongly favor,Both of them,Worse today,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Stay about the same,,English,Not a factor at all,Go up no matter which candidate wins,Not at all worried,,,,,,,,,,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Oppose,,,Disapprove,,Favor,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Stay about the same,,Not important,Not a factor,Go up if McCain is elected president,Go up if Obama is elected president,Not worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,2.0,Long Island,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11746.0
4438093.0, New York,21.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.816680371761322,John McCain,The Republican candidate,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,,,,Somewhat support,,,,,,Strongly disapprove,,Strongly favor,Only John McCain,Worse today,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Only John McCain,Yes,,,,Only John McCain,,,,,,Too liberal,,,,Get much worse,,English,One of several important factors,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Support,,,Disapprove,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Get worse,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,"Cities 10,000-50,000",Small Cities/Rural,19.0,Lower Hudson Valley,East,Suburb,Rural,Rural,Very upscale,12603.0
4438108.0, New York,16.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.964862704277039,Barack Obama,The Republican candidate,Male,White,75 or over,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,,,,Somewhat support,,,,,,Somewhat disapprove,,Strongly favor,Both of them,Better today,Somewhat worried,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Only Barack Obama,Yes,,,,Both of them,,,,,,About right,,,,Get somewhat better,,English,One of several important factors,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black male,White men,White male,White male,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,,Support,,,Disapprove,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Get better,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Rural,Small Cities/Rural,29.0,Rural Upstate Areas,East,Town,Rural,Rural,Upscale,14905.0
4438115.0, New York,30.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.862987399101257,Barack Obama,The Democratic candidate,Male,Black,30-39,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,,,More than once a week,,,Yes,,,Yes,,Very confident,,,,,Only Michelle Obama,Stay about the same,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Other Christian,English,,,,Before that,Generally going in the right direction,,No one does,No,John Kerry,Only Joe Biden,Yes,,Black male,Black men,Non white male,Non white,Married men,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,,,More than once a week/Once a week,All others,,,,,Confident,,No college degree,More than High school graduate,Non white no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Non-white,No,All others,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",28.0,Upstate Urban Areas,East,High Density Urban,Urban,Urban Core,Upscale,14214.0
4438119.0, New York,42.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.35093021392822,Barack Obama,The Democratic candidate,Female,White,25-29,Democrat,Liberal,"$75,000-$99,999",College graduate,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Somewhat oppose,Both of them,About the same,Not too worried,,,,,Government should do more to solve problems,,Not very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Stay about the same,,English,One of several important factors,Stay the same or go down,Not too worried,,,,,,,,,,Non black female,White women,White female,White female,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,,,,Oppose,,,Disapprove,,Oppose,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Not worried,,,,,Not worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Stay about the same,,Important,Factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Not worried,,,,,,,,,,,,No,,,,,"Cities over 500,000","Cities over 50,000",12.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Very upscale,11201.0
4438135.0, New York,48.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.55651330947876,Barack Obama,The Democratic candidate,Male,White,75 or over,Democrat,Liberal,"Under $15,000",Some college or associate degree,No,,,Never,,,No,,,No,,Very confident,,,,,Only Michelle Obama,Get worse,No,,,No,,Barack Obama,,,,,,,,No,,,,,,,,,,None,English,,,,Before that,Seriously off on the wrong track,,No one does,Yes,John Kerry,Only Joe Biden,No,,Non black male,White men,White male,White male,Non-married men,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,Never,All others,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,All others,Unmmaried men with no children,All men,,,Men without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,None,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,None,Yes,All others,All others,All others,All others,"Cities over 500,000","Cities over 50,000",12.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,11203.0
4438140.0, New York,65.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.854613184928894,Barack Obama,The Democratic candidate,Female,White,50-59,Democrat,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,A minor factor,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's leadership/personal qualities,,,,Poor,Very worried,No,,,Shares my values,A minor factor,,,English,,,,Before that,,Only John McCain,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",14.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Very upscale,10128.0
4438146.0, New York,52.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.0170830488205,Barack Obama,The Democratic candidate,Female,White,45-49,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Somewhat disapprove,A minor factor,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,Omit,,,,,Hillary Clinton,,,,Energy policy,My candidate's leadership/personal qualities,,,,Not so good,Somewhat worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Neither of them,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,Omit,Omit,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,29.0,Upstate Urban Areas,East,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,14506.0
4438148.0, New York,63.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.55867910385132,John McCain,The Republican candidate,Female,White,60-64,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Not a factor at all,,,Not a factor at all,No,Take the country in a different direction,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Has the right experience,Not a factor at all,,,English,,,,Before that,,Only Barack Obama,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,3.0,Long Island,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,11801.0
4438151.0, New York,47.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.930320262908936,Barack Obama,The Democratic candidate,Male,Black,30-39,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,,,A few times a year,,,No,,,No,,Somewhat confident,,,,,Only Michelle Obama,Get worse,No,,,No,,Barack Obama,,,,,,,,No,,,,,,,,,,None,English,,,,Before that,Seriously off on the wrong track,,No one does,No,Did not vote,Only Joe Biden,Yes,,Black male,Black men,Non white male,Non white,Non-married men,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,,,A few times a month/A few times a year,All others,,,,,Confident,,No college degree,More than High school graduate,Non white no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,,,,All others,Unmmaried men with no children,All men,,,Men without children,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,,,,None,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Non-white,No,All others,All others,All others,All others,"Cities over 500,000","Cities over 50,000",11.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,11238.0
4438158.0, New York,17.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.807856142520905,Barack Obama,The Democratic candidate,Male,White,30-39,Something else,Conservative,"$30,000-$49,999",High school graduate,No,,Not a factor at all,,,Not a factor at all,,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,Scared,Poor,,No,,Excited,Cares about people like me,Not a factor at all,,,English,,,,Sometime last week,,Neither of them,,,,,,,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,,,,,,,Yes,All others,,,,Rural,Small Cities/Rural,20.0,Rural Upstate Areas,East,Low Density Rural,Rural,Rural,Very downscale,13856.0
4438175.0, New York,33.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.786363661289215,Barack Obama,The Democratic candidate,Female,White,40-44,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,,,A few times a year,,,No,,,No,,Somewhat confident,,,,,Omit,Omit,No,,,Yes,,Hillary Clinton,,,,,,,,No,,,,,,,,,,None,English,,,,Before that,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,Yes,,Non black female,White women,White female,White female,Non-married women,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,A few times a month/A few times a year,All others,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Omit,Omit,,,,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,None,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,None,Yes,All others,All others,All others,Working women,Suburbs,Suburbs,26.0,Rural Upstate Areas,East,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,14422.0
4438186.0, New York,37.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.981882691383362,Barack Obama,The Democratic candidate,Male,Black,18-24,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,Not a factor at all,,,A minor factor,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's leadership/personal qualities,,,,Poor,Very worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Earlier in October,,Both of them,,,,,,Disapprove,Black male,Black men,Non white male,Non white,,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,Not Important,Was not a factor,,,,Not Important,Was a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",11.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,11203.0
4438195.0, New York,98.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.94780421257019,Barack Obama,The Democratic candidate,Male,Other,45-49,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,One of several important factors,,,One of several important factors,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for John McCain",,,,,Hillary Clinton,,,,Health care,My candidate's position on the issues,,,,Poor,Very worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Only John McCain,,,,,,Disapprove,Non black male,All other races,Non white male,Non white,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,All other,All others,Other,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",6.0,New York City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,11436.0
4438197.0, New York,117.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.784083127975464,Barack Obama,The Republican candidate,Male,White,65-74,Independent,Conservative,"$100,000-$149,999",Postgraduate study,No,,Not a factor at all,,,Not a factor at all,No,Take the country in a different direction,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,Energy policy,My candidate's leadership/personal qualities,,,"Optimistic, but not excited",Not so good,,No,,"Concerned, but not scared",Shares my values,Not a factor at all,,,English,,,,Earlier in October,,Both of them,,,,,,,Non black male,White men,White male,White male,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,21.0,Upstate Urban Areas,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,12302.0
4438198.0, New York,127.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.01424908638,Barack Obama,The Democratic candidate,Male,White,60-64,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,,,A few times a year,,,No,,,No,,Very confident,,,,,Both of them,Get better,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Catholic,English,,,,Before that,Seriously off on the wrong track,,"Yes, I do and someone else does",No,John Kerry,Only Joe Biden,No,,Non black male,White men,White male,White male,Married men,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would,,,,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,All others,Married men with no children,All men,,,Men without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,Yes,I am,Yes,Joe Biden is,Sarah Palin is not,Catholic,No,All others,All others,All others,All others,Suburbs,Suburbs,1.0,Long Island,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,11784.0
4438205.0, New York,90.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.957251250743866,Barack Obama,The Democratic candidate,Male,White,45-49,Democrat,Liberal,"$150,000-$199,999",College graduate,No,,,,Somewhat support,,,,,,Somewhat disapprove,,Somewhat oppose,Both of them,Better today,Somewhat worried,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Both of them,Yes,,,,Both of them,,,,,,About right,,,,Stay about the same,,English,A minor factor,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Support,,,Disapprove,,Oppose,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Stay about the same,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,22.0,Lower Hudson Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,12550.0
4438207.0, New York,132.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.687181532382965,Barack Obama,The Democratic candidate,Female,White,60-64,Independent,Moderate,"$50,000-$74,999",College graduate,No,,Not a factor at all,,,One of several important factors,No,Continue George W. Bush's policies,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's leadership/personal qualities,,,"Concerned, but not scared",Not so good,,No,,Excited,Can bring about needed change,Not a factor at all,,,English,,,,Earlier in October,,Neither of them,,,,,,,Non black female,White women,White female,White female,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,2.0,Long Island,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11746.0
