ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMI08,SENMI08,MIPROP2,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,JOBSIT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4461406.0, Michigan,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.657972157001495,Barack Obama,Carl Levin,Yes,Male,White,30-39,Democrat,Moderate,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Neither of them,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4463934.0, Michigan,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.580117464065552,Barack Obama,Carl Levin,Yes,Female,White,30-39,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Both of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4441343.0, Michigan,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.720730423927307,Barack Obama,Carl Levin,Yes,Male,White,18-24,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,Yes,Can bring about needed change,One of several important factors,Other Christian,Before that,Only John McCain,"Yes, I do and someone else does",Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4441341.0, Michigan,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.720730423927307,Barack Obama,Carl Levin,Yes,Male,White,18-24,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,Yes,Can bring about needed change,One of several important factors,Other Christian,Before that,Only John McCain,"Yes, I do and someone else does",Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4441066.0, Michigan,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.929607927799225,Barack Obama,Carl Levin,Yes,Female,White,60-64,Independent,Moderate,"$150,000-$199,999",High school graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,Both of them,Worse today,Both of them,Somewhat disapprove,The economy,Poor,Very worried,No,Can bring about needed change,One of several important factors,Catholic,Before that,Omit,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4414730.0, Michigan,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.635449886322021,Barack Obama,Carl Levin,Yes,Female,White,18-24,Something else,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Only John McCain,"Yes, I do",Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4416380.0, Michigan,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.720730423927307,Barack Obama,Carl Levin,Yes,Male,White,25-29,Something else,Moderate,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Somewhat disapprove,The economy,Not so good,Not at all worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Only John McCain,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4414496.0, Michigan,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.657972157001495,Barack Obama,Carl Levin,Yes,Male,White,30-39,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,,Shares my values,Not a factor at all,Other Christian,Sometime in September,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4416218.0, Michigan,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.580117464065552,Barack Obama,Carl Levin,Yes,Female,White,50-59,Something else,Liberal,"Under $15,000",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Something else,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Something else,No,All others,All others,All others,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4440507.0, Michigan,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.580117464065552,Barack Obama,Carl Levin,Yes,Female,White,30-39,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Take the country in a different direction,Only Barack Obama,Worse today,Neither of them,Somewhat disapprove,Energy policy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,In the last three days,Both of them,"Yes, I do",Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Yes,I am,Yes,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4416030.0, Michigan,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.657972157001495,Barack Obama,Carl Levin,Yes,Male,White,45-49,Independent,Conservative,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Both of them,Worse today,Both of them,Somewhat disapprove,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4414101.0, Michigan,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.635449886322021,Barack Obama,Carl Levin,Yes,Female,White,18-24,Democrat,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,The single most important factor,None,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,None,No,All others,All others,All others,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4462624.0, Michigan,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.635449886322021,Barack Obama,Carl Levin,Yes,Female,White,25-29,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,Energy policy,Poor,Somewhat worried,Yes,Cares about people like me,The single most important factor,Something else,Sometime in September,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Something else,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Something else,Yes,All others,All others,All others,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4440175.0, Michigan,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.580117464065552,Barack Obama,Carl Levin,Yes,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Something else,Before that,Both of them,"Yes, I do",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Something else,No,All others,All others,All others,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4440081.0, Michigan,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.580117464065552,Barack Obama,Carl Levin,Yes,Female,White,30-39,Independent,Liberal,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4415716.0, Michigan,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.657972157001495,Barack Obama,Carl Levin,Yes,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Somewhat approve,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Neither of them,"Yes, I do",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Yes,I am,Yes,Catholic,No,All others,All others,All others,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4439962.0, Michigan,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.720730423927307,Barack Obama,Carl Levin,Yes,Male,White,25-29,Independent,Liberal,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Something else,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Something else,No,All others,All others,All others,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4463673.0, Michigan,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.580117464065552,Barack Obama,Carl Levin,Yes,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Worse today,Only Barack Obama,Strongly disapprove,Health care,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,None,Before that,Only John McCain,"Yes, I do and someone else does",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,None,No,All others,All others,All others,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4416695.0, Michigan,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.580117464065552,Barack Obama,Carl Levin,Yes,Female,White,45-49,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Worse today,Omit,Strongly disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Something else,Before that,Both of them,"Yes, I do",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Omit,Omit,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Something else,No,All others,All others,All others,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4441131.0, Michigan,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.580117464065552,Barack Obama,Carl Levin,Yes,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Worse today,Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,No,Can bring about needed change,Not a factor at all,None,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,None,No,All others,All others,All others,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4463091.0, Michigan,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.580117464065552,Barack Obama,Carl Levin,Yes,Female,White,40-44,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Sometime in September,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4462958.0, Michigan,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.635449886322021,Barack Obama,Carl Levin,Yes,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,Health care,Not so good,Very worried,No,Omit,Not a factor at all,Other Christian,Before that,Both of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
4439858.0, Michigan,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.690211951732636,Barack Obama,Carl Levin,No,Female,White,30-39,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,8.0,University Belt,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48169.0
