ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMA08,SENMA08,HOU08MA,MAQUES1,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4456269.0,Massachusetts,72.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.898593187332153,Barack Obama,John Kerry,The Democratic candidate,No,Male,White,18-24,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,,A minor factor,,,A minor factor,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,The economy,My candidate's position on the issues,,,"Concerned, but not scared",Poor,,Yes,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,,,,Just today,,Only John McCain,,,,,,,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was a factor,,,,Not Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,2.0,Other Large Industrial Cities,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1069.0
4456283.0,Massachusetts,6.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.84216141700745,Barack Obama,John Kerry,The Democratic candidate,No,Female,White,65-74,Independent,Conservative,"$100,000-$149,999",Postgraduate study,No,,Not a factor at all,,,The single most important factor,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's leadership/personal qualities,,,Scared,Not so good,,No,,Excited,Can bring about needed change,Not a factor at all,,,,,,Sometime in September,,Both of them,,,,,,,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,2.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2019.0
4456405.0,Massachusetts,57.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.594257533550262,Barack Obama,John Kerry,The Democratic candidate,Yes,Female,Asian,18-24,Democrat,Liberal,"$15,000-$29,999",Did not complete high school,No,,,,Somewhat oppose,,,,,,Strongly disapprove,,Somewhat favor,Both of them,Worse today,Very worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Only Barack Obama,No,,,,Both of them,,,,,,About right,,,,Stay about the same,,Not a factor at all,Stay the same or go down,Somewhat worried,,,,,,,,,,Non black female,All other races,Non white female,Non white,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,,,,,Oppose,,,Disapprove,,Favor,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Democrat,Non black Democrat,All other,All others,Asian,,,,Stay about the same,,Not important,Not a factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,6.0,Boston Area,East,Extremely High Density Urban,,High-Growth Suburban Perimeter,Very downscale,1901.0
4456457.0,Massachusetts,6.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.64933967590332,Barack Obama,John Kerry,Did not vote for U.S. House,No,Male,White,30-39,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,,Not a factor at all,,,Not a factor at all,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,The economy,My candidate's position on the issues,,,"Concerned, but not scared",Poor,,No,,"Concerned, but not scared",Can bring about needed change,Not a factor at all,,,,,,Just today,,Both of them,,,,,,,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,2.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2019.0
4456467.0,Massachusetts,72.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.678751409053802,Barack Obama,John Kerry,The Democratic candidate,No,Male,White,45-49,Independent,Moderate,"$100,000-$149,999",College graduate,No,,A minor factor,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,"Concerned, but not scared",Poor,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,,,,Sometime in September,,Both of them,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,2.0,Other Large Industrial Cities,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1069.0
4456504.0,Massachusetts,83.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.746566474437714,Barack Obama,John Kerry,The Democratic candidate,No,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,Not a factor at all,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,The economy,My candidate's position on the issues,,,"Optimistic, but not excited",Poor,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,,,,Earlier in October,,Both of them,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,9.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2072.0
4456550.0,Massachusetts,57.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.614717662334442,Other,,Did not vote for U.S. House,No,Female,White,40-44,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,,,,Strongly oppose,,,,,,Strongly disapprove,,Strongly oppose,Both of them,Better today,Very worried,,,,,Government should do more to solve problems,,Not very worried,,,Neither of them,Yes,,,,Only Barack Obama,,,,,,Too conservative,,,,Get somewhat worse,,One of several important factors,Go up no matter which candidate wins,Not too worried,,,,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Oppose,,,Disapprove,,Oppose,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Worried,,,,,Not worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get worse,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Not worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,6.0,Boston Area,East,Extremely High Density Urban,,High-Growth Suburban Perimeter,Very downscale,1901.0
4456618.0,Massachusetts,92.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.7590092420578,Barack Obama,John Kerry,,No,Female,White,30-39,Democrat,Moderate,"$100,000-$149,999",College graduate,No,,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,No telephone service at home,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat approve,The economy,Omit,,,"Optimistic, but not excited",Not so good,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,,,,Just today,,Both of them,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Approve,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,10.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2189.0
4456621.0,Massachusetts,6.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,2.52007746696472,Barack Obama,John Kerry,The Democratic candidate,Yes,Male,White,25-29,Independent,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Not a factor at all,,,A minor factor,No,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Would not have voted for president,,,,Energy policy,My candidate's position on the issues,,,,Poor,Somewhat worried,Yes,,,Can bring about needed change,Not a factor at all,,,,,,Sometime in September,,Only John McCain,,,,,,Disapprove,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was not a factor,,,,Not Important,Was a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,2.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2019.0
4456676.0,Massachusetts,83.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.47751951217651,Barack Obama,John Kerry,The Democratic candidate,Yes,Male,Other,60-64,Democrat,Moderate,"$100,000-$149,999",High school graduate,,,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,"Optimistic, but not excited",Poor,,No,,Excited,Can bring about needed change,Not a factor at all,,,,,,Before that,,Only John McCain,,,,,,,Non black male,All other races,Non white male,Non white,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,All other,Other,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,High school graduate or less,Non white no college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,All other,All others,Other,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,9.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2072.0
4456696.0,Massachusetts,72.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.538349211215973,John McCain,Jeff Beatty' 9 'Other' 0 'Did not vote',,No,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",College graduate,No,,Not a factor at all,,,A minor factor,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat approve,The economy,My candidate's leadership/personal qualities,,,"Optimistic, but not excited",Not so good,,No,,"Concerned, but not scared",Cares about people like me,Not a factor at all,,,,,,Before that,,Neither of them,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Not Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Approve,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,2.0,Other Large Industrial Cities,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1069.0
4456765.0,Massachusetts,92.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.7590092420578,Barack Obama,John Kerry,The Democratic candidate,No,Female,White,40-44,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,,Not a factor at all,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,The economy,My candidate's leadership/personal qualities,,,"Concerned, but not scared",Poor,,No,,Excited,Can bring about needed change,Not a factor at all,,,,,,Before that,,Both of them,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,10.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2189.0
4456767.0,Massachusetts,6.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,2.08800506591797,John McCain,Jeff Beatty' 9 'Other' 0 'Did not vote',The Republican candidate,Yes,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,One of several important factors,,,The single most important factor,Yes,Take the country in a different direction,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's leadership/personal qualities,,,,Good,Somewhat worried,No,,,Shares my values,One of several important factors,,,,,,Before that,,Both of them,,,,,,Disapprove,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Excellent/Good,Worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,2.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2019.0
4456807.0,Massachusetts,57.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.553267657756805,Barack Obama,John Kerry,The Democratic candidate,Yes,Female,Other,40-44,Independent,Moderate,"$50,000-$74,999",College graduate,No,,,,Somewhat support,,,,,,Somewhat approve,,Strongly favor,Both of them,Worse today,Very worried,,,,,Government is doing too many things better left to businesses and individuals,,Not very worried,,,Only Barack Obama,No,,,,Both of them,,,,,,About right,,,,Get somewhat better,,A minor factor,Stay the same or go down,Somewhat worried,,,,,,,,,,Non black female,All other races,Non white female,Non white,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,,,,,Support,,,Approve,,Favor,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,Worried,,,,,Not worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Independent/Something else,Non black non Democrat,All other,All others,American Indian,,,,Get better,,Not important,Factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,6.0,Boston Area,East,Extremely High Density Urban,,High-Growth Suburban Perimeter,Very downscale,1901.0
4456820.0,Massachusetts,83.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.47751951217651,Barack Obama,John Kerry,The Democratic candidate,Yes,Female,Black,18-24,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,Scared,Poor,,No,,Excited,Can bring about needed change,Not a factor at all,,,,,,Before that,,Neither of them,,,,,,,Black female,Black women,Non white female,Non white,,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,9.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2072.0
4456897.0,Massachusetts,72.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.785860180854797,John McCain,Jeff Beatty' 9 'Other' 0 'Did not vote',The Republican candidate,Yes,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",High school graduate,No,,A minor factor,,,A minor factor,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,The economy,My candidate's leadership/personal qualities,,,"Optimistic, but not excited",Not so good,,No,,"Concerned, but not scared",Shares my values,Not a factor at all,,,,,,Sometime last week,,Both of them,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Not Important,Was a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,2.0,Other Large Industrial Cities,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1069.0
4456903.0,Massachusetts,92.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.7590092420578,Barack Obama,John Kerry,The Democratic candidate,No,Female,White,30-39,Democrat,Moderate,"$150,000-$199,999",College graduate,No,,A minor factor,,,One of several important factors,No,Continue George W. Bush's policies,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,Scared,Poor,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,,,,Before that,,Both of them,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,10.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2189.0
4456927.0,Massachusetts,57.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.553529322147369,John McCain,John Kerry,The Republican candidate,Yes,Female,Asian,40-44,Independent,Moderate,"$75,000-$99,999",College graduate,No,,,,Somewhat support,,,,,,Somewhat disapprove,,Somewhat favor,Only John McCain,Worse today,Very worried,,,,,Government should do more to solve problems,,Not very worried,,,Only John McCain,Yes,,,,Only John McCain,,,,,,Too liberal,,,,Stay about the same,,A minor factor,Stay the same or go down,Somewhat worried,,,,,,,,,,Non black female,All other races,Non white female,Non white,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,,,,,Support,,,Disapprove,,Favor,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does not,Worried,,,,,Not worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Independent/Something else,Non black non Democrat,All other,All others,Asian,,,,Stay about the same,,Not important,Factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,6.0,Boston Area,East,Extremely High Density Urban,,High-Growth Suburban Perimeter,Very downscale,1901.0
4456978.0,Massachusetts,6.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,2.14412450790405,Other,,The Republican candidate,Yes,Female,Other,30-39,Something else,Conservative,"$50,000-$74,999",College graduate,No,Strongly disapprove,Not a factor at all,,,One of several important factors,No,Take the country in a different direction,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Shares my values,Not a factor at all,,,,,,Just today,,Only Barack Obama,,,,,,Disapprove,Non black female,All other races,Non white female,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,All other,All others,American Indian,All others,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,2.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2019.0
4457081.0,Massachusetts,72.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.506825566291809,John McCain,John Kerry,The Democratic candidate,No,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",High school graduate,No,Somewhat disapprove,Not a factor at all,,,One of several important factors,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Has the right experience,Not a factor at all,,,,,,Before that,,Neither of them,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Important,Was a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,2.0,Other Large Industrial Cities,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1069.0
