ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSAR08,SENAR08,ARINIT1,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,HILLPSPRT,IRAQWAR,ISSUE08,NECWORRY,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,IRAQWAR2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4441833.0,Arkansas,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.510180473327637,John McCain,Mark Pryor,No,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Yes,Hillary Clinton,Somewhat approve,The economy,Very worried,Has the right experience,The single most important factor,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Approve,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4413719.0,Arkansas,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.556138217449188,John McCain,Mark Pryor,No,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,,Hillary Clinton,Somewhat approve,The economy,Very worried,Has the right experience,The single most important factor,Earlier in October,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4441664.0,Arkansas,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.614461064338684,John McCain,Mark Pryor,No,Male,White,40-44,Republican,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Yes,Hillary Clinton,Somewhat approve,The economy,Very worried,Has the right experience,One of several important factors,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4441634.0,Arkansas,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.844711124897003,John McCain,Mark Pryor,No,Male,White,65-74,Republican,Conservative,"$50,000-$74,999",Did not complete high school,No,Strongly disapprove,Yes,Hillary Clinton,Strongly disapprove,Health care,Very worried,Omit,One of several important factors,Omit,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Disapprove,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Omit,Omit,Omit,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4441344.0,Arkansas,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.556138217449188,John McCain,Mark Pryor,No,Female,White,18-24,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat disapprove,Yes,Did not care who won,Somewhat approve,Energy policy,Very worried,Omit,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Approve,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4441299.0,Arkansas,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.510180473327637,John McCain,Mark Pryor,No,Female,White,45-49,Independent,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,No,Barack Obama,Somewhat approve,The economy,Not too worried,Has the right experience,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4462127.0,Arkansas,73.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.510180473327637,John McCain,Mark Pryor,No,Female,White,50-59,Something else,Moderate,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,Did not care who won,Strongly approve,Energy policy,Very worried,Has the right experience,Not a factor at all,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4462544.0,Arkansas,73.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.510180473327637,John McCain,Mark Pryor,No,Female,White,30-39,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,Yes,Hillary Clinton,Somewhat approve,The economy,Very worried,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Approve,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4462043.0,Arkansas,73.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.510180473327637,John McCain,Mark Pryor,No,Female,White,45-49,Republican,Moderate,"$100,000-$149,999",High school graduate,No,Somewhat approve,Yes,Hillary Clinton,Somewhat disapprove,The war in Iraq,Somewhat worried,Has the right experience,One of several important factors,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Disapprove,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4461659.0,Arkansas,73.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.556138217449188,John McCain,Mark Pryor,No,Female,White,25-29,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat approve,No,Hillary Clinton,Somewhat disapprove,Omit,Very worried,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Disapprove,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4414356.0,Arkansas,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.844711124897003,John McCain,Mark Pryor,No,Male,White,65-74,Independent,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,Yes,Hillary Clinton,Somewhat disapprove,The economy,Very worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Disapprove,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4462380.0,Arkansas,73.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.18117165565491,Barack Obama,Rebekah Kennedy,Yes,Male,Black,30-39,Independent,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Yes,Did not care who won,Somewhat disapprove,The economy,Not too worried,Can bring about needed change,A minor factor,Just today,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Disapprove,Not worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4441407.0,Arkansas,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.15162634849548,Barack Obama,Rebekah Kennedy,No,Male,Asian,18-24,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Hillary Clinton,Strongly disapprove,The economy,Somewhat worried,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No college degree,More than High school graduate,Non white no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4413791.0,Arkansas,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01738476753235,John McCain,Rebekah Kennedy,Yes,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat approve,Yes,Did not care who won,Somewhat approve,The economy,Very worried,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4441713.0,Arkansas,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13912236690521,John McCain,Rebekah Kennedy,Yes,Female,,65-74,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,Yes,Hillary Clinton,Somewhat disapprove,Omit,Somewhat worried,Shares my values,Not a factor at all,Before that,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,College graduate,More than High school graduate,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,,Disapprove,Worried,Republican,,,,,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4413655.0,Arkansas,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12407910823822,John McCain,Rebekah Kennedy,Yes,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,No,Hillary Clinton,Somewhat approve,Health care,Not too worried,Omit,A minor factor,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4461311.0,Arkansas,73.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.22533750534058,John McCain,Rebekah Kennedy,Yes,Male,White,18-24,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat approve,Yes,Did not care who won,Strongly approve,The economy,Somewhat worried,Cares about people like me,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Approve,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4414287.0,Arkansas,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.2830399274826,John McCain,Rebekah Kennedy,Yes,Female,White,75 or over,Independent,Conservative,"$30,000-$49,999",Postgraduate study,No,Strongly approve,Yes,Hillary Clinton,Strongly approve,The economy,Very worried,Shares my values,A minor factor,Earlier in October,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4413574.0,Arkansas,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.715774834156036,John McCain,Rebekah Kennedy,No,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",College graduate,No,Somewhat disapprove,Yes,Omit,Somewhat approve,The economy,Not too worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4441129.0,Arkansas,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.715774834156036,John McCain,Rebekah Kennedy,No,Female,White,50-59,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat approve,No,Another candidate,Strongly approve,Omit,Very worried,Has the right experience,Not a factor at all,Earlier in October,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4414763.0,Arkansas,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.18511569499969,John McCain,Rebekah Kennedy,No,Male,White,75 or over,Independent,Conservative,"$50,000-$74,999",High school graduate,No,Strongly approve,Yes,Did not care who won,Strongly approve,Terrorism,Very worried,Shares my values,A minor factor,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4414762.0,Arkansas,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.18511569499969,John McCain,Rebekah Kennedy,No,Male,White,75 or over,Independent,Conservative,"$50,000-$74,999",High school graduate,No,Strongly approve,Yes,Did not care who won,Strongly approve,Terrorism,Very worried,Shares my values,A minor factor,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4414201.0,Arkansas,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.715774834156036,John McCain,Rebekah Kennedy,No,Female,White,40-44,Republican,Liberal,"$75,000-$99,999",College graduate,No,Somewhat approve,No,Hillary Clinton,Somewhat approve,The economy,Somewhat worried,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72116.0
4441867.0,Arkansas,66.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.55096298456192,John McCain,,No,Female,,45-49,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Hillary Clinton,Strongly disapprove,Energy policy,Very worried,Can bring about needed change,One of several important factors,Sometime last week,Disapprove,,,,,45-65,30-59,45+,45-59,40-49,18-64,,,,No college degree,More than High school graduate,,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,,Disapprove,Worried,Democrat,,,,,,Important,Factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72205.0
4416136.0,Arkansas,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.67647397518158,John McCain,Did not vote,No,Female,White,25-29,Something else,Moderate,"$15,000-$29,999",Postgraduate study,No,Somewhat disapprove,Yes,Another candidate,Somewhat approve,Health care,Somewhat worried,Shares my values,Not a factor at all,Sometime last week,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72205.0
4416093.0,Arkansas,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.67647397518158,John McCain,Did not vote,No,Female,White,25-29,Something else,Moderate,"$15,000-$29,999",Postgraduate study,No,Somewhat disapprove,Yes,Another candidate,Somewhat approve,Health care,Somewhat worried,Shares my values,Not a factor at all,Sometime last week,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72205.0
4416074.0,Arkansas,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.67647397518158,John McCain,Did not vote,No,Female,White,25-29,Something else,Moderate,"$15,000-$29,999",Postgraduate study,No,Somewhat disapprove,Yes,Another candidate,Somewhat approve,Health care,Somewhat worried,Shares my values,Not a factor at all,Sometime last week,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72205.0
4416073.0,Arkansas,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.67647397518158,John McCain,Did not vote,No,Female,White,25-29,Something else,Moderate,"$15,000-$29,999",Postgraduate study,No,Somewhat disapprove,Yes,Another candidate,Somewhat approve,Health care,Somewhat worried,Shares my values,Not a factor at all,Sometime last week,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72205.0
4416138.0,Arkansas,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.67647397518158,John McCain,Did not vote,No,Female,White,25-29,Something else,Moderate,"$15,000-$29,999",Postgraduate study,No,Somewhat disapprove,Yes,Another candidate,Somewhat approve,Health care,Somewhat worried,Shares my values,Not a factor at all,Sometime last week,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72205.0
4415476.0,Arkansas,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.814744770526886,John McCain,Did not vote,No,Male,White,25-29,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,Another candidate,Strongly approve,The economy,Somewhat worried,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72205.0
4415375.0,Arkansas,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.814744770526886,John McCain,Did not vote,No,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,Strongly approve,Yes,Did not care who won,Somewhat approve,The economy,Very worried,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Little Rock area,South,Suburb,Urban,Urban Core,Very upscale,72205.0
