ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSCO08,SENCO08,COAMD48,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,IMMDEPORT,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4387325.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.544911921024323,Barack Obama,Mark Udall,No,Male,White,60-64,Independent,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,Health care,Poor,Somewhat worried,No,About right,Shares my values,Not a factor at all,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,West,West,Suburb,Urban,Urban Core,Upscale,80634.0
4387323.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.790278017520905,Barack Obama,Mark Udall,No,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The economy,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,All others,Suburbs,Suburbs,4.0,West,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,80517.0
4387307.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.571551561355591,Barack Obama,Mark Udall,Yes,Female,White,65-74,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,About right,Cares about people like me,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",4.0,West,West,Suburb,Urban,Urban Core,Very downscale,80631.0
4387299.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.04097104072571,Barack Obama,Mark Udall,No,Male,White,45-49,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Omit,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Suburbs,Suburbs,4.0,West,West,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,80549.0
4387295.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.01889824867249,Other,Mark Udall,No,Female,White,18-24,Something else,Liberal,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Neither of them,Offered a chance to apply for legal status,"No, I was not contacted",Neither of them,Strongly disapprove,Energy policy,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Downscale,81641.0
4387291.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.06145668029785,Barack Obama,Mark Udall,No,Male,White,45-49,Independent,Conservative,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Deported to the country they came from,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Suburbs,Suburbs,4.0,West,West,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,80549.0
4387272.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.05080783367157,Barack Obama,Mark Udall,No,Female,Hispanic/Latino,60-64,Democrat,Moderate,"$15,000-$29,999",High school graduate,Yes,Somewhat disapprove,No,Take the country in a different direction,Both of them,Deported to the country they came from,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,Omit,Not so good,Somewhat worried,Yes,About right,Omit,Not a factor at all,Omit,Only John McCain,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Omit,Omit,Omit,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,West,West,Suburb,Urban,Urban Core,Very downscale,80631.0
4387269.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.01297879219055,Barack Obama,Mark Udall,No,Male,White,30-39,Republican,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Both of them,Offered a chance to apply for legal status,"Yes, for John McCain",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Sometime in September,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,All others,Rural,Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Upscale,81623.0
4387267.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.43041014671326,Barack Obama,Mark Udall,Yes,Male,Hispanic/Latino,30-39,Democrat,Conservative,"$30,000-$49,999",High school graduate,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Deported to the country they came from,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Cares about people like me,Not a factor at all,Before that,Neither of them,Disapprove,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,West,West,Suburb,Urban,Urban Core,Very downscale,80631.0
4387250.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.514657318592072,Barack Obama,Mark Udall,No,Female,White,50-59,Democrat,Moderate,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,Take the country in a different direction,Only Barack Obama,Offered a chance to apply for legal status,"No, I was not contacted",Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,Rural,Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Very upscale,80487.0
4387246.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.32915341854095,Barack Obama,Mark Udall,No,Female,White,45-49,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Deported to the country they came from,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Sometime in September,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,West,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,80642.0
4387228.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.0259575843811,Barack Obama,Mark Udall,No,Male,White,30-39,Something else,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Omit,Both of them,Offered a chance to apply for legal status,"Yes, for both Obama and McCain",Both of them,Strongly disapprove,Health care,Not so good,Not too worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Neither of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Yes,All others,Rural,Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Very upscale,80487.0
4387198.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.514657318592072,Barack Obama,Mark Udall,No,Female,White,50-59,Independent,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Upscale,81301.0
4387182.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.1200065612793,Barack Obama,Mark Udall,No,Female,Hispanic/Latino,45-49,Democrat,Conservative,"$75,000-$99,999",High school graduate,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The economy,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Sometime in September,Only John McCain,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Downscale,81401.0
4387179.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.614592969417572,John McCain,Mark Udall,Yes,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,Offered a chance to apply for legal status,"No, I was not contacted",Only John McCain,Somewhat approve,Energy policy,Not so good,Somewhat worried,No,Too liberal,Has the right experience,Not a factor at all,Earlier in October,Neither of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,No,All others,Rural,Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Very downscale,81416.0
4387170.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.01297879219055,Barack Obama,Mark Udall,No,Male,White,30-39,Democrat,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,No,Continue George W. Bush's policies,Both of them,Deported to the country they came from,"No, I was not contacted",Both of them,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,About right,Shares my values,Not a factor at all,Sometime last week,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,West,West,Suburb,Urban,Urban Core,Upscale,80634.0
4387168.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.77198600769043,Barack Obama,Mark Udall,No,Female,White,50-59,Democrat,Moderate,,College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Omit,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Sometime in September,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,,All others,Suburbs,Suburbs,3.0,West,West,Town,80s Suburbs,Urban Perimeter,Downscale,81504.0
4387160.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.24496853351593,Barack Obama,Mark Udall,No,Female,White,65-74,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,About right,Shares my values,Not a factor at all,Earlier in October,Both of them,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,West,West,Low Density Rural,Urban,Urban Core,Downscale,80524.0
4387155.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.540264546871185,Other,Mark Udall,No,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,Take the country in a different direction,Both of them,Omit,"No, I was not contacted",Both of them,Somewhat disapprove,The economy,Not so good,Not too worried,No,About right,Has the right experience,Not a factor at all,Omit,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Omit,Omit,Omit,John McCain did,Barack Obama did,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Upscale,81301.0
4387153.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.63337874412537,Barack Obama,Mark Udall,No,Male,White,75 or over,Democrat,Moderate,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,Rural,Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Upscale,81623.0
4387144.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.71795678138733,John McCain,Mark Udall,Yes,Female,Hispanic/Latino,25-29,Independent,Moderate,"$30,000-$49,999",High school graduate,Yes,Strongly approve,No,Take the country in a different direction,Only John McCain,Deported to the country they came from,"Yes, for Barack Obama",Neither of them,Strongly approve,Terrorism,Poor,Somewhat worried,No,Too conservative,Has the right experience,Not a factor at all,Before that,Both of them,Approve,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,Suburbs,Suburbs,3.0,West,West,Town,80s Suburbs,Urban Perimeter,Downscale,81504.0
4387141.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.02931463718414,Barack Obama,Mark Udall,No,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Cares about people like me,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Rural,Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Downscale,80467.0
4387140.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.77198600769043,Barack Obama,Mark Udall,No,Female,White,50-59,Independent,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Downscale,81401.0
4387126.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.514657318592072,Barack Obama,Mark Udall,No,Female,White,50-59,Democrat,Moderate,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"Yes, for both Obama and McCain",Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Sometime in September,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Rural,Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Downscale,81147.0
