ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIL08,SENIL08,HOU08IL,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SPANISHQ,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4409716.0, Illinois,26.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.919317305088043,John McCain,Steve Sauerberg,The Republican candidate,Female,White,50-59,Republican,Moderate,"$150,000-$199,999",High school graduate,No,,Not a factor at all,,,Not a factor at all,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat approve,Health care,My candidate's position on the issues,,,Excited,Not so good,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Both of them,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Approve,,,,,,Not so good/Poor,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4409862.0, Illinois,26.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22154974937439,John McCain,Steve Sauerberg,The Democratic candidate,Male,White,65-74,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,,Not a factor at all,,,Not a factor at all,No,Take the country in a different direction,Only regular land-line phone service,,,,,,,,,,,"Yes, for both Obama and McCain",,,,,,,,Somewhat disapprove,The war in Iraq,My candidate's leadership/personal qualities,,,"Concerned, but not scared",Not so good,,No,,"Concerned, but not scared",Has the right experience,A minor factor,,,English,,,,Earlier in October,,Neither of them,,,,,,,Non black male,White men,White male,White male,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did,Barack Obama did,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4410000.0, Illinois,26.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.641629040241241,Barack Obama,Steve Sauerberg,The Republican candidate,Female,White,50-59,Independent,Moderate,"$200,000 or more",Postgraduate study,No,,A minor factor,,,The single most important factor,No,Take the country in a different direction,Omit,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,The economy,My candidate's position on the issues,,,"Concerned, but not scared",Not so good,,No,,"Concerned, but not scared",Omit,A minor factor,,,English,,,,In the last three days,,Both of them,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4410167.0, Illinois,26.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.05460953712463,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,60-64,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,One of several important factors,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Sometime in September,,Both of them,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4410322.0, Illinois,26.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.859081387519836,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,45-49,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,A minor factor,,,A minor factor,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for Barack Obama",,,,,Hillary Clinton,,,,Health care,My candidate's position on the issues,,,,Not so good,Not too worried,No,,,Shares my values,A minor factor,,,English,,,,Before that,,Only John McCain,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Not Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Not worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4410477.0, Illinois,26.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.859081387519836,Barack Obama,Dick Durbin,,Female,White,30-39,Democrat,Liberal,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Omit,,,,,,,,,,,"Yes, for Barack Obama",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Shares my values,Not a factor at all,,,English,,,,Before that,,Both of them,,,,,,Disapprove,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4410622.0, Illinois,26.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.20721805095673,John McCain,Steve Sauerberg,The Republican candidate,Male,Black,30-39,Independent,Conservative,"$30,000-$49,999",Postgraduate study,,Strongly approve,Not a factor at all,,,One of several important factors,No,Take the country in a different direction,No telephone service at home,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,Health care,Omit,,,,Good,Somewhat worried,No,,,Omit,Not a factor at all,,,,,,,Before that,,Only Barack Obama,,,,,,Approve,Black male,Black men,Non white male,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,,,,,,,Excellent/Good,Worried,,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4410760.0, Illinois,26.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.866663217544556,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,18-24,Democrat,Liberal,"$75,000-$99,999",Did not complete high school,No,,,,Somewhat oppose,,,,,,Somewhat approve,,Somewhat oppose,Only Barack Obama,About the same,Somewhat worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Only Barack Obama,No,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,English,One of several important factors,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black female,White women,White female,White female,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,,,Oppose,,,Approve,,Oppose,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get better,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4410898.0, Illinois,26.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.929870963096619,Barack Obama,Dick Durbin,The Democratic candidate,Male,White,30-39,Independent,Moderate,"$100,000-$149,999",College graduate,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Somewhat favor,Both of them,About the same,Somewhat worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,English,Not a factor at all,Stay the same or go down,Somewhat worried,,,,,,,,,,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Oppose,,,Disapprove,,Favor,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Get better,,Not important,Not a factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4411024.0, Illinois,26.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.919317305088043,John McCain,Steve Sauerberg,The Republican candidate,Female,White,45-49,Republican,Conservative,"$200,000 or more",Postgraduate study,No,,,,Somewhat support,,,,,,Strongly approve,,Strongly favor,Only John McCain,Better today,Not too worried,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Only John McCain,Yes,,,,Only John McCain,,,,,,Too liberal,,,,Stay about the same,,English,One of several important factors,Go up only if Obama is elected president,Somewhat worried,,,,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Support,,,Approve,,Favor,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Not worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Stay about the same,,Important,Factor,Not go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4411136.0, Illinois,26.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,1.33230638504028,John McCain,Dick Durbin,The Republican candidate,Male,White,50-59,Republican,Moderate,"$200,000 or more",College graduate,No,,,,Somewhat support,,,,,,Somewhat disapprove,,Strongly favor,Both of them,Better today,Very worried,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Only John McCain,Yes,,,,Both of them,,,,,,Too liberal,,,,Get somewhat better,,English,A minor factor,Go up only if Obama is elected president,Somewhat worried,,,,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Support,,,Disapprove,,Favor,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Get better,,Not important,Factor,Not go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4411252.0, Illinois,26.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.929870963096619,Barack Obama,Dick Durbin,The Republican candidate,Male,White,45-49,Democrat,Moderate,"$75,000-$99,999",College graduate,No,,,,Strongly support,,,,,,Somewhat disapprove,,Somewhat favor,Both of them,Worse today,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Only Barack Obama,Yes,,,,Both of them,,,,,,About right,,,,Stay about the same,,English,A minor factor,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Support,,,Disapprove,,Favor,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Stay about the same,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4411368.0, Illinois,26.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,1.22154974937439,John McCain,Steve Sauerberg,The Republican candidate,Male,White,60-64,Independent,Conservative,"$100,000-$149,999",Postgraduate study,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Strongly favor,Only John McCain,Worse today,Not too worried,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Both of them,Yes,,,,Both of them,,,,,,Too liberal,,,,Get somewhat better,,English,A minor factor,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black male,White men,White male,White male,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,,,,Oppose,,,Disapprove,,Favor,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Not worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Get better,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4411498.0, Illinois,26.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.995070397853851,John McCain,Steve Sauerberg,The Republican candidate,Male,White,45-49,Independent,Conservative,"$100,000-$149,999",Postgraduate study,No,,,Once a week,,,No,,,Yes,,Very confident,,,,,Only Cindy McCain,Get better,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Catholic,English,,,,Before that,Generally going in the right direction,,No one does,No,George W. Bush,Both of them,Yes,,Non black male,White men,White male,White male,Married men,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,More than once a week/Once a week,Catholic/Attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would not,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is,Catholic,No,All others,All others,All others,All others,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4411499.0, Illinois,26.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.995070397853851,John McCain,Steve Sauerberg,The Republican candidate,Male,White,45-49,Independent,Conservative,"$100,000-$149,999",Postgraduate study,No,,,Once a week,,,No,,,Yes,,Very confident,,,,,Only Cindy McCain,Get better,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Catholic,English,,,,Before that,Generally going in the right direction,,No one does,No,George W. Bush,Both of them,Yes,,Non black male,White men,White male,White male,Married men,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,More than once a week/Once a week,Catholic/Attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would not,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is,Catholic,No,All others,All others,All others,All others,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4440874.0, Illinois,26.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.859081387519836,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,30-39,Democrat,Liberal,"$100,000-$149,999",College graduate,No,,One of several important factors,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,Health care,My candidate's position on the issues,,,Scared,Not so good,,No,,Excited,Shares my values,Not a factor at all,,,English,,,,Before that,,Omit,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,,,,,,,No,All others,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4440956.0, Illinois,26.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.859081387519836,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,45-49,Democrat,Moderate,"$150,000-$199,999",Postgraduate study,No,,Not a factor at all,,,Not a factor at all,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for both Obama and McCain",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,Scared,Not so good,,No,,Excited,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Only John McCain,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did,Barack Obama did,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4441025.0, Illinois,26.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.919317305088043,John McCain,Steve Sauerberg,The Republican candidate,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",College graduate,No,,A minor factor,,,The single most important factor,Yes,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for John McCain",,,,,,,,Somewhat approve,Energy policy,My candidate's leadership/personal qualities,,,Excited,Not so good,,No,,"Concerned, but not scared",Shares my values,Not a factor at all,,,English,,,,Sometime in September,,Both of them,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Approve,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4441101.0, Illinois,26.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.00385236740112,John McCain,Steve Sauerberg,The Republican candidate,Male,White,18-24,Republican,Conservative,"$200,000 or more",Some college or associate degree,No,,One of several important factors,,,The single most important factor,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat approve,The economy,My candidate's leadership/personal qualities,,,Excited,Not so good,,Yes,,Scared,Has the right experience,Not a factor at all,,,English,,,,Before that,,Neither of them,,,,,,,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Approve,,,,,,Not so good/Poor,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
4441173.0, Illinois,26.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.641629040241241,Barack Obama,Steve Sauerberg,The Republican candidate,Female,White,45-49,Independent,Moderate,"$150,000-$199,999",College graduate,No,,Not a factor at all,,,Not a factor at all,Yes,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for Barack Obama",,,,,,,,Somewhat approve,The economy,My candidate's position on the issues,,,Omit,Poor,,No,,"Concerned, but not scared",Cares about people like me,Not a factor at all,,,English,,,,Earlier in October,,Both of them,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Approve,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,14.0,Collar Counties,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60174.0
