ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNC08,SENNC08,GOVNC08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4437478.0, North Carolina,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.339553147554398,Barack Obama,Did not vote,Did not vote,Female,White,50-59,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Continue George W. Bush's policies,Neither of them,Omit,Neither of them,Somewhat disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,The single most important factor,Just today,Both of them,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,Omit,Omit,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4437936.0, North Carolina,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.47439631819725,Barack Obama,Kay Hagan,Bev Perdue,Female,White,18-24,Democrat,Conservative,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The war in Iraq,Good,Somewhat worried,Yes,Too liberal,Can bring about needed change,Not a factor at all,Before that,Neither of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Excellent/Good,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4437235.0, North Carolina,24.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.835754811763763,Barack Obama,Kay Hagan,Bev Perdue,Female,White,65-74,Democrat,,,Some college or associate degree,No,,Yes,,,,,,,,Very worried,,,Can bring about needed change,,Sometime in September,,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4453544.0, North Carolina,24.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.523688018321991,Barack Obama,Kay Hagan,Bev Perdue,Male,Hispanic/Latino,18-24,Democrat,Liberal,"$100,000-$149,999",High school graduate,Yes,Somewhat disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for John McCain",Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,Yes,About right,Can bring about needed change,A minor factor,Before that,Only John McCain,Disapprove,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4436989.0, North Carolina,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.523688018321991,Barack Obama,Kay Hagan,Bev Perdue,Male,White,18-24,Independent,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Strongly disapprove,Energy policy,Not so good,Somewhat worried,Yes,About right,Can bring about needed change,One of several important factors,Just today,Only John McCain,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,Yes,All others,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4454856.0, North Carolina,24.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.503475308418274,Barack Obama,Kay Hagan,Bev Perdue,Female,White,45-49,Independent,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4438737.0, North Carolina,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.835754811763763,Barack Obama,Kay Hagan,Bev Perdue,Female,White,60-64,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,Omit,Not so good,Very worried,No,About right,Cares about people like me,Not a factor at all,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4416959.0, North Carolina,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.503475308418274,Barack Obama,Kay Hagan,Bev Perdue,Female,White,45-49,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Not too worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4416831.0, North Carolina,24.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.503475308418274,Barack Obama,Kay Hagan,Bev Perdue,Female,White,40-44,Independent,,,Some college or associate degree,No,,Yes,,,,,,,,Very worried,,,Can bring about needed change,,Before that,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,,,Sometime last week or earlier,Before that,In the last month or before that,,,,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4455153.0, North Carolina,24.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.555788516998291,Barack Obama,Kay Hagan,Bev Perdue,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Somewhat worried,No,About right,Cares about people like me,Not a factor at all,Earlier in October,Neither of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4455013.0, North Carolina,24.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.523688018321991,Barack Obama,Kay Hagan,Bev Perdue,Male,White,18-24,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,About right,Can bring about needed change,The single most important factor,Sometime in September,Both of them,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Yes,All others,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4437778.0, North Carolina,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.441468477249146,Barack Obama,Kay Hagan,Bev Perdue,Female,,40-44,Democrat,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Earlier in October,Only John McCain,Disapprove,,,,,30-44,30-59,18-44,30-44,40-49,18-64,,,,No college degree,More than High school graduate,,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,,,,,,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,,All others,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4415351.0, North Carolina,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.503475308418274,Barack Obama,Kay Hagan,Bev Perdue,Female,White,50-59,Democrat,Moderate,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,One of several important factors,Sometime in September,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4438313.0, North Carolina,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.503475308418274,Barack Obama,Kay Hagan,Bev Perdue,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,About right,Cares about people like me,One of several important factors,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4415554.0, North Carolina,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.429980039596558,Barack Obama,Kay Hagan,Pat McCrory,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,Health care,Poor,Very worried,Yes,About right,Can bring about needed change,Not a factor at all,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4417302.0, North Carolina,24.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.780473947525024,John McCain,Kay Hagan,Bev Perdue,Female,,65-74,Independent,,,High school graduate,No,,Yes,,,,,,,,Very worried,,,Can bring about needed change,,Sometime last week,,,,,,,65+,60+,45+,60+,65+,65+,,,,No college degree,High school graduate or less,,,,,,,,,,,,,,Worried,Independent/Something else,,,,,,,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,,,,All others,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4417839.0, North Carolina,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.892551779747009,John McCain,Kay Hagan,Bev Perdue,Male,White,65-74,Republican,Conservative,"$15,000-$29,999",High school graduate,No,Somewhat approve,Yes,Take the country in a different direction,Neither of them,"Yes, for both Obama and McCain",Neither of them,Strongly approve,Terrorism,Good,Not too worried,No,Too liberal,Shares my values,Not a factor at all,Before that,Both of them,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4437133.0, North Carolina,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.444783627986908,John McCain,Kay Hagan,Pat McCrory,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Only John McCain,Strongly approve,The war in Iraq,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Before that,Neither of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,All others,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4456122.0, North Carolina,24.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.444783627986908,John McCain,Kay Hagan,Pat McCrory,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,Terrorism,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Before that,Only Barack Obama,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4436148.0, North Carolina,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.419094443321228,John McCain,Kay Hagan,Pat McCrory,Female,White,25-29,Republican,Moderate,"Under $15,000",Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Both of them,"No, I was not contacted",Only John McCain,Somewhat approve,The economy,Not so good,Very worried,Yes,Too liberal,Shares my values,Not a factor at all,Earlier in October,Neither of them,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Yes,All others,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4439297.0, North Carolina,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.373041719198227,Barack Obama,Elizabeth Dole,Bev Perdue,Female,White,18-24,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Cares about people like me,Not a factor at all,In the last three days,Neither of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,No,All others,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4439296.0, North Carolina,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.373041719198227,Barack Obama,Elizabeth Dole,Bev Perdue,Female,White,18-24,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Cares about people like me,Not a factor at all,In the last three days,Neither of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,No,All others,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4417659.0, North Carolina,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.306290149688721,Barack Obama,Elizabeth Dole,Pat McCrory,Female,White,50-59,Republican,Moderate,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for John McCain",Only Barack Obama,Somewhat approve,The economy,Poor,Very worried,No,About right,Shares my values,The single most important factor,In the last three days,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
4417104.0, North Carolina,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.306290149688721,Barack Obama,Elizabeth Dole,Pat McCrory,Female,White,50-59,Republican,Moderate,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for John McCain",Only Barack Obama,Somewhat approve,The economy,Poor,Very worried,No,About right,Shares my values,The single most important factor,In the last three days,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Greensboro area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,27239.0
