ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSFL08,FLAMD2,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,CUBAN3,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,SPANISHQ,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
4429104.0,Florida,95.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.982172012329102,John McCain,Yes,Male,White,75 or over,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"Yes, for Barack Obama",Only John McCain,Somewhat approve,The economy,Poor,Very worried,No,Too liberal,Has the right experience,Not a factor at all,None,English,Before that,Neither of them,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,None,No,All others,All others,All others,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Very upscale
4454712.0,Florida,95.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.730580031871796,John McCain,Yes,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,The economy,Poor,Very worried,No,Too liberal,Has the right experience,Not a factor at all,Protestant,English,Before that,Only Barack Obama,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Very upscale
4429215.0,Florida,95.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.835391044616699,John McCain,Yes,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,Energy policy,Not so good,Not too worried,No,Too liberal,Shares my values,Not a factor at all,Jewish,English,Before that,Neither of them,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Jewish,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Jewish,No,All others,All others,All others,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Very upscale
4407418.0,Florida,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.858945369720459,John McCain,Yes,Female,White,65-74,Republican,Moderate,"$200,000 or more",College graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,Too liberal,Has the right experience,Not a factor at all,Protestant,English,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Very upscale
4406177.0,Florida,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.625164985656738,John McCain,No,Male,White,50-59,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Neither of them,Strongly disapprove,Terrorism,Not so good,Very worried,No,Too liberal,Has the right experience,Not a factor at all,None,English,Sometime in September,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,None,No,All others,All others,All others,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Very upscale
4454939.0,Florida,95.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.625164985656738,John McCain,No,Male,White,45-49,Republican,Conservative,"$200,000 or more",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Both of them,Somewhat disapprove,The war in Iraq,Not so good,Very worried,No,Too liberal,Can bring about needed change,The single most important factor,None,English,Earlier in October,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,None,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,None,No,All others,All others,All others,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Very upscale
4429913.0,Florida,95.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.642791867256165,John McCain,No,Female,White,65-74,,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat approve,Terrorism,Poor,Very worried,No,Too liberal,Omit,Not a factor at all,None,English,Before that,Neither of them,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,,,,,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,None,No,All others,All others,All others,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Very upscale
4454013.0,Florida,95.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.571666479110718,John McCain,No,Female,White,25-29,Republican,Moderate,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Neither of them,Somewhat approve,The economy,Not so good,Very worried,No,Too liberal,Shares my values,A minor factor,Catholic,English,In the last three days,Both of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Catholic,No,All others,All others,All others,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Very upscale
4429718.0,Florida,95.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.546729683876038,John McCain,No,Female,White,50-59,Something else,Moderate,"$150,000-$199,999",Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,The economy,Poor,Very worried,No,Too liberal,Has the right experience,Not a factor at all,Catholic,English,Before that,Neither of them,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Catholic,No,All others,All others,All others,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Very upscale
4454940.0,Florida,95.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.625164985656738,John McCain,No,Male,White,45-49,Republican,Conservative,"$200,000 or more",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Both of them,Somewhat disapprove,The war in Iraq,Not so good,Very worried,No,Too liberal,Can bring about needed change,The single most important factor,None,English,Earlier in October,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,None,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,None,No,All others,All others,All others,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Very upscale
4407712.0,Florida,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.642791867256165,John McCain,No,Female,White,65-74,Republican,Conservative,"$200,000 or more",Postgraduate study,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,The economy,Poor,Very worried,No,Too liberal,Has the right experience,The single most important factor,Protestant,English,Before that,Only Barack Obama,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Very upscale
4455179.0,Florida,93.0,National questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.426770806312561,John McCain,,Female,White,,Independent,,,,,,,,,,,,,,,,,Has the right experience,,,,Sometime last week,,,Non black female,White women,White female,White female,,,,,,,,,,,,,,,,,,,,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,,,,,All others,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4406717.0,Florida,93.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.559059202671051,Barack Obama,,Male,White,30-39,Democrat,Moderate,"$75,000-$99,999",College graduate,No,,,,Only Barack Obama,,Neither of them,,,,,,Too liberal,,,,English,,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,No,,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4430781.0,Florida,93.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.541573464870453,Barack Obama,Yes,Female,White,18-24,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,,,,Only Barack Obama,,Only Barack Obama,,,,,,About right,,,,English,,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,Yes,,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4430484.0,Florida,93.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.592255771160126,Barack Obama,Yes,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,,,,Both of them,,Only Barack Obama,,,,,,About right,,,,English,,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,No,,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4456585.0,Florida,93.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.592255771160126,Barack Obama,Yes,Male,White,45-49,Independent,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,,Take the country in a different direction,,"Yes, for Barack Obama",,,The economy,Poor,Somewhat worried,No,,Can bring about needed change,Not a factor at all,,English,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,No,All others,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4430288.0,Florida,93.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.650530099868774,Barack Obama,Yes,Female,Black,60-64,Democrat,Moderate,"$200,000 or more",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,,"Yes, for Barack Obama",,,The economy,Poor,Very worried,No,,Shares my values,Not a factor at all,,English,Earlier in October,Only John McCain,Disapprove,Black female,Black women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,,No,All others,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4407419.0,Florida,93.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.387607455253601,Barack Obama,No,Female,Other,30-39,Independent,Liberal,"$100,000-$149,999",College graduate,No,,No,,,,,,,,,,,,,None,English,Sometime in September,,,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,College graduate,More than High school graduate,Non white college degree,,,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,,,None,Sometime last week or earlier,Sometime in September,In the last month or before that,,,Non-white,No,All others,All others,All others,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4458522.0,Florida,93.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.443214684724808,Barack Obama,No,Male,White,30-39,Republican,,"$50,000-$74,999",Some college or associate degree,No,,No,,,,,,,,,,,,,Other Christian,English,Earlier in October,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4431142.0,Florida,93.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.387607455253601,Barack Obama,No,Female,White,40-44,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,,No,,,,,,,,,,,,,None,English,Before that,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,None,Sometime last week or earlier,Before that,In the last month or before that,,,None,No,All others,All others,All others,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4430690.0,Florida,93.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.387607455253601,Barack Obama,No,Female,White,40-44,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,,,,Only Barack Obama,,Only Barack Obama,,,,,,About right,,,,English,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,No,,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4456945.0,Florida,93.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.387607455253601,Barack Obama,No,Female,White,45-49,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,Both of them,,Only Barack Obama,,,,,,About right,,,,English,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,,,,,No,,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4456125.0,Florida,93.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.387607455253601,Barack Obama,No,Female,White,30-39,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,,"No, I was not contacted",,,The war in Iraq,Not so good,Somewhat worried,No,,Can bring about needed change,One of several important factors,,English,Before that,Neither of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,No,All others,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4405592.0,Florida,93.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.443214684724808,Barack Obama,No,Male,White,30-39,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,,No,Continue George W. Bush's policies,,"No, I was not contacted",,Strongly disapprove,Health care,Poor,,No,,Shares my values,The single most important factor,,English,Before that,Neither of them,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,Not so good/Poor,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,No,All others,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4455756.0,Florida,93.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.387607455253601,Barack Obama,No,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,,"Yes, for Barack Obama",,,The economy,Not so good,Very worried,No,,Shares my values,One of several important factors,,English,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,No,White Born-again/Evangelical Christians,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4407014.0,Florida,93.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.387607455253601,Barack Obama,No,Female,White,30-39,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,,,,Only Barack Obama,,Both of them,,,,,,About right,,,,English,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,No,,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4455603.0,Florida,93.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.387607455253601,Barack Obama,No,Female,White,30-39,Independent,Moderate,"$75,000-$99,999",College graduate,No,,No,Continue George W. Bush's policies,,"No, I was not contacted",,Strongly disapprove,The economy,Poor,,No,,Can bring about needed change,The single most important factor,,English,Sometime in September,Only John McCain,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,,No,All others,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4454870.0,Florida,93.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.443214684724808,Barack Obama,No,Male,White,40-44,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,,Yes,Continue George W. Bush's policies,,"No, I was not contacted",,Strongly disapprove,The economy,Not so good,,No,,Shares my values,Not a factor at all,,English,Before that,Both of them,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,Not so good/Poor,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,No,White Born-again/Evangelical Christians,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
4406229.0,Florida,93.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.387607455253601,Barack Obama,No,Female,White,30-39,Something else,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,,"No, I was not contacted",,,The economy,Poor,Very worried,No,,Can bring about needed change,Not a factor at all,,English,Sometime in September,Only John McCain,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,,No,All others,,,Suburbs,Suburbs,13.0,South,South,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
