ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSKS08,SENKS08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4441695.0,Kansas,55.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.66649329662323,Barack Obama,Pat Roberts,Male,Black,45-49,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Very upscale,66614.0
4442203.0,Kansas,55.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,2.27844476699829,Barack Obama,Other,Female,White,50-59,Independent,Liberal,"$30,000-$49,999",Some college or associate degree,No,,,,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,Yes,,"Cities 50,000-500,000","Cities over 50,000",2.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Very upscale,66614.0
4441913.0,Kansas,55.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,2.41061210632324,John McCain,Jim Slattery,Male,White,18-24,Democrat,Moderate,"Under $15,000",Some college or associate degree,No,,,,,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,Yes,,"Cities 50,000-500,000","Cities over 50,000",2.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Very upscale,66614.0
4441597.0,Kansas,55.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.71067559719086,John McCain,Pat Roberts,Female,Hispanic/Latino,30-39,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,Yes,Somewhat disapprove,No,The economy,Very worried,Sometime last week,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,White,All others,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Very upscale,66614.0
4441412.0,Kansas,55.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.82266008853912,John McCain,Pat Roberts,Male,Hispanic/Latino,30-39,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,Yes,,Yes,The economy,,Sometime last week,,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,Republican,Non black non Democrat,All Republicans,All others,Hispanic/Latino,All others,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Very upscale,66614.0
4442374.0,Kansas,55.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,2.16814422607422,John McCain,Pat Roberts,Female,White,75 or over,Republican,Conservative,"$50,000-$74,999",High school graduate,No,,Yes,,,Before that,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Very upscale,66614.0
4439639.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.05700826644897,Barack Obama,Jim Slattery,Female,White,50-59,Democrat,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439601.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.33967328071594,Barack Obama,Jim Slattery,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,The economy,Very worried,Just today,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439543.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.05700826644897,Barack Obama,Jim Slattery,Female,White,45-49,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439490.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.05700826644897,Barack Obama,Jim Slattery,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439714.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.05700826644897,Barack Obama,Jim Slattery,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439712.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.05700826644897,Barack Obama,Jim Slattery,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439054.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.906469583511353,John McCain,,Female,Hispanic/Latino,18-24,Something else,Moderate,"$75,000-$99,999",Some college or associate degree,Yes,Somewhat disapprove,Yes,The war in Iraq,Not too worried,Earlier in October,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4438943.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.772209465503693,John McCain,Jim Slattery,Female,White,50-59,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat approve,Yes,The economy,Somewhat worried,Earlier in October,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439441.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.02673804759979,John McCain,Pat Roberts,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439396.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.221355676651,John McCain,Pat Roberts,Female,White,60-64,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,Terrorism,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439338.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.963655173778534,John McCain,Pat Roberts,Female,White,45-49,Republican,Conservative,"$150,000-$199,999",College graduate,No,Somewhat disapprove,No,The economy,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439287.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08683407306671,John McCain,Pat Roberts,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",College graduate,No,Somewhat disapprove,No,The economy,Very worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439237.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.02673804759979,John McCain,Pat Roberts,Male,White,30-39,Republican,Moderate,"$200,000 or more",College graduate,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439170.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.221355676651,John McCain,Pat Roberts,Female,White,65-74,Republican,Conservative,"$100,000-$149,999",High school graduate,No,Strongly disapprove,No,Terrorism,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439104.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.221355676651,John McCain,Pat Roberts,Female,White,65-74,Republican,Conservative,"$200,000 or more",Some college or associate degree,No,Strongly approve,Yes,Terrorism,Very worried,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4438990.0,Kansas,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.963655173778534,John McCain,Pat Roberts,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Postgraduate study,No,Somewhat approve,Yes,The economy,Somewhat worried,Sometime last week,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",4.0,Wichita area,Midwest,Suburb,Urban,Urban Core,Very upscale,67206.0
4439690.0,Kansas,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.29044008255005,Barack Obama,Jim Slattery,Male,White,45-49,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,,The economy,Somewhat worried,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Suburbs,Suburbs,4.0,Wichita area,Midwest,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,67147.0
4439632.0,Kansas,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.53504228591919,Barack Obama,Jim Slattery,Female,White,60-64,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,4.0,Wichita area,Midwest,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,67147.0
4439382.0,Kansas,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.942745745182037,John McCain,Jim Slattery,Male,White,45-49,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Very worried,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Wichita area,Midwest,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,67147.0
4439595.0,Kansas,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.10418820381165,John McCain,Pat Roberts,Female,White,50-59,Republican,Conservative,"$150,000-$199,999",Did not complete high school,No,Somewhat approve,Yes,Energy policy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Wichita area,Midwest,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,67147.0
4439535.0,Kansas,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.24533081054688,John McCain,Pat Roberts,Female,White,25-29,Republican,Conservative,"$150,000-$199,999",Some college or associate degree,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Wichita area,Midwest,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,67147.0
4439446.0,Kansas,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.17647075653076,John McCain,Pat Roberts,Male,White,40-44,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The war in Iraq,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Wichita area,Midwest,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,67147.0
4439325.0,Kansas,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.17647075653076,John McCain,Pat Roberts,Male,White,30-39,Republican,Conservative,"$15,000-$29,999",Did not complete high school,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Wichita area,Midwest,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,67147.0
4439487.0,Kansas,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.17647075653076,John McCain,Pat Roberts,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,Yes,Terrorism,Somewhat worried,Sometime in September,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Wichita area,Midwest,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,67147.0
4441033.0,Kansas,38.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.600735366344452,Barack Obama,Jim Slattery,Female,White,30-39,Democrat,,,College graduate,No,,,,Somewhat worried,Before that,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Low Density Rural,Rural,Rural,Upscale,67401.0
4440951.0,Kansas,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.811225831508636,Barack Obama,Jim Slattery,Male,White,60-64,Democrat,Moderate,"$50,000-$74,999",High school graduate,,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Low Density Rural,Rural,Rural,Upscale,67401.0
4440885.0,Kansas,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.677524209022522,Barack Obama,Jim Slattery,Female,White,25-29,Something else,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Just today,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Low Density Rural,Rural,Rural,Upscale,67401.0
4440820.0,Kansas,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.600735366344452,Barack Obama,Jim Slattery,Female,White,50-59,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Low Density Rural,Rural,Rural,Upscale,67401.0
4440767.0,Kansas,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.640060842037201,Barack Obama,Jim Slattery,Male,White,50-59,Independent,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Health care,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Low Density Rural,Rural,Rural,Upscale,67401.0
4441032.0,Kansas,38.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.600735366344452,Barack Obama,Jim Slattery,Female,White,30-39,Democrat,,,College graduate,No,,,,Somewhat worried,Before that,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Low Density Rural,Rural,Rural,Upscale,67401.0
