ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSPA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BUSHMCCAIN,EXPER08,GOTV08,HILLPSPRT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4433452.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.883074820041656,Barack Obama,Male,White,18-24,Democrat,Liberal,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Barack Obama,Only Barack Obama,Strongly disapprove,Energy policy,Poor,Somewhat worried,Yes,About right,Shares my values,Not a factor at all,Catholic,Before that,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Democrats for Obama,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4435279.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.857779085636139,Barack Obama,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Barack Obama,Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,None,Before that,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,None,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4435084.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.883074820041656,Barack Obama,Male,White,25-29,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Barack Obama,Neither of them,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,None,Before that,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,None,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4434778.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.818197071552277,Barack Obama,Female,,65-74,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Continue George W. Bush's policies,Omit,"No, I was not contacted",Barack Obama,Only Barack Obama,Somewhat disapprove,Omit,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Catholic,Before that,No one does,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,No college degree,High school graduate or less,,Omit,Omit,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,,,,,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,,,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4434487.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.883074820041656,Barack Obama,Male,White,18-24,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Barack Obama,Only Barack Obama,Strongly approve,Energy policy,Poor,Somewhat worried,Yes,About right,Shares my values,Not a factor at all,None,In the last three days,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,None,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,"Member in household, but not voter",No,None,Yes,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4431859.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01814925670624,Barack Obama,Male,White,65-74,Democrat,Moderate,,Postgraduate study,No,Strongly disapprove,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Another candidate,Both of them,Strongly disapprove,The economy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,,In the last three days,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Democrats for another candidate,,,,,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,,,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4434144.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.752549409866333,Barack Obama,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Shares my values,Not a factor at all,Something else,Before that,"Yes, I do",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,Something else,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4433806.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.857779085636139,Barack Obama,Male,White,30-39,Independent,Moderate,,Postgraduate study,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Barack Obama,Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,,Before that,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Non Democrats,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,,,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4435519.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01417279243469,John McCain,Female,White,18-24,Republican,Conservative,"$200,000 or more",Some college or associate degree,No,Somewhat approve,Continue George W. Bush's policies,Only John McCain,"No, I was not contacted",Barack Obama,Both of them,Somewhat approve,The economy,Not so good,Somewhat worried,Yes,Too liberal,Shares my values,Not a factor at all,Other Christian,In the last three days,No one does,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4435646.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.985121846199036,John McCain,Female,White,45-49,Republican,Conservative,"$150,000-$199,999",Postgraduate study,No,Somewhat approve,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Hillary Clinton,Only John McCain,Somewhat approve,Terrorism,Not so good,Somewhat worried,No,Too liberal,Shares my values,The single most important factor,Protestant,Before that,No one does,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4435848.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16929996013641,John McCain,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Take the country in a different direction,Only John McCain,"Yes, for Barack Obama",Hillary Clinton,Only John McCain,Strongly approve,The economy,Not so good,Very worried,No,Too liberal,Shares my values,One of several important factors,Protestant,Before that,No one does,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,Yes,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4435744.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16929996013641,John McCain,Female,White,65-74,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Hillary Clinton,Only John McCain,Strongly approve,Energy policy,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Mormon/LDS,Before that,No one does,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4435394.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1228723526001,John McCain,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",College graduate,No,Somewhat disapprove,Take the country in a different direction,Only John McCain,"No, I was not contacted",Barack Obama,Only John McCain,Somewhat approve,The economy,Not so good,Somewhat worried,No,Too liberal,Shares my values,One of several important factors,Other Christian,Earlier in October,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4435973.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16929996013641,John McCain,Female,White,75 or over,Republican,Conservative,,College graduate,No,Strongly disapprove,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Another candidate,Only John McCain,Strongly disapprove,The economy,Poor,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Earlier in October,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Non Democrats,,,,,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Protestant/Other Christian,,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4435972.0,Pennsylvania,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16929996013641,John McCain,Female,White,75 or over,Republican,Conservative,,College graduate,No,Strongly disapprove,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Another candidate,Only John McCain,Strongly disapprove,The economy,Poor,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Earlier in October,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Non Democrats,,,,,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Protestant/Other Christian,,Suburbs,Suburbs,5.0,Central and Northern Tier,East,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0
4446012.0,Pennsylvania,44.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.54956901073456,Barack Obama,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Continue George W. Bush's policies,,Omit,,,,The economy,Poor,Very worried,No,,Can bring about needed change,Not a factor at all,,Before that,,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,Omit,Omit,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,11.0,Northeast,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,18229.0
4445853.0,Pennsylvania,44.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.54956901073456,Barack Obama,Female,White,30-39,Republican,Conservative,"$15,000-$29,999",College graduate,No,Somewhat disapprove,Continue George W. Bush's policies,,"Yes, for John McCain",,,,The economy,Not so good,Very worried,No,,Can bring about needed change,Not a factor at all,,Sometime in September,,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,John McCain did,Barack Obama did not,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,,No,Suburbs,Suburbs,11.0,Northeast,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,18229.0
4445467.0,Pennsylvania,44.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.83927619457245,Barack Obama,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,,,Both of them,,,Only Barack Obama,,,,,,About right,,,,,,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,Yes,Suburbs,Suburbs,11.0,Northeast,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,18229.0
4445325.0,Pennsylvania,44.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.54956901073456,Barack Obama,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,,,Neither of them,,,Neither of them,,,,,,About right,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,,,,,No,Suburbs,Suburbs,11.0,Northeast,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,18229.0
4446371.0,Pennsylvania,44.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.92032289505005,Barack Obama,Male,,65-74,Democrat,Liberal,,High school graduate,No,,Continue George W. Bush's policies,,"No, I was not contacted",,,Somewhat disapprove,Health care,Poor,,No,,Can bring about needed change,Not a factor at all,,In the last three days,,,,,,,65+,60+,45+,60+,65+,65+,,,,No college degree,High school graduate or less,,,,John McCain did not,Barack Obama did not,,,,,,,,Disapprove,Not so good/Poor,,Democrat,,,,,Not important,Not a factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,,,Suburbs,Suburbs,11.0,Northeast,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,18229.0
4446239.0,Pennsylvania,44.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.76624667644501,Barack Obama,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",High school graduate,No,,Take the country in a different direction,,"Yes, for both Obama and McCain",,,Somewhat disapprove,The economy,Poor,,No,,Cares about people like me,Not a factor at all,,Just today,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,John McCain did,Barack Obama did,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,,No,Suburbs,Suburbs,11.0,Northeast,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,18229.0
4433743.0,Pennsylvania,44.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.83927619457245,Barack Obama,Female,White,65-74,Democrat,Moderate,"$15,000-$29,999",College graduate,No,,,,,Hillary Clinton,,,,,,,,,,Catholic,Before that,No one does,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,,,,,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,11.0,Northeast,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,18229.0
4445204.0,Pennsylvania,44.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,2.09646368026733,Barack Obama,Male,White,75 or over,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,,Only Barack Obama,,,Only Barack Obama,,,,,,About right,,,,,,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,Yes,Suburbs,Suburbs,11.0,Northeast,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,18229.0
4445573.0,Pennsylvania,44.0,National questionnaire,Version 3,Call 2,Not complete,Election day exit poll,2.79771280288696,John McCain,,White,75 or over,Republican,,,High school graduate,No,,,,,,,,,,,,,,,,,,,,,,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,,Suburbs,Suburbs,11.0,Northeast,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,18229.0
4446131.0,Pennsylvania,44.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,2.51273226737976,John McCain,Male,White,45-49,Republican,Moderate,"$15,000-$29,999",College graduate,No,Somewhat approve,Take the country in a different direction,,"Yes, for both Obama and McCain",,,,Energy policy,Not so good,Somewhat worried,No,,Can bring about needed change,Not a factor at all,,Before that,,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,John McCain did,Barack Obama did,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,11.0,Northeast,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,18229.0
4434064.0,Pennsylvania,44.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,2.58683204650879,John McCain,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",College graduate,No,,,,,Another candidate,,,,,,,,,,Catholic,Before that,No one does,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,11.0,Northeast,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,18229.0
4445712.0,Pennsylvania,44.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,2.98251223564148,John McCain,Male,White,65-74,Independent,Conservative,"$30,000-$49,999",College graduate,No,,,Only John McCain,,,Only John McCain,,,,,,Too liberal,,,,,,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,,,,,No,Suburbs,Suburbs,11.0,Northeast,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,18229.0
4438006.0,Pennsylvania,36.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.42203426361084,Barack Obama,Male,White,18-24,Democrat,Moderate,"$15,000-$29,999",College graduate,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"Yes, for John McCain",Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Something else,Before that,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Yes,"Member in household, but not voter",No,Something else,No,Suburbs,Suburbs,8.0,Philadelphia Suburbs,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,19067.0
