ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSTN08,SENTN08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,HILLPSPRT,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4422130.0,Tennessee,14.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.882004141807556,Barack Obama,Lamar Alexander,Male,White,40-44,Democrat,Liberal,"$100,000-$149,999",College graduate,No,,No,Another candidate,,,,,,,Earlier in October,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Democrats for another candidate,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Very downscale,37166.0
4423923.0,Tennessee,79.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.503384709358215,John McCain,Lamar Alexander,Male,White,18-24,Republican,Conservative,"Under $15,000",Did not complete high school,No,,No,,The economy,Poor,,Yes,Shares my values,Not a factor at all,Sometime in September,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4424096.0,Tennessee,79.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.486322313547134,John McCain,Lamar Alexander,Female,White,25-29,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,,Yes,,The economy,Poor,,No,Has the right experience,Not a factor at all,Sometime last week,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4424272.0,Tennessee,79.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.871273815631866,Barack Obama,Lamar Alexander,Female,Other,50-59,Democrat,Moderate,"$30,000-$49,999",College graduate,No,,Yes,,The economy,Not so good,,No,Can bring about needed change,One of several important factors,Sometime last week,,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,,Democrat,Non black Democrat,All other,All others,Other,All others,Important,Factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4424405.0,Tennessee,79.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.69325590133667,Barack Obama,Robert Tuke,Female,Black,30-39,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,,Yes,,The economy,Not so good,,No,Can bring about needed change,Not a factor at all,Before that,,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4424543.0,Tennessee,79.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.717578530311584,Barack Obama,Robert Tuke,Male,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,,Yes,,The economy,Poor,,No,Can bring about needed change,A minor factor,Just today,,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4424701.0,Tennessee,79.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.486995667219162,John McCain,Lamar Alexander,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,No,,The economy,Not so good,Very worried,No,Has the right experience,One of several important factors,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4424862.0,Tennessee,79.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.486322313547134,John McCain,Lamar Alexander,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Yes,,Terrorism,Good,Not too worried,No,Shares my values,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4424997.0,Tennessee,79.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.697759628295898,Barack Obama,Robert Tuke,Female,White,25-29,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4425119.0,Tennessee,79.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.697759628295898,Barack Obama,Robert Tuke,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,,The economy,Poor,Very worried,Yes,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4425226.0,Tennessee,79.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.503384709358215,John McCain,Lamar Alexander,Male,White,18-24,Republican,Moderate,"$15,000-$29,999",High school graduate,No,,,,,,,,,,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,Yes,,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4425336.0,Tennessee,79.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.675042152404785,Barack Obama,Robert Tuke,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",College graduate,No,,,,,,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,No,,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4425445.0,Tennessee,79.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.486995667219162,John McCain,Lamar Alexander,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",High school graduate,No,,,,,,,,,,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,No,,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4425563.0,Tennessee,79.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.871273815631866,Barack Obama,Lamar Alexander,Female,White,30-39,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,,,,,,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,No,,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4425673.0,Tennessee,79.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.741727471351624,Barack Obama,Robert Tuke,Male,Black,18-24,Independent,Liberal,"$100,000-$149,999",Postgraduate study,No,,,,,,,,,,,,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,Independent/Something else,Black non Democrat,Black Independents,All others,Black,,,,,,,No,,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4425772.0,Tennessee,79.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.69325590133667,Barack Obama,Robert Tuke,Female,Black,40-44,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,,Yes,Barack Obama,,,,,,,Before that,,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4425862.0,Tennessee,79.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.69325590133667,Barack Obama,Robert Tuke,Female,Black,30-39,Democrat,Moderate,"$50,000-$74,999",College graduate,No,,Yes,Barack Obama,,,,,,,Before that,,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4425957.0,Tennessee,79.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.697759628295898,Barack Obama,Robert Tuke,Female,White,18-24,Independent,Conservative,"$30,000-$49,999",High school graduate,No,,Yes,Hillary Clinton,,,,,,,Sometime in September,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,,,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4426060.0,Tennessee,79.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.69325590133667,Barack Obama,Robert Tuke,Female,Black,40-44,Democrat,Conservative,"$50,000-$74,999",Some college or associate degree,No,,Yes,Barack Obama,,,,,,,Before that,,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4426158.0,Tennessee,79.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.722240209579468,Barack Obama,Robert Tuke,Male,White,18-24,Something else,Moderate,"$30,000-$49,999",High school graduate,No,,No,Barack Obama,,,,,,,Before that,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4429162.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.964015066623688,John McCain,Lamar Alexander,Male,White,50-59,Republican,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,Another candidate,The economy,Poor,Omit,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Omit,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4429274.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14231586456299,John McCain,Lamar Alexander,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,Yes,Hillary Clinton,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4429394.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.26266586780548,John McCain,Lamar Alexander,Male,White,60-64,Independent,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Hillary Clinton,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4429524.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.872130751609802,John McCain,Lamar Alexander,Female,White,50-59,Republican,Conservative,"$200,000 or more",Postgraduate study,No,Somewhat disapprove,No,Did not care who won,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4429632.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.872130751609802,John McCain,Lamar Alexander,Female,White,30-39,Something else,Liberal,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Did not care who won,The economy,Not so good,Very worried,No,Shares my values,One of several important factors,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4429767.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.964015066623688,John McCain,Lamar Alexander,Male,White,45-49,Democrat,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat disapprove,Yes,Another candidate,The economy,Not so good,Somewhat worried,Yes,Has the right experience,A minor factor,Sometime last week,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Democrats for another candidate,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4429908.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.964015066623688,John McCain,Lamar Alexander,Male,White,45-49,Independent,Moderate,"Under $15,000",High school graduate,No,Somewhat disapprove,Yes,Hillary Clinton,The economy,Not so good,Very worried,Yes,Has the right experience,One of several important factors,Sometime last week,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4430033.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.817542374134064,John McCain,Robert Tuke,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Another candidate,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Democrats for another candidate,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4430171.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.967958331108093,Barack Obama,Robert Tuke,Male,White,50-59,Independent,,,High school graduate,No,,,,,,Very worried,,Cares about people like me,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4430392.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.967958331108093,Barack Obama,Robert Tuke,Male,White,40-44,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,Hillary Clinton,The economy,Not so good,Very worried,No,Cares about people like me,One of several important factors,Sometime last week,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4430607.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14698839187622,Barack Obama,Robert Tuke,Female,White,60-64,Independent,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,Barack Obama,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4430761.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.26783072948456,Barack Obama,Robert Tuke,Male,White,65-74,Democrat,Conservative,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,One of several important factors,Earlier in October,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4430762.0,Tennessee,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.26783072948456,Barack Obama,Robert Tuke,Male,White,65-74,Democrat,Conservative,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,One of several important factors,Earlier in October,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37160.0
4435057.0,Tennessee,29.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.342346042394638,Barack Obama,Did not vote,Female,White,50-59,,,"$30,000-$49,999",Some college or associate degree,No,,Yes,Hillary Clinton,,,,,,,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,White,White born again,,,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,South,Low Density Rural,Rural,Rural,Downscale,37748.0
