ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNV08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,SPANISHQ,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
4428788.0,Nevada,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.518460273742676,John McCain,Female,White,40-44,Republican,Conservative,"$200,000 or more",College graduate,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,Terrorism,Not so good,Not too worried,No,Has the right experience,Not a factor at all,Catholic,English,Before that,Only Barack Obama,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,3.0,Rural Counties,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
4430826.0,Nevada,65.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.308379322290421,John McCain,Female,White,45-49,Democrat,Liberal,"$200,000 or more",Did not complete high school,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for Barack Obama",Only John McCain,Somewhat approve,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Other Christian,English,In the last three days,Only Barack Obama,"Yes, someone else does",Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,2.0,Clark County,West,Low Density Rural,Rural,Rural,Downscale
4440525.0,Nevada,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.640500485897064,John McCain,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,No,Take the country in a different direction,Both of them,"No, I was not contacted",Only Barack Obama,Somewhat approve,Energy policy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Mormon/LDS,English,Before that,Both of them,No one does,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,Rural Counties,West,Suburb,Urban,Urban Core,Very upscale
4430733.0,Nevada,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.559216797351837,John McCain,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Both of them,Strongly approve,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Mormon/LDS,English,Before that,Both of them,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,3.0,Rural Counties,West,Suburb,80s Suburbs,Urban Perimeter,Very downscale
4428357.0,Nevada,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.661850452423096,John McCain,Male,White,40-44,Democrat,Conservative,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,"Yes, for Barack Obama",Both of them,Somewhat approve,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,English,Sometime last week,Both of them,"Yes, I do",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Yes,I am,Yes,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities over 500,000","Cities over 50,000",3.0,Rural Counties,West,High Density Urban,Urban,Urban Core,Very downscale
4430629.0,Nevada,44.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.673069298267365,John McCain,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Both of them,Somewhat approve,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Mormon/LDS,English,In the last three days,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,3.0,Rural Counties,West,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
4430584.0,Nevada,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.824166536331177,John McCain,Female,Asian,18-24,Republican,Conservative,"$100,000-$149,999",High school graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Strongly approve,The economy,Not so good,Not too worried,Yes,Shares my values,Not a factor at all,Catholic,English,Before that,Neither of them,No one does,Approve,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,All others,Asian,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Non-white,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",1.0,Rural Counties,West,High Density Urban,Urban,Urban Core,Very upscale
4430565.0,Nevada,84.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.576082468032837,John McCain,Male,White,65-74,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,Omit,Only John McCain,Strongly approve,The economy,Not so good,Somewhat worried,No,Has the right experience,One of several important factors,Protestant,English,Sometime in September,Omit,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Omit,Omit,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Omit,Omit,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",2.0,Washoe County,West,Low Density Rural,Urban,Urban Core,Very upscale
4428231.0,Nevada,41.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.89781779050827,John McCain,Male,White,60-64,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Only John McCain,Somewhat disapprove,Terrorism,Not so good,Not too worried,No,Has the right experience,One of several important factors,None,English,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,None,No,All others,All others,All others,Suburbs,Suburbs,3.0,Rural Counties,West,Suburb,80s Suburbs,Urban Perimeter,Very downscale
4430407.0,Nevada,84.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.527162253856659,John McCain,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,Terrorism,Not so good,Not at all worried,No,Shares my values,The single most important factor,Other Christian,English,Before that,Only Barack Obama,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",2.0,Washoe County,West,Low Density Rural,Urban,Urban Core,Very upscale
4428717.0,Nevada,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.661850452423096,John McCain,Male,White,50-59,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,Strongly approve,No,Take the country in a different direction,Only John McCain,"Yes, for Barack Obama",Only John McCain,Strongly approve,Terrorism,Not so good,Very worried,No,Has the right experience,Not a factor at all,Mormon/LDS,English,Before that,Both of them,"Yes, someone else does",Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities over 500,000","Cities over 50,000",3.0,Rural Counties,West,High Density Urban,Urban,Urban Core,Very downscale
4428520.0,Nevada,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.633131623268127,John McCain,Male,White,40-44,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Both of them,Somewhat disapprove,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Other Christian,English,Sometime in September,Neither of them,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,3.0,Rural Counties,West,Low Density Rural,80s Suburbs,Urban Perimeter,Very downscale
4446883.0,Nevada,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.550049304962158,John McCain,Female,White,50-59,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Only John McCain,Somewhat approve,Terrorism,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Catholic,English,Before that,Neither of them,No one does,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Catholic,No,White Born-again/Evangelical Christians,All others,All others,"Cities over 500,000","Cities over 50,000",3.0,Rural Counties,West,High Density Urban,Urban,Urban Core,Very upscale
4428011.0,Nevada,89.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.505617618560791,John McCain,Female,White,30-39,Republican,,,Some college or associate degree,No,Strongly approve,Yes,Take the country in a different direction,Both of them,"Yes, for John McCain",Only John McCain,Somewhat approve,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Other Christian,English,Before that,Only Barack Obama,"Yes, someone else does",Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did not,,,,,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,2.0,Washoe County,West,Suburb,80s Suburbs,Urban Perimeter,Very downscale
4428467.0,Nevada,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.738897800445557,John McCain,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,Omit,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat approve,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Catholic,English,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,2.0,Clark County,West,Extremely Low Density Rural,Rural,Rural,Very downscale
4428462.0,Nevada,44.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.796598494052887,John McCain,Male,White,18-24,Republican,Conservative,,College graduate,No,,No,,,,,,,,Very worried,,Has the right experience,,,English,Before that,,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,,,All others,,,Suburbs,Suburbs,3.0,Rural Counties,West,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
4430275.0,Nevada,84.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.494625955820084,John McCain,Female,Asian,45-49,Republican,Moderate,"$15,000-$29,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat disapprove,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Catholic,English,Before that,Omit,No one does,Approve,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,Asian,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,No,No,No,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Washoe County,West,Low Density Rural,Urban,Urban Core,Very upscale
4428440.0,Nevada,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.405669361352921,John McCain,Female,White,40-44,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Strongly approve,Yes,Continue George W. Bush's policies,Only John McCain,"Yes, for both Obama and McCain",Both of them,Somewhat approve,Energy policy,Not so good,Not too worried,No,Shares my values,A minor factor,Other Christian,English,Before that,Both of them,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,2.0,Clark County,West,Low Density Rural,Rural,Rural,Very downscale
4430379.0,Nevada,65.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.364976525306702,John McCain,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",,No,Strongly approve,Yes,Continue George W. Bush's policies,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Strongly approve,Omit,Not so good,Not too worried,No,Shares my values,One of several important factors,Other Christian,English,Sometime in September,Neither of them,No one does,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,2.0,Clark County,West,Low Density Rural,Rural,Rural,Downscale
4430250.0,Nevada,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.684755265712738,John McCain,Female,White,45-49,Republican,Moderate,"$200,000 or more",College graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Somewhat approve,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Jewish,English,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Jewish,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Jewish,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",1.0,Rural Counties,West,High Density Urban,Urban,Urban Core,Very upscale
4428403.0,Nevada,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.613613843917847,John McCain,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Other Christian,English,Before that,Neither of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,3.0,Rural Counties,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
4430213.0,Nevada,65.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.308379322290421,John McCain,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Strongly approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Strongly approve,The economy,Poor,Very worried,No,Has the right experience,One of several important factors,Other Christian,English,Sometime in September,Both of them,"Yes, someone else does",Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,2.0,Clark County,West,Low Density Rural,Rural,Rural,Downscale
4430200.0,Nevada,48.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.661850452423096,John McCain,Male,Hispanic/Latino,50-59,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,Yes,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,The economy,Good,Somewhat worried,No,Shares my values,Not a factor at all,Other Christian,English,Before that,Only Barack Obama,No one does,Approve,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,All others,White,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Non-white,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",3.0,Rural Counties,West,High Density Urban,Urban,Urban Core,Upscale
