ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSLA08,SENLA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,HURRICANE,ISSUE08,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,HURRICANE2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4468124.0, Louisiana,59.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.604218065738678,Barack Obama,John Kennedy,Male,White,50-59,Something else,Conservative,"$100,000-$149,999",High school graduate,No,Strongly disapprove,No,No severe hardship,The economy,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No severe hardship,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4438083.0, Louisiana,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.968553781509399,John McCain,John Kennedy,Female,White,25-29,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,No severe hardship,The economy,Very worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No severe hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4437910.0, Louisiana,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13014602661133,John McCain,John Kennedy,Male,White,30-39,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Strongly approve,Yes,A severe hardship and you have not recovered,The war in Iraq,Very worried,No,Can bring about needed change,The single most important factor,Other Christian,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4408694.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.968553781509399,John McCain,John Kennedy,Female,White,25-29,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat disapprove,No,No severe hardship,The economy,Somewhat worried,No,Shares my values,Not a factor at all,None,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,All others,All others,All others,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4408692.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.968553781509399,John McCain,John Kennedy,Female,White,25-29,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat disapprove,No,No severe hardship,The economy,Somewhat worried,No,Shares my values,Not a factor at all,None,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,All others,All others,All others,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4437788.0, Louisiana,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.51131331920624,John McCain,John Kennedy,Male,White,75 or over,Republican,Conservative,"$15,000-$29,999",College graduate,No,Strongly approve,No,No severe hardship,The economy,Very worried,No,Has the right experience,Not a factor at all,Other Christian,Sometime in September,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4437667.0, Louisiana,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13014602661133,John McCain,John Kennedy,Male,White,40-44,Republican,Conservative,"$15,000-$29,999",College graduate,No,Somewhat approve,Yes,No severe hardship,The economy,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4408419.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.957338869571686,John McCain,John Kennedy,Female,White,30-39,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat approve,Yes,A severe hardship but you have recovered,The economy,Somewhat worried,No,Has the right experience,Not a factor at all,Other Christian,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A severe hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4437532.0, Louisiana,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.968553781509399,John McCain,John Kennedy,Female,White,25-29,Independent,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat approve,Yes,A severe hardship and you have not recovered,Terrorism,Somewhat worried,No,Can bring about needed change,Not a factor at all,Other Christian,Sometime in September,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,A severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4408332.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13014602661133,John McCain,John Kennedy,Male,Hispanic/Latino,50-59,Republican,Moderate,"$30,000-$49,999",Did not complete high school,Yes,Somewhat disapprove,No,A severe hardship but you have recovered,The economy,Not too worried,Yes,Shares my values,A minor factor,Mormon/LDS,Sometime last week,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,A severe hardship,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Republican,Non black non Democrat,All Republicans,All others,White,All others,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Non-white,No,All others,All others,All others,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4437421.0, Louisiana,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.957338869571686,John McCain,John Kennedy,Female,White,30-39,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,A severe hardship but you have recovered,The economy,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A severe hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4408218.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.51131331920624,John McCain,John Kennedy,Male,White,60-64,Something else,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Yes,A severe hardship but you have recovered,Energy policy,Very worried,No,Shares my values,Not a factor at all,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,A severe hardship,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,White Born-again/Evangelical Christians,All others,All others,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4408130.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.28022301197052,John McCain,John Kennedy,Female,White,60-64,Democrat,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Yes,A severe hardship but you have recovered,The war in Iraq,Very worried,No,Shares my values,The single most important factor,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,A severe hardship,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,White Born-again/Evangelical Christians,All others,All others,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4408040.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.957338869571686,John McCain,John Kennedy,Female,White,50-59,Something else,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,No severe hardship,The economy,Very worried,No,Has the right experience,Not a factor at all,Other Christian,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No severe hardship,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4407956.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.968553781509399,John McCain,John Kennedy,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,A severe hardship but you have recovered,The economy,Very worried,No,Shares my values,The single most important factor,Other Christian,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,A severe hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4407871.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13014602661133,John McCain,John Kennedy,Male,White,30-39,Democrat,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,Yes,A severe hardship and you have not recovered,The economy,Very worried,No,Has the right experience,Not a factor at all,Protestant,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A severe hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4407767.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.51131331920624,John McCain,John Kennedy,Male,White,60-64,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,A severe hardship but you have recovered,The economy,Very worried,No,Omit,Not a factor at all,Other Christian,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,A severe hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4407669.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.968553781509399,John McCain,John Kennedy,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,No severe hardship,The economy,Somewhat worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4407508.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.957338869571686,John McCain,John Kennedy,Female,Other,30-39,Something else,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,A severe hardship but you have recovered,The economy,Very worried,No,Has the right experience,One of several important factors,Catholic,Sometime in September,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,A severe hardship,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,American Indian,All others,Important,Factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Non-white,No,All others,All others,All others,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4407403.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14338529109955,John McCain,John Kennedy,Male,White,25-29,Independent,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,A severe hardship but you have recovered,The economy,Very worried,No,Has the right experience,A minor factor,Something else,Sometime in September,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,A severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,Something else,Sometime last week or earlier,Sometime in September,In the last month or before that,Something else,No,White Born-again/Evangelical Christians,All others,All others,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4408541.0, Louisiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.968553781509399,John McCain,John Kennedy,Female,White,25-29,Independent,,"$30,000-$49,999",College graduate,No,Somewhat approve,Yes,No severe hardship,The economy,Somewhat worried,Yes,Shares my values,Not a factor at all,Catholic,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,White Born-again/Evangelical Christians,All others,All others,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4437308.0, Louisiana,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.968553781509399,John McCain,John Kennedy,Female,White,18-24,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly approve,Yes,No severe hardship,Terrorism,Not too worried,Yes,Can bring about needed change,Not a factor at all,Other Christian,Just today,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4469224.0, Louisiana,59.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.957338869571686,John McCain,John Kennedy,Female,White,30-39,Republican,Liberal,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,A severe hardship and you have not recovered,The economy,Very worried,No,Can bring about needed change,A minor factor,Protestant,Sometime in September,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A severe hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4469170.0, Louisiana,59.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.957338869571686,John McCain,John Kennedy,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Strongly approve,Yes,No severe hardship,Terrorism,Very worried,No,Has the right experience,A minor factor,Protestant,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4469050.0, Louisiana,59.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.968553781509399,John McCain,John Kennedy,Female,White,18-24,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,No severe hardship,Omit,Very worried,Yes,Shares my values,Not a factor at all,Other Christian,Sometime last week,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No severe hardship,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4468970.0, Louisiana,59.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.968553781509399,John McCain,John Kennedy,Female,White,25-29,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,A severe hardship and you have not recovered,The economy,Very worried,No,Can bring about needed change,The single most important factor,Other Christian,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,A severe hardship,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4437159.0, Louisiana,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.968553781509399,John McCain,John Kennedy,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Strongly approve,Yes,No severe hardship,The economy,Somewhat worried,No,Has the right experience,One of several important factors,Other Christian,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
4468882.0, Louisiana,59.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.957338869571686,John McCain,John Kennedy,Female,White,40-44,Independent,Moderate,"$75,000-$99,999",High school graduate,No,Somewhat disapprove,Yes,No severe hardship,The economy,Very worried,No,Has the right experience,Omit,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Omit,Omit,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,6.0,Protestant North,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
