ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSUT08,GOVUT08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ISSUE08,NECWORRY,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4448175.0, Utah,11.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.830952107906342,John McCain,Jon Huntsman,Female,White,40-44,Something else,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,The economy,Very worried,Other Christian,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,2.0,East/Ogden Area,West,Extremely Low Density Rural,Rural,Rural,Downscale,84523.0
4448157.0, Utah,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.905755519866943,John McCain,Jon Huntsman,Male,White,40-44,Something else,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,,Earlier in October,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,No,Suburbs,Suburbs,1.0,East/Ogden Area,West,Suburb,70s Suburbs,Urban Perimeter,Upscale,84405.0
4449072.0, Utah,51.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.959733068943024,John McCain,Jon Huntsman,Female,White,45-49,Independent,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,The economy,Very worried,Mormon/LDS,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,West/Provo Area,West,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,84663.0
4448143.0, Utah,48.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.832478702068329,John McCain,Jon Huntsman,Female,White,25-29,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,The economy,Somewhat worried,Mormon/LDS,Earlier in October,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,Yes,"Cities 50,000-500,000","Cities over 50,000",3.0,West/Provo Area,West,Suburb,Urban,Urban Core,Very downscale,84601.0
4448135.0, Utah,11.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.830952107906342,John McCain,Jon Huntsman,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",,No,Somewhat approve,The economy,Somewhat worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,,Rural,Small Cities/Rural,2.0,East/Ogden Area,West,Extremely Low Density Rural,Rural,Rural,Downscale,84523.0
4448126.0, Utah,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.803629577159882,John McCain,Jon Huntsman,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",College graduate,No,Somewhat approve,The economy,Somewhat worried,Mormon/LDS,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,2.0,Salt Lake County,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84092.0
4448119.0, Utah,48.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.907419562339783,John McCain,Jon Huntsman,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,The economy,Very worried,Mormon/LDS,Sometime in September,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,Yes,"Cities 50,000-500,000","Cities over 50,000",3.0,West/Provo Area,West,Suburb,Urban,Urban Core,Very downscale,84601.0
4448104.0, Utah,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.702063262462616,John McCain,Jon Huntsman,Female,Hispanic/Latino,18-24,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,Yes,Strongly approve,The economy,Very worried,None,Sometime in September,Approve,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,,None,Sometime last week or earlier,Sometime in September,In the last month or before that,Non-white,No,Suburbs,Suburbs,1.0,East/Ogden Area,West,Suburb,70s Suburbs,Urban Perimeter,Upscale,84405.0
4471259.0, Utah,50.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.31444013118744,John McCain,Jon Huntsman,Female,White,18-24,Independent,,,High school graduate,No,,,Very worried,,In the last three days,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,Suburbs,Suburbs,3.0,West/Provo Area,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,84660.0
4448086.0, Utah,11.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.830952107906342,John McCain,Jon Huntsman,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,The economy,Very worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,Rural,Small Cities/Rural,2.0,East/Ogden Area,West,Extremely Low Density Rural,Rural,Rural,Downscale,84523.0
4449183.0, Utah,18.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.794224441051483,John McCain,Jon Huntsman,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,The economy,Somewhat worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
4448074.0, Utah,48.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.832478702068329,John McCain,Jon Huntsman,Female,White,25-29,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,The economy,Very worried,Mormon/LDS,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",3.0,West/Provo Area,West,Suburb,Urban,Urban Core,Very downscale,84601.0
4447913.0, Utah,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.880150258541107,John McCain,Jon Huntsman,Male,White,40-44,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,The economy,Very worried,Mormon/LDS,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,2.0,Salt Lake County,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84092.0
4471221.0, Utah,50.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.31444013118744,John McCain,Jon Huntsman,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,The economy,Somewhat worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,Suburbs,Suburbs,3.0,West/Provo Area,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,84660.0
4449158.0, Utah,18.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.794224441051483,John McCain,Jon Huntsman,Female,White,30-39,Republican,Conservative,"$100,000-$149,999",College graduate,No,Strongly approve,The economy,Very worried,Mormon/LDS,Earlier in October,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
4448029.0, Utah,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.880150258541107,John McCain,Jon Huntsman,Male,White,50-59,Independent,Conservative,"$200,000 or more",College graduate,No,Somewhat approve,Terrorism,Not too worried,None,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,2.0,Salt Lake County,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84092.0
4448027.0, Utah,48.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.5959095954895,John McCain,Jon Huntsman,Female,White,65-74,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat approve,The war in Iraq,Very worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",3.0,West/Provo Area,West,Suburb,Urban,Urban Core,Very downscale,84601.0
4448938.0, Utah,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.737260401248932,John McCain,Jon Huntsman,Female,White,18-24,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,The economy,Very worried,Mormon/LDS,Sometime in September,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,2.0,Salt Lake County,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84092.0
4471171.0, Utah,50.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.31444013118744,John McCain,Jon Huntsman,Female,White,18-24,Independent,,,High school graduate,No,,,Very worried,,In the last three days,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,Suburbs,Suburbs,3.0,West/Provo Area,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,84660.0
4449098.0, Utah,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.827008724212646,John McCain,Jon Huntsman,Male,White,25-29,Republican,Conservative,"$75,000-$99,999",College graduate,No,Strongly disapprove,The economy,Very worried,Mormon/LDS,Just today,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,East/Ogden Area,West,Suburb,70s Suburbs,Urban Perimeter,Upscale,84405.0
4447989.0, Utah,48.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.832478702068329,John McCain,Jon Huntsman,Female,White,18-24,Republican,Conservative,"Under $15,000",College graduate,No,Somewhat approve,The economy,Somewhat worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",3.0,West/Provo Area,West,Suburb,Urban,Urban Core,Very downscale,84601.0
4447985.0, Utah,11.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.830952107906342,John McCain,Jon Huntsman,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,The economy,Very worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,2.0,East/Ogden Area,West,Extremely Low Density Rural,Rural,Rural,Downscale,84523.0
4447975.0, Utah,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.807461500167847,John McCain,Jon Huntsman,Female,White,50-59,Republican,Conservative,"$150,000-$199,999",Some college or associate degree,No,Somewhat disapprove,The economy,Very worried,Mormon/LDS,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,2.0,Salt Lake County,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84092.0
4471132.0, Utah,50.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.56919419765472,John McCain,Jon Huntsman,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,The economy,Very worried,Mormon/LDS,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,West/Provo Area,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,84660.0
4449070.0, Utah,18.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.725174188613892,John McCain,Jon Huntsman,Female,White,18-24,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,The economy,Somewhat worried,Mormon/LDS,Earlier in October,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
4447961.0, Utah,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.819178223609924,John McCain,Jon Huntsman,Female,White,18-24,Republican,Moderate,"$30,000-$49,999",Postgraduate study,No,Somewhat disapprove,The economy,Somewhat worried,Mormon/LDS,Sometime last week,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,Suburbs,Suburbs,2.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,84117.0
4447954.0, Utah,48.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.993823051452637,John McCain,Jon Huntsman,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,The economy,Very worried,Mormon/LDS,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,"Cities 50,000-500,000","Cities over 50,000",3.0,West/Provo Area,West,Suburb,Urban,Urban Core,Very downscale,84601.0
4449049.0, Utah,18.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.794224441051483,John McCain,Jon Huntsman,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,Strongly approve,Terrorism,Somewhat worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
4471093.0, Utah,50.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.43959963321686,John McCain,Jon Huntsman,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,The economy,Very worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,Suburbs,Suburbs,3.0,West/Provo Area,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,84660.0
4449021.0, Utah,51.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.67990481853485,John McCain,Jon Huntsman,Female,White,65-74,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Terrorism,Very worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,West/Provo Area,West,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,84663.0
4447917.0, Utah,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.977944731712341,John McCain,Jon Huntsman,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,The economy,Very worried,Mormon/LDS,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,Suburbs,Suburbs,2.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,84117.0
4447911.0, Utah,48.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.993823051452637,John McCain,Jon Huntsman,Male,White,50-59,Republican,Moderate,,Postgraduate study,No,Omit,Omit,Omit,Mormon/LDS,Omit,Omit,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Omit,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Omit,Omit,Omit,Protestant/Other Christian,,"Cities 50,000-500,000","Cities over 50,000",3.0,West/Provo Area,West,Suburb,Urban,Urban Core,Very downscale,84601.0
4449001.0, Utah,18.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.51534831523895,John McCain,Jon Huntsman,Male,White,65-74,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Health care,Somewhat worried,Mormon/LDS,Sometime in September,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
4471044.0, Utah,50.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.31444013118744,John McCain,Jon Huntsman,Female,White,18-24,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Health care,Somewhat worried,Mormon/LDS,Earlier in October,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,Yes,Suburbs,Suburbs,3.0,West/Provo Area,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,84660.0
4447867.0, Utah,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.803629577159882,John McCain,Jon Huntsman,Male,White,18-24,Republican,Conservative,"$200,000 or more",Some college or associate degree,No,Somewhat disapprove,The economy,Very worried,Mormon/LDS,Earlier in October,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,2.0,Salt Lake County,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84092.0
