ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWI08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4443399.0,Wisconsin,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.725114703178406,Barack Obama,Female,Black,50-59,Democrat,Liberal,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,Energy policy,Not so good,Very worried,No,Can bring about needed change,A minor factor,None,Sometime in September,Only John McCain,No one does,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Factor,None,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Non-white,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",4.0,Milwaukee,Midwest,High Density Urban,Urban,Urban Core,Very downscale,53208.0
4443395.0,Wisconsin,12.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.22594034671783,Barack Obama,Male,White,75 or over,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,,Continue George W. Bush's policies,Only Barack Obama,Omit,Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Omit,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Catholic,Yes,All others,All others,,Rural,Small Cities/Rural,2.0,South,Midwest,Low Density Rural,Rural,Rural,Upscale,53555.0
4443381.0,Wisconsin,39.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.769119024276733,Barack Obama,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Protestant,Sometime in September,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,7.0,Northwest,Midwest,Low Density Rural,Rural,Rural,Upscale,54403.0
4443353.0,Wisconsin,52.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11350297927856,Barack Obama,Male,White,30-39,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The war in Iraq,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Only John McCain,"Yes, I do",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,"Cities over 500,000","Cities over 50,000",4.0,Milwaukee,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,53202.0
4443339.0,Wisconsin,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.819128036499023,Barack Obama,Male,Hispanic/Latino,50-59,Democrat,Liberal,"$50,000-$74,999",College graduate,Yes,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,No,Shares my values,A minor factor,Catholic,Before that,Only John McCain,No one does,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Non-white,No,All others,All others,All others,Rural,Small Cities/Rural,7.0,Northwest,Midwest,Low Density Rural,Rural,Rural,Downscale,54501.0
4443337.0,Wisconsin,57.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.983594238758087,Barack Obama,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Not too worried,No,Can bring about needed change,Not a factor at all,None,Sometime in September,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Milwaukee,Midwest,High Density Urban,Urban,Urban Core,Downscale,53214.0
4443331.0,Wisconsin,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.906494975090027,Barack Obama,Female,White,40-44,Independent,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,2.0,South,Midwest,Low Density Rural,Rural,Rural,Downscale,53583.0
4443311.0,Wisconsin,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.22594034671783,Barack Obama,Male,White,65-74,Something else,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Something else,Sometime in September,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Something else,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Midwest,Low Density Rural,Rural,Rural,Downscale,53818.0
4443305.0,Wisconsin,31.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.735650539398193,Barack Obama,Female,Hispanic/Latino,30-39,Democrat,Moderate,,High school graduate,Yes,Omit,Yes,Omit,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Somewhat approve,Energy policy,Excellent,Not too worried,No,Can bring about needed change,Omit,,Just today,Omit,,Omit,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,,,,,John McCain is not,Barack Obama is,Approve,Excellent/Good,Not worried,Democrat,Non black Democrat,Latino Democrats,All others,Black,All others,Omit,Omit,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Omit,Omit,,,,Non-white,,All others,All others,,Suburbs,Suburbs,1.0,South,Midwest,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,53140.0
4443299.0,Wisconsin,18.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.527310252189636,Barack Obama,Female,Hispanic/Latino,45-49,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Catholic,Before that,Both of them,No one does,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Non-white,No,All others,All others,All others,Suburbs,Suburbs,2.0,South,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,53562.0
4444560.0,Wisconsin,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.81482207775116,Barack Obama,Female,Black,18-24,Democrat,,"Under $15,000",Did not complete high school,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,Yes,Cares about people like me,Not a factor at all,None,Before that,Neither of them,No one does,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Non-white,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",4.0,Milwaukee,Midwest,High Density Urban,Urban,Urban Core,Very downscale,53208.0
4443277.0,Wisconsin,12.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.906494975090027,Barack Obama,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,2.0,South,Midwest,Low Density Rural,Rural,Rural,Upscale,53555.0
4443271.0,Wisconsin,82.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.746502578258514,Barack Obama,Female,White,50-59,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,None,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,None,Yes,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,Milwaukee Vicinity,Midwest,Suburb,Urban,Urban Core,Downscale,53081.0
4443256.0,Wisconsin,3.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.300609081983566,Barack Obama,Female,White,40-44,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Shares my values,One of several important factors,Protestant,Earlier in October,Only Barack Obama,"Yes, I do",Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did,Yes,I am,Yes,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,Northeast,Midwest,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,54301.0
4443244.0,Wisconsin,22.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.819128036499023,Barack Obama,Male,White,40-44,Democrat,Conservative,"$15,000-$29,999",Did not complete high school,No,Somewhat disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Both of them,Somewhat disapprove,Omit,Poor,Very worried,No,Shares my values,A minor factor,None,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,None,Yes,All others,All others,All others,Suburbs,Suburbs,7.0,Northwest,Midwest,Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,54880.0
4443219.0,Wisconsin,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01864182949066,Barack Obama,Female,White,18-24,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Neither of them,"Yes, for both Obama and McCain",Only Barack Obama,Somewhat disapprove,Energy policy,Poor,Omit,Yes,Can bring about needed change,A minor factor,Other Christian,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Omit,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Midwest,Low Density Rural,Rural,Rural,Downscale,53818.0
4443217.0,Wisconsin,21.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.709177434444427,Barack Obama,Female,White,45-49,Something else,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Very worried,No,Cares about people like me,One of several important factors,Something else,Before that,Only John McCain,"Yes, I do",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Something else,Yes,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,Milwaukee Vicinity,Midwest,Low Density Rural,Rural,Rural,Downscale,53916.0
4443213.0,Wisconsin,18.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.669594526290894,Barack Obama,Female,White,60-64,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Something else,Before that,Only John McCain,"Yes, I do",Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Something else,No,All others,All others,All others,Suburbs,Suburbs,2.0,South,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,53562.0
4443206.0,Wisconsin,78.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.921603262424469,Barack Obama,Female,White,40-44,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Protestant,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,1.0,South,Midwest,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,53563.0
4443202.0,Wisconsin,90.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.709177434444427,Barack Obama,Female,White,50-59,Democrat,Liberal,,College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,5.0,Milwaukee Vicinity,Midwest,Suburb,60s Suburbs,Urban Perimeter,Very upscale,53122.0
4443191.0,Wisconsin,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.22594034671783,Barack Obama,Male,White,65-74,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Both of them,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,Yes,White Born-again/Evangelical Christians,All others,All others,Suburbs,Suburbs,2.0,South,Midwest,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
4443190.0,Wisconsin,93.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.755289018154144,Barack Obama,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Only John McCain,"Yes, I do",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Catholic,No,All others,All others,All others,Suburbs,Suburbs,1.0,Milwaukee Vicinity,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,53150.0
4443189.0,Wisconsin,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.81482207775116,Barack Obama,Female,Black,18-24,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,Yes,Can bring about needed change,One of several important factors,Other Christian,Before that,Both of them,No one does,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Non-white,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",4.0,Milwaukee,Midwest,High Density Urban,Urban,Urban Core,Very downscale,53208.0
