ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWY08,SENWY08,SEN2WY08,HSEWY08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4446523.0,Wyoming,36.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.88748836517334,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,18-24,Republican,,,High school graduate,No,,,,Very worried,Before that,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82601.0
4448833.0,Wyoming,46.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.15499663352966,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,The economy,Very worried,Sometime last week,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82214.0
4446498.0,Wyoming,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.985677361488342,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,45-49,Republican,Moderate,,High school graduate,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82523.0
4446481.0,Wyoming,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.00210535526276,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,Asian,40-44,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Asian,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82401.0
4448802.0,Wyoming,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.33784663677216,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,65-74,Republican,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,The economy,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very upscale,82604.0
4446093.0,Wyoming,15.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.30709385871887,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Strongly approve,No,Terrorism,Somewhat worried,In the last three days,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82637.0
4446462.0,Wyoming,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11773860454559,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,30-39,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat approve,No,Energy policy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very upscale,83001.0
4448750.0,Wyoming,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.918091416358948,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,25-29,Republican,Conservative,"$15,000-$29,999",College graduate,No,Strongly approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very upscale,82604.0
4446408.0,Wyoming,36.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.991437673568726,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Strongly approve,Yes,Energy policy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82601.0
4446406.0,Wyoming,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.575314164161682,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",High school graduate,No,Somewhat approve,No,The economy,Somewhat worried,Earlier in October,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very upscale,82839.0
4446366.0,Wyoming,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.969779312610626,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",College graduate,No,Strongly approve,Yes,The war in Iraq,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very upscale,83001.0
4448685.0,Wyoming,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.918091416358948,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,18-24,Republican,,"Under $15,000",Some college or associate degree,No,Strongly approve,Yes,The war in Iraq,Very worried,Sometime in September,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very upscale,82604.0
4446329.0,Wyoming,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.28573787212372,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,65-74,Independent,Moderate,,High school graduate,,Omit,Yes,The economy,Somewhat worried,Before that,Omit,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82523.0
4448661.0,Wyoming,46.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03389859199524,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,18-24,Republican,Moderate,"$150,000-$199,999",Did not complete high school,No,Somewhat disapprove,No,Health care,Not at all worried,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82214.0
4446283.0,Wyoming,36.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.991437673568726,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,30-39,Republican,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly approve,No,Terrorism,Very worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82601.0
4445917.0,Wyoming,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13606226444244,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,30-39,Something else,Conservative,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82523.0
4446253.0,Wyoming,4.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.88748836517334,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,18-24,Something else,Conservative,"Under $15,000",Some college or associate degree,No,Somewhat approve,Yes,Terrorism,Not too worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82072.0
4446243.0,Wyoming,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.15499663352966,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,50-59,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,No,Health care,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82401.0
4447171.0,Wyoming,15.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.17004895210266,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,18-24,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,,No,,,Before that,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82637.0
4446225.0,Wyoming,15.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.30709385871887,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,Strongly approve,No,Terrorism,Somewhat worried,Sometime in September,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82637.0
4446203.0,Wyoming,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13606226444244,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82523.0
4448531.0,Wyoming,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.33784663677216,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,60-64,Republican,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat approve,No,The war in Iraq,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very upscale,82604.0
4448023.0,Wyoming,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.05816471576691,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,25-29,Republican,Conservative,"$75,000-$99,999",High school graduate,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very upscale,82604.0
4448513.0,Wyoming,46.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.50660133361816,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,65-74,Independent,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat approve,No,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82214.0
4446171.0,Wyoming,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.969779312610626,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,40-44,Republican,Moderate,"$150,000-$199,999",College graduate,,Somewhat disapprove,Yes,The economy,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very upscale,83001.0
4446166.0,Wyoming,4.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.29325175285339,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,60-64,Republican,Conservative,"$75,000-$99,999",College graduate,,Somewhat approve,Yes,The war in Iraq,Somewhat worried,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82072.0
4446143.0,Wyoming,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.985677361488342,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,40-44,Republican,Conservative,,High school graduate,No,Somewhat disapprove,No,The economy,Somewhat worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82523.0
4447053.0,Wyoming,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.28573787212372,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",College graduate,No,Somewhat disapprove,Yes,Energy policy,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82523.0
4447050.0,Wyoming,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1637659072876,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,65-74,Republican,Conservative,"$75,000-$99,999",,No,Somewhat approve,No,Energy policy,Somewhat worried,Sometime in September,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82601.0
4445736.0,Wyoming,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.50660133361816,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,75 or over,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Strongly approve,Yes,Omit,Very worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82401.0
4446088.0,Wyoming,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.985677361488342,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,50-59,Republican,Conservative,"$150,000-$199,999",College graduate,No,Somewhat approve,No,Energy policy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82523.0
4446081.0,Wyoming,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.969779312610626,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,40-44,Independent,Moderate,"$200,000 or more",College graduate,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very upscale,83001.0
4449280.0,Wyoming,57.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.52147269248962,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,65-74,Republican,,,Some college or associate degree,No,,,,Somewhat worried,Earlier in October,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82931.0
4446065.0,Wyoming,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.49056327342987,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,75 or over,Republican,Moderate,,High school graduate,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82070.0
4447000.0,Wyoming,22.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.55855321884155,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,60-64,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,No,The economy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82501.0
