ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNM08,SENNM08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,IMMDEPORT,HILLPSPRT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,SPANISHQ,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4445624.0, New Mexico,76.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.433768659830093,Barack Obama,Tom Udall,Male,Hispanic/Latino,18-24,Democrat,Liberal,"Under $15,000",High school graduate,Yes,Strongly disapprove,No,Take the country in a different direction,Only Barack Obama,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly approve,The economy,Poor,Somewhat worried,,Can bring about needed change,The single most important factor,Catholic,English,Before that,Only Barack Obama,Disapprove,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Non-white,No,All others,All others,All others,Suburbs,Suburbs,1.0,Albuquerque Area,West,Extremely Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Downscale,87004.0
4445596.0, New Mexico,7.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.402166098356247,Barack Obama,Tom Udall,Female,Hispanic/Latino,18-24,Democrat,Moderate,"Under $15,000",Some college or associate degree,Yes,Somewhat approve,Yes,Continue George W. Bush's policies,Omit,Offered a chance to apply for legal status,Did not care who won,Only Barack Obama,Somewhat approve,The economy,Good,Somewhat worried,No,Can bring about needed change,One of several important factors,Other Christian,English,Earlier in October,Both of them,Approve,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Omit,Omit,Democrats who did not care who won,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Approve,Excellent/Good,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,Suburbs,Suburbs,1.0,Albuquerque Area,West,Suburb,60s Suburbs,Urban Perimeter,Very downscale,87105.0
4445591.0, New Mexico,61.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.616342961788177,Barack Obama,Tom Udall,Female,White,40-44,Democrat,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly disapprove,Energy policy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,None,English,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,None,Yes,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northwest,West,Low Density Rural,Rural,Rural,Very upscale,87544.0
4445571.0, New Mexico,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.507595360279083,Barack Obama,Tom Udall,Male,Hispanic/Latino,18-24,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,Yes,Strongly approve,No,Continue George W. Bush's policies,Both of them,Deported to the country they came from,Barack Obama,Only Barack Obama,Strongly approve,The war in Iraq,Good,Not too worried,No,Cares about people like me,Not a factor at all,Other Christian,English,In the last three days,Both of them,Approve,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Approve,Excellent/Good,Not worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Northwest,West,Extremely Low Density Rural,Rural,Rural,Downscale,87020.0
4445566.0, New Mexico,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.444492995738983,Barack Obama,Tom Udall,Female,Black,18-24,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,Yes,Can bring about needed change,Not a factor at all,Something else,English,Before that,Both of them,Approve,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very upscale,87111.0
4445550.0, New Mexico,39.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.667700052261353,Barack Obama,Tom Udall,Male,Hispanic/Latino,30-39,Independent,Moderate,"Under $15,000",Some college or associate degree,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Deported to the country they came from,Barack Obama,Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,Yes,Can bring about needed change,Not a factor at all,Something else,English,Earlier in October,Neither of them,Disapprove,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Other,All others,Not important,Not a factor,Something else,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,South/East,West,Low Density Rural,Rural,Rural,Downscale,88101.0
4445533.0, New Mexico,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.46272549033165,Barack Obama,Tom Udall,Female,White,50-59,Democrat,Liberal,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly approve,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Catholic,English,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Catholic,Yes,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,South/East,West,Extremely Low Density Rural,Rural,Rural,Very downscale,88030.0
4447483.0, New Mexico,66.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13032710552216,Barack Obama,Tom Udall,Male,Hispanic/Latino,50-59,Democrat,Liberal,"$200,000 or more",High school graduate,Yes,Strongly disapprove,Yes,Take the country in a different direction,Omit,Deported to the country they came from,Hillary Clinton,Both of them,Strongly disapprove,Health care,Poor,Very worried,Yes,Cares about people like me,The single most important factor,Protestant,English,In the last three days,Both of them,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Omit,Omit,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,American Indian,All others,Important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,Rural,Small Cities/Rural,3.0,Northwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,87326.0
4445519.0, New Mexico,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.514017820358276,Barack Obama,Tom Udall,Male,White,25-29,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,Neither of them,Offered a chance to apply for legal status,Did not care who won,Only Barack Obama,Somewhat disapprove,The economy,Not so good,Very worried,Yes,Can bring about needed change,Not a factor at all,Other Christian,English,In the last three days,Both of them,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,2.0,South/East,West,Extremely Low Density Rural,Rural,Rural,Downscale,88260.0
4445498.0, New Mexico,83.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.484020262956619,Barack Obama,Tom Udall,Female,Hispanic/Latino,30-39,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,Yes,Strongly disapprove,No,Take the country in a different direction,Both of them,Offered a chance to apply for legal status,Barack Obama,Neither of them,Strongly disapprove,The economy,Not so good,Very worried,Yes,Can bring about needed change,Not a factor at all,Catholic,English,Sometime in September,Only John McCain,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,Democrats for Obama,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northwest,West,Town,Rural,Rural,Very upscale,87402.0
4445476.0, New Mexico,61.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.73602694272995,Barack Obama,Tom Udall,Male,Hispanic/Latino,40-44,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,Yes,Strongly disapprove,No,Take the country in a different direction,Both of them,Deported to the country they came from,Barack Obama,Only Barack Obama,Somewhat disapprove,The economy,Not so good,Very worried,No,Cares about people like me,A minor factor,Catholic,English,Sometime in September,Both of them,Disapprove,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northwest,West,Low Density Rural,Rural,Rural,Very upscale,87544.0
4445456.0, New Mexico,7.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.417528092861176,Barack Obama,Tom Udall,Female,Hispanic/Latino,40-44,Democrat,,"$30,000-$49,999",High school graduate,Yes,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Deported to the country they came from,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,English,Before that,Only John McCain,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,Suburbs,Suburbs,1.0,Albuquerque Area,West,Suburb,60s Suburbs,Urban Perimeter,Very downscale,87105.0
4445447.0, New Mexico,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.555248379707336,Barack Obama,Tom Udall,Male,Hispanic/Latino,45-49,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,Offered a chance to apply for legal status,Hillary Clinton,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,Yes,Cares about people like me,One of several important factors,Catholic,English,Before that,Only John McCain,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does not,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,Suburbs,Suburbs,3.0,Northwest,West,Extremely Low Density Rural,,High-Growth Suburban Perimeter,Upscale,87506.0
4445433.0, New Mexico,64.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.848377704620361,Barack Obama,Tom Udall,Female,Hispanic/Latino,65-74,Democrat,,,Did not complete high school,Yes,,,,,,,,,,,Somewhat worried,,Cares about people like me,,,English,Sometime in September,,,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,,,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,,All others,,,"Cities 10,000-50,000",Small Cities/Rural,2.0,South/East,West,Extremely Low Density Rural,Rural,Rural,Very downscale,88030.0
4445382.0, New Mexico,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.46272549033165,Barack Obama,Tom Udall,Female,Hispanic/Latino,40-44,Democrat,Moderate,"$75,000-$99,999",Did not complete high school,Yes,Strongly disapprove,No,Take the country in a different direction,Only Barack Obama,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,None,English,Earlier in October,Only John McCain,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,None,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,South/East,West,Extremely Low Density Rural,Rural,Rural,Very downscale,88030.0
4445378.0, New Mexico,54.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.447301298379898,Barack Obama,Tom Udall,Female,Hispanic/Latino,30-39,Democrat,Liberal,"$30,000-$49,999",High school graduate,Yes,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Deported to the country they came from,Hillary Clinton,Only Barack Obama,Strongly disapprove,The economy,Poor,Not too worried,No,Can bring about needed change,A minor factor,Catholic,English,Earlier in October,Neither of them,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Non-white,No,All others,All others,All others,Rural,Small Cities/Rural,2.0,South/East,West,Extremely Low Density Rural,Rural,Rural,Downscale,88260.0
4445354.0, New Mexico,16.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.509816408157349,Barack Obama,Tom Udall,Male,Hispanic/Latino,30-39,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,Yes,Strongly disapprove,No,Take the country in a different direction,Both of them,Offered a chance to apply for legal status,Another candidate,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Jewish,English,Before that,Both of them,Disapprove,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Not important,Not a factor,Jewish,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very downscale,87102.0
4445345.0, New Mexico,83.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.519132614135742,Barack Obama,Tom Udall,Male,Hispanic/Latino,25-29,Democrat,Liberal,"Under $15,000",Some college or associate degree,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Deported to the country they came from,Barack Obama,Only Barack Obama,Strongly disapprove,Energy policy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,None,English,Before that,Both of them,Disapprove,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northwest,West,Town,Rural,Rural,Very upscale,87402.0
4445334.0, New Mexico,7.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.402166098356247,Barack Obama,Tom Udall,Female,Other,18-24,Democrat,,"$15,000-$29,999",Did not complete high school,No,Somewhat disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Deported to the country they came from,Hillary Clinton,Only Barack Obama,Somewhat disapprove,The war in Iraq,Poor,Very worried,No,Can bring about needed change,The single most important factor,Catholic,English,Just today,Omit,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,American Indian,All others,Important,Factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Omit,Omit,Non-white,No,All others,All others,All others,Suburbs,Suburbs,1.0,Albuquerque Area,West,Suburb,60s Suburbs,Urban Perimeter,Very downscale,87105.0
4447277.0, New Mexico,75.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.441712468862534,Barack Obama,Tom Udall,Female,Hispanic/Latino,50-59,Democrat,Liberal,,High school graduate,Yes,,No,,,,,,,,,Very worried,,Can bring about needed change,,,English,Before that,,,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,,,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,All others,,,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northwest,West,Low Density Rural,Rural,Rural,Upscale,87532.0
4445284.0, New Mexico,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.415591776371002,Barack Obama,Tom Udall,Female,Hispanic/Latino,18-24,Democrat,Moderate,"$30,000-$49,999",Did not complete high school,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Hillary Clinton,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,Yes,Cares about people like me,Not a factor at all,None,English,Before that,Only John McCain,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,South/East,West,Extremely Low Density Rural,Rural,Rural,Very downscale,88030.0
4445283.0, New Mexico,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.555248379707336,Barack Obama,Tom Udall,Male,Hispanic/Latino,45-49,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Deported to the country they came from,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,None,English,Before that,Only John McCain,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,White,All others,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,Suburbs,Suburbs,3.0,Northwest,West,Extremely Low Density Rural,,High-Growth Suburban Perimeter,Upscale,87506.0
4445276.0, New Mexico,25.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.408982455730438,Barack Obama,Tom Udall,Female,Other,25-29,Democrat,Moderate,"Under $15,000",High school graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only Barack Obama,Deported to the country they came from,Barack Obama,Only Barack Obama,Somewhat disapprove,The economy,Not so good,Somewhat worried,Yes,Can bring about needed change,Not a factor at all,None,English,Earlier in October,Both of them,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,American Indian,All others,Not important,Not a factor,None,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very upscale,87111.0
4445269.0, New Mexico,89.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.473755687475204,Barack Obama,Tom Udall,Male,White,18-24,Independent,Moderate,,Some college or associate degree,No,,No,,,,,,,,,Somewhat worried,,Shares my values,,,English,Before that,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,All others,,,"Cities 50,000-500,000","Cities over 50,000",3.0,Northwest,West,Suburb,Urban,Urban Core,Very upscale,87505.0
