ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIA08,SENIA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,ETHANOL,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ETHANOL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4470332.0, Iowa,44.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.688798129558563,Barack Obama,Tom Harkin,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Somewhat oppose,"Yes, for both Obama and McCain",Both of them,Strongly disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4470308.0, Iowa,44.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.799871683120728,Barack Obama,Tom Harkin,Male,White,18-24,Republican,Conservative,,Some college or associate degree,No,,No,,,,,,,,,Very worried,,Can bring about needed change,,,Before that,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,All others,,,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4470293.0, Iowa,44.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.614018738269806,Barack Obama,Tom Harkin,Female,White,40-44,Republican,Moderate,"$30,000-$49,999",Postgraduate study,No,Somewhat disapprove,No,Take the country in a different direction,Both of them,Strongly support,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Something else,Earlier in October,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Support,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Something else,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4470249.0, Iowa,44.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.799871683120728,Barack Obama,Tom Harkin,Male,White,25-29,Democrat,Liberal,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Strongly support,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,Health care,Not so good,Very worried,No,Can bring about needed change,A minor factor,None,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4445298.0, Iowa,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.688798129558563,Barack Obama,Tom Harkin,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,Both of them,Strongly support,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The economy,Good,Somewhat worried,Yes,Can bring about needed change,Not a factor at all,Catholic,Sometime in September,Only John McCain,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Excellent/Good,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4445233.0, Iowa,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.614018738269806,Barack Obama,Tom Harkin,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,Somewhat support,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Catholic,No,White Born-again/Evangelical Christians,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4445170.0, Iowa,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.688798129558563,Barack Obama,Tom Harkin,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Somewhat support,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Something else,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Something else,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4445120.0, Iowa,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.799871683120728,Barack Obama,Tom Harkin,Male,White,18-24,Independent,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Somewhat support,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,None,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,None,Yes,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4420738.0, Iowa,44.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.799871683120728,Barack Obama,Tom Harkin,Male,White,18-24,Independent,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Strongly support,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The economy,Not so good,Very worried,Yes,Can bring about needed change,Not a factor at all,Other Christian,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4420737.0, Iowa,44.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.799871683120728,Barack Obama,Tom Harkin,Male,White,18-24,Independent,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Strongly support,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The economy,Not so good,Very worried,Yes,Can bring about needed change,Not a factor at all,Other Christian,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4444994.0, Iowa,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.614018738269806,Barack Obama,Tom Harkin,Female,White,40-44,Independent,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,No,Omit,Both of them,Strongly support,"No, I was not contacted",Both of them,Somewhat approve,The economy,Poor,Somewhat worried,No,Has the right experience,Not a factor at all,Catholic,Earlier in October,Both of them,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Support,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4470486.0, Iowa,44.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.614018738269806,Barack Obama,Tom Harkin,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,,Continue George W. Bush's policies,Only Barack Obama,Strongly support,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,No,All others,,,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4420614.0, Iowa,44.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.614018738269806,Barack Obama,Tom Harkin,Female,White,40-44,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Omit,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,Energy policy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Omit,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,No,All others,All others,,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4470449.0, Iowa,44.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.688798129558563,Barack Obama,Tom Harkin,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Somewhat support,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4444798.0, Iowa,44.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.614018738269806,Barack Obama,Tom Harkin,Female,White,50-59,Democrat,Liberal,,Some college or associate degree,No,,No,,,,,,,,,Very worried,,Cares about people like me,,,Just today,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,,All others,,,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4420483.0, Iowa,44.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688798129558563,Barack Obama,Tom Harkin,Male,White,40-44,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Strongly support,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,A minor factor,Catholic,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Support,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4444759.0, Iowa,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.802315950393677,Barack Obama,Tom Harkin,Female,White,65-74,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,Strongly oppose,"Yes, for both Obama and McCain",Neither of them,Strongly disapprove,The economy,Poor,Very worried,No,Omit,Not a factor at all,Protestant,Earlier in October,Both of them,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Oppose,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4470280.0, Iowa,44.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.688798129558563,Barack Obama,Tom Harkin,Male,White,30-39,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Somewhat support,"Yes, for Barack Obama",Neither of them,Strongly disapprove,The economy,Not so good,Somewhat worried,No,Shares my values,One of several important factors,Other Christian,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4420235.0, Iowa,44.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.614018738269806,Barack Obama,Tom Harkin,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Somewhat support,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,Shares my values,Not a factor at all,None,Before that,Neither of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4418182.0, Iowa,44.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.614018738269806,Barack Obama,Tom Harkin,Female,White,40-44,Democrat,Conservative,"$30,000-$49,999",College graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,Both of them,Somewhat oppose,"Yes, for Barack Obama",Both of them,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4420106.0, Iowa,44.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688798129558563,Barack Obama,Tom Harkin,Male,Hispanic/Latino,30-39,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Somewhat support,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,Yes,Cares about people like me,Not a factor at all,Something else,Before that,Only John McCain,Disapprove,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,Support,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,White,All others,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4418016.0, Iowa,44.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688798129558563,Barack Obama,Tom Harkin,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Somewhat support,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,Yes,Cares about people like me,Not a factor at all,Something else,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Something else,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4419968.0, Iowa,44.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.649865686893463,Barack Obama,Tom Harkin,Male,Black,45-49,Democrat,Moderate,,Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Somewhat support,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Only John McCain,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Support,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
4419836.0, Iowa,44.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688798129558563,Barack Obama,Tom Harkin,Male,White,30-39,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Strongly oppose,"No, I was not contacted",Only Barack Obama,Strongly disapprove,Energy policy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,52245.0
