ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSRI08,SENRI08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ISSUE08,NECWORRY,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4439868.0,Rhode Island,68.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.772799909114838,Barack Obama,Jack Reed,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,The economy,Very worried,Jewish,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,No,Suburbs,Suburbs,1.0,Providence and Other Industrial Towns,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2895.0
4437600.0,Rhode Island,33.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.842596709728241,Barack Obama,Jack Reed,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,The economy,Very worried,Catholic,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,Yes,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2852.0
4439778.0,Rhode Island,12.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.947848498821259,Barack Obama,Jack Reed,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,The economy,Very worried,Catholic,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,Yes,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2910.0
4441726.0,Rhode Island,11.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.30756986141205,John McCain,Jack Reed,Male,White,45-49,Republican,Liberal,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,The war in Iraq,Very worried,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2920.0
4441237.0,Rhode Island,5.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.903024077415466,John McCain,Jack Reed,Male,White,45-49,Something else,,,High school graduate,No,,,Very worried,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Suburbs,Suburbs,1.0,Providence and Other Industrial Towns,East,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,2863.0
4440063.0,Rhode Island,52.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.932076632976532,John McCain,Jack Reed,Female,White,45-49,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Somewhat approve,Omit,Very worried,Catholic,In the last three days,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,Yes,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,2812.0
4440798.0,Rhode Island,62.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.33377981185913,John McCain,Jack Reed,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,The economy,Very worried,Catholic,In the last three days,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,Suburb,Urban,Urban Core,Upscale,2886.0
4440481.0,Rhode Island,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.916541993618011,John McCain,Jack Reed,Female,White,50-59,Independent,,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,The economy,Very worried,Protestant,Sometime last week,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Rural/Rest of State,East,Suburb,Rural,Rural,Very upscale,2871.0
4440267.0,Rhode Island,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.962711930274963,John McCain,Jack Reed,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,The economy,Very worried,Protestant,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Rural/Rest of State,East,Suburb,Rural,Rural,Very upscale,2871.0
4444586.0,Rhode Island,51.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.859716653823853,John McCain,Jack Reed,Female,White,45-49,Democrat,Conservative,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,Catholic,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Providence and Other Industrial Towns,East,High Density Urban,Urban,Urban Core,Downscale,2905.0
4439751.0,Rhode Island,52.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.932076632976532,John McCain,Jack Reed,Female,White,45-49,Independent,Moderate,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Health care,Very worried,Something else,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Something else,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Something else,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,2812.0
4441195.0,Rhode Island,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.53233402967453,Other,Jack Reed,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,The economy,Very worried,Catholic,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,No,Rural,Small Cities/Rural,1.0,Rural/Rest of State,East,Suburb,Rural,Rural,Very upscale,2871.0
4440839.0,Rhode Island,30.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.739464700222015,Barack Obama,Bob Tingle,Female,White,50-59,Republican,Moderate,"$75,000-$99,999",High school graduate,No,,The economy,,,Sometime last week,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2882.0
4440699.0,Rhode Island,52.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.789879202842712,Barack Obama,Bob Tingle,Male,White,50-59,Democrat,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,The economy,Very worried,Catholic,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Catholic,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,2812.0
4439567.0,Rhode Island,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.872889816761017,John McCain,Bob Tingle,Male,White,45-49,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Energy policy,Not too worried,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,1.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2864.0
4440637.0,Rhode Island,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.643896043300629,John McCain,Bob Tingle,Female,White,50-59,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,The war in Iraq,Somewhat worried,Something else,In the last three days,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Something else,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Something else,Yes,Suburbs,Suburbs,1.0,Providence and Other Industrial Towns,East,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,2863.0
4440602.0,Rhode Island,11.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.87929558753967,John McCain,Bob Tingle,Female,White,50-59,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,The war in Iraq,Very worried,Catholic,In the last three days,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2920.0
4438630.0,Rhode Island,33.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.85858017206192,John McCain,Bob Tingle,Male,White,45-49,Something else,,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,The economy,Somewhat worried,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2852.0
4440893.0,Rhode Island,8.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.845112800598145,John McCain,Bob Tingle,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat approve,The economy,Very worried,Catholic,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2816.0
4440877.0,Rhode Island,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.831027626991272,John McCain,Bob Tingle,Female,White,45-49,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,The economy,Somewhat worried,Protestant,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Rural/Rest of State,East,Suburb,Rural,Rural,Very upscale,2871.0
4440791.0,Rhode Island,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.872889816761017,John McCain,Bob Tingle,Male,White,45-49,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Energy policy,Not too worried,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,1.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2864.0
4440520.0,Rhode Island,68.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.643896043300629,John McCain,Bob Tingle,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,The economy,Very worried,None,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,1.0,Providence and Other Industrial Towns,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2895.0
4437997.0,Rhode Island,33.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.85858017206192,John McCain,Bob Tingle,Male,White,45-49,Independent,Moderate,"$150,000-$199,999",,No,Somewhat disapprove,Energy policy,Very worried,Other Christian,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2852.0
4440201.0,Rhode Island,12.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.12750458717346,John McCain,Bob Tingle,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,Terrorism,Very worried,Catholic,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2910.0
4440127.0,Rhode Island,68.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.643896043300629,John McCain,Bob Tingle,Female,White,45-49,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly approve,Energy policy,Somewhat worried,Protestant,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Providence and Other Industrial Towns,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2895.0
4472605.0,Rhode Island,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.88977110385895,John McCain,Bob Tingle,Female,White,50-59,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,The economy,Not too worried,Catholic,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2852.0
4472580.0,Rhode Island,32.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.98496651649475,John McCain,Bob Tingle,Male,White,45-49,Independent,,,Some college or associate degree,No,,,Very worried,,Sometime in September,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2852.0
4440551.0,Rhode Island,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.515232563018799,Other,Bob Tingle,Male,White,50-59,Independent,Moderate,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,Omit,Somewhat worried,Protestant,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2864.0
4439201.0,Rhode Island,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.515232563018799,Other,Bob Tingle,Male,White,50-59,Independent,Moderate,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,Omit,Somewhat worried,Protestant,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2864.0
4440674.0,Rhode Island,61.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.563434302806854,Barack Obama,Did not vote,Female,White,30-39,Independent,Liberal,"$75,000-$99,999",High school graduate,No,Strongly disapprove,The economy,Very worried,None,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,Suburb,Urban,Urban Core,Upscale,2886.0
4439883.0,Rhode Island,61.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.563434302806854,Barack Obama,Did not vote,Female,White,30-39,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Energy policy,Very worried,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,Suburb,Urban,Urban Core,Upscale,2886.0
4441016.0,Rhode Island,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.60088586807251,John McCain,Did not vote,Female,White,30-39,Independent,Conservative,"$75,000-$99,999",College graduate,No,Somewhat disapprove,Health care,Very worried,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2864.0
4439880.0,Rhode Island,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.60088586807251,John McCain,Did not vote,Female,White,30-39,Independent,Conservative,"$75,000-$99,999",College graduate,No,Somewhat disapprove,Health care,Very worried,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2864.0
4439580.0,Rhode Island,12.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.947848498821259,Barack Obama,Jack Reed,Female,White,30-39,Independent,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,Protestant,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2910.0
4439504.0,Rhode Island,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.856639981269836,Barack Obama,Jack Reed,Male,White,30-39,Something else,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Terrorism,Somewhat worried,Catholic,Sometime last week,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Catholic,Yes,Suburbs,Suburbs,1.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2864.0
