ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSAL08,SENAL08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4455941.0,Alabama,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.85670149326324,John McCain,Jeff Sessions,Female,White,60-64,Independent,Conservative,"$15,000-$29,999",High school graduate,No,Somewhat approve,Yes,The economy,Very worried,Earlier in October,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",6.0,Jefferson county,South,Suburb,Urban,Urban Core,Very downscale,35217.0
4456040.0,Alabama,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.6234090924263,Barack Obama,Vivian Figures,Female,Black,50-59,Democrat,Liberal,"Under $15,000",High school graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,Jefferson county,South,Suburb,Urban,Urban Core,Very downscale,35217.0
4456182.0,Alabama,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.6234090924263,Barack Obama,Vivian Figures,Female,Black,30-39,,Conservative,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,The economy,Omit,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Omit,,,,,Black,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,Jefferson county,South,Suburb,Urban,Urban Core,Very downscale,35217.0
4456391.0,Alabama,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.45851731300354,Barack Obama,Vivian Figures,Male,White,25-29,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,Jefferson county,South,Suburb,Urban,Urban Core,Very downscale,35217.0
4456775.0,Alabama,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.45851731300354,Barack Obama,Vivian Figures,Female,White,25-29,Democrat,Liberal,"Under $15,000",High school graduate,No,Strongly disapprove,No,The economy,Very worried,Just today,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,Jefferson county,South,Suburb,Urban,Urban Core,Very downscale,35217.0
4456875.0,Alabama,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.77407765388489,John McCain,Jeff Sessions,Male,White,25-29,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,Energy policy,Not at all worried,Just today,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",6.0,Jefferson county,South,Suburb,Urban,Urban Core,Very downscale,35217.0
4456993.0,Alabama,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.59096759557724,Barack Obama,Vivian Figures,Male,Black,25-29,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,Jefferson county,South,Suburb,Urban,Urban Core,Very downscale,35217.0
4457093.0,Alabama,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.85670149326324,John McCain,Jeff Sessions,Female,White,65-74,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The war in Iraq,Not too worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",6.0,Jefferson county,South,Suburb,Urban,Urban Core,Very downscale,35217.0
4457282.0,Alabama,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.6234090924263,Barack Obama,Vivian Figures,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,Jefferson county,South,Suburb,Urban,Urban Core,Very downscale,35217.0
4457424.0,Alabama,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.580694496631622,Barack Obama,Vivian Figures,Female,Black,25-29,Democrat,,"$30,000-$49,999",College graduate,No,Strongly disapprove,,The economy,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,Jefferson county,South,Suburb,Urban,Urban Core,Very downscale,35217.0
4457588.0,Alabama,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.580694496631622,Barack Obama,Vivian Figures,Female,Black,25-29,Republican,Moderate,"$15,000-$29,999",Did not complete high school,No,Somewhat disapprove,Yes,The war in Iraq,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,Jefferson county,South,Suburb,Urban,Urban Core,Very downscale,35217.0
4413386.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.578527510166168,Barack Obama,Vivian Figures,Female,Black,50-59,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4413486.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.524950861930847,Barack Obama,Jeff Sessions,,Hispanic/Latino,50-59,Democrat,Moderate,"Under $15,000",High school graduate,Yes,Strongly approve,Yes,Energy policy,Very worried,Sometime in September,Approve,,,,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4413564.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.578527510166168,Barack Obama,Vivian Figures,Female,Black,45-49,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4413666.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.588762283325195,Barack Obama,Vivian Figures,Male,Black,50-59,Democrat,,,Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4413743.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.609947144985199,Barack Obama,Did not vote,Female,Black,25-29,Independent,Moderate,,,No,Strongly disapprove,,Omit,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,,,,,,,,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4413817.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.578527510166168,Barack Obama,Vivian Figures,Female,Black,30-39,Independent,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4413884.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.578527510166168,Barack Obama,Vivian Figures,Female,Black,50-59,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Not too worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4413982.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.578527510166168,Barack Obama,Vivian Figures,Female,Black,50-59,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Terrorism,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4414048.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.816341817378998,Barack Obama,Vivian Figures,Male,Black,60-64,Democrat,,"$30,000-$49,999",College graduate,No,Omit,No,Energy policy,Somewhat worried,Before that,Omit,Black male,Black men,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4414131.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.654813528060913,Barack Obama,Did not vote,Female,Black,45-49,Democrat,,,Some college or associate degree,No,Strongly disapprove,Yes,Omit,Somewhat worried,Sometime last week,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4414208.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.666397869586945,Barack Obama,Did not vote,Male,Black,40-44,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4414298.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.538888096809387,Barack Obama,Vivian Figures,Female,Black,25-29,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4414383.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.578527510166168,Barack Obama,Vivian Figures,Female,Black,40-44,Democrat,,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4414489.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.578527510166168,Barack Obama,Vivian Figures,Female,Black,40-44,Democrat,Moderate,"$15,000-$29,999",Did not complete high school,No,Somewhat disapprove,Yes,Omit,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4414579.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.588762283325195,Barack Obama,Vivian Figures,Male,Black,40-44,Democrat,Conservative,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Yes,Energy policy,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4414665.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.588762283325195,Barack Obama,Vivian Figures,Male,Black,50-59,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4414743.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.588762283325195,Barack Obama,Vivian Figures,Male,Black,45-49,Democrat,Conservative,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,The economy,Not at all worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4414837.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.666397869586945,Barack Obama,Did not vote,Male,Black,40-44,Democrat,,,College graduate,No,,,,Very worried,Before that,,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4414941.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.538888096809387,Barack Obama,Vivian Figures,Female,Black,18-24,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Yes,Health care,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4414942.0,Alabama,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.538888096809387,Barack Obama,Vivian Figures,Female,Black,18-24,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Yes,Health care,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4437470.0,Alabama,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.578527510166168,Barack Obama,Vivian Figures,Female,Black,40-44,,,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,Yes,The economy,Very worried,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,,,,,Black,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4437576.0,Alabama,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.64662230014801,Barack Obama,Jeff Sessions,Male,Black,60-64,Something else,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4437713.0,Alabama,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16693317890167,Barack Obama,Jeff Sessions,Female,Black,50-59,Something else,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,Omit,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4437833.0,Alabama,34.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.548421621322632,Barack Obama,Vivian Figures,Male,Black,25-29,Independent,,,Some college or associate degree,No,,,,Very worried,Before that,,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
4437961.0,Alabama,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.538888096809387,Barack Obama,Vivian Figures,Female,Black,18-24,Democrat,,,High school graduate,No,Strongly disapprove,,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,Jefferson county,South,Suburb,Urban,Urban Core,Downscale,35061.0
