ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOH08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,HILLPSPRT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4404303.0,Ohio,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.751958549022675,John McCain,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",College graduate,No,Strongly approve,No,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Hillary Clinton,Only John McCain,Somewhat approve,The war in Iraq,Poor,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Other Christian,Before that,Neither of them,No one does,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,2.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,45105.0
4404082.0,Ohio,82.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02081775665283,John McCain,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Did not care who won,Only John McCain,Somewhat approve,The economy,Not so good,Very worried,No,Too liberal,Has the right experience,A minor factor,Protestant,Earlier in October,Only Barack Obama,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,14.0,Northeast,Midwest,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,44077.0
4408934.0,Ohio,136.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.889810860157013,John McCain,Male,White,18-24,Republican,Conservative,"$100,000-$149,999",High school graduate,No,Strongly approve,No,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Did not care who won,Only John McCain,Strongly approve,The economy,Good,Not too worried,Yes,Too liberal,Has the right experience,A minor factor,Protestant,Before that,Only Barack Obama,No one does,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,14.0,Northeast,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44264.0
4404070.0,Ohio,116.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.827407479286194,John McCain,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Omit,Only John McCain,Strongly disapprove,Energy policy,Not so good,Not at all worried,Yes,Too liberal,Shares my values,Not a factor at all,Other Christian,Before that,Both of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Northwest,Midwest,Low Density Rural,Rural,Rural,Downscale,45856.0
4404067.0,Ohio,52.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.21525621414185,John McCain,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",High school graduate,No,,No,,,,Did not care who won,,,,,,,,,,Catholic,Before that,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,,,,,,Catholic,No,All others,All others,All others,Suburbs,Suburbs,12.0,Central,Midwest,Suburb,80s Suburbs,Urban Perimeter,Very upscale,43230.0
4406945.0,Ohio,127.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.646711945533752,Other,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,No,Continue George W. Bush's policies,Neither of them,Omit,Did not care who won,Neither of them,Somewhat approve,The economy,Poor,Very worried,No,Omit,Can bring about needed change,Not a factor at all,Catholic,Earlier in October,Both of them,"Yes, someone else does",Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,Omit,Omit,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,16.0,Northeast,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,44614.0
4406876.0,Ohio,72.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.598679661750793,Other,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,,,,Neither of them,,,Neither of them,,,,,,About right,,,,,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,,,,Yes,,,,Suburbs,Suburbs,1.0,Southwest,Midwest,Suburb,60s Suburbs,Urban Perimeter,Upscale,45231.0
4405148.0,Ohio,108.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.646017134189606,Other,Female,White,65-74,Democrat,Conservative,"Under $15,000",High school graduate,No,,Yes,Take the country in a different direction,,"No, I was not contacted",,,Strongly disapprove,Health care,Poor,,No,,Cares about people like me,Not a factor at all,,Just today,Neither of them,,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,John McCain did not,Barack Obama did not,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,Not so good/Poor,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,,,,,Yes,White Born-again/Evangelical Christians,,,Rural,Small Cities/Rural,4.0,Central,Midwest,Low Density Rural,Rural,Rural,Downscale,43338.0
4410955.0,Ohio,75.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.568745672702789,Other,Female,White,40-44,Independent,Conservative,,Postgraduate study,No,,,,,,,,,,,Somewhat worried,,,Omit,,,Just today,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,,,,,All others,,,Rural,Small Cities/Rural,3.0,Southwest,Midwest,Low Density Rural,Rural,Rural,Very downscale,45133.0
4407526.0,Ohio,16.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.636058449745178,Other,Male,White,30-39,Independent,Conservative,"$200,000 or more",Postgraduate study,No,,Yes,Continue George W. Bush's policies,,"Yes, for both Obama and McCain",,,Strongly disapprove,The war in Iraq,Poor,,No,,Cares about people like me,Not a factor at all,,Sometime in September,Neither of them,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,John McCain did,Barack Obama did,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,,,,,No,White Born-again/Evangelical Christians,,,Suburbs,Suburbs,2.0,Southwest,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,45150.0
4407410.0,Ohio,141.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.818001627922058,Other,Female,White,75 or over,Democrat,Conservative,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,Take the country in a different direction,Neither of them,Omit,Hillary Clinton,Neither of them,Strongly disapprove,The economy,Not so good,Very worried,No,Too conservative,Has the right experience,Not a factor at all,Catholic,Just today,Both of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,Omit,Omit,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Catholic,Yes,White Born-again/Evangelical Christians,All others,All others,Suburbs,Suburbs,17.0,Northeast,Midwest,Suburb,60s Suburbs,Urban Perimeter,Downscale,44446.0
4405619.0,Ohio,140.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.752408564090729,Other,Male,White,25-29,Republican,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,Only John McCain,"No, I was not contacted",Barack Obama,Both of them,Somewhat disapprove,Health care,Not so good,Very worried,No,About right,Can bring about needed change,A minor factor,None,Just today,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,None,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,None,No,White Born-again/Evangelical Christians,All others,All others,Suburbs,Suburbs,17.0,Northeast,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44410.0
4407126.0,Ohio,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.581973910331726,Other,Female,White,25-29,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,Continue George W. Bush's policies,Only John McCain,"No, I was not contacted",Did not care who won,Only John McCain,Somewhat approve,The economy,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Just today,Both of them,No one does,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,8.0,Southwest,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,45424.0
4406391.0,Ohio,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.580708563327789,Other,Male,White,45-49,Republican,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,Take the country in a different direction,Neither of them,"No, I was not contacted",Another candidate,Neither of them,Strongly disapprove,The economy,Not so good,Somewhat worried,No,Too liberal,Can bring about needed change,Not a factor at all,Something else,Earlier in October,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Something else,No,All others,All others,All others,Rural,Small Cities/Rural,18.0,Central,Midwest,Low Density Rural,Rural,Rural,Downscale,43019.0
4405764.0,Ohio,127.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.73530638217926,Other,Male,Other,50-59,Independent,,"$200,000 or more",Postgraduate study,No,Omit,No,Omit,Neither of them,Omit,Omit,Neither of them,Strongly disapprove,The war in Iraq,Poor,Very worried,No,Omit,Shares my values,Not a factor at all,Something else,Before that,Omit,"Yes, I do",Omit,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does not,Omit,Omit,Omit,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,Yes,I am,Yes,Non-white,No,All others,All others,All others,Suburbs,Suburbs,16.0,Northeast,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,44614.0
4405715.0,Ohio,138.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00269055366516,Other,Male,White,45-49,Independent,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Omit,"Yes, for both Obama and McCain",Did not care who won,Only Barack Obama,Strongly disapprove,Energy policy,Poor,Somewhat worried,No,About right,Shares my values,Not a factor at all,Something else,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Omit,Omit,John McCain did,Barack Obama did,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Something else,Yes,All others,All others,All others,Suburbs,Suburbs,13.0,Northeast,Midwest,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,44221.0
4405003.0,Ohio,127.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.73530638217926,Other,Male,White,50-59,Independent,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,"No, I was not contacted",Hillary Clinton,Neither of them,Strongly disapprove,Health care,Poor,Very worried,No,About right,Cares about people like me,Not a factor at all,Other Christian,Before that,Neither of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,16.0,Northeast,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,44614.0
4404855.0,Ohio,122.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.510741055011749,Other,Female,White,50-59,Democrat,,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Neither of them,"Yes, for Barack Obama",Hillary Clinton,Neither of them,Strongly disapprove,The economy,Poor,Very worried,No,Omit,Omit,One of several important factors,Other Christian,Just today,Both of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,6.0,Central,Midwest,Low Density Rural,Rural,Rural,Very downscale,45629.0
4404840.0,Ohio,22.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,1.90967106819153,Other,Female,Black,50-59,Democrat,,"$30,000-$49,999",Some college or associate degree,No,,,,Only Barack Obama,,,Only Barack Obama,,,,,,About right,,,,,,,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,,,,,,,,,No,,,,"Cities 50,000-500,000","Cities over 50,000",11.0,Cuyahoga County,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,44120.0
4404504.0,Ohio,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.73530638217926,Other,Male,White,45-49,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Somewhat disapprove,No,Take the country in a different direction,Neither of them,"Yes, for both Obama and McCain",Another candidate,Neither of them,Somewhat approve,Energy policy,Not so good,Not too worried,No,Too liberal,Shares my values,The single most important factor,None,Earlier in October,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,John McCain did,Barack Obama did,Democrats for another candidate,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,None,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,None,No,All others,All others,All others,Rural,Small Cities/Rural,18.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Downscale,44638.0
4404332.0,Ohio,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.463915050029755,Other,Female,Black,25-29,Independent,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat disapprove,Yes,Take the country in a different direction,Neither of them,"Yes, for both Obama and McCain",Did not care who won,Neither of them,Strongly disapprove,Terrorism,Not so good,Not too worried,No,About right,Cares about people like me,Not a factor at all,Other Christian,Just today,Both of them,No one does,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does not,John McCain did,Barack Obama did,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Not worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,Non-white,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",12.0,Central,Midwest,Suburb,Urban,Urban Core,Very downscale,43219.0
4405857.0,Ohio,138.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.788418531417847,Other,Female,,30-39,Independent,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,"Yes, for both Obama and McCain",Hillary Clinton,Neither of them,Strongly disapprove,Energy policy,Poor,Very worried,No,About right,Shares my values,One of several important factors,Something else,Before that,Both of them,No one does,Disapprove,,,,,30-44,30-59,18-44,30-44,30-39,18-64,,,,No college degree,More than High school graduate,,John McCain does not,Barack Obama does not,John McCain did,Barack Obama did,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,,,,,,Important,Factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,,,All others,All others,,Suburbs,Suburbs,13.0,Northeast,Midwest,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,44221.0
4429287.0,Ohio,113.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.758435487747192,,Female,White,65-74,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,,Continue George W. Bush's policies,,"No, I was not contacted",,,,The war in Iraq,Not so good,Somewhat worried,No,,Can bring about needed change,Not a factor at all,,Just today,Both of them,,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,John McCain did not,Barack Obama did not,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,Yes,All others,,,Suburbs,Suburbs,14.0,Northeast,Midwest,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,44255.0
4431154.0,Ohio,6.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.838837563991547,,Female,White,75 or over,Democrat,Moderate,"Under $15,000",,No,Strongly disapprove,Yes,Omit,,"Yes, for both Obama and McCain",,,,Omit,Poor,Not too worried,No,,Omit,Not a factor at all,,Omit,Both of them,,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,,,John McCain did,Barack Obama did,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,,Omit,Omit,Omit,John McCain did,Barack Obama did,,,,,,White Born-again/Evangelical Christians,,,Suburbs,Suburbs,6.0,Northeast,Midwest,Town,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,43947.0
