ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOK08,SENOK08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4430036.0,Oklahoma,16.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.27952551841736,John McCain,Jim Inhofe,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Strongly approve,Yes,The war in Iraq,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,60s Suburbs,Urban Perimeter,Upscale,73069.0
4435979.0,Oklahoma,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.39458990097046,John McCain,Jim Inhofe,Male,White,60-64,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,No,Terrorism,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Extremely Low Density Rural,Rural,Rural,Downscale,74501.0
4438235.0,Oklahoma,69.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.80570262670517,John McCain,Jim Inhofe,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",High school graduate,No,,Yes,The economy,,Before that,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Downscale,74108.0
4436979.0,Oklahoma,59.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.911814212799072,John McCain,Jim Inhofe,Male,White,65-74,Republican,,,Some college or associate degree,No,,,,Very worried,Before that,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4447216.0,Oklahoma,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.44369316101074,John McCain,Jim Inhofe,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",College graduate,No,Strongly approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4436930.0,Oklahoma,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.610774576663971,John McCain,Jim Inhofe,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Strongly approve,Yes,The war in Iraq,Not too worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4436928.0,Oklahoma,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.452735960483551,John McCain,Jim Inhofe,Female,White,65-74,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,Yes,Energy policy,Very worried,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4429059.0,Oklahoma,16.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.10647213459015,John McCain,Jim Inhofe,Female,White,45-49,Republican,Moderate,"$30,000-$49,999",Postgraduate study,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,60s Suburbs,Urban Perimeter,Upscale,73069.0
4436862.0,Oklahoma,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.610774576663971,John McCain,Jim Inhofe,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4436850.0,Oklahoma,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.942208051681519,John McCain,Jim Inhofe,Male,White,65-74,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,Yes,The economy,Very worried,Just today,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,74429.0
4436800.0,Oklahoma,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.38476860523224,John McCain,Jim Inhofe,Female,White,25-29,Independent,Liberal,"Under $15,000",Some college or associate degree,No,Somewhat approve,Yes,The economy,Not too worried,Just today,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Very downscale,73029.0
4436798.0,Oklahoma,21.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.587204396724701,John McCain,Jim Inhofe,Male,Black,30-39,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,No,Terrorism,Somewhat worried,Sometime last week,Approve,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,3.0,Tulsa area,South,Suburb,70s Suburbs,Urban Perimeter,Downscale,74066.0
4436793.0,Oklahoma,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.610774576663971,John McCain,Jim Inhofe,Female,White,50-59,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,Terrorism,Somewhat worried,Earlier in October,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4441402.0,Oklahoma,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.3236471414566,John McCain,Jim Inhofe,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,Yes,Energy policy,Somewhat worried,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities over 500,000","Cities over 50,000",5.0,Oklahoma City area,South,Suburb,Urban,Urban Core,Very upscale,73131.0
4436731.0,Oklahoma,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.631133675575256,John McCain,Jim Inhofe,Female,White,45-49,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,74429.0
4436696.0,Oklahoma,5.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.44369316101074,John McCain,Jim Inhofe,Female,White,30-39,Republican,Moderate,,High school graduate,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Very downscale,73029.0
4429677.0,Oklahoma,16.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.890225410461426,John McCain,Jim Inhofe,Female,Black,30-39,Independent,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,The economy,Very worried,In the last three days,Approve,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,60s Suburbs,Urban Perimeter,Upscale,73069.0
4436671.0,Oklahoma,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.585845708847046,John McCain,Jim Inhofe,Female,White,25-29,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat approve,No,The economy,Not too worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4436649.0,Oklahoma,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.631133675575256,John McCain,Jim Inhofe,Female,White,50-59,Republican,Conservative,"$150,000-$199,999",College graduate,No,Strongly approve,Yes,Terrorism,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,74429.0
4436629.0,Oklahoma,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.405542612075806,John McCain,Jim Inhofe,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Energy policy,Not too worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4436627.0,Oklahoma,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.926761984825134,John McCain,Jim Inhofe,Male,White,60-64,Something else,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat approve,Yes,Terrorism,Not too worried,Sometime in September,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Very downscale,74110.0
4438958.0,Oklahoma,75.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.801419198513031,John McCain,Jim Inhofe,Female,White,65-74,Democrat,Moderate,,High school graduate,No,Strongly disapprove,Yes,Health care,Very worried,Just today,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74033.0
4438956.0,Oklahoma,75.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.801419198513031,John McCain,Jim Inhofe,Female,White,65-74,Democrat,Moderate,,High school graduate,No,Strongly disapprove,Yes,Health care,Very worried,Just today,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74033.0
4441275.0,Oklahoma,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.3236471414566,John McCain,Jim Inhofe,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,Yes,Energy policy,Somewhat worried,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities over 500,000","Cities over 50,000",5.0,Oklahoma City area,South,Suburb,Urban,Urban Core,Very upscale,73131.0
4436565.0,Oklahoma,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.700055003166199,John McCain,Jim Inhofe,Male,White,18-24,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Strongly approve,No,Terrorism,Not too worried,Earlier in October,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,74429.0
4436559.0,Oklahoma,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.717878997325897,John McCain,Jim Inhofe,Male,White,50-59,Independent,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,No,Terrorism,Somewhat worried,Sometime in September,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Very downscale,74110.0
4441222.0,Oklahoma,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.47768115997314,John McCain,Jim Inhofe,Female,White,60-64,Republican,Conservative,"$75,000-$99,999",College graduate,No,Strongly approve,Yes,Terrorism,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities over 500,000","Cities over 50,000",5.0,Oklahoma City area,South,Suburb,Urban,Urban Core,Very upscale,73131.0
4436554.0,Oklahoma,59.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.610774576663971,John McCain,Jim Inhofe,Female,Other,30-39,Something else,Conservative,"$30,000-$49,999",College graduate,No,Strongly approve,Yes,Terrorism,Not too worried,Earlier in October,Approve,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Independent/Something else,Non black non Democrat,All other,All others,American Indian,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4436535.0,Oklahoma,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.350693762302399,John McCain,Jim Inhofe,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4437766.0,Oklahoma,21.0,National questionnaire,Version 3,Call 2,Not complete,Election day exit poll,0.72984367609024,John McCain,Jim Inhofe,Male,White,50-59,Republican,,,High school graduate,No,,,,,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,Suburbs,Suburbs,3.0,Tulsa area,South,Suburb,70s Suburbs,Urban Perimeter,Downscale,74066.0
4438840.0,Oklahoma,75.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.717878997325897,John McCain,Jim Inhofe,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat approve,Yes,Terrorism,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74033.0
4436486.0,Oklahoma,37.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.95558178424835,John McCain,Jim Inhofe,Male,White,75 or over,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,No,Terrorism,Not too worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Low Density Rural,Rural,Rural,Upscale,74403.0
4441108.0,Oklahoma,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.14462637901306,John McCain,Jim Inhofe,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities over 500,000","Cities over 50,000",5.0,Oklahoma City area,South,Suburb,Urban,Urban Core,Very upscale,73131.0
4438750.0,Oklahoma,75.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.717878997325897,John McCain,Jim Inhofe,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat approve,Yes,The economy,Not too worried,Earlier in October,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74033.0
4438740.0,Oklahoma,69.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.80570262670517,John McCain,Jim Inhofe,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,Yes,The economy,,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Downscale,74108.0
4429404.0,Oklahoma,16.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.06131136417389,John McCain,Jim Inhofe,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat approve,Yes,The economy,Somewhat worried,Sometime in September,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,60s Suburbs,Urban Perimeter,Upscale,73069.0
