ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSVA08,SENVA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
4426700.0, Virginia,33.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.02716815471649,Barack Obama,Mark Warner,Male,Black,50-59,Something else,Liberal,"$50,000-$74,999",Some college or associate degree,No,,,,Only Barack Obama,,Only Barack Obama,,,,,,About right,,,,,,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,,,,Independent/Something else,Black non Democrat,Black Independents,All others,Black,,,,,,,,,No,,Rural,Small Cities/Rural,5.0,East/Richmond,South,Low Density Rural,Rural,Rural,Very downscale
4426694.0, Virginia,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.629985928535461,Barack Obama,Mark Warner,Female,Hispanic/Latino,40-44,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly approve,The economy,Excellent,Very worried,No,About right,Shares my values,The single most important factor,Just today,Only Barack Obama,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Approve,Excellent/Good,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did,No,All others,Suburbs,Suburbs,7.0,East/Richmond,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale
4426687.0, Virginia,19.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.00625860691071,Barack Obama,Mark Warner,Female,White,75 or over,Independent,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Neither of them,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,11.0,North,South,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale
4426666.0, Virginia,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.759665608406067,Barack Obama,Mark Warner,Female,Black,45-49,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Somewhat disapprove,The economy,Not so good,Somewhat worried,,About right,Can bring about needed change,Not a factor at all,Sometime in September,Both of them,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,All others,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Downscale
4426660.0, Virginia,65.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.27408742904663,Barack Obama,Mark Warner,Female,Black,50-59,Democrat,Moderate,,College graduate,No,,Yes,,,,,,,,Very worried,,,Can bring about needed change,,Before that,,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,Sometime last week or earlier,Before that,In the last month or before that,,,,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,North,South,High Density Urban,Urban,Urban Core,Very upscale
4426644.0, Virginia,2.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16550147533417,Barack Obama,Mark Warner,Male,White,65-74,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Only Barack Obama,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Sometime in September,Only John McCain,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,North,South,High Density Urban,Urban,Urban Core,Very upscale
4426967.0, Virginia,19.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.711989462375641,Barack Obama,Mark Warner,Female,Hispanic/Latino,30-39,Democrat,Liberal,"$15,000-$29,999",High school graduate,Yes,Somewhat disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Good,Somewhat worried,Yes,About right,Can bring about needed change,Not a factor at all,Before that,Neither of them,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Excellent/Good,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,All others,Suburbs,Suburbs,11.0,North,South,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale
4426633.0, Virginia,58.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.766597449779511,Barack Obama,Mark Warner,Female,White,40-44,Democrat,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,Yes,About right,Can bring about needed change,Not a factor at all,Sometime in September,Omit,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Omit,Omit,No,All others,Suburbs,Suburbs,1.0,East/Richmond,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
4426631.0, Virginia,73.0,National questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.574948132038116,Barack Obama,Mark Warner,Female,White,40-44,Democrat,,,Some college or associate degree,No,,No,,,,,,,,,,,Can bring about needed change,,Before that,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,Sometime last week or earlier,Before that,In the last month or before that,,,,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,East/Richmond,South,Suburb,Urban,Urban Core,Very upscale
4426628.0, Virginia,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.07949388027191,Barack Obama,Mark Warner,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Strongly disapprove,Energy policy,Not so good,Somewhat worried,No,About right,Omit,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,North,South,High Density Urban,Urban,Urban Core,Very upscale
4431481.0, Virginia,6.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.402684539556503,Barack Obama,Mark Warner,Female,,60-64,Republican,Moderate,,High school graduate,No,,Yes,,,,,,,,Very worried,,,Can bring about needed change,,Sometime in September,,,,,,,45-65,60+,45+,60+,50-64,18-64,,,,No college degree,High school graduate or less,,,,,,,,,,,,,,Worried,Republican,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,All others,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4426611.0, Virginia,52.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.974252462387085,Barack Obama,Mark Warner,Female,White,50-59,Independent,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,Energy policy,Not so good,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,Rural,Small Cities/Rural,6.0,West/Shenandoah,South,Low Density Rural,Rural,Rural,Very downscale
4426608.0, Virginia,83.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.915369391441345,Barack Obama,Mark Warner,Female,Black,18-24,Democrat,Moderate,,College graduate,No,,No,,,,,,,,Very worried,,,Cares about people like me,,Before that,,,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,Sometime last week or earlier,Before that,In the last month or before that,,,,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,East/Richmond,South,Suburb,Urban,Urban Core,Downscale
4426599.0, Virginia,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.759665608406067,Barack Obama,Mark Warner,Female,Black,40-44,Democrat,Moderate,,College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,Omit,Poor,Omit,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Omit,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,All others,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Downscale
4431444.0, Virginia,30.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.839219331741333,Barack Obama,Mark Warner,Female,Black,40-44,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,,Omit,,,The economy,Poor,Somewhat worried,No,,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,Omit,Omit,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Suburbs,Suburbs,1.0,East/Richmond,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
4426575.0, Virginia,15.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.669851303100586,Barack Obama,Mark Warner,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,Health care,Not so good,Very worried,No,About right,Shares my values,A minor factor,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Suburbs,Suburbs,11.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
4426568.0, Virginia,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.27042758464813,Barack Obama,Mark Warner,Male,White,45-49,Independent,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,About right,Can bring about needed change,A minor factor,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,North,South,High Density Urban,Urban,Urban Core,Very upscale
4426562.0, Virginia,73.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.953094601631165,Barack Obama,Mark Warner,Female,Black,65-74,Democrat,Liberal,"$50,000-$74,999",,No,,Yes,Continue George W. Bush's policies,,"Yes, for Barack Obama",,Strongly disapprove,The economy,Poor,,No,,Shares my values,The single most important factor,Sometime in September,Only John McCain,,Black female,Black women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,,,,,,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,Disapprove,Not so good/Poor,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,East/Richmond,South,Suburb,Urban,Urban Core,Very upscale
4426560.0, Virginia,2.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.700724124908447,Barack Obama,Mark Warner,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Neither of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,North,South,High Density Urban,Urban,Urban Core,Very upscale
4426543.0, Virginia,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.888473451137543,Barack Obama,Mark Warner,Male,Black,50-59,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Downscale
4426538.0, Virginia,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.73433530330658,Barack Obama,Mark Warner,Female,Black,25-29,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Both of them,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,Suburbs,Suburbs,7.0,East/Richmond,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale
4426534.0, Virginia,62.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.2614678144455,Barack Obama,Mark Warner,Male,White,65-74,Republican,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Omit,Only Barack Obama,Strongly disapprove,Omit,Poor,Very worried,No,About right,Can bring about needed change,One of several important factors,In the last three days,Both of them,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Omit,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,9.0,West/Shenandoah,South,Low Density Rural,Rural,Rural,Very downscale
4426533.0, Virginia,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.768101394176483,Barack Obama,Mark Warner,Female,White,18-24,Democrat,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Both of them,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,Health care,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Suburbs,Suburbs,10.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
4426519.0, Virginia,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.26253139972687,Barack Obama,Mark Warner,Male,White,18-24,Democrat,Liberal,"Under $15,000",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,Yes,About right,Can bring about needed change,A minor factor,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,North,South,High Density Urban,Urban,Urban Core,Very upscale
4426518.0, Virginia,52.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.974252462387085,Barack Obama,Mark Warner,Female,White,50-59,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Somewhat worried,No,About right,Can bring about needed change,A minor factor,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Rural,Small Cities/Rural,6.0,West/Shenandoah,South,Low Density Rural,Rural,Rural,Very downscale
4426494.0, Virginia,2.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.705106616020203,Barack Obama,Mark Warner,Female,White,40-44,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Cares about people like me,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,North,South,High Density Urban,Urban,Urban Core,Very upscale
4426489.0, Virginia,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.888473451137543,Barack Obama,Mark Warner,Male,Black,45-49,Democrat,Moderate,"$100,000-$149,999",High school graduate,,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Somewhat disapprove,The economy,Poor,Not at all worried,No,About right,Shares my values,Not a factor at all,Before that,Only John McCain,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Downscale
