ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSHI08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,FAVOBAM,ISSUE08,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,FAVOBAM2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEHI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4453076.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.909780442714691,Barack Obama,Female,,45-49,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,Yes,Somewhat favorable,The economy,Very worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,,,,,45-65,30-59,45+,45-59,40-49,18-64,,,,Favorable,No college degree,More than High school graduate,,Less than 100k,50k or more,50 to 100 thousand,,Worried,Independent/Something else,,,,,,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452999.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.38273537158966,Barack Obama,Male,White,65-74,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Strongly favorable,The war in Iraq,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452947.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16895008087158,Barack Obama,Male,Hispanic/Latino,30-39,Democrat,Moderate,"$75,000-$99,999",College graduate,Yes,Strongly disapprove,Yes,Strongly favorable,The economy,Very worried,Yes,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452891.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1117832660675,Barack Obama,Female,Other,30-39,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,Strongly favorable,The economy,Somewhat worried,No,Can bring about needed change,One of several important factors,Earlier in October,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,Favorable,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Native Hawaiian,All others,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452842.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16895008087158,Barack Obama,Male,Other,30-39,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,No,Strongly favorable,The economy,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Approve,Non black male,All other races,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Other,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452796.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.31511342525482,Barack Obama,Female,White,60-64,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Strongly favorable,The economy,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Favorable,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452742.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03369414806366,Barack Obama,Female,Other,18-24,Something else,Moderate,"$30,000-$49,999",Postgraduate study,No,Somewhat disapprove,No,Strongly favorable,Energy policy,Very worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Native Hawaiian,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452662.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08684575557709,Barack Obama,Male,Asian,25-29,Something else,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Strongly favorable,The war in Iraq,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452604.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.38273537158966,Barack Obama,Male,White,60-64,Republican,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Strongly favorable,The economy,Very worried,No,Can bring about needed change,Not a factor at all,Just today,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452488.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03369414806366,Barack Obama,Female,Hispanic/Latino,18-24,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,Yes,Somewhat disapprove,No,Somewhat favorable,The war in Iraq,Very worried,No,Shares my values,One of several important factors,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,Favorable,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Asian,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4453177.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.38273537158966,Barack Obama,Male,White,75 or over,Democrat,,,College graduate,No,,No,,,Very worried,,Shares my values,,Before that,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452361.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.833107113838196,John McCain,Female,Asian,25-29,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Yes,Somewhat unfavorable,The economy,Very worried,No,Has the right experience,One of several important factors,Sometime in September,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,Unfavorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,All others,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452249.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11441731452942,John McCain,Male,Asian,75 or over,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,No,Somewhat favorable,Terrorism,Somewhat worried,No,Has the right experience,A minor factor,Sometime in September,Approve,Non black male,All other races,Non white male,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Asian,All others,Not important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452419.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.896043121814728,John McCain,Female,White,40-44,Republican,Conservative,"$200,000 or more",College graduate,No,Somewhat approve,No,Strongly unfavorable,The economy,Somewhat worried,No,Has the right experience,A minor factor,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Unfavorable,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452308.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.896043121814728,John McCain,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,Yes,Strongly unfavorable,Energy policy,Not too worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Unfavorable,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4452156.0,Hawaii,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11441731452942,John McCain,Male,White,75 or over,Independent,Conservative,"$150,000-$199,999",Some college or associate degree,No,Somewhat disapprove,No,Strongly favorable,The economy,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Favorable,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,2.0,Honolulu Couty,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96744.0
4453689.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08684575557709,Barack Obama,Male,Asian,18-24,Democrat,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Strongly favorable,The economy,Somewhat worried,No,Shares my values,Not a factor at all,Earlier in October,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453641.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03369414806366,Barack Obama,Female,Asian,18-24,Independent,Liberal,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,No,Strongly favorable,Energy policy,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453578.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03369414806366,Barack Obama,Female,Asian,18-24,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,No,Somewhat favorable,The economy,Very worried,No,Can bring about needed change,One of several important factors,Earlier in October,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Favorable,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453520.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16895008087158,Barack Obama,Male,Other,40-44,Something else,Liberal,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,No,Strongly favorable,Terrorism,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,All other races,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Native Hawaiian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453478.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1117832660675,Barack Obama,Female,Other,40-44,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,Strongly favorable,The economy,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Other,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453184.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08684575557709,Barack Obama,Male,Asian,25-29,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,Somewhat favorable,The economy,Somewhat worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453781.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16895008087158,Barack Obama,Male,Asian,50-59,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,No,Somewhat favorable,The economy,Somewhat worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453364.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03369414806366,Barack Obama,Female,Asian,25-29,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Strongly favorable,The economy,Very worried,Yes,Can bring about needed change,One of several important factors,Before that,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4454052.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1117832660675,Barack Obama,Female,White,45-49,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,Strongly favorable,Energy policy,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453899.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16895008087158,Barack Obama,Male,Asian,50-59,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat approve,No,Somewhat unfavorable,The economy,Very worried,No,Shares my values,Not a factor at all,Sometime in September,Approve,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Unfavorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453737.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08684575557709,Barack Obama,Male,Asian,25-29,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Somewhat favorable,The economy,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453418.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.942116856575012,John McCain,Male,Other,50-59,Republican,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Somewhat unfavorable,The economy,Somewhat worried,No,Has the right experience,One of several important factors,In the last three days,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Unfavorable,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Native Hawaiian,All others,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453246.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11441731452942,John McCain,Male,Asian,65-74,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Somewhat unfavorable,Energy policy,Not too worried,No,Has the right experience,Not a factor at all,Sometime last week,Approve,Non black male,All other races,Non white male,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,All other,Other,Unfavorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453854.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11441731452942,John McCain,Male,Other,60-64,Something else,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,No,Strongly unfavorable,Energy policy,Not too worried,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black male,All other races,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,All other,Other,Unfavorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not worried,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4454106.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.942116856575012,John McCain,Male,White,50-59,Something else,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Somewhat unfavorable,Health care,Very worried,Yes,Can bring about needed change,Not a factor at all,In the last three days,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Unfavorable,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4454105.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.942116856575012,John McCain,Male,White,50-59,Something else,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Somewhat unfavorable,Health care,Very worried,Yes,Can bring about needed change,Not a factor at all,In the last three days,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Unfavorable,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
4453966.0,Hawaii,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.965816974639893,Other,Female,Other,50-59,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Somewhat favorable,The economy,Very worried,No,Can bring about needed change,Not a factor at all,Just today,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Honolulu Couty,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,96706.0
