ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMT08,SENMT08,GOVMT08,HSEMT08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,CANDVIS,PRES2WAY,GUNOWNER,ISSUE08,NECWORRY,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,CANDVISA,CANDVISB,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4421907.0,Montana,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.565846979618073,John McCain,Bob Kelleher,Brian Schweitzer,Denny Rehberg,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat approve,Yes,Not a factor at all,John McCain,Yes,The economy,Somewhat worried,Has the right experience,One of several important factors,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4423563.0,Montana,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.71768856048584,John McCain,Bob Kelleher,Brian Schweitzer,Denny Rehberg,Male,White,50-59,Republican,Moderate,"$75,000-$99,999",High school graduate,No,Somewhat disapprove,No,A minor factor,John McCain,Yes,The economy,Not too worried,Has the right experience,Not a factor at all,Sometime last week,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4423257.0,Montana,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.545526325702667,John McCain,Did not vote,Roy Brown,Denny Rehberg,Female,White,30-39,Republican,Conservative,,College graduate,No,Somewhat approve,Yes,Omit,Omit,,The economy,Somewhat worried,Shares my values,Not a factor at all,Sometime in September,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Omit,Omit,College graduate,More than High school graduate,White college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422859.0,Montana,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.539149880409241,John McCain,Max Baucus,Roy Brown,Denny Rehberg,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,No,Not a factor at all,John McCain,Yes,The economy,Very worried,Shares my values,Not a factor at all,Sometime last week,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422564.0,Montana,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.751976013183594,John McCain,Bob Kelleher,Roy Brown,Denny Rehberg,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Not a factor at all,John McCain,Yes,Energy policy,Not too worried,Shares my values,The single most important factor,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422400.0,Montana,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.592880189418793,John McCain,Bob Kelleher,Roy Brown,Denny Rehberg,Female,White,40-44,Republican,,,Some college or associate degree,No,Strongly approve,Yes,Not a factor at all,John McCain,Yes,The economy,Somewhat worried,Cares about people like me,One of several important factors,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422273.0,Montana,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.734911799430847,John McCain,Bob Kelleher,Roy Brown,Denny Rehberg,Female,White,60-64,Republican,Conservative,"$100,000-$149,999",High school graduate,No,Somewhat approve,Yes,Not a factor at all,John McCain,Yes,The economy,Somewhat worried,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was not a factor,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422155.0,Montana,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.751976013183594,John McCain,Bob Kelleher,Roy Brown,Denny Rehberg,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Not a factor at all,John McCain,Yes,The economy,Very worried,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422047.0,Montana,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.751976013183594,John McCain,Bob Kelleher,Roy Brown,Denny Rehberg,Male,White,50-59,Independent,Conservative,"$15,000-$29,999",College graduate,No,Strongly approve,,Not a factor at all,John McCain,Yes,Terrorism,Not at all worried,Shares my values,One of several important factors,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4423710.0,Montana,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.751976013183594,John McCain,Bob Kelleher,Roy Brown,Denny Rehberg,Male,White,30-39,Republican,Conservative,"$200,000 or more",College graduate,No,Strongly approve,No,Not a factor at all,John McCain,Yes,The economy,Not too worried,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4423698.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.631762325763702,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,45-49,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,A minor factor,Barack Obama,Yes,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4423305.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.498100161552429,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,50-59,Independent,Moderate,"$200,000 or more",High school graduate,No,Somewhat disapprove,No,Not a factor at all,Barack Obama,No,Energy policy,Somewhat worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422472.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.498100161552429,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Not a factor at all,Barack Obama,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4424211.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.631762325763702,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,Other,50-59,Independent,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Not a factor at all,Barack Obama,Yes,Health care,Not too worried,Cares about people like me,One of several important factors,Earlier in October,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Not Important,Was not a factor,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not worried,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4424121.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.617426037788391,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Yes,Not a factor at all,Barack Obama,Yes,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422851.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.617426037788391,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,60-64,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,Not a factor at all,Barack Obama,Yes,The economy,Very worried,Can bring about needed change,One of several important factors,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4423491.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.631762325763702,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,40-44,Democrat,Liberal,"Under $15,000",Postgraduate study,No,Strongly disapprove,No,A minor factor,Barack Obama,Yes,The economy,Very worried,Has the right experience,A minor factor,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4423218.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.490008980035782,Barack Obama,Max Baucus,Brian Schweitzer,Denny Rehberg,Male,,75 or over,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,A minor factor,Barack Obama,Yes,The economy,Very worried,Shares my values,Not a factor at all,Earlier in October,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,Not Important,Was a factor,College graduate,More than High school graduate,,Less than 100k,Less than 50k,Less than 50 thousand,,Worried,Independent/Something else,,,,,,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422973.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.490008980035782,Barack Obama,Max Baucus,Brian Schweitzer,Denny Rehberg,Male,,65-74,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Not a factor at all,Barack Obama,Yes,The economy,Very worried,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,Not Important,Was not a factor,No college degree,More than High school graduate,,Less than 100k,50k or more,50 to 100 thousand,,Worried,Independent/Something else,,,,,,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422588.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.566602468490601,John McCain,Max Baucus,Brian Schweitzer,Denny Rehberg,Female,White,45-49,Independent,Liberal,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Not a factor at all,John McCain,Yes,Energy policy,Very worried,Cares about people like me,A minor factor,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422723.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.011454121209681,Other,Bob Kelleher,Brian Schweitzer,Denny Rehberg,Female,White,75 or over,Something else,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Not a factor at all,John McCain,Yes,Terrorism,Very worried,Shares my values,Not a factor at all,Sometime in September,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4423778.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.593671798706055,John McCain,Max Baucus,Roy Brown,Denny Rehberg,Female,White,50-59,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,Yes,Not a factor at all,John McCain,No,Energy policy,Not too worried,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4424046.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.795676290988922,John McCain,Max Baucus,Roy Brown,Denny Rehberg,Male,,65-74,Republican,Moderate,,Did not complete high school,No,Somewhat approve,Yes,Not a factor at all,John McCain,Yes,Energy policy,Very worried,Omit,A minor factor,Before that,Approve,,,,,65+,60+,45+,60+,65+,65+,,,,Not Important,Was not a factor,No college degree,High school graduate or less,,,,,,Worried,Republican,,,,,,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422362.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.522164881229401,Barack Obama,Bob Kelleher,Roy Brown,Denny Rehberg,Female,White,65-74,Republican,Conservative,,High school graduate,No,Somewhat approve,No,A minor factor,John McCain,,Terrorism,Very worried,Shares my values,The single most important factor,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was a factor,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4422212.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.662284672260284,Barack Obama,Bob Kelleher,Roy Brown,Denny Rehberg,Male,White,60-64,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Not a factor at all,Barack Obama,Yes,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4423109.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.652835607528687,John McCain,Bob Kelleher,Roy Brown,Denny Rehberg,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",High school graduate,No,Strongly approve,No,Not a factor at all,John McCain,No,Terrorism,Very worried,Cares about people like me,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4424335.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.652835607528687,John McCain,Bob Kelleher,Roy Brown,Denny Rehberg,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Strongly approve,Yes,Not a factor at all,John McCain,Yes,The economy,Very worried,Shares my values,The single most important factor,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4424334.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.652835607528687,John McCain,Bob Kelleher,Roy Brown,Denny Rehberg,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Strongly approve,Yes,Not a factor at all,John McCain,Yes,The economy,Very worried,Shares my values,The single most important factor,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4423386.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.652835607528687,John McCain,Bob Kelleher,Roy Brown,Denny Rehberg,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,Not a factor at all,John McCain,Yes,Terrorism,Somewhat worried,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4423599.0,Montana,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.828020095825195,John McCain,Bob Kelleher,Roy Brown,Denny Rehberg,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",High school graduate,,Somewhat approve,,Not a factor at all,John McCain,Yes,The economy,Somewhat worried,Shares my values,One of several important factors,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4446466.0,Montana,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.96797156333923,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,65-74,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,Yes,A minor factor,Barack Obama,Yes,The economy,Very worried,Shares my values,Not a factor at all,Sometime in September,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,East,West,Extremely Low Density Rural,Rural,Rural,Very downscale,59430.0
