ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSKY08,SENKY08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BAILOUT,BRNAGAIN,HILLPSPRT,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BAILOUT2,EDUCCOLL,EDUCHS,EDUCWHITE,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4424834.0,Kentucky,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.878093779087067,John McCain,Mitch McConnell,Male,White,18-24,Something else,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat approve,Somewhat oppose,No,Another candidate,The economy,Not so good,Very worried,Yes,Can bring about needed change,A minor factor,Earlier in October,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,40245.0
4408488.0,Kentucky,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.832349479198456,John McCain,Mitch McConnell,Male,White,50-59,Something else,Conservative,"$75,000-$99,999",High school graduate,No,Somewhat approve,Strongly oppose,No,Did not care who won,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,40245.0
4424760.0,Kentucky,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.878093779087067,John McCain,Mitch McConnell,Male,White,18-24,Something else,Moderate,"$200,000 or more",Did not complete high school,No,Somewhat approve,Somewhat oppose,Yes,Barack Obama,The war in Iraq,Not so good,Somewhat worried,Yes,Omit,A minor factor,Just today,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,High school graduate or less,White no college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,40245.0
4408421.0,Kentucky,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.829432725906372,John McCain,Mitch McConnell,Female,White,60-64,Democrat,Moderate,,Some college or associate degree,No,Omit,Strongly oppose,No,Did not care who won,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,In the last three days,Omit,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,Democrats who did not care who won,,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,40245.0
4424648.0,Kentucky,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.878093779087067,John McCain,Mitch McConnell,Male,White,18-24,Republican,Moderate,"$150,000-$199,999",Did not complete high school,No,Somewhat disapprove,Somewhat oppose,Yes,Barack Obama,The economy,Not so good,Somewhat worried,Yes,Has the right experience,The single most important factor,Sometime in September,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,High school graduate or less,White no college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,40245.0
4446990.0,Kentucky,47.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.718478322029114,John McCain,Mitch McConnell,Female,White,45-49,Republican,,,Postgraduate study,No,,,Yes,,,,Very worried,,Has the right experience,,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,College graduate,More than High school graduate,White college degree,,,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,40245.0
4446940.0,Kentucky,47.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.757964491844177,John McCain,Mitch McConnell,Female,White,18-24,Independent,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Somewhat oppose,No,Hillary Clinton,Energy policy,Poor,Not too worried,Yes,Has the right experience,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,40245.0
4446803.0,Kentucky,47.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.878093779087067,John McCain,Mitch McConnell,Male,White,18-24,Republican,Conservative,"$200,000 or more",College graduate,No,Somewhat approve,Somewhat support,No,Did not care who won,The economy,Not so good,Somewhat worried,No,Shares my values,A minor factor,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Support,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,40245.0
4425077.0,Kentucky,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.718478322029114,John McCain,Mitch McConnell,Female,White,45-49,Independent,Moderate,"$200,000 or more",Postgraduate study,No,Somewhat approve,Somewhat support,No,Hillary Clinton,The economy,Not so good,Somewhat worried,No,Has the right experience,A minor factor,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Support,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,40245.0
4446742.0,Kentucky,47.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.718478322029114,John McCain,Mitch McConnell,Female,White,50-59,Republican,Conservative,"$200,000 or more",Some college or associate degree,No,Somewhat disapprove,Somewhat oppose,Yes,Hillary Clinton,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,40245.0
4403089.0,Kentucky,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729010701179504,Barack Obama,Did not vote,Male,Black,30-39,Something else,Moderate,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Strongly oppose,No,Another candidate,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Oppose,No college degree,High school graduate or less,Non white no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4403088.0,Kentucky,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729010701179504,Barack Obama,Did not vote,Male,Black,30-39,Something else,Moderate,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Strongly oppose,No,Another candidate,The economy,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Oppose,No college degree,High school graduate or less,Non white no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4446697.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.817734897136688,Barack Obama,Bruce Lunsford,Male,Black,30-39,Independent,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,Strongly oppose,No,Barack Obama,The economy,Not so good,Very worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Oppose,College graduate,More than High school graduate,Non white college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4446568.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.705863118171692,Barack Obama,Bruce Lunsford,Female,Black,40-44,Democrat,Conservative,"$30,000-$49,999",High school graduate,,Strongly disapprove,Strongly oppose,,Barack Obama,The economy,Poor,Very worried,No,Shares my values,The single most important factor,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,Oppose,No college degree,High school graduate or less,Non white no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4446496.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.792886316776276,Barack Obama,Bruce Lunsford,Male,White,18-24,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Strongly oppose,No,Barack Obama,Health care,Poor,Very worried,No,Can bring about needed change,Not a factor at all,In the last three days,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4446446.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.684414029121399,Barack Obama,Bruce Lunsford,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,Strongly oppose,Yes,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,College graduate,More than High school graduate,White college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4446389.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.744656026363373,Barack Obama,Bruce Lunsford,Female,Hispanic/Latino,18-24,Democrat,Moderate,"Under $15,000",Some college or associate degree,Yes,Strongly disapprove,Strongly support,Yes,Barack Obama,The economy,Not so good,Very worried,Yes,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,Support,No college degree,More than High school graduate,Non white no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4423740.0,Kentucky,46.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.751580834388733,Barack Obama,Bruce Lunsford,Male,White,50-59,Republican,Moderate,,High school graduate,No,Strongly disapprove,Strongly oppose,,Did not care who won,The economy,Poor,Very worried,No,Omit,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,Non Democrats,,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4446327.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.705863118171692,Barack Obama,Bruce Lunsford,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Somewhat support,Yes,Barack Obama,The economy,Poor,Somewhat worried,No,Shares my values,One of several important factors,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Support,No college degree,More than High school graduate,Non white no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4423843.0,Kentucky,46.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.867647230625153,Barack Obama,Bruce Lunsford,Male,White,75 or over,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Somewhat support,No,Barack Obama,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Support,College graduate,More than High school graduate,White college degree,Democrats for Obama,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4446639.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.867647230625153,Barack Obama,Bruce Lunsford,Male,White,75 or over,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,Somewhat support,No,Hillary Clinton,The economy,Poor,Very worried,No,Shares my values,One of several important factors,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Support,College graduate,More than High school graduate,White college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4447458.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.748947143554688,Barack Obama,Bruce Lunsford,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Omit,,Omit,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Just today,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Omit,College graduate,More than High school graduate,White college degree,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4447457.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.748947143554688,Barack Obama,Bruce Lunsford,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Omit,,Omit,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Just today,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Omit,College graduate,More than High school graduate,White college degree,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4447456.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.748947143554688,Barack Obama,Bruce Lunsford,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Omit,,Omit,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Just today,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Omit,College graduate,More than High school graduate,White college degree,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4447455.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.748947143554688,Barack Obama,Bruce Lunsford,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Omit,,Omit,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Just today,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Omit,College graduate,More than High school graduate,White college degree,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4447454.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.748947143554688,Barack Obama,Bruce Lunsford,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Omit,,Omit,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Just today,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Omit,College graduate,More than High school graduate,White college degree,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4447367.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.867647230625153,Barack Obama,Bruce Lunsford,Male,White,65-74,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,Somewhat oppose,No,Hillary Clinton,The economy,Not so good,Somewhat worried,No,Can bring about needed change,A minor factor,Earlier in October,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Oppose,College graduate,More than High school graduate,White college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4423381.0,Kentucky,46.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.751580834388733,Barack Obama,Bruce Lunsford,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Somewhat support,Yes,Did not care who won,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4447323.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.684414029121399,Barack Obama,Bruce Lunsford,Female,Other,25-29,Independent,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Somewhat oppose,No,Barack Obama,Health care,Poor,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,Oppose,No college degree,More than High school graduate,Non white no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4446871.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.751580834388733,Barack Obama,Bruce Lunsford,Male,White,40-44,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly approve,Strongly oppose,,Hillary Clinton,Health care,Excellent,Not at all worried,No,Cares about people like me,Not a factor at all,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Excellent/Good,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
4447264.0,Kentucky,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.708806157112122,Barack Obama,Bruce Lunsford,Male,,18-24,Something else,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Strongly oppose,Yes,Hillary Clinton,Energy policy,Good,Not at all worried,Yes,Shares my values,Not a factor at all,Before that,Disapprove,,,,,18-29,18-29,18-44,18-29,18-24,18-64,,,,Oppose,College graduate,More than High school graduate,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,,Excellent/Good,Not worried,Independent/Something else,,,,,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,3.0,Jefferson county,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,40241.0
