ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNJ08,SENNJ08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ECONHARDSHIP,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ECONHARDSHIP2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4427208.0,New Jersey,71.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.500467360019684,Barack Obama,Frank Lautenberg,Male,White,18-24,Democrat,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No hardship at all,The war in Iraq,Poor,Somewhat worried,Yes,Can bring about needed change,Not a factor at all,Catholic,Before that,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No hardship at all,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Yes,"Member in household, but not voter",No,Catholic,Yes,Suburbs,Suburbs,12.0,Central,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,8831.0
4427196.0,New Jersey,70.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.390302062034607,Barack Obama,Frank Lautenberg,Male,Asian,60-64,Independent,,,Postgraduate study,No,,,,,Not too worried,No,Shares my values,,,Before that,,,Non black male,All other races,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,All other,Other,,College graduate,More than High school graduate,Non white college degree,,,,,,Not worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,"Cities 50,000-500,000","Cities over 50,000",7.0,Central,East,High Density Urban,Urban,Urban Core,Very upscale,8820.0
4427190.0,New Jersey,99.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,2.04392409324646,Barack Obama,Frank Lautenberg,Female,White,65-74,Democrat,,,High school graduate,No,,,,,Somewhat worried,No,Shares my values,,,In the last three days,,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,No college degree,High school graduate or less,White no college degree,,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,,,Suburbs,Suburbs,3.0,South,East,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8757.0
4427183.0,New Jersey,51.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.750555872917175,Barack Obama,Frank Lautenberg,Female,White,25-29,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,,,,,,,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,No,Suburbs,Suburbs,13.0,Northern Cities,East,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0
4430956.0,New Jersey,43.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.40534603595734,Barack Obama,Frank Lautenberg,Male,Black,18-24,Democrat,Conservative,"$50,000-$74,999",High school graduate,No,Strongly disapprove,,The economy,Poor,Not at all worried,Yes,Can bring about needed change,Not a factor at all,,Before that,,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,8.0,Northern Cities,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7052.0
4429490.0,New Jersey,102.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.19216024875641,Barack Obama,Frank Lautenberg,Female,Other,60-64,Independent,,,Postgraduate study,,Strongly disapprove,A severe hardship,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Something else,Before that,"Yes, someone else does",Disapprove,Non black female,All other races,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,All other,Other,A hardship,College graduate,More than High school graduate,Non white college degree,,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Yes,"Member in household, but not voter",No,Non-white,,Suburbs,Suburbs,4.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8759.0
4427152.0,New Jersey,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.651108682155609,Barack Obama,Frank Lautenberg,Female,White,50-59,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,A severe hardship,The economy,Not so good,Very worried,No,Cares about people like me,The single most important factor,Something else,In the last three days,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Important,Factor,Something else,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,Something else,Yes,Suburbs,Suburbs,5.0,Bergen/Passaic Counties,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,7624.0
4427150.0,New Jersey,26.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,2.06615519523621,Barack Obama,Frank Lautenberg,Male,White,18-24,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,,The economy,Poor,Not too worried,Yes,Can bring about needed change,Not a factor at all,,Earlier in October,,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,No,Suburbs,Suburbs,1.0,South,East,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,8107.0
4427147.0,New Jersey,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.278915077447891,Barack Obama,Frank Lautenberg,Female,White,18-24,Democrat,Liberal,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,A moderate hardship,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Catholic,Earlier in October,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,A hardship,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,"Member in household, but not voter",No,Catholic,No,Suburbs,Suburbs,6.0,Central,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,8879.0
4427122.0,New Jersey,70.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.306131809949875,Barack Obama,Frank Lautenberg,Male,White,40-44,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No hardship at all,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No hardship at all,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",7.0,Central,East,High Density Urban,Urban,Urban Core,Very upscale,8820.0
4426383.0,New Jersey,101.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.803507089614868,Barack Obama,Frank Lautenberg,Female,White,18-24,Democrat,Liberal,"$100,000-$149,999",,No,Strongly disapprove,A moderate hardship,The economy,Not so good,Somewhat worried,Yes,Can bring about needed change,One of several important factors,Catholic,In the last three days,"Yes, I do",Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,A hardship,,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Important,Factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,I am,Yes,Catholic,,Suburbs,Suburbs,3.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0
4428644.0,New Jersey,9.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.772122263908386,Barack Obama,Frank Lautenberg,Male,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,,,,,,,,,,,,,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,,,,,,No,Suburbs,Suburbs,9.0,Bergen/Passaic Counties,East,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7631.0
4427106.0,New Jersey,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.713625311851501,Barack Obama,Frank Lautenberg,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,A moderate hardship,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,None,Before that,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,None,No,Suburbs,Suburbs,5.0,Bergen/Passaic Counties,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,7624.0
4427104.0,New Jersey,65.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.901152312755585,Barack Obama,Frank Lautenberg,Female,Black,50-59,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,,The economy,Poor,Somewhat worried,No,Cares about people like me,A minor factor,,Before that,,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,8648.0
4426353.0,New Jersey,101.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.880656361579895,Barack Obama,Frank Lautenberg,Male,White,25-29,Democrat,Liberal,"Under $15,000",High school graduate,No,Strongly disapprove,A moderate hardship,The economy,Poor,Somewhat worried,No,Cares about people like me,Not a factor at all,Something else,Before that,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,A hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Something else,Yes,Suburbs,Suburbs,3.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0
4427066.0,New Jersey,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.651108682155609,Barack Obama,Frank Lautenberg,Female,Asian,30-39,Republican,Conservative,"$150,000-$199,999",Some college or associate degree,No,Somewhat disapprove,A moderate hardship,The economy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Catholic,Sometime last week,No one does,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,A hardship,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,Asian,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,No,No,Non-white,No,Suburbs,Suburbs,5.0,Bergen/Passaic Counties,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,7624.0
4427038.0,New Jersey,70.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.306131809949875,Barack Obama,Frank Lautenberg,Male,White,50-59,Independent,Liberal,,Postgraduate study,No,Strongly disapprove,A moderate hardship,Health care,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Earlier in October,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Protestant/Other Christian,,"Cities 50,000-500,000","Cities over 50,000",7.0,Central,East,High Density Urban,Urban,Urban Core,Very upscale,8820.0
4427033.0,New Jersey,98.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.777737319469452,Barack Obama,Frank Lautenberg,Male,White,50-59,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,,Before that,,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,11.0,Northwest,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7876.0
4427022.0,New Jersey,125.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.704489648342133,Barack Obama,Frank Lautenberg,Female,Hispanic/Latino,30-39,Democrat,Conservative,"$30,000-$49,999",College graduate,Yes,,,The economy,Not so good,,No,Can bring about needed change,The single most important factor,,Earlier in October,,,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,,Democrat,Non black Democrat,Latino Democrats,All others,White,Important,Factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,No,Suburbs,Suburbs,5.0,Northwest,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7823.0
4427020.0,New Jersey,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.716430187225342,Barack Obama,Frank Lautenberg,Female,White,45-49,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Strongly disapprove,A moderate hardship,Health care,Poor,Somewhat worried,Yes,Can bring about needed change,Not a factor at all,None,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,None,No,Suburbs,Suburbs,7.0,Northwest,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,8822.0
4427003.0,New Jersey,26.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,2.43286633491516,Barack Obama,Frank Lautenberg,Male,White,40-44,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,,Before that,,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,Yes,Suburbs,Suburbs,1.0,South,East,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,8107.0
4427002.0,New Jersey,99.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.04392409324646,Barack Obama,Frank Lautenberg,Female,White,60-64,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,A moderate hardship,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Earlier in October,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,A hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,South,East,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8757.0
4431666.0,New Jersey,43.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.40534603595734,Barack Obama,Frank Lautenberg,Male,Black,18-24,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,,,,,,,,,Protestant,Sometime in September,No one does,,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,Non-white,No,Suburbs,Suburbs,8.0,Northern Cities,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7052.0
4426998.0,New Jersey,65.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.832879900932312,Barack Obama,Frank Lautenberg,Female,White,45-49,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,,Health care,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,,Before that,,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,8648.0
4427023.0,New Jersey,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.389457315206528,Barack Obama,Frank Lautenberg,Male,Black,40-44,Independent,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,A moderate hardship,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Earlier in October,No one does,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,A hardship,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Non-white,No,Suburbs,Suburbs,6.0,Central,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,8879.0
4426961.0,New Jersey,70.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.27931335568428,Barack Obama,Frank Lautenberg,Female,Hispanic/Latino,40-44,Democrat,Conservative,"$15,000-$29,999",,,Strongly approve,No hardship at all,The economy,Excellent,Very worried,No,Cares about people like me,One of several important factors,Catholic,Just today,"Yes, I do",Approve,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No hardship at all,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Excellent/Good,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,Important,Factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,I am,Yes,Non-white,,"Cities 50,000-500,000","Cities over 50,000",7.0,Central,East,High Density Urban,Urban,Urban Core,Very upscale,8820.0
4440954.0,New Jersey,31.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.89533394575119,Barack Obama,Frank Lautenberg,Male,Asian,25-29,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,,The economy,Not so good,Not too worried,No,Cares about people like me,Not a factor at all,,Sometime in September,,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,,No,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,East,Suburb,Rural,Rural,Very downscale,8332.0
4426951.0,New Jersey,68.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.796580851078033,Barack Obama,Frank Lautenberg,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",College graduate,,Somewhat disapprove,A severe hardship,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Catholic,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8816.0
4428421.0,New Jersey,48.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.816898882389069,Barack Obama,Frank Lautenberg,Female,White,18-24,Democrat,,,Postgraduate study,No,,,,,Very worried,Yes,Shares my values,,,Sometime in September,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,College graduate,More than High school graduate,White college degree,,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,,,Suburbs,Suburbs,1.0,South,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,8080.0
4426889.0,New Jersey,26.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.8851512670517,Barack Obama,Frank Lautenberg,Female,White,18-24,Democrat,Liberal,"$50,000-$74,999",High school graduate,No,,,The economy,Poor,,Yes,Can bring about needed change,Not a factor at all,,Earlier in October,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,No,Suburbs,Suburbs,1.0,South,East,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,8107.0
4431552.0,New Jersey,43.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.395423412323,Barack Obama,Frank Lautenberg,Female,White,40-44,Democrat,Liberal,"$100,000-$149,999",Some college or associate degree,No,,,,,,,,,Something else,Before that,No one does,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,Something else,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Something else,No,Suburbs,Suburbs,8.0,Northern Cities,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7052.0
4426877.0,New Jersey,68.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.796580851078033,Barack Obama,Frank Lautenberg,Female,Asian,40-44,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,A severe hardship,The economy,Not so good,Very worried,No,Can bring about needed change,Omit,Muslim,Earlier in October,No one does,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,A hardship,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,Asian,Omit,Omit,Something else,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Non-white,No,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8816.0
